,02-Jul-2020
The Nifty witnessed an intraday movement of about 112.65 points.The closing index was 1.17 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 53148.88
, Traded Quantity (in Lakhs), 30097.26
, Number of Trades, 16145424
, Total Market Capitalisation (Rs. Crores), 14043199.37

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10430.05,     10493.05,     10598.20,     10485.55,     10551.70,121.65
,NIFTY50 EQL Wgt,     10696.05,     10765.95,     10838.85,     10733.60,     10816.10,120.05
,NIFTY100 EQL Wgt,     11863.15,     11924.70,     12003.35,     11897.55,     11984.20,121.05
,NIFTY100 LowVol30,      8319.00,      8365.80,      8449.70,      8360.00,      8437.70,118.7
,NIFTY Alpha 50,     13676.10,     13684.10,     13835.85,     13680.50,     13795.20,119.1
,NIFTY MIDCAP 150,      5640.35,      5671.25,      5711.10,      5666.20,      5701.25,60.9
,NIFTY SMLCAP 50,      2199.15,      2222.40,      2228.00,      2210.20,      2212.80,13.65
,NIFTY SMLCAP 250,      4095.45,      4128.45,      4140.30,      4119.00,      4130.80,35.35
,NIFTY MIDSML 400,      5084.55,      5116.30,      5144.80,      5110.65,      5136.10,51.55
,NIFTY200 QUALTY30,      9252.55,      9287.55,      9383.95,      9281.40,      9372.30,119.75
,Nifty IT,     14732.10,     14803.50,     15195.20,     14782.45,     15122.55,390.45
,Nifty Next 50,     25755.45,     25801.40,     25975.95,     25781.55,     25947.50,192.05
,Nifty Bank,     21977.60,     22133.80,     22344.85,     21890.50,     21953.20,-24.4
,NIFTY MIDCAP 100,     14777.70,     14884.60,     14966.55,     14827.00,     14944.75,167.05
,Nifty 500,      8554.75,      8602.45,      8677.95,      8598.80,      8647.85,93.1
,Nifty 100,     10598.90,     10656.45,     10757.80,     10650.30,     10716.10,117.2
,Nifty Midcap 50,      4115.80,      4146.60,      4176.60,      4125.80,      4170.85,55.05
,Nifty Realty,       201.20,       202.60,       203.05,       199.10,       201.05,-.15
,Nifty Infra,      3031.40,      3050.20,      3068.25,      3037.60,      3059.50,28.1
,Nifty Energy,     14474.35,     14538.75,     14707.60,     14509.55,     14625.20,150.85
,Nifty FMCG,     30232.50,     30352.50,     30399.70,     30136.50,     30316.20,83.7
,Nifty MNC,     13146.35,     13208.90,     13235.20,     13128.70,     13198.40,52.05
,Nifty Pharma,      9882.85,      9845.35,      9976.15,      9832.65,      9943.65,60.8
,Nifty PSE,      2492.40,      2508.15,      2523.40,      2499.65,      2509.10,16.7
,Nifty PSU Bank,      1479.70,      1485.45,      1501.70,      1469.30,      1478.40,-1.3
,Nifty Serv Sector,     13889.20,     13980.45,     14162.30,     13973.40,     14051.00,161.8
,India VIX,28.1175,28.1175,28.1175,26.3150,26.5075,-1.6100
,Nifty Auto,      6718.60,      6761.00,      6923.90,      6751.95,      6907.10,188.5
,Nifty Metal,      1997.35,      2011.15,      2020.80,      1995.45,      2017.00,19.65
,Nifty Media,      1367.65,      1387.10,      1394.05,      1370.45,      1373.15,5.5
,NIFTY SMLCAP 100,      4654.10,      4695.35,      4710.00,      4684.90,      4695.65,41.55
,Nifty 200,      5404.30,      5434.70,      5484.00,      5431.45,      5464.20,59.9
,Nifty Div Opps 50,      2261.55,      2274.50,      2298.85,      2272.30,      2293.70,32.15
,Nifty Commodities,      2867.30,      2879.30,      2898.25,      2874.05,      2891.00,23.7
,Nifty Consumption,      4793.65,      4823.35,      4854.90,      4803.95,      4847.95,54.3
,Nifty Fin Service,     10843.25,     10912.35,     11012.70,     10845.15,     10906.75,63.5
,Nifty50 Div Point,        14.63,        19.53,        19.53,        19.53,        19.53,4.9
,Nifty100 Liq 15,      2614.55,      2635.40,      2644.50,      2610.10,      2627.10,12.55
,Nifty CPSE,      1430.80,      1440.20,      1453.05,      1436.30,      1439.80,9
,Nifty GrowSect 15,      5314.15,      5341.45,      5385.55,      5317.15,      5356.95,42.8
,Nifty50 PR 2x Lev,      3476.05,      3517.80,      3587.25,      3515.80,      3556.85,80.8
,Nifty50 PR 1x Inv,       420.00,       417.50,       417.60,       413.30,       415.10,-4.9
,Nifty50 TR 2x Lev,      4563.85,      4622.90,      4714.05,      4620.30,      4674.20,110.35
,Nifty50 TR 1x Inv,       366.80,       364.40,       364.55,       360.75,       362.35,-4.45
,Nifty50 Value 20,      5010.90,      5037.70,      5111.50,      5031.85,      5097.90,87
,Nifty Mid Liq 15,      3383.45,      3407.45,      3451.65,      3404.85,      3442.55,59.1
,Nifty Pvt Bank,     12042.30,     12137.30,     12252.85,     12011.60,     12043.50,1.2
,NIFTY100 Qualty30,      2467.20,      2481.20,      2500.85,      2476.85,      2498.25,31.05
,Nifty GS 8 13Yr,      2189.03,      2189.42,      2190.78,      2188.35,      2189.03,0
,Nifty GS 10Yr,      1992.13,      1992.45,      1994.97,      1991.45,      1992.05,-.08
,Nifty GS 10Yr Cln,       976.23,       976.23,       977.48,       975.74,       976.03,-.2
,Nifty GS 4 8Yr,      2334.75,      2335.15,      2336.91,      2334.38,      2335.65,.9
,Nifty GS 11 15Yr,      2356.96,      2357.39,      2359.02,      2356.11,      2357.07,.11
,Nifty GS 15YrPlus,      2590.39,      2590.85,      2593.63,      2587.64,      2593.35,2.96
,Nifty GS Compsite,      2233.88,      2234.27,      2235.45,      2233.31,      2234.36,.48

,ADVANCES,1137
,DECLINES,748
,UNCHANGED,76

,Total securities that have hit their price bands today,489

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BAJFINANCE,EQ,      2953.90,      2964.25,0.35,3459.3
,ALANKIT,EQ,        17.75,                  6865377.70,383978
,ALBERTDAVD,EQ,       413.65,                 14605156.70,35345
,ALCHEM,EQ,         5.95,                    91546.70,15386
,ALEMBICLTD,EQ,        79.15,                 40682901.30,510680
,ALICON,EQ,       253.10,                   310280.80,1222
,ALKALI,EQ,        45.75,                   694061.35,15107
,ALKEM,EQ,      2350.80,                245003967.95,104336
,ALKYLAMINE,EQ,      2171.35,                 69960115.20,32171
,ALLCARGO,EQ,        81.65,                  5491205.65,67426
,ALLSEC,EQ,       182.10,                   942100.50,5144
,ALMONDZ,EQ,        11.60,                    52306.75,4621
,ALOKINDS,EQ,        55.75,                 54955729.75,985753
,ALPA,EQ,        20.55,                  1824422.15,87745
,ALPHAGEO,EQ,       185.25,                  6241174.20,33353
,ALPSINDUS,BE,         1.60,                    61790.40,38619
,AMARAJABAT,EQ,       683.65,                958535236.50,1424244
,AMBER,EQ,      1440.40,                 39066592.65,26971
,AMBIKCO,EQ,       679.45,                  2150096.60,3144
,AMDIND,EQ,        15.65,                    81043.45,5217
,AMJLAND,EQ,        20.05,                  1501888.20,73509
,AMRUTANJAN,EQ,       361.55,                 23757310.30,65450
,ANANTRAJ,EQ,        24.05,                  6335450.30,269060
,ANDHRACEMT,BE,         9.20,                  1627958.40,176952
,ANDHRAPAP,EQ,       236.35,                 85587682.70,354330
,ANDHRSUGAR,EQ,       255.65,                 18579521.60,71985
,ANIKINDS,EQ,        14.90,                    71073.00,4770
,ANKITMETAL,BE,          .90,                    24549.00,27335
,ANSALAPI,BE,         4.25,                   340061.90,78908
,ANSALHSG,BE,         4.05,                    94582.30,22843
,ANUP,EQ,       403.90,                  3966298.00,9820
,APARINDS,EQ,       329.55,                  3829237.15,11606
,APCL,EQ,       136.50,                  2059249.95,14800
,APCOTEXIND,EQ,       141.45,                122035368.60,859416
,APEX,EQ,       257.40,                 47628535.50,184324
,APLAPOLLO,EQ,      1767.40,                472166528.95,269864
,APLLTD,EQ,       900.10,                171405326.60,190233
,APOLLO,EQ,       102.35,                  7451553.80,72258
,APOLLOHOSP,EQ,      1362.55,               1481644321.10,1095777
,APOLLOPIPE,EQ,       324.05,                  6110270.35,18813
,APOLLOTYRE,EQ,       110.85,                498323768.50,4491579
,APOLSINHOT,EQ,       457.55,                   409334.25,877
,APTECHT,EQ,        99.60,                  8064828.70,80754
,ARCHIDPLY,EQ,        25.80,                  5624683.05,215377
,ARCHIES,EQ,        13.90,                  1370973.40,97909
,ARCOTECH,BE,         3.80,                    70505.20,18554
,ARENTERP,EQ,        11.35,                    17715.95,1549
,ARIES,EQ,        62.80,                  5065468.95,80841
,ARIHANT,EQ,        16.05,                    27049.60,1681
,ARIHANTSUP,BE,        26.60,                    27194.75,1028
,ARMANFIN,EQ,       454.85,                  7319482.95,16005
,AROGRANITE,EQ,        27.10,                   267518.00,10055
,ARROWGREEN,BE,        43.45,                   106903.35,2424
,ARSHIYA,BE,        11.35,                   232062.20,20877
,ARSSINFRA,EQ,        15.90,                   323099.90,21273
,ARTEMISMED,EQ,       178.00,                   312948.95,1757
,ARVIND,EQ,        32.70,                 28014310.60,851271
,ARVINDF-RE,BE,        48.50,                  4369091.05,87396
,ARVINDFASN,EQ,       157.55,                 15420617.15,98260
,ARVSMART,EQ,        73.55,                  2490567.50,33656
,ASAHIINDIA,EQ,       174.70,                  6130715.70,35065
,ASAHISONG,EQ,       149.75,                  2741323.25,18259
,ASAL,BE,        21.00,                    63533.10,3040
,ASALCBR,EQ,       251.45,                  8931448.00,35317
,ASHAPURMIN,EQ,        47.60,                  5672195.15,117798
,ASHIANA,EQ,        61.75,                  2957296.45,48981
,ASHIMASYN,BE,         6.15,                   282743.55,46461
,ASHOKA,EQ,        62.75,                 82387960.05,1305668
,ASHOKLEY,EQ,        49.10,               2068526230.75,42265036
,ASIANHOTNR,EQ,        53.70,                   611198.45,11396
,ASIANTILES,EQ,       212.30,                 12705250.75,59326
,ASLIND,SM,         6.55,                    26200.00,4000
,ASPINWALL,EQ,       124.60,                   952957.10,7357
,ASTEC,EQ,       811.95,                 45306080.30,55360
,ASTERDM,EQ,       121.35,                 57414732.35,472291
,ASTRAL,EQ,       980.75,                184483516.00,188054
,ASTRAMICRO,EQ,       111.55,                304299046.10,2725450
,ASTRAZEN,EQ,      3542.20,                194572369.95,54883
,ASTRON,EQ,        40.75,                  2089144.45,50378
,ATFL,EQ,       527.15,                  1958452.55,3718
,ATLANTA,EQ,        10.60,                   488783.35,46140
,ATLASCYCLE,BE,        45.05,                   379501.20,8424
,ATUL,EQ,      4509.15,                 44268434.70,9773
,ATULAUTO,EQ,       167.75,                 14005202.05,83057
,AUBANK,EQ,       575.45,                162441688.45,283658
,AURIONPRO,EQ,        50.20,                  1883614.50,36509
,AUSOMENT,EQ,        31.45,                   312364.40,10215
,AUTOAXLES,EQ,       581.10,                  5416707.85,9296
,AUTOIND,BE,        19.35,                   171110.45,8677
,AUTOLITIND,EQ,        17.55,                   230185.05,13358
,AVADHSUGAR,EQ,       187.10,                  4770142.50,25343
,AVANTIFEED,EQ,       496.95,                367469417.85,732647
,AVG,SM,        48.85,                   116820.00,2400
,AVTNPL,EQ,        38.90,                  6073834.75,156043
,AXISCADES,EQ,        56.35,                   614215.00,10900
,AXISGOLD,EQ,      4208.75,                  9856308.45,2339
,AXISNIFTY,EQ,      1125.95,                   709003.70,623
,AYMSYNTEX,EQ,        24.00,                   199266.55,8333
,BABAFOOD,SM,        46.80,                    93600.00,2000
,BAGFILMS,BE,         2.85,                   931563.50,338952
,BAJAJCON,EQ,       146.60,                 46038842.15,313531
,BAJAJELEC,EQ,       389.10,                 51867781.45,133090
,BAJAJHIND,EQ,         6.70,                 68636319.90,10134768
,BALAJITELE,EQ,        79.10,                 12805016.15,163834
,BALAMINES,EQ,       533.95,                153551937.20,285917
,BALAXI,EQ,       127.00,                   163956.10,1299
,BALKRISHNA,BE,        17.25,                    12489.00,724
,BALKRISIND,EQ,      1278.20,                647130187.75,509486
,BALLARPUR,BE,         1.45,                 12070354.90,8865568
,BALMLAWRIE,EQ,       111.75,                 15311838.80,137116
,BALPHARMA,EQ,        42.40,                   707853.00,16686
,BALRAMCHIN,EQ,       131.55,                164015856.65,1254586
,BANARBEADS,EQ,        43.60,                   456473.65,10636
,BANARISUG,EQ,      1040.00,                  1709202.55,1631
,BANCOINDIA,EQ,        90.05,                254008047.55,2906288
,BANG,EQ,        18.75,                   106995.20,5767
,BANKA,SM,        68.25,                    81900.00,1200
,BANKBEES,EQ,       221.51,                369440917.86,1659984
,BANKINDIA,EQ,        49.95,                120791787.40,2402349
,BANSWRAS,EQ,        78.60,                   495207.55,6337
,BARTRONICS,BZ,         3.45,                    10042.95,2911
,BASF,EQ,      1237.45,                449906647.30,358581
,BASML,EQ,       101.75,                   957911.90,9471
,BATAINDIA,EQ,      1282.50,                977547851.45,761943
,BAYERCROP,EQ,      6202.15,                219562448.60,35685
,BBL,EQ,       781.15,                 11063456.25,14153
,BBTC,EQ,      1030.35,                 53547348.65,51349
,BCG,BE,         8.90,                 45835492.35,5244478
,BCP,EQ,         5.05,                  5133408.85,1009025
,BDL,EQ,       334.65,                285457660.25,868857
,BEARDSELL,BE,         8.60,                    54091.65,6206
,BEDMUTHA,EQ,        14.25,                    67670.90,4817
,BEL,EQ,        89.05,                815008296.45,9120739
,BEML,EQ,       641.35,                366747135.35,572537
,BEPL,EQ,        51.30,                128397684.85,2496136
,BETA,SM,        60.00,                    48000.00,800
,BFINVEST,EQ,       305.60,                  7840693.80,25395
,BFUTILITIE,EQ,       198.00,                 62483792.65,310039
,BGRENERGY,EQ,        34.45,                  8978109.65,262452
,BHAGERIA,EQ,       118.15,                  6538133.75,55300
,BHAGYANGR,EQ,        17.50,                   256554.15,14915
,BHAGYAPROP,EQ,        21.85,                   324498.10,14693
,BHANDARI,EQ,         1.65,                   261107.55,158247
,BHARATFORG,EQ,       334.40,                602350626.60,1795803
,BHARATGEAR,EQ,        43.90,                   449990.30,10205
,BHARATRAS,EQ,      7668.20,                 33455048.90,4382
,BHARATWIRE,EQ,        23.20,                   587407.80,25560
,BHEL,EQ,        36.70,               1404182743.95,38221206
,BIGBLOC,EQ,        30.35,                   174941.90,5804
,BIL,EQ,       143.65,                   547367.85,3812
,BILENERGY,EQ,         1.25,                   825998.75,660799
,BINDALAGRO,EQ,        12.55,                   381558.35,30084
,BIOFILCHEM,BE,        13.15,                   283834.85,21830
,BIRLACABLE,EQ,        51.45,                  4789606.80,92248
,BIRLACORPN,EQ,       600.45,                249718440.95,415891
,BIRLAMONEY,EQ,        34.25,                  4177321.85,120677
,BIRLATYRE,EQ,        50.60,                  2118925.60,41876
,BKMINDST,BE,         1.60,                   197398.40,123374
,BLBLIMITED,BE,         5.90,                   101148.80,17252
,BLISSGVS,EQ,        98.15,                 29791331.20,302250
,BLKASHYAP,EQ,         5.65,                   876674.20,151610
,BLS,EQ,        60.55,                  4517199.90,73113
,BLUECOAST,BE,         4.50,                     4118.00,914
,BLUEDART,EQ,      2011.25,                 14374679.35,7125
,BLUESTARCO,EQ,       499.70,                253297353.75,507084
,BODALCHEM,EQ,        61.15,                 50674333.20,826548
,BOHRA,SM,         1.75,                     7000.00,4000
,BOMDYEING,EQ,        73.10,                152020206.80,2067839
,BORORENEW,EQ,       119.90,                  4244340.10,35399
,BPL,BE,        20.20,                   415655.40,20577
,BRFL,BE,         9.10,                  1933148.75,210620
,BRIGADE,EQ,       131.50,                 44676887.85,336947
,BRITANNIA,N2,        33.10,                    89373.12,2701
,BRNL,EQ,        36.80,                   520368.35,14124
,BROOKS,BE,        29.75,                   222882.05,7451
,BSE,EQ,       473.55,                128814360.15,272541
,BSELINFRA,BE,         1.45,                    26588.75,18106
,BSHSL,SM,       108.00,                   652800.00,6000
,BSL,EQ,        25.30,                   275204.05,10739
,BSLGOLDETF,EQ,      4450.00,                  1210414.35,272
,BSLNIFTY,EQ,       113.44,                    14048.44,124
,BSOFT,EQ,        90.80,                 89194057.00,987945
,BURNPUR,BE,         2.30,                    63572.00,27640
,BUTTERFLY,EQ,       136.05,                 30532741.55,221644
,BVCL,BE,        13.80,                    11574.55,837
,BYKE,EQ,        15.75,                 24270191.80,1460857
,CADSYS,SM,        23.65,                   424900.00,18000
,CALSOFT,EQ,         9.55,                   269116.10,28226
,CAMLINFINE,EQ,        54.20,                 26058804.45,469815
,CANBK,EQ,       104.55,               1237432671.15,11795493
,CANDC,BZ,         3.45,                    81174.35,23133
,CANFINHOME,EQ,       358.60,                297901193.10,833878
,CANTABIL,EQ,       286.90,                 32277067.40,109953
,CAPACITE,EQ,       113.20,                  3420315.90,30041
,CAPLIPOINT,EQ,       338.25,                291722065.40,847056
,CAPTRUST,EQ,        82.10,                   201993.10,2446
,CARBORUNIV,EQ,       273.25,                 37277926.85,135732
,CAREERP,EQ,       141.60,                  2636485.10,19028
