,09-Nov-2020
The Nifty witnessed an intraday movement of about 106.7 points.The closing index was 1.61 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 56902.4
, Traded Quantity (in Lakhs), 20753.16
, Number of Trades, 15171501
, Total Market Capitalisation (Rs. Crores), 16362040.67

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12263.55,     12399.40,     12474.05,     12367.35,     12461.05,197.5
,NIFTY50 EQL Wgt,     12380.60,     12514.80,     12581.35,     12459.95,     12567.15,186.55
,NIFTY100 EQL Wgt,     13327.05,     13457.35,     13538.75,     13408.60,     13528.90,201.85
,NIFTY100 LowVol30,      9802.50,      9893.10,      9923.50,      9829.30,      9880.05,77.55
,NIFTY Alpha 50,     17481.45,     17668.00,     17685.25,     17511.15,     17643.00,161.55
,NIFTY MIDCAP 150,      6748.45,      6800.60,      6808.90,      6743.40,      6803.85,55.4
,NIFTY SMLCAP 50,      2902.25,      2929.45,      2932.55,      2896.80,      2910.50,8.25
,NIFTY SMLCAP 250,      5031.55,      5077.85,      5084.40,      5042.75,      5052.25,20.7
,NIFTY MIDSML 400,      6132.75,      6182.90,      6187.90,      6135.80,      6175.50,42.75
,NIFTY200 QUALTY30,     10788.80,     10914.85,     10932.80,     10834.75,     10907.70,118.9
,Nifty FinSrv25 50,     12294.85,     12406.95,     12546.35,     12398.95,     12526.70,231.85
,NIFTY AlphaLowVol,     12479.90,     12636.75,     12637.55,     12531.00,     12621.30,141.4
,Nifty200Momentm30,     12270.60,     12432.50,     12434.20,     12313.90,     12414.20,143.6
,Nifty100ESGSecLdr,      2135.70,      2158.35,      2171.80,      2153.50,      2169.55,33.85
,Nifty IT,     21492.25,     21751.65,     21926.90,     21620.55,     21820.15,327.9
,Nifty Next 50,     28334.85,     28596.15,     28763.90,     28484.45,     28746.00,411.15
,Nifty Bank,     26798.95,     27088.95,     27595.00,     27068.95,     27534.10,735.15
,NIFTY MIDCAP 100,     17802.75,     17932.30,     17969.10,     17767.90,     17957.40,154.65
,Nifty 500,     10033.50,     10137.30,     10183.50,     10100.45,     10176.35,142.85
,Nifty 100,     12349.15,     12482.95,     12557.60,     12448.95,     12545.45,196.3
,Nifty Midcap 50,      4926.50,      4965.40,      4984.75,      4906.35,      4979.35,52.85
,Nifty Realty,       226.95,       228.85,       231.25,       227.40,       230.30,3.35
,Nifty Infra,      3189.85,      3223.25,      3248.15,      3213.30,      3243.65,53.8
,Nifty Energy,     15180.75,     15379.20,     15513.20,     15282.55,     15491.50,310.75
,Nifty FMCG,     30150.65,     30388.80,     30546.85,     30247.35,     30453.70,303.05
,Nifty MNC,     14255.15,     14362.35,     14381.85,     14301.00,     14354.75,99.6
,Nifty Pharma,     11623.35,     11803.55,     11809.55,     11567.55,     11674.35,51
,Nifty PSE,      2366.15,      2390.90,      2409.25,      2375.85,      2406.65,40.5
,Nifty PSU Bank,      1374.75,      1394.50,      1395.75,      1373.55,      1388.95,14.2
,Nifty Serv Sector,     16955.40,     17127.15,     17320.25,     17110.00,     17294.05,338.65
,India VIX,20.4975,20.4975,21.0475,17.5800,20.1125,-0.3850
,Nifty Auto,      8006.10,      8075.20,      8085.75,      7992.05,      8067.65,61.55
,Nifty Metal,      2500.35,      2525.65,      2551.45,      2502.20,      2545.25,44.9
,Nifty Media,      1473.40,      1481.00,      1485.80,      1466.55,      1473.25,-.15
,NIFTY SMLCAP 100,      5859.10,      5908.00,      5915.40,      5858.95,      5878.30,19.2
,Nifty 200,      6319.65,      6385.65,      6420.35,      6363.75,      6415.10,95.45
,Nifty Div Opps 50,      2482.10,      2505.10,      2515.60,      2494.60,      2513.30,31.2
,Nifty Commodities,      3318.20,      3352.25,      3372.95,      3337.30,      3368.40,50.2
,Nifty Consumption,      5152.15,      5202.35,      5223.75,      5172.45,      5217.80,65.65
,Nifty Fin Service,     12893.80,     13007.95,     13184.70,     13001.90,     13158.25,264.45
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      2885.05,      2916.95,      2952.15,      2910.80,      2946.85,61.8
,Nifty CPSE,      1368.55,      1383.85,      1391.00,      1372.10,      1388.15,19.6
,Nifty GrowSect 15,      6052.80,      6102.35,      6161.55,      6098.30,      6149.10,96.3
,Nifty50 PR 2x Lev,      4706.35,      4809.10,      4865.35,      4784.90,      4856.40,150.05
,Nifty50 PR 1x Inv,       357.90,       354.05,       354.95,       351.90,       352.25,-5.65
,Nifty50 TR 2x Lev,      6249.90,      6386.35,      6461.05,      6354.20,      6449.15,199.25
,Nifty50 TR 1x Inv,       310.70,       307.40,       308.20,       305.50,       305.80,-4.9
,Nifty50 Value 20,      5907.30,      5969.40,      5999.75,      5944.00,      5984.50,77.2
,Nifty Mid Liq 15,      4360.80,      4400.55,      4428.60,      4351.15,      4421.70,60.9
,Nifty Pvt Bank,     14882.70,     15037.60,     15398.80,     15027.70,     15371.20,488.5
,NIFTY100 Qualty30,      2889.80,      2917.95,      2926.10,      2900.65,      2923.40,33.6
,Nifty GS 8 13Yr,      2240.01,      2240.39,      2240.39,      2237.64,      2237.89,-2.12
,Nifty GS 10Yr,      2023.14,      2023.46,      2023.46,      2019.22,      2020.42,-2.72
,Nifty GS 10Yr Cln,       971.44,       971.44,       971.44,       969.37,       969.96,-1.48
,Nifty GS 4 8Yr,      2378.84,      2379.22,      2379.22,      2376.54,      2376.66,-2.18
,Nifty GS 11 15Yr,      2422.52,      2422.95,      2422.95,      2419.59,      2419.83,-2.69
,Nifty GS 15YrPlus,      2615.95,      2616.44,      2618.72,      2616.12,      2617.13,1.18
,Nifty GS Compsite,      2283.05,      2283.43,      2283.43,      2280.47,      2280.84,-2.21

,ADVANCES,1121
,DECLINES,767
,UNCHANGED,125

,Total securities that have hit their price bands today,327

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      2029.15,      2050.70,1.06,3393.75
,ALICON,EQ,       303.85,                  2256864.05,7380
,ALKALI,EQ,        50.30,                  2056039.60,41642
,ALKYLAMINE,EQ,      3269.50,                122646794.75,37536
,ALLCARGO,EQ,       120.05,                 24110158.45,201831
,ALLSEC,EQ,       238.05,                  1083285.10,4515
,ALMONDZ,EQ,        12.45,                    33922.70,2715
,ALOKINDS,EQ,        23.40,                273795904.20,11908289
,ALPA,EQ,        39.20,                  5446193.35,137491
,ALPHAGEO,EQ,       148.40,                   941544.60,6365
,ALPSINDUS,EQ,         1.05,                    11020.35,10112
,AMARAJABAT,EQ,       814.00,                375771196.65,464639
,AMBER,EQ,      2186.60,                932141112.75,427059
,AMBIKCO,EQ,       700.90,                  5152561.05,7292
,AMDIND,EQ,        16.00,                   572506.35,36282
,AMJLAND,EQ,        21.65,                   752589.60,35162
,AMJUMBO,SM,        12.00,                    96000.00,8000
,AMRUTANJAN,EQ,       434.75,                 21802301.90,49724
,ANANTRAJ,EQ,        17.85,                  4475235.60,251530
,ANDHRACEMT,EQ,         5.00,                  1493273.20,299770
,ANDHRAPAP,EQ,       190.35,                  2866162.20,15090
,ANDHRSUGAR,EQ,       301.65,                 53341004.45,177886
,ANGELBRKG,EQ,       334.50,                707675104.60,2120253
,ANIKINDS,EQ,        11.00,                   354960.85,31803
,ANKITMETAL,BE,         1.00,                    64041.20,64786
,ANSALAPI,EQ,         4.40,                   244684.80,56090
,ANSALHSG,EQ,         3.85,                    72230.30,19062
,ANUP,EQ,       584.15,                  6586646.30,11397
,APARINDS,EQ,       305.20,                 12196918.00,39838
,APCL,EQ,       201.65,                 12514545.95,60360
,APCOTEXIND,EQ,       149.10,                  4262459.60,28476
,APEX,EQ,       260.40,                 25714570.65,98694
,APLAPOLLO,EQ,      3276.05,                 83558429.55,25508
,APLLTD,EQ,       973.25,                271663308.15,276760
,APOLLO,EQ,       108.95,                  8447086.45,76987
,APOLLOHOSP,EQ,      2084.40,               3168853951.35,1534921
,APOLLOPIPE,EQ,       600.05,                137469253.80,228504
,APOLLOTYRE,EQ,       157.45,               1214978755.70,7806598
,APOLSINHOT,EQ,       603.70,                  1030091.80,1723
,APTECHT,EQ,       114.35,                 11433959.15,99876
,ARCHIDPLY,EQ,        25.20,                  1810223.95,69954
,ARCHIES,EQ,        12.10,                  2229904.50,183563
,ARCOTECH,BE,         1.90,                    20643.55,10616
,ARENTERP,EQ,        10.10,                     5693.25,561
,ARIES,EQ,        83.30,                  1895665.65,22689
,ARIHANT,EQ,        15.60,                    11387.25,732
,ARIHANTSUP,EQ,        21.15,                   227165.55,10567
,ARMANFIN,EQ,       602.65,                 10989649.20,18346
,AROGRANITE,EQ,        30.10,                   711171.05,23404
,ARROWGREEN,EQ,        44.70,                   275184.90,6163
,ARSHIYA,BE,        13.55,                    55089.60,4177
,ARSSINFRA,EQ,        12.25,                    89780.15,7387
,ARTEMISMED,EQ,       156.50,                    67591.95,430
,ARVIND,EQ,        33.95,                 20774884.80,613547
,ARVINDFASN,EQ,       125.00,                 18885674.75,151015
,ARVSMART,EQ,        85.55,                  3051558.15,35449
,ASAHIINDIA,EQ,       225.85,                 26409050.30,117264
,ASAHISONG,EQ,       238.55,                 13452871.90,56107
,ASAL,EQ,        21.95,                    51709.60,2420
,ASALCBR,EQ,       250.65,                  9919798.90,39391
,ASHAPURMIN,EQ,        81.60,                  6058591.35,74511
,ASHIANA,EQ,        77.60,                  3841908.00,49185
,ASHIMASYN,BE,         8.30,                   608526.15,74433
,ASHOKA,EQ,        63.50,                 22749498.10,358712
,ASHOKLEY,EQ,        84.30,               3077510315.50,36749332
,ASIANHOTNR,EQ,        53.70,                   373308.15,6935
,ASIANTILES,EQ,       281.95,                 29635622.80,105902
,ASLIND,SM,         8.00,                  1728000.00,216000
,ASPINWALL,EQ,       118.45,                   174943.85,1473
,ASTEC,EQ,      1080.50,                 55135707.30,50814
,ASTERDM,EQ,       136.00,                 10712034.55,79087
,ASTRAL,EQ,      1200.45,                937030651.10,781576
,ASTRAMICRO,EQ,       109.15,                 14124617.50,128905
,ASTRAZEN,EQ,      4244.65,                 92392727.80,21679
,ASTRON,EQ,        45.00,                  1242165.05,27536
,ATFL,EQ,       710.80,                  5993141.55,8381
,ATLANTA,EQ,         6.55,                   184889.80,28191
,ATLASCYCLE,BE,        37.50,                  1024083.55,27199
,ATUL,EQ,      6212.15,                 56420803.80,9118
,ATULAUTO,EQ,       156.85,                 21091871.00,134704
,AUBANK,EQ,       808.80,                926997198.35,1139125
,AURIONPRO,EQ,        71.35,                   279075.65,3866
,AUSOMENT,EQ,        75.75,                 17491608.60,246369
,AUTOAXLES,EQ,       724.10,                 28178533.55,38684
,AUTOIND,EQ,        27.55,                   171790.35,6217
,AUTOLITIND,EQ,        19.00,                    81496.85,4279
,AVADHSUGAR,EQ,       188.20,                 20900428.50,111672
,AVANTIFEED,EQ,       503.45,                167817912.15,334747
,AVG,SM,        55.10,                   132240.00,2400
,AVSL,SM,        36.40,                   327600.00,9000
,AVTNPL,EQ,        44.00,                  3339935.85,75479
,AXISBNKETF,EQ,       272.13,                 27929056.89,104071
,AXISCADES,EQ,        43.50,                  1636982.30,37955
,AXISGOLD,EQ,        45.52,                  2724875.46,59875
,AXISNIFTY,EQ,       128.65,                   849062.07,6628
,AYMSYNTEX,EQ,        30.05,                   509961.60,17180
,BAFNAPH,BE,       154.55,                   550661.65,3563
,BAGFILMS,EQ,         2.40,                    37931.20,15695
,BAJAJCON,EQ,       184.85,                 48690963.25,263021
,BAJAJELEC,EQ,       495.75,                227127260.80,451745
,BAJAJHIND,EQ,         4.60,                  8997482.05,1960585
,BALAJITELE,EQ,        63.50,                  8409293.85,131561
,BALAMINES,EQ,       868.80,                107284791.85,122697
,BALAXI,BE,       793.45,                  1355504.50,1712
,BALKRISHNA,EQ,        13.50,                   173942.30,12978
,BALKRISIND,EQ,      1489.90,               2531861007.65,1742646
,BALLARPUR,BE,         1.20,                  2895653.75,2372782
,BALMLAWRIE,EQ,       100.60,                 16340184.95,161907
,BALPHARMA,BE,        59.00,                  2503103.45,42713
,BALRAMCHIN,EQ,       149.85,                148083969.95,982158
,BANARBEADS,EQ,        53.60,                   271838.70,5006
,BANARISUG,EQ,      1301.95,                  1000126.05,766
,BANCOINDIA,EQ,        93.00,                  6625252.80,71352
,BANG,EQ,        19.85,                   483790.75,23714
,BANKA,EQ,        39.00,                   309270.10,7658
,BANKBEES,EQ,       277.40,                633770713.77,2299584
,BANKINDIA,EQ,        41.00,                 97344043.40,2361035
,BANSWRAS,EQ,        73.00,                   176332.50,2415
,BARTRONICS,BZ,         1.45,                    12324.40,8224
,BASF,EQ,      1492.85,                 56749431.55,37728
,BASML,EQ,        90.75,                   190725.45,2166
,BATAINDIA,EQ,      1356.45,                615688397.20,455496
,BAYERCROP,EQ,      5643.85,                204372228.85,36225
,BBL,EQ,       757.20,                 10754833.65,14467
,BBTC,EQ,      1240.75,                 56069427.10,45214
,BCG,EQ,         5.30,                 11484680.85,2149242
,BCONCEPTS,SM,        16.40,                    49200.00,3000
,BCP,EQ,         4.75,                   570823.35,119708
,BDL,EQ,       305.85,                 64176666.30,209333
,BEARDSELL,BE,         9.35,                    35519.75,3800
,BEDMUTHA,BE,        19.15,                    35606.50,1910
,BEL,EQ,        93.05,                771558453.70,8288466
,BEML,EQ,       620.95,                 75117648.10,120892
,BEPL,EQ,        89.70,                 31826622.00,355301
,BETA,SM,       114.10,                   367280.00,3200
,BFINVEST,EQ,       270.70,                  2862033.35,10479
,BFUTILITIE,EQ,       241.95,                 21072159.00,87116
,BGRENERGY,EQ,        32.15,                  3231806.75,99448
,BHAGERIA,EQ,       127.60,                  4659719.65,36342
,BHAGYANGR,EQ,        17.50,                   962002.15,54941
,BHAGYAPROP,EQ,        22.70,                    25604.50,1127
,BHANDARI,EQ,         1.10,                    79644.95,72411
,BHARATFORG,EQ,       493.75,               1305229039.95,2672873
,BHARATGEAR,EQ,        50.40,                   416271.20,8220
,BHARATRAS,EQ,      9192.90,                 57926029.90,6342
,BHARATWIRE,EQ,        22.80,                   299788.20,13177
,BHEL,EQ,        28.20,               1183973095.85,42337022
,BIGBLOC,BE,        78.10,                   517867.30,6679
,BIL,BE,       137.95,                    43347.10,318
,BILENERGY,EQ,          .75,                   179186.30,231199
,BINDALAGRO,EQ,        11.55,                   219865.75,18897
,BIOFILCHEM,BE,       122.25,                  5495993.25,44957
,BIRLACABLE,EQ,        50.50,                  1541840.00,30499
,BIRLACORPN,EQ,       675.55,                222137335.80,328689
,BIRLAMONEY,EQ,        42.20,                  3312680.05,78256
,BIRLATYRE,EQ,        20.00,                 10719094.70,529213
,BKMINDST,EQ,          .60,                     9180.00,15300
,BLBLIMITED,BE,         4.75,                    13737.90,2892
,BLISSGVS,EQ,       167.00,                 68640692.35,408410
,BLKASHYAP,BE,         5.85,                   599053.90,102545
,BLS,EQ,        82.05,                  1306335.75,15808
,BLUEDART,EQ,      3765.10,                 87328255.45,23263
,BLUESTARCO,EQ,       667.60,                 82817194.60,123784
,BODALCHEM,EQ,        62.35,                 10725798.80,171266
,BOMDYEING,EQ,        65.20,                102744447.70,1573180
,BOROLTD,BE,       142.95,                  2421337.75,16974
,BORORENEW,EQ,        97.50,                 22279108.00,226318
,BPL,EQ,        17.25,                   338656.00,19533
,BRFL,BE,         8.85,                   307484.10,35471
,BRIGADE,EQ,       195.25,                 16587374.70,84023
,BRIGHT,SM,         6.50,                   146850.00,24000
,BRITANNIA,N2,        31.78,                   260642.17,8201
,BRNL,EQ,        29.05,                   523735.05,18246
,BROOKS,BE,        54.75,                   524410.90,9352
,BSE,EQ,       499.05,                 60631586.35,121256
