,09-Jun-2020
The Nifty witnessed an intraday movement of about 269.7 points.The closing index was 1.19 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 63786.47
, Traded Quantity (in Lakhs), 45268.85
, Number of Trades, 20628290
, Total Market Capitalisation (Rs. Crores), 13242827.06

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10167.45,     10181.15,     10291.15,     10021.45,     10046.65,-120.8
,NIFTY50 EQL Wgt,     10708.25,     10751.55,     10831.15,     10579.60,     10612.20,-96.05
,NIFTY100 EQL Wgt,     11739.25,     11819.35,     11873.55,     11576.25,     11627.60,-111.65
,NIFTY100 LowVol30,      8262.35,      8277.00,      8343.10,      8198.55,      8214.80,-47.55
,NIFTY Alpha 50,     12749.55,     12879.80,     12939.70,     12723.75,     12777.95,28.4
,NIFTY MIDCAP 150,      5409.85,      5452.55,      5473.20,      5364.35,      5384.15,-25.7
,NIFTY SMLCAP 50,      2110.40,      2122.20,      2126.10,      2062.20,      2074.45,-35.95
,NIFTY SMLCAP 250,      3931.30,      3966.80,      3971.80,      3870.25,      3888.85,-42.45
,NIFTY MIDSML 400,      4877.75,      4917.85,      4928.15,      4826.95,      4845.85,-31.9
,NIFTY200 QUALTY30,      9201.45,      9217.85,      9306.85,      9138.25,      9156.95,-44.5
,Nifty IT,     14894.60,     14869.40,     14983.20,     14712.30,     14737.80,-156.8
,Nifty Next 50,     25329.45,     25489.00,     25666.15,     25046.05,     25162.65,-166.8
,Nifty Bank,     21187.35,     21295.50,     21568.85,     20629.70,     20724.90,-462.45
,NIFTY MIDCAP 100,     14222.65,     14333.45,     14424.50,     14103.10,     14168.65,-54
,Nifty 500,      8323.95,      8350.30,      8422.15,      8213.60,      8238.10,-85.85
,Nifty 100,     10346.70,     10367.75,     10472.80,     10202.70,     10231.25,-115.45
,Nifty Midcap 50,      3955.60,      3984.15,      4024.30,      3917.95,      3940.60,-15
,Nifty Realty,       202.65,       203.80,       207.45,       201.85,       202.65,0
,Nifty Infra,      3002.60,      3008.85,      3020.30,      2950.95,      2959.55,-43.05
,Nifty Energy,     14140.55,     14179.00,     14239.75,     13845.00,     13894.90,-245.65
,Nifty FMCG,     29502.15,     29507.25,     30117.65,     29455.05,     29524.90,22.75
,Nifty MNC,     13036.75,     13070.85,     13107.80,     12862.95,     12898.80,-137.95
,Nifty Pharma,      9939.10,      9950.50,     10227.90,      9948.75,     10122.05,182.95
,Nifty PSE,      2571.15,      2597.45,      2600.40,      2523.50,      2535.30,-35.85
,Nifty PSU Bank,      1370.60,      1377.85,      1400.45,      1339.60,      1347.90,-22.7
,Nifty Serv Sector,     13527.05,     13556.20,     13705.55,     13286.35,     13324.10,-202.95
,India VIX,29.6475,29.6475,30.3400,27.2400,30.2050,0.5575
,Nifty Auto,      6610.55,      6648.95,      6665.75,      6525.25,      6577.70,-32.85
,Nifty Metal,      2044.85,      2060.45,      2076.55,      2013.85,      2022.50,-22.35
,Nifty Media,      1365.80,      1365.45,      1371.50,      1311.90,      1320.85,-44.95
,NIFTY SMLCAP 100,      4477.70,      4514.50,      4518.80,      4391.00,      4414.15,-63.55
,Nifty 200,      5267.90,      5281.80,      5332.85,      5197.65,      5213.20,-54.7
,Nifty Div Opps 50,      2241.95,      2249.30,      2266.75,      2225.85,      2231.25,-10.7
,Nifty Commodities,      2881.45,      2900.30,      2904.95,      2836.00,      2844.70,-36.75
,Nifty Consumption,      4753.70,      4758.65,      4817.55,      4709.15,      4721.40,-32.3
,Nifty Fin Service,     10360.20,     10404.75,     10528.45,     10126.40,     10163.35,-196.85
,Nifty50 Div Point,        11.71,        11.71,        11.71,        11.71,        11.71,0
,Nifty100 Liq 15,      2606.85,      2619.95,      2646.50,      2556.30,      2569.70,-37.15
,Nifty CPSE,      1502.35,      1515.80,      1517.45,      1482.65,      1487.10,-15.25
,Nifty GrowSect 15,      5087.65,      5100.30,      5188.55,      5040.35,      5055.80,-31.85
,Nifty50 PR 2x Lev,      3317.85,      3326.50,      3398.25,      3223.05,      3238.75,-79.1
,Nifty50 PR 1x Inv,       431.15,       430.60,       437.35,       425.95,       436.30,5.15
,Nifty50 TR 2x Lev,      4353.60,      4364.95,      4459.10,      4229.25,      4249.80,-103.8
,Nifty50 TR 1x Inv,       376.60,       376.15,       382.00,       372.05,       381.15,4.55
,Nifty50 Value 20,      5034.80,      5037.15,      5084.95,      4993.05,      5003.25,-31.55
,Nifty Mid Liq 15,      3344.20,      3366.50,      3391.65,      3291.35,      3311.50,-32.7
,Nifty Pvt Bank,     11545.60,     11613.85,     11781.05,     11261.90,     11312.90,-232.7
,NIFTY100 Qualty30,      2417.90,      2424.45,      2447.50,      2400.85,      2406.55,-11.35
,Nifty GS 8 13Yr,      2174.65,      2175.03,      2178.76,      2175.03,      2178.52,3.87
,Nifty GS 10Yr,      1989.35,      1989.67,      1994.43,      1989.67,      1994.43,5.08
,Nifty GS 10Yr Cln,       978.48,       978.48,       980.83,       978.48,       980.83,2.35
,Nifty GS 4 8Yr,      2307.50,      2307.90,      2312.30,      2307.90,      2311.23,3.73
,Nifty GS 11 15Yr,      2347.92,      2348.35,      2351.94,      2348.35,      2350.68,2.76
,Nifty GS 15YrPlus,      2558.25,      2558.71,      2563.31,      2558.71,      2562.87,4.62
,Nifty GS Compsite,      2213.78,      2214.17,      2217.63,      2214.17,      2217.27,3.49

,ADVANCES,773
,DECLINES,1135
,UNCHANGED,77

,Total securities that have hit their price bands today,523

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1015.90,       987.30,-2.82,3106.21
,AKSHARCHEM,EQ,       207.85,                  5456469.55,25758
,AKSHOPTFBR,EQ,         6.00,                   903348.00,150558
,AKZOINDIA,EQ,      1895.55,                 21608083.25,11392
,ALANKIT,EQ,        14.20,                  1870618.15,127466
,ALBERTDAVD,EQ,       522.65,                 17264021.65,32719
,ALCHEM,BE,         6.65,                    64385.30,9682
,ALEMBICLTD,EQ,        58.65,                 86833717.40,1470469
,ALICON,EQ,       240.70,                   394589.85,1609
,ALKALI,EQ,        48.30,                  5807437.70,113657
,ALKEM,EQ,      2399.10,                576737117.55,240768
,ALKYLAMINE,EQ,      2033.90,                 82629906.95,39462
,ALLCARGO,EQ,        80.95,                 10341951.25,126350
,ALLSEC,EQ,       212.30,                  1284556.40,6003
,ALMONDZ,EQ,        11.10,                    39657.75,3523
,ALOKINDS,EQ,        24.65,                 19509390.40,791456
,ALPA,EQ,        20.00,                   424156.20,20742
,ALPHAGEO,EQ,       193.10,                 42797733.85,213236
,ALPSINDUS,EQ,          .95,                    51346.05,55229
,AMARAJABAT,EQ,       656.80,                905048279.95,1372187
,AMBER,EQ,      1444.85,                 43815518.20,29615
,AMBIKCO,EQ,       673.60,                  2426084.60,3503
,AMDIND,EQ,        16.75,                  1730589.45,102146
,AMJLAND,EQ,        15.15,                   108597.80,7222
,AMJUMBO,SM,         7.80,                    62400.00,8000
,AMRUTANJAN,EQ,       347.20,                124451617.65,357731
,ANANTRAJ,EQ,        21.50,                 19284952.35,901780
,ANDHRACEMT,EQ,         5.10,                  1358063.70,266287
,ANDHRAPAP,EQ,       228.90,                  6999489.95,30094
,ANDHRSUGAR,EQ,       252.10,                 19109846.65,74110
,ANIKINDS,EQ,        10.50,                    91174.80,8902
,ANKITMETAL,EQ,          .50,                     9980.00,20010
,ANSALAPI,BE,         4.20,                   629185.30,146171
,ANSALHSG,EQ,         3.60,                   138018.80,38358
,ANUP,EQ,       348.45,                  3294872.25,9216
,APARINDS,EQ,       324.35,                  4308094.45,13039
,APCL,EQ,       125.40,                  2161774.85,17422
,APCOTEXIND,EQ,       105.20,                  9608868.65,89756
,APEX,EQ,       252.00,                373054756.85,1435192
,APLAPOLLO,EQ,      1685.15,                151512491.45,89770
,APLLTD,EQ,       800.60,                472461045.65,574819
,APOLLO,EQ,        98.30,                 47866377.45,465109
,APOLLOHOSP,EQ,      1364.55,                711579173.75,517245
,APOLLOPIPE,EQ,       349.05,                 16862774.55,48251
,APOLLOTYRE,EQ,       104.75,               1057898207.45,9941694
,APOLSINHOT,EQ,       508.95,                  1647302.05,3272
,APTECHT,EQ,       103.25,                 33287493.45,316235
,ARCHIDPLY,EQ,        21.00,                   502347.40,23866
,ARCHIES,EQ,        11.50,                   447299.40,38624
,ARCOTECH,BE,         1.95,                    83497.50,42891
,ARENTERP,EQ,        10.35,                    21368.00,2101
,ARIES,EQ,        66.70,                  2233304.85,33330
,ARIHANT,EQ,        14.25,                   283749.95,19784
,ARIHANTSUP,EQ,        21.75,                  1446090.15,67606
,ARMANFIN,EQ,       403.70,                  6952438.75,17227
,AROGRANITE,EQ,        24.85,                   409951.25,16546
,ARROWGREEN,EQ,        50.90,                  1060071.65,21149
,ARSHIYA,BE,        12.10,                   334819.10,27671
,ARSSINFRA,EQ,        15.55,                   815013.75,52596
,ARTEMISMED,EQ,       182.40,                  1026306.25,5629
,ARVEE,SM,        39.95,                    79900.00,2000
,ARVIND,EQ,        31.85,                141719413.80,4332527
,ARVINDFASN,EQ,       172.00,                 22670806.25,130174
,ARVSMART,EQ,        68.20,                  3186759.35,45844
,ASAHIINDIA,EQ,       171.05,                  4006660.70,22963
,ASAHISONG,EQ,       105.95,                  1138281.05,10584
,ASAL,EQ,        19.40,                   463833.35,23925
,ASALCBR,EQ,       216.75,                 17332493.80,77315
,ASCOM,SM,        32.50,                   262000.00,8000
,ASHAPURMIN,EQ,        35.30,                  2092674.20,58738
,ASHIANA,EQ,        50.15,                  3996781.05,79642
,ASHIMASYN,EQ,         6.30,                  1170865.60,178951
,ASHOKA,EQ,        53.35,                 55723186.20,1031589
,ASIANHOTNR,EQ,        55.65,                  2915705.95,50936
,ASIANTILES,EQ,       139.60,                 49716789.05,355565
,ASPINWALL,EQ,       111.30,                   254429.95,2346
,ASTEC,EQ,       695.25,                 48944251.25,69377
,ASTERDM,EQ,       101.05,                 26899156.90,265029
,ASTRAL,EQ,       885.15,                 73592668.75,82003
,ASTRAMICRO,EQ,        80.05,                 17601923.10,215804
,ASTRAZEN,EQ,      3411.60,                304238743.75,89312
,ASTRON,EQ,        31.60,                   928744.50,29206
,ATFL,EQ,       508.90,                  5523591.10,10830
,ATLANTA,EQ,         7.45,                   308769.00,41628
,ATLASCYCLE,BE,        38.75,                   190921.25,4927
,ATUL,EQ,      4656.55,                 80288256.30,17199
,ATULAUTO,EQ,       164.75,                  3908389.00,23272
,AUBANK,EQ,       485.20,                445461160.90,881618
,AURIONPRO,EQ,        46.70,                  1417628.90,29788
,AUSOMENT,EQ,        26.30,                    88006.80,3259
,AUTOAXLES,EQ,       520.20,                  6486058.40,12191
,AUTOIND,BE,        19.00,                   569989.85,30101
,AUTOLITIND,EQ,        18.65,                   201261.65,10814
,AVADHSUGAR,EQ,       175.75,                 27619816.50,155278
,AVANTIFEED,EQ,       470.95,                528675359.30,1105211
,AVG,SM,        35.60,                    42720.00,1200
,AVTNPL,EQ,        37.35,                  7031366.35,183984
,AXISCADES,EQ,        34.00,                  1020439.25,29608
,AXISGOLD,EQ,      4078.55,                  2178519.45,536
,AXISNIFTY,EQ,      1028.68,                   118525.31,114
,AYMSYNTEX,EQ,        27.05,                  1840379.20,68587
,BABAFOOD,SM,        46.30,                   183200.00,4000
,BAGFILMS,EQ,         2.20,                   714976.80,325744
,BAJAJCON,EQ,       157.80,                170869015.85,1073770
,BAJAJELEC,EQ,       432.85,                 38373042.25,88357
,BAJAJHIND,EQ,         5.80,                  8527844.40,1470318
,BALAJITELE,EQ,        67.00,                  7895523.05,115746
,BALAMINES,EQ,       395.95,                 20948096.80,52178
,BALAXI,EQ,       113.90,                   191199.85,1750
,BALKRISHNA,EQ,        13.60,                   216272.35,15754
,BALKRISIND,EQ,      1124.90,                764951253.60,672520
,BALLARPUR,EQ,          .70,                   772794.40,1103992
,BALMLAWRIE,EQ,       107.55,                 36760739.05,337946
,BALPHARMA,EQ,        39.05,                   827437.80,20645
,BALRAMCHIN,EQ,       124.50,                382432930.55,3017320
,BANARBEADS,EQ,        34.00,                    13907.55,410
,BANARISUG,EQ,       939.95,                   514778.20,542
,BANCOINDIA,EQ,        68.60,                 30309823.50,428705
,BANG,EQ,        16.95,                   130037.50,7800
,BANKBEES,EQ,       208.56,                372617654.76,1751380
,BANKINDIA,EQ,        41.05,                194476240.25,4657746
,BANSWRAS,EQ,        86.35,                  1830534.85,22352
,BARTRONICS,BZ,         1.80,                    19384.30,10886
,BASF,EQ,      1091.80,                 26618613.30,24088
,BASML,EQ,        98.60,                   245456.85,2515
,BATAINDIA,EQ,      1394.85,               1306259763.35,929446
,BAYERCROP,EQ,      5344.10,                172054427.60,31624
,BBL,EQ,       710.60,                  5704220.25,7958
,BBTC,EQ,      1066.40,                 77473626.80,71566
,BCG,BE,         9.50,                  2142763.00,225554
,BCONCEPTS,SM,        15.00,                    45000.00,3000
,BCP,EQ,         5.90,                  1966339.10,328397
,BDL,EQ,       241.55,                 16753731.80,68984
,BEARDSELL,BE,         8.80,                    33858.65,3846
,BEDMUTHA,EQ,        13.05,                    33712.15,2539
,BEL,EQ,        73.05,                880496663.90,11785790
,BEML,EQ,       616.90,                422201936.45,674643
,BEPL,EQ,        40.70,                 22078387.55,538800
,BETA,SM,        52.50,                    42000.00,800
,BFINVEST,EQ,       294.40,                 13715507.35,45640
,BFUTILITIE,EQ,       180.80,                 33296932.45,182102
,BGRENERGY,EQ,        30.05,                  5971355.70,195350
,BHAGERIA,EQ,       107.85,                  1972695.15,17990
,BHAGYANGR,EQ,        17.70,                   808267.00,45542
,BHAGYAPROP,EQ,        21.25,                   956968.30,45031
,BHANDARI,EQ,         1.40,                    81544.40,58246
,BHARATFORG,EQ,       362.15,               2159030319.80,5881891
,BHARATGEAR,EQ,        45.05,                   314675.35,6875
,BHARATRAS,EQ,      7268.60,                 23733128.50,3219
,BHARATWIRE,EQ,        20.15,                  1020108.10,50631
,BHEL,EQ,        30.65,               4703494862.05,158365008
,BIGBLOC,EQ,        28.75,                     6218.45,219
,BIL,EQ,       108.25,                   783323.05,7093
,BILENERGY,EQ,         1.00,                  1007535.15,1010410
,BINDALAGRO,EQ,        10.50,                   510158.90,46675
,BIOFILCHEM,BE,        13.05,                   191109.45,14679
,BIRLACABLE,EQ,        43.70,                  4828217.95,106567
,BIRLACORPN,EQ,       537.45,                133507349.05,247073
,BIRLAMONEY,EQ,        31.30,                  5528260.10,173189
,BIRLATYRE,BE,        22.40,                   538899.20,24058
,BKMINDST,EQ,          .95,                     7077.50,7450
,BLBLIMITED,EQ,         3.75,                   104840.40,27777
,BLISSGVS,EQ,       104.65,                 72955925.80,688872
,BLKASHYAP,EQ,         5.55,                  1783438.10,320110
,BLS,EQ,        43.80,                  2012002.55,45058
,BLUECHIP,BE,          .30,                     5573.40,18578
,BLUECOAST,EQ,         2.95,                     2885.10,978
,BLUEDART,EQ,      2062.15,                 31244041.20,15083
,BLUESTARCO,EQ,       516.50,                 79417086.35,150845
,BODALCHEM,EQ,        53.30,                 41168610.95,749636
,BOHRA,SM,         1.90,                    30800.00,16000
,BOMDYEING,EQ,        68.55,                214259311.40,3042446
,BORORENEW,EQ,        75.55,                291901491.95,4029300
,BPL,EQ,        16.50,                  1286497.85,77109
,BRFL,EQ,         5.20,                  2356147.20,461927
,BRIGADE,EQ,       127.95,                 27314912.15,210151
,BRIGHT,SM,         7.20,                    21600.00,3000
,BRITANNIA,N2,        32.93,                   214238.70,6508
,BRNL,EQ,        38.25,                   625419.25,16158
,BROOKS,BE,        32.70,                   904534.25,27083
,BSE,EQ,       396.15,                 49375927.70,123798
,BSELINFRA,EQ,         1.05,                    12940.45,12399
,BSHSL,SM,       104.95,                   125940.00,1200
,BSL,EQ,        26.20,                   857451.40,32470
,BSLGOLDETF,EQ,      4277.45,                  3423365.95,803
,BSLNIFTY,EQ,       110.32,                     9746.84,89
,BSOFT,EQ,        82.25,                 68226750.80,814595
,BURNPUR,EQ,         1.30,                    38103.00,29310
,BUTTERFLY,EQ,       128.10,                 52576604.05,399272
,BVCL,BE,        12.30,                    56978.25,4646
,BYKE,EQ,        11.80,                   572066.80,47918
,CALSOFT,EQ,         9.35,                   880944.90,91160
