,10-Jan-2020
The Nifty witnessed an intraday movement of about 98 points.The closing index was 0.33 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 35687.52
, Traded Quantity (in Lakhs), 18816.46
, Number of Trades, 11634315
, Total Market Capitalisation (Rs. Crores), 15634845.48

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12215.90,     12271.00,     12311.20,     12213.20,     12256.80,40.9
,NIFTY50 EQL Wgt,     12432.10,     12478.65,     12529.50,     12424.05,     12461.75,29.65
,NIFTY100 EQL Wgt,     13431.00,     13474.65,     13535.90,     13424.10,     13463.50,32.5
,NIFTY100 LowVol30,      8925.35,      8961.50,      8999.10,      8948.70,      8983.30,57.95
,NIFTY Alpha 50,     13632.05,     13739.20,     13750.00,     13527.95,     13552.95,-79.1
,NIFTY MIDCAP 150,      6403.55,      6422.45,      6461.70,      6413.60,      6422.95,19.4
,NIFTY SMLCAP 50,      2909.00,      2924.10,      2944.10,      2917.50,      2934.90,25.9
,NIFTY SMLCAP 250,      5037.25,      5062.85,      5096.85,      5052.30,      5071.20,33.95
,NIFTY MIDSML 400,      5915.55,      5936.95,      5974.15,      5930.70,      5940.35,24.8
,NIFTY200 QUALTY30,      9771.90,      9807.95,      9865.40,      9800.30,      9847.00,75.1
,Nifty IT,     15925.15,     16040.65,     16059.35,     15930.65,     15959.90,34.75
,Nifty Next 50,     28484.30,     28556.70,     28680.70,     28463.25,     28556.05,71.75
,Nifty Bank,     32092.40,     32215.70,     32347.20,     31953.40,     32097.40,5
,NIFTY MIDCAP 100,     17319.65,     17376.15,     17496.60,     17355.80,     17386.35,66.7
,Nifty 500,      9943.90,      9985.00,     10023.15,      9947.35,      9978.00,34.1
,Nifty 100,     12319.70,     12372.00,     12412.95,     12316.60,     12359.70,40
,Nifty Midcap 50,      4766.10,      4781.05,      4815.25,      4769.50,      4787.70,21.6
,Nifty Realty,       305.15,       308.05,       311.75,       305.90,       310.65,5.5
,Nifty Infra,      3298.50,      3309.75,      3328.35,      3299.00,      3310.80,12.3
,Nifty Energy,     15900.35,     15972.65,     16037.70,     15872.55,     15940.15,39.8
,Nifty FMCG,     30123.60,     30244.55,     30393.20,     30183.80,     30370.45,246.85
,Nifty MNC,     13756.00,     13794.05,     13852.60,     13752.75,     13791.90,35.9
,Nifty Pharma,      8033.15,      8048.55,      8171.20,      8044.35,      8058.50,25.35
,Nifty PSE,      3183.55,      3199.95,      3228.55,      3185.05,      3207.30,23.75
,Nifty PSU Bank,      2459.85,      2468.05,      2502.65,      2450.45,      2461.40,1.55
,Nifty Serv Sector,     17534.55,     17624.60,     17662.05,     17496.00,     17557.00,22.45
,India VIX,13.9975,13.9975,14.2450,13.1775,14.0775,0.0800
,Nifty Auto,      8155.25,      8177.55,      8246.70,      8147.65,      8225.50,70.25
,Nifty Metal,      2806.80,      2820.60,      2864.55,      2803.20,      2840.75,33.95
,Nifty Media,      1767.95,      1773.60,      1796.35,      1760.85,      1770.65,2.7
,NIFTY SMLCAP 100,      6005.85,      6031.65,      6076.45,      6027.55,      6056.50,50.65
,Nifty 200,      6287.10,      6313.10,      6336.30,      6287.30,      6307.90,20.8
,Nifty Div Opps 50,      2526.35,      2541.55,      2554.85,      2534.70,      2543.20,16.85
,Nifty Commodities,      3477.55,      3490.70,      3521.65,      3472.00,      3501.15,23.6
,Nifty Consumption,      4936.50,      4955.30,      4965.65,      4941.20,      4961.60,25.1
,Nifty Fin Service,     14590.10,     14642.80,     14693.70,     14544.95,     14609.65,19.55
,Nifty50 Div Point,       118.39,       118.39,       118.39,       118.39,       118.39,0
,Nifty100 Liq 15,      3823.20,      3833.70,      3868.70,      3813.85,      3835.05,11.85
,Nifty CPSE,      1893.90,      1903.15,      1929.80,      1899.20,      1919.20,25.3
,Nifty GrowSect 15,      6390.00,      6421.00,      6444.05,      6400.65,      6427.80,37.8
,Nifty50 PR 2x Lev,      5317.05,      5364.35,      5399.20,      5314.35,      5351.95,34.9
,Nifty50 PR 1x Inv,       383.20,       381.50,       383.30,       380.25,       381.95,-1.25
,Nifty50 TR 2x Lev,      6912.35,      6973.80,      7019.15,      6908.85,      6957.75,45.4
,Nifty50 TR 1x Inv,       336.15,       334.65,       336.25,       333.55,       335.05,-1.1
,Nifty50 Value 20,      5460.45,      5496.65,      5515.40,      5476.15,      5488.10,27.65
,Nifty Mid Liq 15,      4092.95,      4108.50,      4138.10,      4096.45,      4112.35,19.4
,Nifty Pvt Bank,     17760.50,     17825.70,     17860.70,     17659.65,     17729.25,-31.25
,NIFTY100 Qualty30,      2705.70,      2716.65,      2729.70,      2713.85,      2723.45,17.75
,Nifty GS 8 13Yr,      2029.69,      2030.08,      2030.08,      2022.19,      2022.50,-7.19
,Nifty GS 10Yr,      1874.04,      1874.37,      1874.37,      1865.15,      1865.98,-8.06
,Nifty GS 10Yr Cln,       945.51,       945.51,       945.51,       940.78,       941.21,-4.3
,Nifty GS 4 8Yr,      2153.04,      2153.45,      2153.45,      2146.59,      2146.60,-6.44
,Nifty GS 11 15Yr,      2166.48,      2166.91,      2166.91,      2155.76,      2155.87,-10.61
,Nifty GS 15YrPlus,      2349.32,      2349.78,      2349.78,      2342.22,      2343.11,-6.21
,Nifty GS Compsite,      2064.40,      2064.79,      2064.79,      2056.94,      2057.16,-7.24

,ADVANCES,1024
,DECLINES,811
,UNCHANGED,133

,Total securities that have hit their price bands today,367

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,BHARTIARTL,EQ,       460.10,       457.00,-0.67,1707.98
,AKZOINDIA,EQ,      1975.70,                  9025673.85,4564
,ALANKIT,EQ,        14.70,                  1635756.20,112121
,ALBERTDAVD,EQ,       432.55,                  4129897.95,9666
,ALBK,EQ,        18.40,                 16204995.65,881824
,ALCHEM,BE,         1.20,                    13441.20,11201
,ALEMBICLTD,EQ,        55.15,                 10181937.95,181605
,ALICON,EQ,       398.35,                   725312.60,1797
,ALKALI,EQ,        44.30,                  2328860.35,52932
,ALKEM,EQ,      2257.85,                590494415.05,266354
,ALKYLAMINE,EQ,      1256.30,                 26431512.50,20934
,ALLCARGO,EQ,        99.60,                 43635303.20,432422
,ALLSEC,EQ,       284.00,                   308210.95,1075
,ALMONDZ,EQ,        12.20,                    60824.60,5000
,ALOKTEXT,BE,         2.90,                  4210084.40,1450783
,ALPA,EQ,        16.05,                   897178.20,54897
,ALPHAGEO,EQ,       183.95,                  1145663.85,6182
,ALPSINDUS,BE,         1.80,                     7759.80,4311
,AMARAJABAT,EQ,       734.60,                562486913.20,758201
,AMBER,EQ,      1227.60,                 46299655.15,37776
,AMBIKCO,EQ,       839.35,                  3437102.55,4080
,AMDIND,EQ,        15.60,                   187904.25,11792
,AMJLAND,EQ,        20.20,                   415369.65,20201
,AMJUMBO,SM,         9.65,                    77200.00,8000
,AMRUTANJAN,EQ,       437.85,                 22719842.55,51213
,ANANTRAJ,EQ,        39.30,                 67855829.85,1730703
,ANDHRABANK,EQ,        16.40,                  7842553.90,477196
,ANDHRACEMT,EQ,         2.10,                   279832.05,133007
,ANDHRSUGAR,EQ,       312.55,                 12425236.35,39632
,ANIKINDS,EQ,         7.90,                     9461.95,1204
,ANKITMETAL,BE,          .50,                    14490.85,26707
,ANSALAPI,EQ,         5.20,                   335536.00,64296
,ANSALHSG,BE,         5.45,                   252053.55,45834
,ANTGRAPHIC,BE,          .60,                     7225.00,12496
,ANUP,EQ,       509.40,                 14735439.35,29201
,APARINDS,EQ,       396.50,                 11923488.40,29549
,APCL,EQ,       157.30,                   934162.10,5869
,APCOTEXIND,EQ,       159.50,                  1384860.20,8667
,APEX,EQ,       406.00,                164555324.05,403961
,APLAPOLLO,EQ,      1896.00,                 28694397.15,15151
,APLLTD,EQ,       557.90,                 17784787.20,31869
,APOLLO,EQ,        75.95,                  1991682.90,25901
,APOLLOHOSP,EQ,      1485.90,                543360922.45,364434
,APOLLOPIPE,EQ,       366.40,                 12320261.25,34049
,APOLLOTYRE,EQ,       168.65,                470150288.90,2799088
,APOLSINHOT,EQ,       707.85,                  1764522.15,2557
,APTECHT,EQ,       173.25,                 54132553.75,309936
,ARCHIDPLY,EQ,        31.40,                  3948857.00,122983
,ARCHIES,EQ,        17.85,                   399903.95,22515
,ARCOTECH,BE,         2.30,                    13853.90,6189
,ARIES,EQ,        71.95,                  4560784.35,63848
,ARIHANT,EQ,        20.60,                    37207.30,1813
,ARIHANTSUP,EQ,        27.30,                   339080.80,12523
,ARMANFIN,EQ,       751.35,                  8844845.35,11712
,AROGRANITE,EQ,        40.35,                   623702.15,15572
,ARROWGREEN,EQ,        50.80,                   718345.30,14004
,ARROWTEX,BE,         9.85,                    86740.90,8696
,ARSHIYA,EQ,        16.00,                   142272.25,8830
,ARSSINFRA,EQ,        20.65,                   370215.10,17611
,ARVIND,EQ,        43.10,                102408867.80,2381654
,ARVINDFASN,EQ,       400.95,                 19738564.80,48618
,ARVSMART,EQ,        96.65,                 40218108.10,392631
,ASAHIINDIA,EQ,       218.20,                 37486274.70,174131
,ASAHISONG,EQ,       157.35,                  8532838.25,53903
,ASAL,EQ,        34.60,                   152603.55,4437
,ASHAPURMIN,EQ,        31.00,                  1004803.25,32312
,ASHIANA,EQ,       108.05,                  9560121.35,86941
,ASHIMASYN,EQ,         6.80,                   144400.30,21112
,ASHOKA,EQ,       103.55,                 86051842.15,832233
,ASIANHOTNR,EQ,        91.40,                  1798288.60,19485
,ASIANTILES,EQ,       218.45,                  3585503.25,16276
,ASPINWALL,EQ,       148.85,                   168551.85,1136
,ASTEC,EQ,       464.40,                  4104681.50,8761
,ASTERDM,EQ,       160.00,                 44745829.05,275055
,ASTRAL,EQ,      1127.15,                 61297443.20,54173
,ASTRAMICRO,EQ,        82.75,                  4260067.90,51258
,ASTRAZEN,EQ,      2531.00,                 59597277.35,23297
,ASTRON,EQ,        40.00,                 29709630.00,737972
,ATFL,EQ,       646.45,                  3599421.10,5507
,ATLANTA,EQ,         6.95,                   106969.45,15337
,ATLASCYCLE,BE,        53.85,                   285987.85,5357
,ATUL,EQ,      4237.10,                 27854163.60,6500
,ATULAUTO,EQ,       246.05,                  5432694.40,21672
,AUBANK,EQ,       824.65,                252499994.40,302585
,AURDIS,SM,        38.95,                    77900.00,2000
,AURIONPRO,EQ,        60.00,                   949363.10,15855
,AUSOMENT,BE,        36.80,                    20237.50,550
,AUTOAXLES,EQ,       848.95,                  3473065.75,4051
,AUTOIND,BE,        25.05,                    91982.70,3693
,AUTOLITIND,EQ,        21.70,                   257756.10,11798
,AVADHSUGAR,EQ,       299.10,                 45475401.35,149553
,AVANTIFEED,EQ,       614.95,                146147047.05,236860
,AVTNPL,EQ,        33.95,                  2470884.90,72860
,AXISCADES,EQ,        53.50,                  6891236.40,125091
,AXISGOLD,EQ,      3474.90,                 11617459.60,3343
,AXISNIFTY,EQ,      1258.95,                    58258.44,46
,AYMSYNTEX,EQ,        33.15,                   542357.05,16508
,BAGFILMS,BE,         1.90,                    57751.95,30165
,BAJAJCON,EQ,       240.45,                 37695282.95,156505
,BAJAJELEC,EQ,       390.85,                244833622.00,642317
,BAJAJHIND,EQ,         6.70,                 14699943.25,2187560
,BALAJITELE,EQ,        51.85,                  3068126.95,57917
,BALAMINES,EQ,       412.65,                 22900169.80,54903
,BALAXI,EQ,        72.00,                   169996.10,2455
,BALKRISHNA,BE,        18.50,                   161570.95,9194
,BALKRISIND,EQ,      1039.50,               1278953125.85,1228226
,BALLARPUR,BE,          .45,                  1360208.60,3012526
,BALMLAWRIE,EQ,       122.70,                 10771995.85,87555
,BALPHARMA,EQ,        43.00,                   238807.25,5450
,BALRAMCHIN,EQ,       184.35,                112857411.00,609228
,BANARBEADS,EQ,        32.50,                    51345.00,1582
,BANARISUG,EQ,      1311.45,                  2638480.40,2002
,BANCOINDIA,EQ,       107.75,                  9491004.40,87274
,BANG,EQ,        23.80,                  1886832.55,76342
,BANKBEES,EQ,       327.82,                121666357.60,369047
,BANKINDIA,EQ,        68.85,                132382669.35,1918919
,BANSWRAS,BE,       112.00,                   875730.90,7848
,BARTRONICS,BE,         1.35,                     2387.55,1850
,BASF,EQ,       974.00,                 17286310.10,17574
,BASML,EQ,       129.75,                   514736.15,3904
,BATAINDIA,EQ,      1755.70,                475790588.05,270427
,BAYERCROP,EQ,      3869.15,                 85237426.10,21984
,BBL,EQ,       842.40,                  4793688.70,5649
,BBTC,EQ,      1114.50,                167868274.60,147819
,BBTCL,SM,        37.50,                   112500.00,3000
,BCG,BE,         5.45,                  1644195.15,300398
,BCP,BE,        17.20,                  1179651.75,68968
,BDL,EQ,       297.85,                 10644263.40,35398
,BEARDSELL,EQ,        10.70,                    79366.10,7548
,BEDMUTHA,BE,        16.55,                    26452.45,1539
,BEL,EQ,        97.20,                752984816.50,7696227
,BEML,EQ,       971.70,                733018184.25,760435
,BEPL,EQ,        54.25,                 75649426.45,1385457
,BETA,SM,        66.75,                   106840.00,1600
,BFINVEST,EQ,       326.25,                 15547354.70,47403
,BFUTILITIE,EQ,       321.50,                 69773416.25,216171
,BGLOBAL,BE,         1.45,                     6218.75,4236
,BGRENERGY,EQ,        37.30,                 14058547.40,368904
,BHAGERIA,EQ,       111.35,                  3802776.55,33700
,BHAGYANGR,EQ,        24.00,                  1672404.95,71088
,BHAGYAPROP,EQ,        23.70,                   106706.60,4478
,BHANDARI,EQ,         1.30,                    75269.60,57602
,BHARATFORG,EQ,       513.10,               1656985596.35,3219510
,BHARATGEAR,BE,        71.00,                   930730.65,13058
,BHARATRAS,EQ,      6059.00,                  3526321.10,579
,BHARATWIRE,EQ,        28.20,                   134326.45,4751
,BHEL,EQ,        44.75,                472833190.20,10521165
,BIGBLOC,BE,        33.30,                    30675.85,905
,BIL,EQ,       179.80,                   163467.80,931
,BILENERGY,EQ,         1.05,                   225267.95,203520
,BINDALAGRO,EQ,        12.30,                  2162794.40,181328
,BIOFILCHEM,BE,        13.85,                    58128.45,4197
,BIRLACABLE,EQ,        62.45,                  5227675.45,83122
,BIRLACORPN,EQ,       649.60,                 82896258.10,126987
,BIRLAMONEY,EQ,        36.95,                 16044851.30,428417
,BKMINDST,EQ,          .65,                    11060.15,17997
,BLBLIMITED,EQ,         4.75,                  3291761.35,630394
,BLISSGVS,EQ,       148.55,                 31725253.55,212248
,BLKASHYAP,EQ,         9.20,                   197690.90,21444
,BLS,EQ,        71.70,                  3554689.20,48593
,BLUEBLENDS,BE,          .75,                      995.00,1350
,BLUEDART,EQ,      2253.15,                 22603930.25,10018
,BLUESTARCO,EQ,       822.60,                 26903997.90,32596
,BODALCHEM,EQ,        74.90,                 71197164.35,954552
,BOHRA,SM,         1.85,                     3700.00,2000
,BOMDYEING,EQ,        88.40,               1036998987.60,11395448
,BOROSIL,EQ,       165.10,                 46786936.45,278477
,BPL,EQ,        20.75,                  6092481.95,298127
,BRFL,BZ,         4.00,                   102140.10,25398
,BRIGADE,EQ,       225.15,                 46659858.45,203626
,BRITANNIA,N2,        31.61,                   166778.36,5281
,BRNL,EQ,        67.75,                  6210716.35,96074
,BROOKS,EQ,        35.00,                  2520840.65,72468
,BSE,EQ,       514.90,                158699496.60,309551
,BSELINFRA,EQ,         1.00,                    11860.35,11576
,BSHSL,SM,       110.00,                   132000.00,1200
,BSL,EQ,        31.05,                   175514.30,5634
,BSLGOLDETF,EQ,      3657.35,                  1271519.20,345
,BSLNIFTY,EQ,       133.70,                    29376.00,220
,BSOFT,EQ,        70.75,                 10981861.50,154685
,BURNPUR,EQ,         1.35,                   113866.25,83498
,BUTTERFLY,EQ,       236.90,                 41505907.95,174067
,BVCL,BE,        13.10,                    11632.40,877
,BYKE,EQ,        19.65,                   253081.65,12905
,CALSOFT,EQ,        13.85,                   694836.85,50388
,CAMLINFINE,EQ,        82.00,                 41556227.85,499978
,CANBK,EQ,       214.15,               2006982122.40,9320962
,CANDC,BZ,         2.70,                       27.00,10
,CANFINHOME,EQ,       385.80,                106252014.05,272941
,CANTABIL,EQ,       287.00,                 10894498.55,38138
,CAPACITE,EQ,       195.25,                  9028922.10,45632
,CAPLIPOINT,EQ,       290.25,                 20468549.35,70038
,CAPTRUST,EQ,       201.00,                  2349008.15,11703
,CARBORUNIV,EQ,       330.30,                 26852024.05,79937
,CAREERP,EQ,       117.90,                  4820134.85,40559
,CARERATING,EQ,       596.65,                467756182.85,775291
