,18-Feb-2020
The Nifty witnessed an intraday movement of about 122.7 points.The closing index was 0.44 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 38178.69
, Traded Quantity (in Lakhs), 23366.72
, Number of Trades, 12692226
, Total Market Capitalisation (Rs. Crores), 15524810.82

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12045.80,     12028.25,     12030.75,     11908.05,     11992.50,-53.3
,NIFTY50 EQL Wgt,     12149.65,     12131.85,     12131.85,     11963.10,     12070.10,-79.55
,NIFTY100 EQL Wgt,     13129.25,     13102.50,     13102.50,     12916.00,     13042.05,-87.2
,NIFTY100 LowVol30,      8881.40,      8873.00,      8885.35,      8791.00,      8867.55,-13.85
,NIFTY Alpha 50,     14133.00,     14137.65,     14144.00,     13944.50,     14100.30,-32.7
,NIFTY MIDCAP 150,      6630.65,      6622.15,      6623.25,      6529.60,      6592.60,-38.05
,NIFTY SMLCAP 50,      2913.50,      2910.85,      2912.60,      2864.40,      2902.70,-10.8
,NIFTY SMLCAP 250,      5139.90,      5135.15,      5138.20,      5049.70,      5113.80,-26.1
,NIFTY MIDSML 400,      6097.20,      6090.05,      6091.65,      6000.95,      6063.50,-33.7
,NIFTY200 QUALTY30,      9939.30,      9933.65,      9943.65,      9845.70,      9925.45,-13.85
,Nifty IT,     16647.70,     16586.90,     16773.20,     16526.40,     16748.75,101.05
,Nifty Next 50,     28169.60,     28116.45,     28116.45,     27750.75,     28060.35,-109.25
,Nifty Bank,     30680.70,     30661.50,     30692.75,     30252.45,     30562.50,-118.2
,NIFTY MIDCAP 100,     17824.90,     17794.75,     17799.20,     17560.75,     17725.60,-99.3
,Nifty 500,      9891.00,      9876.70,      9877.60,      9768.45,      9845.55,-45.45
,Nifty 100,     12152.00,     12133.60,     12134.45,     12009.55,     12098.90,-53.1
,Nifty Midcap 50,      4847.50,      4836.00,      4836.60,      4762.20,      4823.25,-24.25
,Nifty Realty,       305.70,       304.60,       305.35,       300.35,       302.85,-2.85
,Nifty Infra,      3247.55,      3242.20,      3242.20,      3194.10,      3229.70,-17.85
,Nifty Energy,     14816.45,     14782.45,     14826.60,     14568.60,     14789.85,-26.6
,Nifty FMCG,     30481.05,     30463.00,     30471.35,     30076.65,     30360.60,-120.45
,Nifty MNC,     14057.90,     14055.30,     14057.55,     13876.45,     13995.30,-62.6
,Nifty Pharma,      8204.85,      8190.85,      8213.00,      8068.20,      8198.30,-6.55
,Nifty PSE,      2918.70,      2906.75,      2934.40,      2855.05,      2919.35,.65
,Nifty PSU Bank,      2145.65,      2145.50,      2145.85,      2074.55,      2128.20,-17.45
,Nifty Serv Sector,     17387.45,     17360.00,     17367.80,     17201.25,     17330.15,-57.3
,India VIX,14.4150,14.4150,14.8200,11.3750,14.5100,0.0950
,Nifty Auto,      7770.50,      7758.00,      7758.00,      7620.50,      7692.30,-78.2
,Nifty Metal,      2586.70,      2572.40,      2573.30,      2514.00,      2556.05,-30.65
,Nifty Media,      1812.25,      1840.20,      1851.15,      1820.55,      1845.90,33.65
,NIFTY SMLCAP 100,      6081.00,      6076.85,      6080.55,      5972.35,      6059.70,-21.3
,Nifty 200,      6230.40,      6220.80,      6221.35,      6155.90,      6202.30,-28.1
,Nifty Div Opps 50,      2482.55,      2475.15,      2482.85,      2448.20,      2478.05,-4.5
,Nifty Commodities,      3300.15,      3291.95,      3292.55,      3229.35,      3278.55,-21.6
,Nifty Consumption,      5132.30,      5127.75,      5127.75,      5057.80,      5101.55,-30.75
,Nifty Fin Service,     14370.25,     14356.30,     14367.35,     14214.05,     14315.70,-54.55
,Nifty50 Div Point,       123.38,       123.38,       123.38,       123.38,       123.38,0
,Nifty100 Liq 15,      3608.90,      3607.35,      3607.65,      3532.50,      3577.75,-31.15
,Nifty CPSE,      1611.40,      1602.45,      1626.75,      1564.10,      1611.60,.2
,Nifty GrowSect 15,      6241.15,      6234.75,      6236.10,      6154.45,      6197.85,-43.3
,Nifty50 PR 2x Lev,      5131.75,      5116.10,      5116.65,      5013.90,      5085.65,-46.1
,Nifty50 PR 1x Inv,       389.90,       390.50,       394.40,       390.50,       391.65,1.75
,Nifty50 TR 2x Lev,      6677.00,      6656.65,      6657.35,      6523.65,      6617.00,-60
,Nifty50 TR 1x Inv,       341.90,       342.40,       345.85,       342.40,       343.45,1.55
,Nifty50 Value 20,      5492.20,      5479.95,      5511.30,      5437.65,      5500.00,7.8
,Nifty Mid Liq 15,      4179.65,      4171.85,      4178.85,      4106.45,      4169.10,-10.55
,Nifty Pvt Bank,     16808.85,     16790.40,     16807.85,     16538.05,     16689.40,-119.45
,NIFTY100 Qualty30,      2723.80,      2721.55,      2721.55,      2693.90,      2715.55,-8.25
,Nifty GS 8 13Yr,      2073.45,      2073.83,      2074.78,      2071.68,      2073.14,-.31
,Nifty GS 10Yr,      1905.06,      1905.39,      1906.41,      1902.61,      1905.62,.56
,Nifty GS 10Yr Cln,       954.95,       954.95,       955.47,       953.52,       955.07,.12
,Nifty GS 4 8Yr,      2202.65,      2203.06,      2203.58,      2200.58,      2202.99,.34
,Nifty GS 11 15Yr,      2234.36,      2234.79,      2235.21,      2231.93,      2233.76,-.6
,Nifty GS 15YrPlus,      2408.84,      2409.30,      2411.72,      2409.30,      2411.72,2.88
,Nifty GS Compsite,      2111.14,      2111.53,      2111.85,      2109.37,      2111.26,.12

,ADVANCES,631
,DECLINES,1236
,UNCHANGED,113

,Total securities that have hit their price bands today,333

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,MUTHOOTFIN,EQ,       873.90,       869.30,-0.53,1690.48
,AKSHOPTFBR,EQ,         5.80,                   701430.50,120439
,AKZOINDIA,EQ,      2334.05,                 30166948.80,12818
,ALANKIT,EQ,        14.70,                  3258809.80,220967
,ALBERTDAVD,EQ,       456.45,                  6219928.40,13495
,ALBK,EQ,        13.95,                 20428735.50,1454314
,ALCHEM,BE,         1.10,                     1265.00,1150
,ALEMBICLTD,EQ,        49.25,                  5461738.55,110556
,ALICON,EQ,       361.50,                   290031.65,797
,ALKALI,EQ,        44.35,                    80617.25,1804
,ALKEM,EQ,      2618.20,                371231884.90,141580
,ALKYLAMINE,EQ,      1547.35,                 29327932.15,19000
,ALLCARGO,EQ,       109.75,                 87886271.60,800042
,ALLSEC,EQ,       263.10,                   306638.50,1170
,ALMONDZ,EQ,        16.80,                    20206.20,1201
,ALPA,EQ,        19.45,                   428394.95,22002
,ALPHAGEO,EQ,       227.90,                 10338070.75,44594
,ALPSINDUS,BE,         1.00,                     6460.00,6560
,AMARAJABAT,EQ,       777.25,                410547768.90,534062
,AMBANIORG,SM,        60.75,                  6319000.00,104000
,AMBER,EQ,      1554.75,                 55631101.70,35875
,AMBIKCO,EQ,       818.20,                  1940075.70,2370
,AMDIND,EQ,        15.85,                     3890.60,251
,AMJLAND,EQ,        20.25,                   127761.95,6368
,AMJUMBO,SM,        11.35,                    90800.00,8000
,AMRUTANJAN,EQ,       487.20,                 16837785.25,34522
,ANANTRAJ,EQ,        31.80,                  4590250.25,144759
,ANDHRABANK,EQ,        14.75,                  9043845.55,616214
,ANDHRACEMT,EQ,         2.15,                    54692.70,25645
,ANDHRSUGAR,EQ,       277.70,                  6100726.25,22137
,ANDPAPER,EQ,       271.95,                   778228.70,2911
,ANIKINDS,BE,         8.75,                    26364.35,3160
,ANKITMETAL,BE,          .40,                    59104.40,121909
,ANSALAPI,EQ,         5.00,                   542129.05,106629
,ANSALHSG,BE,         4.80,                   117054.05,25254
,ANTGRAPHIC,BE,          .65,                     4360.60,7101
,ANUP,EQ,       563.50,                  5074662.55,8992
,APARINDS,EQ,       390.80,                  5416524.80,13870
,APCL,EQ,       152.60,                   196411.75,1281
,APCOTEXIND,EQ,       140.35,                  3409737.40,24228
,APEX,EQ,       362.50,                207853612.20,568005
,APLAPOLLO,EQ,      2016.60,                 69969969.25,34809
,APLLTD,EQ,       644.95,                 70789134.20,109830
,APOLLO,EQ,        75.40,                  2037698.05,27053
,APOLLOHOSP,EQ,      1774.90,               3263368318.95,1860803
,APOLLOPIPE,EQ,       445.95,                  6586846.00,14936
,APOLLOTYRE,EQ,       151.35,                603474984.95,3980792
,APOLSINHOT,EQ,       646.80,                  1715787.55,2638
,APTECHT,EQ,       145.60,                 20861981.15,142629
,ARCHIDPLY,BE,        21.00,                   128234.40,6084
,ARCHIES,EQ,        15.65,                   888051.10,56986
,ARCOTECH,BE,         1.45,                    22766.80,15699
,ARENTERP,EQ,        12.30,                     1219.80,98
,ARIES,EQ,        62.05,                  1412978.80,22809
,ARIHANT,EQ,        19.60,                     3538.00,180
,ARIHANTSUP,EQ,        27.00,                    42237.65,1580
,ARMANFIN,EQ,       946.10,                 22498773.15,23925
,AROGRANITE,EQ,        32.10,                   336950.85,10272
,ARROWGREEN,BE,        41.55,                   122821.80,2956
,ARSHIYA,EQ,        16.20,                    58584.75,3650
,ARSSINFRA,EQ,        13.95,                   845440.30,60129
,ARTEMISMED,EQ,       212.00,                   159010.00,747
,ARVIND,EQ,        38.40,                 39575900.10,1030931
,ARVINDFASN,EQ,       377.75,                  4635425.85,12297
,ARVSMART,EQ,        85.10,                  1662878.75,19607
,ASAHIINDIA,EQ,       245.60,                 12458527.35,50503
,ASAHISONG,EQ,       129.15,                   698526.20,5390
,ASAL,EQ,        23.75,                  2459286.05,103260
,ASALCBR,EQ,       260.20,                  9886576.25,38558
,ASHAPURMIN,EQ,        39.50,                  2191377.70,58002
,ASHIANA,EQ,       105.50,                  2649878.55,25258
,ASHIMASYN,EQ,         6.30,                   115591.45,18422
,ASHOKA,EQ,        97.25,                 46913553.45,485244
,ASIANHOTNR,EQ,        82.80,                   128946.85,1568
,ASIANTILES,EQ,       246.15,                119639656.90,479250
,ASLIND,SM,         8.65,                   173000.00,20000
,ASPINWALL,EQ,       138.70,                  1618107.50,11866
,ASTEC,EQ,       475.80,                  3381714.30,7227
,ASTERDM,EQ,       167.65,                305961632.50,1844711
,ASTRAL,EQ,      1179.85,                 92033587.90,78347
,ASTRAMICRO,EQ,        94.20,                 43882398.25,461897
,ASTRAZEN,EQ,      2731.50,                 57113793.50,20960
,ASTRON,EQ,        38.55,                  1812354.60,47321
,ATFL,EQ,       696.15,                  3581201.45,5223
,ATLANTA,EQ,         5.55,                    69981.05,12836
,ATLASCYCLE,BE,        49.00,                   149200.25,3000
,ATUL,EQ,      4976.60,                 82438941.80,16646
,ATULAUTO,EQ,       239.25,                 14699385.50,62868
,AUBANK,EQ,      1149.15,                588492340.70,512951
,AURIONPRO,EQ,        43.20,                   792003.85,18884
,AUSOMENT,BE,        38.00,                    29336.00,772
,AUTOAXLES,EQ,       740.30,                  5219166.35,7031
,AUTOIND,BE,        22.25,                   107884.15,4905
,AUTOLITIND,EQ,        20.55,                   122450.30,5939
,AVADHSUGAR,EQ,       254.45,                 24189738.45,95464
,AVANTIFEED,EQ,       564.70,                748817239.10,1296758
,AVROIND,SM,        60.40,                   120800.00,2000
,AVTNPL,EQ,        39.75,                  9458138.30,243761
,AXISCADES,BE,        57.80,                   507293.25,8746
,AXISGOLD,EQ,      3593.90,                  2009024.30,558
,AXISNIFTY,EQ,      1236.38,                   145762.38,118
,AYMSYNTEX,EQ,        34.30,                   492494.90,14478
,BAGFILMS,BE,         1.65,                    50864.05,30770
,BAJAJCON,EQ,       195.25,                 55683184.30,288808
,BAJAJELEC,EQ,       413.90,                 42360139.95,105283
,BAJAJHIND,EQ,         5.95,                  7601627.80,1287179
,BALAJITELE,EQ,        55.25,                 59781410.50,1053918
,BALAMINES,EQ,       410.15,                 14900495.00,36689
,BALAXI,EQ,       118.30,                   532659.25,4552
,BALKRISHNA,EQ,        15.70,                    58432.80,3722
,BALKRISIND,EQ,      1238.40,               3215851459.25,2575687
,BALLARPUR,BE,          .45,                   417934.80,1011738
,BALMLAWRIE,EQ,       109.00,                 12978642.05,118582
,BALPHARMA,EQ,        39.70,                   273403.70,6952
,BALRAMCHIN,EQ,       163.25,                153430822.80,934358
,BANARBEADS,EQ,        34.25,                    16170.85,463
,BANARISUG,EQ,      1465.50,                  2730460.30,1827
,BANCOINDIA,EQ,        93.30,                  4388212.20,46916
,BANG,EQ,        18.70,                    71088.85,3768
,BANKBEES,EQ,       312.28,                 43099189.82,138748
,BANKINDIA,EQ,        60.30,                 95767272.20,1608057
,BANSWRAS,BE,       141.15,                  3508220.35,24874
,BARTRONICS,BE,         1.00,                      795.00,790
,BASF,EQ,       848.30,                 29469897.25,34775
,BASML,EQ,       118.40,                    63099.05,526
,BATAINDIA,EQ,      1797.05,               1379854090.00,766674
,BAYERCROP,EQ,      4257.55,                 16152396.25,3798
,BBL,EQ,       799.80,                  6610275.85,8266
,BBTC,EQ,      1120.10,                 46548444.25,41761
,BBTCL,SM,        34.00,                   102000.00,3000
,BCG,BE,         4.85,                  2145887.35,442536
,BCP,BE,        19.60,                  5145738.65,263897
,BDL,EQ,       268.55,                 22125274.10,83581
,BEARDSELL,BE,         7.85,                    42424.25,5450
,BEDMUTHA,BE,        14.95,                    14462.50,930
,BEL,EQ,        82.80,               1239036111.10,15218831
,BEML,EQ,       877.70,                373609685.15,422722
,BEPL,EQ,        43.05,                 11418038.20,266054
,BETA,SM,        65.30,                   467120.00,7200
,BFINVEST,EQ,       320.05,                 12606936.60,39513
,BFUTILITIE,EQ,       309.50,                 52511769.55,169813
,BGLOBAL,BE,         1.35,                    19201.15,13966
,BGRENERGY,EQ,        41.05,                 23016614.40,559627
,BHAGERIA,EQ,       146.45,                 11485206.70,78794
,BHAGYANGR,EQ,        19.15,                    70977.65,3715
,BHAGYAPROP,EQ,        23.55,                    10103.05,435
,BHANDARI,EQ,         1.15,                   168223.15,147184
,BHARATFORG,EQ,       480.40,                452954134.50,949344
,BHARATGEAR,BE,        51.00,                   331003.15,6644
,BHARATRAS,EQ,      7216.75,                 58553479.70,8326
,BHARATWIRE,EQ,        25.70,                  2286130.95,88135
,BHEL,EQ,        34.70,               1177822127.65,34528421
,BIGBLOC,BE,        34.25,                     9247.50,266
,BIL,EQ,       137.20,                   561310.35,4065
,BILENERGY,EQ,          .60,                   199570.20,332617
,BINDALAGRO,EQ,        11.55,                    62757.60,5449
,BIOFILCHEM,BE,        10.40,                     8862.30,845
,BIRLACABLE,EQ,        49.05,                  2820918.65,57968
,BIRLACORPN,EQ,       744.45,                 21046181.75,28380
,BIRLAMONEY,EQ,        33.75,                  1564304.95,46825
,BIRLATYRE,BE,        10.60,                    28238.40,2664
,BKMINDST,EQ,          .45,                     3692.00,8230
,BLBLIMITED,EQ,         3.90,                    25597.40,6606
,BLISSGVS,EQ,       140.65,                 35323673.35,251054
,BLKASHYAP,EQ,         7.35,                  1570291.85,198600
,BLS,EQ,        67.25,                  1044937.10,15537
,BLUEBLENDS,BE,          .65,                      269.20,391
,BLUEDART,EQ,      2898.65,                  8372613.25,2907
,BLUESTARCO,EQ,       834.50,                 43385689.15,52301
,BODALCHEM,EQ,        82.75,                 71157084.10,833895
,BOHRA,SM,          .95,                     3800.00,4000
,BOMDYEING,EQ,        81.45,                117852437.20,1462056
,BOROSIL,EQ,       211.90,                293475119.15,1363348
,BPL,EQ,        19.35,                  4583998.05,233705
,BRFL,EQ,         4.00,                   498131.10,123574
,BRIGADE,EQ,       226.20,                  8262742.40,36601
,BRITANNIA,N2,        31.96,                   583642.92,18263
,BRNL,EQ,        56.90,                   469250.05,8226
,BROOKS,EQ,        25.40,                  2063634.65,78868
,BSE,EQ,       507.60,                 72096685.90,144436
,BSELINFRA,EQ,          .90,                     4500.00,5000
,BSHSL,SM,       109.60,                   131520.00,1200
,BSL,EQ,        30.65,                    75614.60,2482
,BSLGOLDETF,EQ,      3770.00,                  2789489.20,740
,BSLNIFTY,EQ,       130.71,                    22319.00,171
,BSOFT,EQ,        92.30,                 72783181.85,791490
,BURNPUR,EQ,         1.00,                    27207.80,26865
,BUTTERFLY,EQ,       195.65,                 33919645.65,176708
,BVCL,BE,        13.05,                  2572826.45,201789
,BYKE,EQ,        16.70,                  2250906.25,134468
,CALSOFT,EQ,        12.95,                   245607.05,20038
,CAMLINFINE,EQ,        66.50,                 26686676.85,403765
,CANBK,EQ,       172.80,               1560292697.85,9137114
,CANDC,BZ,         1.90,                     2787.30,1467
