,23-Jan-2020
The Nifty witnessed an intraday movement of about 94.9 points.The closing index was 0.61 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 43397.58
, Traded Quantity (in Lakhs), 25552.69
, Number of Trades, 12230857
, Total Market Capitalisation (Rs. Crores), 15780324.42

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12106.90,     12123.75,     12189.00,     12094.10,     12180.35,73.45
,NIFTY50 EQL Wgt,     12338.65,     12338.05,     12430.25,     12310.00,     12417.40,78.75
,NIFTY100 EQL Wgt,     13432.65,     13443.25,     13582.05,     13425.30,     13558.95,126.3
,NIFTY100 LowVol30,      8984.20,      8980.65,      9046.75,      8963.60,      9033.20,49
,NIFTY Alpha 50,     13651.45,     13677.85,     13853.20,     13650.35,     13837.35,185.9
,NIFTY MIDCAP 150,      6606.05,      6616.65,      6701.00,      6614.75,      6689.70,83.65
,NIFTY SMLCAP 50,      3046.80,      3054.25,      3073.30,      3048.60,      3070.40,23.6
,NIFTY SMLCAP 250,      5218.75,      5229.95,      5254.85,      5224.50,      5252.25,33.5
,NIFTY MIDSML 400,      6110.85,      6121.70,      6181.75,      6120.45,      6176.15,65.3
,NIFTY200 QUALTY30,      9981.00,      9983.85,     10063.20,      9975.80,     10057.50,76.5
,Nifty IT,     16334.55,     16380.60,     16501.20,     16367.75,     16474.40,139.85
,Nifty Next 50,     28593.00,     28638.35,     28936.75,     28604.95,     28898.30,305.3
,Nifty Bank,     30701.45,     30742.20,     31087.25,     30621.35,     31004.05,302.6
,NIFTY MIDCAP 100,     17931.00,     17953.30,     18235.65,     17946.45,     18190.00,259
,Nifty 500,      9947.00,      9961.80,     10027.80,      9944.10,     10021.40,74.4
,Nifty 100,     12230.85,     12248.20,     12321.40,     12220.70,     12312.90,82.05
,Nifty Midcap 50,      4921.65,      4919.60,      5006.15,      4916.90,      4994.30,72.65
,Nifty Realty,       320.85,       321.35,       328.05,       321.15,       327.65,6.8
,Nifty Infra,      3321.65,      3328.80,      3372.70,      3326.90,      3366.90,45.25
,Nifty Energy,     15534.60,     15567.10,     15771.05,     15543.50,     15704.85,170.25
,Nifty FMCG,     31153.15,     31147.00,     31257.15,     30995.30,     31226.90,73.75
,Nifty MNC,     13989.55,     13990.80,     14064.50,     13960.40,     14052.70,63.15
,Nifty Pharma,      8256.65,      8245.95,      8322.45,      8208.55,      8300.20,43.55
,Nifty PSE,      3102.45,      3108.65,      3166.65,      3107.00,      3151.85,49.4
,Nifty PSU Bank,      2410.00,      2410.05,      2455.55,      2405.00,      2437.90,27.9
,Nifty Serv Sector,     17280.75,     17303.20,     17422.90,     17266.70,     17406.60,125.85
,India VIX,16.3600,16.3600,16.7075,15.7775,15.8550,-0.5050
,Nifty Auto,      8169.15,      8176.75,      8251.85,      8145.80,      8241.75,72.6
,Nifty Metal,      2756.75,      2759.05,      2779.35,      2750.95,      2769.25,12.5
,Nifty Media,      1909.00,      1896.75,      1902.25,      1866.65,      1871.85,-37.15
,NIFTY SMLCAP 100,      6242.85,      6256.00,      6299.90,      6248.75,      6295.60,52.75
,Nifty 200,      6270.40,      6279.15,      6322.35,      6267.15,      6317.85,47.45
,Nifty Div Opps 50,      2540.90,      2545.50,      2565.55,      2542.80,      2560.95,20.05
,Nifty Commodities,      3410.80,      3417.30,      3447.65,      3410.90,      3440.95,30.15
,Nifty Consumption,      5100.10,      5099.30,      5133.40,      5082.95,      5130.35,30.25
,Nifty Fin Service,     14178.50,     14196.85,     14314.70,     14145.80,     14288.45,109.95
,Nifty50 Div Point,       118.39,       119.67,       119.67,       119.67,       119.67,1.28
,Nifty100 Liq 15,      3670.75,      3684.45,      3719.95,      3678.00,      3711.20,40.45
,Nifty CPSE,      1788.45,      1797.60,      1834.70,      1796.75,      1814.30,25.85
,Nifty GrowSect 15,      6316.20,      6313.25,      6335.85,      6288.60,      6329.00,12.8
,Nifty50 PR 2x Lev,      5212.10,      5225.90,      5281.65,      5201.60,      5274.65,62.55
,Nifty50 PR 1x Inv,       387.25,       386.80,       387.70,       384.70,       384.95,-2.3
,Nifty50 TR 2x Lev,      6775.90,      6795.30,      6867.80,      6763.70,      6858.65,82.75
,Nifty50 TR 1x Inv,       339.70,       339.25,       340.05,       337.40,       337.65,-2.05
,Nifty50 Value 20,      5493.80,      5502.75,      5540.70,      5497.05,      5530.50,36.7
,Nifty Mid Liq 15,      4302.55,      4299.00,      4386.35,      4296.85,      4380.95,78.4
,Nifty Pvt Bank,     16931.90,     16958.45,     17138.45,     16900.80,     17075.85,143.95
,NIFTY100 Qualty30,      2732.95,      2733.25,      2748.60,      2729.30,      2746.95,14
,Nifty GS 8 13Yr,      2023.59,      2023.98,      2026.83,      2023.98,      2026.14,2.55
,Nifty GS 10Yr,      1863.94,      1864.28,      1867.15,      1864.28,      1865.48,1.54
,Nifty GS 10Yr Cln,       938.12,       938.12,       939.59,       938.12,       938.73,.61
,Nifty GS 4 8Yr,      2152.30,      2152.71,      2154.11,      2152.71,      2153.45,1.15
,Nifty GS 11 15Yr,      2160.45,      2160.87,      2164.70,      2160.87,      2163.75,3.3
,Nifty GS 15YrPlus,      2342.65,      2343.11,      2343.11,      2343.11,      2343.11,.46
,Nifty GS Compsite,      2060.25,      2060.65,      2063.06,      2060.65,      2062.02,1.77

,ADVANCES,1078
,DECLINES,752
,UNCHANGED,140

,Total securities that have hit their price bands today,344

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,POWERGRID,EQ,       200.05,       201.95,0.95,2563.89
,ATUL,EQ,      4381.70,                498179842.95,113772
,ATULAUTO,EQ,       272.70,                 17860315.60,63983
,AUBANK,EQ,       974.55,               4835271317.40,4978519
,AURIONPRO,EQ,        60.30,                   318225.80,5344
,AUSOMENT,BE,        35.25,                     1762.50,50
,AUTOAXLES,EQ,       853.30,                  4568063.65,5344
,AUTOIND,BE,        25.25,                    45725.10,1800
,AUTOLITIND,EQ,        23.55,                   452902.05,19239
,AVADHSUGAR,EQ,       324.25,                 33701518.45,103116
,AVANTIFEED,EQ,       716.65,                504017850.20,709597
,AVTNPL,EQ,        34.85,                  3457027.90,99565
,AXISCADES,EQ,        74.85,                108562100.05,1521392
,AXISGOLD,EQ,      3506.80,                   676743.30,193
,AXISNIFTY,EQ,      1255.19,                    23893.31,19
,AYMSYNTEX,EQ,        38.45,                  1454305.95,40829
,BAGFILMS,BE,         1.90,                   112028.65,59893
,BAJAJCON,EQ,       234.70,                 30006951.15,127677
,BAJAJELEC,EQ,       383.55,                 52096228.25,135349
,BAJAJHIND,EQ,         6.75,                  7777644.75,1139992
,BALAJITELE,EQ,        51.95,                  2370412.85,45429
,BALAMINES,EQ,       460.85,                 16786947.40,36260
,BALAXI,EQ,        70.95,                    52743.65,750
,BALKRISHNA,BE,        18.30,                    44082.30,2459
,BALKRISIND,EQ,      1111.00,               1339818799.70,1192256
,BALLARPUR,BE,          .50,                   304702.65,630899
,BALMLAWRIE,EQ,       123.75,                  7623757.45,61502
,BALPHARMA,EQ,        45.10,                   356865.20,7973
,BALRAMCHIN,EQ,       183.15,                121875488.20,664076
,BANARBEADS,EQ,        34.30,                    46923.70,1357
,BANARISUG,EQ,      1431.30,                   469476.40,326
,BANCOINDIA,EQ,       105.75,                  3449229.80,32384
,BANG,EQ,        23.65,                    49241.60,2096
,BANKBEES,EQ,       317.09,                 46652047.93,147834
,BANKINDIA,EQ,        67.55,                 99157190.20,1465295
,BANSWRAS,BE,       117.45,                   165245.00,1412
,BARTRONICS,BE,         1.30,                     3945.95,3247
,BASF,EQ,      1017.80,                 20327091.25,19997
,BASML,EQ,       139.60,                   217453.25,1546
,BATAINDIA,EQ,      1800.60,                624275820.75,348369
,BAYERCROP,EQ,      4088.55,                 59383788.70,14630
,BBL,EQ,       857.25,                  2660671.00,3096
,BBTC,EQ,      1140.40,                 70789516.30,62110
,BCG,BE,         5.45,                  1385552.85,255570
,BCP,BE,        20.95,                   155658.40,7509
,BDL,EQ,       303.20,                 22981036.50,75331
,BEARDSELL,BE,         9.70,                     6120.10,633
,BEDMUTHA,BE,        17.05,                     7132.55,447
,BEL,EQ,       101.15,               2209095130.00,21658446
,BEML,EQ,       997.45,                263646943.25,263700
,BEPL,EQ,        52.50,                 23270318.70,440547
,BETA,SM,        75.00,                    60000.00,800
,BFINVEST,EQ,       324.05,                 12499346.15,38486
,BFUTILITIE,EQ,       341.35,                 55525871.90,162183
,BGLOBAL,BE,         1.30,                     2483.35,1966
,BGRENERGY,EQ,        38.05,                  6846224.35,179178
,BHAGERIA,EQ,       115.10,                  3323220.40,28851
,BHAGYANGR,EQ,        21.75,                   113611.95,5222
,BHAGYAPROP,EQ,        24.00,                  1123347.00,46803
,BHANDARI,EQ,         1.25,                   173013.85,132903
,BHARATFORG,EQ,       515.25,                723266347.15,1418500
,BHARATGEAR,BE,        69.55,                   316833.55,4533
,BHARATRAS,EQ,      6515.45,                 18390053.75,2854
,BHARATWIRE,EQ,        28.35,                   325694.60,11429
,BHEL,EQ,        43.45,                647605314.05,14871754
,BIGBLOC,BE,        38.95,                     6883.75,180
,BIL,EQ,       179.35,                   142072.40,790
,BILENERGY,EQ,          .95,                    83273.20,84254
,BINDALAGRO,EQ,        14.80,                  2075259.55,141777
,BIOFILCHEM,BE,        12.95,                   114092.20,8989
,BIRLACABLE,EQ,        60.40,                  3714673.55,61007
,BIRLACORPN,EQ,       764.80,                110074572.15,145049
,BIRLAMONEY,EQ,        35.55,                  2017078.90,56559
,BKMINDST,EQ,          .55,                     1708.65,3403
,BLBLIMITED,EQ,         4.80,                    64395.35,13011
,BLISSGVS,EQ,       146.00,                 27702518.70,190052
,BLKASHYAP,EQ,         8.95,                   172047.60,19324
,BLS,EQ,        70.15,                  2195029.60,31536
,BLUEBLENDS,BE,          .70,                     7065.00,10200
,BLUEDART,EQ,      2786.75,                 97810564.70,35713
,BLUESTARCO,EQ,       839.75,                 20863853.95,24696
,BODALCHEM,EQ,        74.00,                 17583789.10,238219
,BOHRA,SM,         1.45,                     2900.00,2000
,BOMDYEING,EQ,        87.40,                272196608.85,3118842
,BOROSIL,EQ,       166.85,                  9600051.20,57423
,BPL,EQ,        22.00,                  5741156.65,259107
,BRFL,BZ,         4.05,                    88469.05,21682
,BRIGADE,EQ,       229.15,                 23388753.55,101877
,BRITANNIA,N2,        31.73,                  5021023.48,158331
,BRNL,EQ,        70.20,                 17497455.80,249173
,BROOKS,EQ,        37.95,                   490222.25,12936
,BSE,EQ,       534.85,                 33364667.60,62395
,BSELINFRA,EQ,          .95,                     4022.50,4150
,BSHSL,SM,       109.50,                   521400.00,4800
,BSL,EQ,        38.10,                   339016.70,8804
,BSLGOLDETF,EQ,      3699.00,                    14793.95,4
,BSLNIFTY,EQ,       132.90,                     2651.31,20
,BSOFT,EQ,        72.95,                 77463045.70,1046376
,BURNPUR,EQ,         1.25,                    15654.05,12518
,BUTTERFLY,EQ,       270.70,                282320303.80,1035095
,BVCL,BE,        12.25,                    15814.50,1265
,BYKE,EQ,        20.85,                   244160.55,11710
,CALSOFT,EQ,        13.10,                  2991966.65,227272
,CAMLINFINE,EQ,        80.95,                 16189793.95,198788
,CANBK,EQ,       220.70,               3085590859.05,13910267
,CANDC,BZ,         2.10,                     1552.50,725
,CANFINHOME,EQ,       477.20,               1230299554.85,2636458
,CANTABIL,EQ,       274.15,                  8221445.00,29905
,CAPACITE,EQ,       199.25,                  8023891.20,40368
,CAPLIPOINT,EQ,       293.45,                 10284199.60,34971
,CAPTRUST,EQ,       160.85,                   732742.40,4561
,CARBORUNIV,EQ,       335.15,                  2619442.65,7815
,CAREERP,EQ,       127.15,                 20964013.05,165482
,CARERATING,EQ,       671.05,                347746626.20,516405
,CASTEXTECH,BE,          .40,                    13378.05,35608
,CASTROLIND,EQ,       130.65,                292832137.60,2243169
,CCHHL,BE,         3.20,                    34179.45,10489
