,08-Jan-2020
The Nifty witnessed an intraday movement of about 115.35 points.The closing index was 0.23 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 32532.02
, Traded Quantity (in Lakhs), 17809.03
, Number of Trades, 10664175
, Total Market Capitalisation (Rs. Crores), 15364141.78

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12052.95,     11939.10,     12044.95,     11929.60,     12025.35,-27.6
,NIFTY50 EQL Wgt,     12276.85,     12161.40,     12263.30,     12150.15,     12239.75,-37.1
,NIFTY100 EQL Wgt,     13253.55,     13103.05,     13244.60,     13094.10,     13234.15,-19.4
,NIFTY100 LowVol30,      8870.80,      8803.05,      8859.65,      8790.35,      8848.05,-22.75
,NIFTY Alpha 50,     13313.00,     13215.55,     13401.85,     13215.45,     13389.80,76.8
,NIFTY MIDCAP 150,      6303.85,      6248.45,      6319.70,      6229.75,      6315.40,11.55
,NIFTY SMLCAP 50,      2848.15,      2813.75,      2849.05,      2804.60,      2845.50,-2.65
,NIFTY SMLCAP 250,      4946.35,      4889.80,      4949.95,      4883.60,      4945.65,-.7
,NIFTY MIDSML 400,      5818.80,      5762.85,      5829.55,      5749.30,      5825.85,7.05
,NIFTY200 QUALTY30,      9711.25,      9632.75,      9699.60,      9620.45,      9681.50,-29.75
,Nifty IT,     15895.20,     15840.90,     15974.85,     15816.80,     15953.45,58.25
,Nifty Next 50,     28101.20,     27739.05,     28145.40,     27738.40,     28113.55,12.35
,Nifty Bank,     31399.40,     30995.50,     31451.85,     30899.55,     31373.65,-25.75
,NIFTY MIDCAP 100,     17021.55,     16869.40,     17089.20,     16821.85,     17074.30,52.75
,Nifty 500,      9805.40,      9708.70,      9798.25,      9700.35,      9792.20,-13.2
,Nifty 100,     12154.95,     12034.40,     12145.00,     12026.80,     12131.45,-23.5
,Nifty Midcap 50,      4674.65,      4627.55,      4693.80,      4617.35,      4686.85,12.2
,Nifty Realty,       298.05,       292.25,       297.90,       291.35,       297.05,-1
,Nifty Infra,      3256.70,      3223.65,      3248.60,      3216.50,      3242.50,-14.2
,Nifty Energy,     15793.75,     15630.25,     15760.50,     15581.60,     15664.95,-128.8
,Nifty FMCG,     29861.80,     29685.15,     29932.80,     29660.10,     29893.20,31.4
,Nifty MNC,     13579.95,     13468.75,     13605.35,     13433.35,     13597.25,17.3
,Nifty Pharma,      8036.50,      7975.70,      8041.60,      7960.05,      7996.15,-40.35
,Nifty PSE,      3185.30,      3146.60,      3167.05,      3134.75,      3149.75,-35.55
,Nifty PSU Bank,      2416.65,      2371.70,      2412.65,      2356.60,      2401.85,-14.8
,Nifty Serv Sector,     17267.45,     17091.85,     17290.50,     17081.55,     17277.05,9.6
,India VIX,14.6100,14.6100,16.3875,13.7925,15.6400,1.0300
,Nifty Auto,      8002.50,      7921.65,      8002.90,      7900.80,      7942.75,-59.75
,Nifty Metal,      2785.90,      2751.20,      2777.20,      2736.40,      2767.25,-18.65
,Nifty Media,      1735.15,      1716.20,      1729.70,      1706.35,      1726.60,-8.55
,NIFTY SMLCAP 100,      5900.65,      5826.05,      5887.90,      5808.80,      5882.50,-18.15
,Nifty 200,      6200.40,      6139.60,      6196.10,      6134.80,      6191.75,-8.65
,Nifty Div Opps 50,      2516.95,      2495.30,      2513.90,      2494.45,      2508.90,-8.05
,Nifty Commodities,      3434.40,      3398.60,      3434.40,      3391.40,      3427.90,-6.5
,Nifty Consumption,      4859.55,      4818.75,      4868.95,      4815.85,      4864.70,5.15
,Nifty Fin Service,     14314.75,     14134.85,     14321.40,     14117.15,     14306.65,-8.1
,Nifty50 Div Point,       118.39,       118.39,       118.39,       118.39,       118.39,0
,Nifty100 Liq 15,      3742.70,      3694.85,      3744.70,      3686.30,      3736.00,-6.7
,Nifty CPSE,      1912.75,      1892.25,      1902.90,      1875.80,      1883.00,-29.75
,Nifty GrowSect 15,      6316.00,      6257.40,      6313.65,      6250.85,      6301.65,-14.35
,Nifty50 PR 2x Lev,      5178.80,      5080.30,      5170.80,      5073.60,      5154.40,-24.4
,Nifty50 PR 1x Inv,       388.40,       392.10,       392.35,       388.70,       389.30,.9
,Nifty50 TR 2x Lev,      6732.65,      6604.55,      6722.25,      6595.90,      6700.90,-31.75
,Nifty50 TR 1x Inv,       340.65,       343.95,       344.15,       340.95,       341.50,.85
,Nifty50 Value 20,      5446.95,      5409.80,      5444.05,      5405.85,      5437.80,-9.15
,Nifty Mid Liq 15,      3991.95,      3950.15,      3998.75,      3941.45,      3993.30,1.35
,Nifty Pvt Bank,     17384.50,     17180.05,     17413.15,     17132.60,     17371.35,-13.15
,NIFTY100 Qualty30,      2684.15,      2660.95,      2682.60,      2658.40,      2676.95,-7.2
,Nifty GS 8 13Yr,      2025.57,      2025.95,      2027.07,      2023.98,      2026.80,1.23
,Nifty GS 10Yr,      1870.08,      1870.42,      1871.25,      1866.71,      1870.97,.89
,Nifty GS 10Yr Cln,       943.82,       943.82,       944.25,       941.92,       944.11,.29
,Nifty GS 4 8Yr,      2148.25,      2148.66,      2149.89,      2145.49,      2149.35,1.1
,Nifty GS 11 15Yr,      2160.27,      2160.70,      2161.39,      2158.61,      2161.17,.9
,Nifty GS 15YrPlus,      2343.54,      2344.00,      2345.26,      2344.00,      2345.26,1.72
,Nifty GS Compsite,      2059.99,      2060.38,      2061.45,      2057.87,      2061.21,1.22

,ADVANCES,725
,DECLINES,1109
,UNCHANGED,125

,Total securities that have hit their price bands today,350

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       318.40,       319.80,0.44,1406.53
,AKSHOPTFBR,EQ,         6.85,                  1512291.35,224838
,AKZOINDIA,EQ,      1965.90,                 13173164.35,6720
,ALANKIT,EQ,        13.35,                  2091851.70,162564
,ALBERTDAVD,EQ,       410.55,                  2801214.85,6812
,ALBK,EQ,        18.10,                 18361285.50,1013775
,ALCHEM,BE,         1.10,                    23252.90,21139
,ALEMBICLTD,EQ,        56.00,                  9141074.85,161866
,ALICON,EQ,       396.80,                   738176.65,1877
,ALKALI,EQ,        41.30,                   153576.35,3738
,ALKEM,EQ,      2124.05,                215937900.30,101795
,ALKYLAMINE,EQ,      1234.95,                 40713317.75,32842
,ALLCARGO,EQ,        97.25,                  5507217.95,56300
,ALLSEC,EQ,       286.10,                   201286.10,703
,ALMONDZ,EQ,        11.95,                     7240.15,609
,ALOKTEXT,BE,         2.95,                  3785558.65,1286424
,ALPA,EQ,        15.70,                   338323.75,21213
,ALPHAGEO,EQ,       185.85,                  1433088.55,7557
,ALPSINDUS,BE,         1.90,                     7275.10,3829
,AMARAJABAT,EQ,       720.35,                345031316.45,477621
,AMBER,EQ,      1186.30,                179664776.25,149986
,AMBIKCO,EQ,       839.90,                  1448004.40,1726
,AMDIND,EQ,        15.35,                    70798.15,4648
,AMJLAND,EQ,        21.80,                   249007.35,11453
,AMRUTANJAN,EQ,       423.50,                  7244857.15,17156
,ANANTRAJ,EQ,        34.55,                  5995880.95,174735
,ANDHRABANK,EQ,        16.15,                 10426130.50,646965
,ANDHRACEMT,EQ,         2.05,                   421133.00,202774
,ANDHRSUGAR,EQ,       310.30,                 12430901.00,40301
,ANIKINDS,EQ,         7.95,                     9919.70,1244
,ANKITMETAL,BE,          .55,                     4025.15,7415
,ANSALAPI,EQ,         4.95,                   142004.80,28410
,ANSALHSG,BE,         5.20,                   107748.65,20716
,ANTGRAPHIC,BE,          .60,                     5127.05,9031
,ANUP,EQ,       481.75,                  7907393.60,16402
,APARINDS,EQ,       392.90,                  4570069.95,11665
,APCL,EQ,       154.75,                  2800200.25,17894
,APCOTEXIND,EQ,       157.70,                  1684113.30,10744
,APEX,EQ,       405.65,                446086161.95,1096539
,APLAPOLLO,EQ,      1832.50,                 29773512.10,16382
,APLLTD,EQ,       553.35,                 29209223.10,52480
,APOLLO,EQ,        73.85,                  1775656.55,24115
,APOLLOHOSP,EQ,      1473.65,                279921826.20,190163
,APOLLOPIPE,EQ,       350.10,                  3858288.70,11036
,APOLLOTYRE,EQ,       162.40,                267977346.05,1664694
,APOLSINHOT,EQ,       694.80,                   971142.95,1400
,APTECHT,EQ,       163.60,                 66517916.35,414434
,ARCHIDPLY,EQ,        29.00,                   787566.40,27166
,ARCHIES,EQ,        17.40,                   508232.60,28999
,ARCOTECH,BE,         2.30,                    15378.95,6738
,ARIES,EQ,        66.30,                  1223658.65,18459
,ARIHANT,EQ,        20.10,                    17167.25,861
,ARIHANTSUP,EQ,        27.50,                  2848771.95,99020
,ARMANFIN,EQ,       717.95,                  6300134.55,8980
,AROGRANITE,EQ,        39.80,                  3630280.90,91509
,ARROWGREEN,EQ,        47.35,                    98518.90,2081
,ARROWTEX,BE,         9.75,                    31593.35,3245
,ARSHIYA,EQ,        15.95,                   415003.55,25928
,ARSSINFRA,EQ,        20.60,                   974309.15,46639
,ARVIND,EQ,        39.70,                 45090071.10,1132422
,ARVINDFASN,EQ,       400.20,                  4090488.35,10297
,ARVSMART,EQ,        85.90,                   287089.30,3353
,ASAHIINDIA,EQ,       205.00,                  1253147.45,6109
,ASAHISONG,EQ,       149.55,                  9924848.80,64053
,ASAL,EQ,        33.40,                   106919.05,3204
,ASCOM,SM,        32.00,                   128000.00,4000
,ASHAPURMIN,EQ,        32.10,                  2831006.20,87359
,ASHIANA,EQ,       103.15,                  1818120.45,17591
,ASHIMASYN,EQ,         6.70,                   311271.65,46052
,ASHOKA,EQ,       100.30,                 53948580.70,533406
,ASIANHOTNR,EQ,        93.90,                  1326089.75,14097
,ASIANTILES,EQ,       212.95,                  6959480.85,32550
,ASPINWALL,EQ,       140.30,                    43418.85,309
,ASTEC,EQ,       466.70,                  4409007.25,9331
,ASTERDM,EQ,       160.15,                 65037999.85,406965
,ASTRAL,EQ,      1139.70,                 32682920.30,28587
,ASTRAMICRO,EQ,        82.55,                  8971644.60,108488
,ASTRAZEN,EQ,      2582.95,                 41471930.80,16290
,ASTRON,EQ,        39.40,                  2118139.25,53610
,ATFL,EQ,       640.15,                  2714483.55,4257
,ATLANTA,EQ,         6.90,                   111250.70,16416
,ATLASCYCLE,BE,        51.20,                   114793.05,2265
,ATUL,EQ,      4207.30,                 39442552.95,9382
,ATULAUTO,EQ,       244.20,                  1902028.05,7769
,AUBANK,EQ,       835.90,               2030983191.90,2468402
,AURIONPRO,EQ,        58.30,                   227960.60,3915
,AUSOMENT,BE,        36.10,                    22528.40,624
,AUTOAXLES,EQ,       829.05,                  2579233.30,3123
,AUTOIND,BE,        23.80,                   130063.45,5529
,AUTOLITIND,EQ,        21.80,                   122952.20,5671
,AVADHSUGAR,EQ,       304.80,                 51607943.45,169554
,AVANTIFEED,EQ,       606.60,                402134838.75,667043
,AVG,SM,        60.10,                    72120.00,1200
,AVTNPL,EQ,        33.05,                  3533817.65,108708
,AXISCADES,EQ,        52.80,                  2361201.10,44607
,AXISGOLD,EQ,      3597.95,                  8553192.80,2360
,AXISNIFTY,EQ,      1244.38,                    59587.86,48
,AYMSYNTEX,EQ,        29.75,                   132423.85,4372
,BAGFILMS,BE,         1.90,                    72695.95,38097
,BAJAJCON,EQ,       235.75,                 20041539.50,85608
,BAJAJELEC,EQ,       357.60,                 27824637.10,77868
,BAJAJHIND,EQ,         6.80,                 23007210.15,3355314
,BALAJITELE,EQ,        49.20,                  2910806.95,58822
,BALAMINES,EQ,       396.20,                 12275621.25,31115
,BALAXI,EQ,        69.70,                   179570.10,2561
,BALKRISHNA,BE,        18.95,                    33434.50,1762
,BALKRISIND,EQ,       995.65,                757135690.00,772315
,BALLARPUR,BE,          .40,                   256987.75,600511
,BALMLAWRIE,EQ,       121.85,                  7930966.15,65092
,BALPHARMA,EQ,        41.75,                   184107.60,4438
,BALRAMCHIN,EQ,       183.95,                283085696.70,1537589
,BANARBEADS,EQ,        29.30,                     5415.25,185
,BANARISUG,EQ,      1212.65,                   622317.75,509
,BANCOINDIA,EQ,       101.70,                  3739878.55,37020
,BANG,EQ,        23.85,                  4280474.25,187145
,BANKBEES,EQ,       319.47,                336714383.55,1060588
,BANKINDIA,EQ,        67.85,                106235243.45,1572645
,BANSAL,SZ,         1.70,                    30600.00,18000
,BANSWRAS,BE,       109.05,                   230493.30,2155
,BARTRONICS,BE,         1.30,                     6705.00,5150
,BASF,EQ,       976.60,                  6315336.80,6435
,BASML,EQ,       123.55,                   558182.55,4567
,BATAINDIA,EQ,      1730.90,                781856420.90,454711
,BAYERCROP,EQ,      3764.35,                 56337024.95,14957
,BBL,EQ,       831.45,                  4100674.05,4911
,BBTC,EQ,      1109.55,                327637589.65,291651
,BCG,BE,         5.95,                  1121617.45,187394
,BCP,BE,        16.35,                   680701.40,41764
,BDL,EQ,       292.55,                 11386750.25,38597
,BEARDSELL,EQ,        11.50,                   642353.15,55384
,BEDMUTHA,BE,        17.05,                   194341.10,11525
,BEL,EQ,        95.45,                650147836.50,6808103
,BEML,EQ,       936.40,                178297305.80,190531
,BEPL,EQ,        49.35,                 30996453.40,624458
,BETA,SM,        68.05,                   374520.00,5600
,BFINVEST,EQ,       323.35,                 19355208.35,60348
,BFUTILITIE,EQ,       313.75,                 71914337.70,228896
,BGLOBAL,BE,         1.55,                      829.25,535
,BGRENERGY,EQ,        35.05,                  3753673.15,106425
,BHAGERIA,EQ,       107.15,                  4415676.55,41002
,BHAGYANGR,EQ,        18.65,                    67103.05,3644
,BHAGYAPROP,EQ,        23.60,                   886124.05,37726
,BHANDARI,EQ,         1.30,                   121635.50,98110
,BHARATFORG,EQ,       487.75,                440478128.05,910355
,BHARATGEAR,BE,        66.45,                   478866.85,7239
,BHARATRAS,EQ,      5980.25,                  8420201.05,1414
,BHARATWIRE,EQ,        28.15,                   261064.65,9248
,BHEL,EQ,        43.20,                481542132.10,11199141
,BIGBLOC,BE,        34.75,                     4705.50,135
,BIL,EQ,       163.10,                   178491.65,1091
,BILENERGY,EQ,         1.10,                   321938.30,278772
,BINDALAGRO,EQ,        10.15,                   469126.70,45345
,BIOFILCHEM,BE,        15.30,                    75643.20,4944
,BIRLACABLE,EQ,        59.85,                  3347925.95,56057
,BIRLACORPN,EQ,       634.05,                101509211.55,159865
,BIRLAMONEY,EQ,        34.30,                  1700083.55,49854
,BKMINDST,EQ,          .65,                    48285.75,76903
,BLBLIMITED,EQ,         4.15,                   214336.30,53060
,BLISSGVS,EQ,       148.75,                 58855261.80,395700
,BLKASHYAP,EQ,         9.10,                    80175.65,8834
,BLS,EQ,        70.25,                  1807135.35,25814
,BLUEDART,EQ,      2216.00,                  3486949.25,1576
,BLUESTARCO,EQ,       814.30,                 19290301.75,23800
,BODALCHEM,EQ,        69.25,                 33949968.00,479862
,BOHRA,SM,         2.00,                   156000.00,78000
,BOMDYEING,EQ,        78.35,                147172999.80,1868886
,BOROSIL,EQ,       153.45,                  5904336.65,38548
,BPL,EQ,        20.55,                  6804843.05,332964
,BRFL,BZ,         4.00,                    48718.35,12109
,BRIGADE,EQ,       224.50,                 74571123.85,339126
,BRITANNIA,N2,        31.58,                  2211755.54,70153
,BRNL,EQ,        57.35,                  1015807.05,17729
,BROOKS,EQ,        31.95,                   622020.50,19467
,BSE,EQ,       491.80,                 29730177.60,60373
,BSELINFRA,EQ,         1.00,                    44298.90,43945
,BSHSL,SM,       109.00,                   130800.00,1200
,BSL,EQ,        30.00,                    93574.35,3106
,BSLGOLDETF,EQ,      3774.95,                  2309724.45,605
,BSLNIFTY,EQ,       131.04,                    69318.03,529
,BSOFT,EQ,        70.15,                 12259266.25,174057
,BURNPUR,EQ,         1.40,                    29227.00,20730
,BUTTERFLY,EQ,       246.55,                924204455.15,3587568
,BVCL,BE,        12.95,                    19043.50,1460
,BYKE,EQ,        19.05,                   250699.40,13186
,CALSOFT,EQ,        13.00,                   498719.60,38343
,CAMLINFINE,EQ,        81.80,                111661256.50,1356589
,CANBK,EQ,       207.80,               3091321359.60,15141394
,CANDC,BZ,         2.75,                     2664.50,986
,CANFINHOME,EQ,       384.30,                 28753492.60,74785
,CANTABIL,EQ,       276.85,                  9309397.95,33787
,CAPACITE,EQ,       194.25,                 13625281.95,69055
,CAPLIPOINT,EQ,       291.05,                  9312600.15,32105
,CAPTRUST,EQ,       182.40,                   963710.85,5293
,CARBORUNIV,EQ,       328.50,                 42959383.90,130874
,CAREERP,EQ,       114.80,                  2673695.20,23379
