,20-Jul-2020
The Nifty witnessed an intraday movement of about 84.9 points.The closing index was 1.11 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 56333.16
, Traded Quantity (in Lakhs), 30991.89
, Number of Trades, 16786370
, Total Market Capitalisation (Rs. Crores), 14506297.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10901.70,     10999.45,     11037.90,     10953.00,     11022.20,120.5
,NIFTY50 EQL Wgt,     11081.80,     11150.05,     11198.95,     11096.40,     11185.90,104.1
,NIFTY100 EQL Wgt,     12183.05,     12253.05,     12295.40,     12207.45,     12282.05,99
,NIFTY100 LowVol30,      8741.85,      8796.30,      8858.70,      8759.55,      8844.40,102.55
,NIFTY Alpha 50,     14350.70,     14409.15,     14527.40,     14408.50,     14497.60,146.9
,NIFTY MIDCAP 150,      5791.25,      5819.40,      5859.30,      5817.40,      5845.10,53.85
,NIFTY SMLCAP 50,      2281.20,      2298.15,      2312.65,      2294.10,      2308.75,27.55
,NIFTY SMLCAP 250,      4239.95,      4269.50,      4285.10,      4261.35,      4279.40,39.45
,NIFTY MIDSML 400,      5233.60,      5262.40,      5291.90,      5259.50,      5282.25,48.65
,NIFTY200 QUALTY30,      9694.80,      9758.20,      9844.15,      9726.25,      9825.80,131
,Nifty IT,     16821.35,     16880.35,     17376.15,     16849.15,     17258.30,436.95
,Nifty Next 50,     26375.80,     26505.15,     26598.75,     26409.70,     26525.75,149.95
,Nifty Bank,     21966.80,     22307.30,     22520.45,     22187.80,     22321.85,355.05
,NIFTY MIDCAP 100,     15242.30,     15321.60,     15422.90,     15312.20,     15388.55,146.25
,Nifty 500,      8895.30,      8965.25,      8994.95,      8938.10,      8985.10,89.8
,Nifty 100,     11045.85,     11138.50,     11174.35,     11094.05,     11159.45,113.6
,Nifty Midcap 50,      4248.15,      4277.70,      4301.30,      4265.85,      4282.65,34.5
,Nifty Realty,       196.40,       197.15,       199.65,       196.90,       197.25,.85
,Nifty Infra,      3091.85,      3108.05,      3113.90,      3089.60,      3104.25,12.4
,Nifty Energy,     14942.25,     14985.30,     15044.20,     14887.50,     14936.00,-6.25
,Nifty FMCG,     31439.30,     31571.40,     31598.60,     31284.05,     31536.35,97.05
,Nifty MNC,     13599.40,     13693.20,     13731.00,     13633.90,     13703.10,103.7
,Nifty Pharma,     10472.15,     10495.15,     10495.15,     10283.25,     10304.60,-167.55
,Nifty PSE,      2507.65,      2524.25,      2530.35,      2504.65,      2510.85,3.2
,Nifty PSU Bank,      1431.60,      1443.85,      1461.55,      1437.00,      1442.00,10.4
,Nifty Serv Sector,     14414.65,     14605.80,     14698.60,     14556.85,     14667.25,252.6
,India VIX,24.1575,24.1575,25.1200,24.1575,24.7125,0.5550
,Nifty Auto,      7137.30,      7161.70,      7183.20,      7105.55,      7175.85,38.55
,Nifty Metal,      2103.00,      2115.45,      2122.80,      2094.60,      2106.00,3
,Nifty Media,      1336.60,      1350.55,      1357.50,      1337.70,      1343.90,7.3
,NIFTY SMLCAP 100,      4851.95,      4884.50,      4915.10,      4876.75,      4907.95,56
,Nifty 200,      5626.00,      5671.30,      5690.35,      5651.85,      5683.45,57.45
,Nifty Div Opps 50,      2381.35,      2390.35,      2406.45,      2383.20,      2401.55,20.2
,Nifty Commodities,      2942.70,      2954.25,      2971.30,      2945.10,      2957.95,15.25
,Nifty Consumption,      4949.85,      4970.50,      4991.20,      4943.75,      4985.50,35.65
,Nifty Fin Service,     10915.70,     11110.70,     11173.00,     11042.40,     11093.20,177.5
,Nifty50 Div Point,        31.16,        31.16,        31.16,        31.16,        31.16,0
,Nifty100 Liq 15,      2681.25,      2697.00,      2702.90,      2678.00,      2697.85,16.6
,Nifty CPSE,      1408.65,      1420.00,      1420.90,      1406.70,      1409.10,.45
,Nifty GrowSect 15,      5390.55,      5452.55,      5458.95,      5412.20,      5437.60,47.05
,Nifty50 PR 2x Lev,      3787.50,      3854.35,      3880.80,      3822.35,      3870.15,82.65
,Nifty50 PR 1x Inv,       401.85,       398.35,       400.05,       396.95,       397.50,-4.35
,Nifty50 TR 2x Lev,      4987.90,      5075.95,      5110.75,      5033.80,      5096.75,108.85
,Nifty50 TR 1x Inv,       350.40,       347.35,       348.85,       346.10,       346.60,-3.8
,Nifty50 Value 20,      5386.70,      5407.15,      5461.60,      5385.05,      5441.65,54.95
,Nifty Mid Liq 15,      3573.55,      3609.00,      3632.30,      3593.20,      3620.30,46.75
,Nifty Pvt Bank,     12057.80,     12241.00,     12352.25,     12177.45,     12245.25,187.45
,NIFTY100 Qualty30,      2597.45,      2619.90,      2642.05,      2609.90,      2637.70,40.25
,Nifty GS 8 13Yr,      2208.11,      2208.49,      2209.63,      2206.08,      2207.96,-.15
,Nifty GS 10Yr,      2002.83,      2003.14,      2004.73,      2001.36,      2003.94,1.11
,Nifty GS 10Yr Cln,       978.68,       978.68,       979.46,       977.79,       979.07,.39
,Nifty GS 4 8Yr,      2353.18,      2353.59,      2353.59,      2351.41,      2353.37,.19
,Nifty GS 11 15Yr,      2380.89,      2381.32,      2381.41,      2378.29,      2379.46,-1.43
,Nifty GS 15YrPlus,      2627.64,      2628.11,      2628.49,      2628.11,      2628.49,.85
,Nifty GS Compsite,      2252.20,      2252.59,      2253.32,      2250.35,      2252.11,-.09

,ADVANCES,1140
,DECLINES,784
,UNCHANGED,91

,Total securities that have hit their price bands today,510

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1098.45,      1133.05,3.15,3706.71
,ALKALI,EQ,        45.40,                   900377.65,19701
,ALKEM,EQ,      2507.35,                331425339.55,132681
,ALKYLAMINE,EQ,      2289.00,                 40781102.25,17809
,ALLCARGO,EQ,        92.90,                 17307231.05,184268
,ALLSEC,EQ,       206.70,                  2106608.00,10426
,ALMONDZ,EQ,        10.90,                    13772.35,1309
,ALOKINDS,EQ,        30.30,                112502839.50,3712965
,ALPA,EQ,        19.80,                   573561.90,28973
,ALPHAGEO,EQ,       175.85,                  3218251.25,18101
,ALPSINDUS,BE,         1.10,                    25497.90,24710
,AMARAJABAT,EQ,       703.75,                605053372.70,855163
,AMBER,EQ,      1484.40,                126443674.00,85573
,AMBIKCO,EQ,       666.35,                  1066395.95,1595
,AMDIND,EQ,        14.25,                   104390.35,7298
,AMJLAND,EQ,        19.75,                   242283.40,12273
,AMRUTANJAN,EQ,       398.05,                 50407149.90,127352
,ANANTRAJ,EQ,        22.35,                  3253127.05,144068
,ANDHRACEMT,BE,         6.20,                  8075250.45,1308518
,ANDHRAPAP,EQ,       229.15,                 22725492.05,98649
,ANDHRSUGAR,EQ,       301.60,                 30232015.50,98826
,ANIKINDS,EQ,        15.80,                   827005.25,52867
,ANKITMETAL,BE,          .70,                    46867.90,67097
,ANSALAPI,BE,         4.15,                    90347.20,21756
,ANSALHSG,BE,         3.90,                    88210.30,22752
,ANUP,EQ,       460.00,                  3066203.55,6672
,APARINDS,EQ,       309.85,                  3912527.15,12620
,APCL,EQ,       141.25,                  1140636.50,8086
,APCOTEXIND,EQ,       122.70,                  5077884.20,41499
,APEX,EQ,       243.95,                 85730128.15,352836
,APLAPOLLO,EQ,      1845.55,                438511829.70,244508
,APLLTD,EQ,      1011.45,                960236000.60,942698
,APOLLO,EQ,       116.10,                 25324637.25,218101
,APOLLOHOSP,EQ,      1485.10,               1538032920.15,1032827
,APOLLOPIPE,EQ,       315.80,                  5424628.60,17227
,APOLLOTYRE,EQ,       109.75,                842214112.90,7584173
,APOLSINHOT,EQ,       466.05,                   774241.00,1652
,APTECHT,EQ,       108.60,                 13819813.10,126079
,ARCHIDPLY,EQ,        25.95,                  1320419.80,50437
,ARCHIES,EQ,        12.05,                   225684.25,18731
,ARCOTECH,BE,         2.70,                   180968.25,70086
,ARENTERP,EQ,        11.10,                    63875.35,6094
,ARIES,EQ,        60.50,                  1074923.65,17690
,ARIHANT,EQ,        14.80,                    31680.05,2158
,ARIHANTSUP,BE,        22.80,                   159782.10,6987
,ARMANFIN,EQ,       510.05,                  5875749.95,11487
,AROGRANITE,EQ,        22.95,                   283906.90,12353
,ARROWGREEN,BE,        43.20,                    68420.40,1565
,ARSHIYA,BE,        10.05,                    78166.10,7787
,ARSSINFRA,EQ,        13.70,                   150380.95,10787
,ARTEMISMED,EQ,       181.45,                    73996.35,413
,ARVIND,EQ,        31.40,                 23935056.30,755823
,ARVINDFASN,EQ,       122.15,                143302533.20,1148850
,ARVSMART,EQ,        76.40,                  3628383.65,47239
,ASAHIINDIA,EQ,       170.20,                  3521706.55,20626
,ASAHISONG,EQ,       207.90,                 63788706.30,322754
,ASAL,BE,        19.00,                    94317.40,5012
,ASALCBR,EQ,       240.05,                  5158919.00,21387
,ASHAPURMIN,EQ,        40.65,                  2151001.25,52770
,ASHIANA,EQ,        62.15,                  1948926.10,31388
,ASHIMASYN,BE,         5.75,                   225719.65,39625
,ASHOKA,EQ,        58.40,                 48566621.45,832055
,ASHOKLEY,EQ,        51.55,               1633808678.15,31412016
,ASIANHOTNR,EQ,        54.65,                   455885.20,8415
,ASIANTILES,EQ,       219.70,                 33349201.95,152518
,ASLIND,SM,         5.75,                    44000.00,8000
,ASPINWALL,EQ,       122.30,                   157609.50,1266
,ASTEC,EQ,      1061.90,                519693797.30,507346
,ASTERDM,EQ,       127.05,                 89630569.10,702363
,ASTRAL,EQ,       968.10,                 86647922.95,89168
,ASTRAMICRO,EQ,       111.70,                114565148.80,1016792
,ASTRAZEN,EQ,      3367.55,                267598276.00,79045
,ASTRON,EQ,        38.85,                   581652.00,15032
,ATFL,EQ,       527.75,                  3193464.05,6071
,ATLANTA,EQ,         9.50,                   261337.95,26868
,ATLASCYCLE,BE,        44.85,                   651374.05,15030
,ATUL,EQ,      4721.40,                130654698.00,27738
,ATULAUTO,EQ,       169.30,                 12431470.80,72782
,AUBANK,EQ,       686.60,                249577857.60,366542
,AURIONPRO,EQ,        51.00,                   322549.05,6341
,AUSOMENT,EQ,        28.60,                     5222.90,182
,AUTOAXLES,EQ,       562.65,                 57941550.85,102942
,AUTOIND,BE,        19.25,                   344122.00,18103
,AUTOLITIND,EQ,        16.50,                   276077.45,16881
,AVADHSUGAR,EQ,       176.50,                  3062142.85,17271
,AVANTIFEED,EQ,       450.80,                158032189.20,348379
,AVG,SM,        45.85,                   110280.00,2400
,AVROIND,SM,        44.00,                   264000.00,6000
,AVTNPL,EQ,        39.95,                  8541975.65,214558
,AXISCADES,EQ,        56.35,                  1663006.15,28720
,AXISGOLD,EQ,      4281.50,                  4266223.20,997
,AXISNIFTY,EQ,      1116.84,                   456553.91,412
,AYMSYNTEX,EQ,        20.90,                   301579.45,14279
,BAFNAPH,BE,        22.40,                      448.00,20
,BAGFILMS,BE,         2.35,                   150408.90,64697
,BAJAJCON,EQ,       176.50,                536810950.15,3036172
,BAJAJELEC,EQ,       424.75,                440255615.30,1043311
,BAJAJHIND,EQ,         6.10,                 14263983.70,2318581
,BALAJITELE,EQ,        78.30,                  7206128.05,92468
,BALAMINES,EQ,       586.60,                152227094.50,258284
,BALAXI,EQ,       159.15,                   161218.95,1013
,BALKRISHNA,BE,        14.60,                   111506.35,7731
,BALKRISIND,EQ,      1253.25,                645360436.15,514593
,BALLARPUR,BE,         1.75,                  1152123.00,658356
,BALMLAWRIE,EQ,       106.40,                 14932839.15,139793
,BALPHARMA,EQ,        42.90,                   657391.60,15321
,BALRAMCHIN,EQ,       125.90,                116246690.25,923378
,BANARBEADS,EQ,        40.30,                  1011711.90,25329
,BANARISUG,EQ,      1050.80,                  2121011.25,2020
,BANCOINDIA,EQ,        83.45,                 18568947.55,220614
,BANG,EQ,        17.35,                    61413.05,3505
,BANKA,SM,        74.80,                   179520.00,2400
,BANKBEES,EQ,       224.39,                332543589.03,1480900
,BANKINDIA,EQ,        47.10,                100483943.40,2126017
,BANSWRAS,EQ,        64.55,                   630435.65,9726
,BARTRONICS,BZ,         2.35,                    22859.25,9689
,BASF,EQ,      1337.10,                103042075.35,77781
,BASML,EQ,        84.75,                   876939.00,10437
,BATAINDIA,EQ,      1316.60,               1386599180.85,1055644
,BAYERCROP,EQ,      5847.85,                293703615.35,50574
,BBL,EQ,       765.60,                  3485962.15,4531
,BBTC,EQ,      1265.65,                414721870.00,327614
,BCG,BE,         7.20,                  2973240.00,412950
,BCP,EQ,         4.60,                   241104.40,52414
,BDL,EQ,       388.25,                552843464.60,1406540
,BEARDSELL,BE,         7.90,                    25371.00,3249
,BEDMUTHA,EQ,        15.30,                    24279.65,1604
,BEL,EQ,        96.75,               1109921413.40,11349644
,BEML,EQ,       644.15,                361592096.00,556802
,BEPL,EQ,        49.25,                 44943024.60,915594
,BETA,SM,        64.90,                   467320.00,7200
,BFINVEST,EQ,       319.20,                 37747567.90,116870
,BFUTILITIE,EQ,       257.35,                238198685.15,929739
,BGRENERGY,BE,        44.15,                  4616199.10,103503
,BHAGERIA,EQ,       120.55,                 19380575.50,159181
,BHAGYANGR,EQ,        18.05,                   261247.60,14613
,BHAGYAPROP,EQ,        22.50,                    46303.90,2011
,BHANDARI,EQ,         1.30,                   378314.95,300684
,BHARATFORG,EQ,       382.70,               1466352356.70,3833809
,BHARATGEAR,EQ,        42.85,                   255247.60,5994
,BHARATRAS,EQ,      9486.25,                 55214420.00,5873
,BHARATWIRE,EQ,        23.10,                   330113.45,14267
,BHEL,EQ,        38.00,               1042930021.50,27202537
,BIGBLOC,EQ,        37.10,                     8347.50,225
,BIL,EQ,       140.15,                   941954.85,6749
,BILENERGY,EQ,         1.05,                  1344030.30,1289480
,BINDALAGRO,EQ,        11.50,                   304088.05,26596
,BIOFILCHEM,BE,        17.85,                   366781.80,20548
,BIRLACABLE,EQ,        51.25,                  2013554.00,39285
,BIRLACORPN,EQ,       565.20,                 91187374.20,159730
,BIRLAMONEY,EQ,        37.75,                 27875876.80,760432
,BIRLATYRE,EQ,        27.55,                 28526194.00,1015473
,BKMINDST,BE,         1.10,                   244122.55,237739
,BLBLIMITED,BE,         5.25,                    67973.25,13506
,BLISSGVS,EQ,       106.45,                 51082772.90,477313
,BLKASHYAP,EQ,         5.65,                   166319.15,29192
,BLS,EQ,        67.00,                 18941232.65,280119
,BLUEBLENDS,BZ,          .80,                    12491.20,15614
,BLUECHIP,BE,          .20,                      690.60,3428
,BLUECOAST,BE,         3.80,                      950.00,250
,BLUEDART,EQ,      2032.45,                199361208.25,101557
,BLUESTARCO,EQ,       493.15,                 30703639.90,62363
,BODALCHEM,EQ,        80.50,                539780695.95,6529568
,BOHRA,SM,         1.85,                     3700.00,2000
,BOMDYEING,EQ,        71.65,                202409637.00,2809728
,BORORENEW,EQ,        87.65,                 27235823.55,301672
,BPL,BE,        17.65,                   389445.50,22300
,BRFL,BE,         6.15,                   197310.45,32083
,BRIGADE,EQ,       135.00,                 58682061.25,434337
,BRITANNIA,N2,        33.33,                   203311.53,6099
,BRNL,EQ,        36.30,                  1105128.80,29908
,BROOKS,BE,        28.90,                   172516.70,5909
,BSE,EQ,       519.65,                200555921.70,387542
,BSELINFRA,BE,         1.15,                    53983.15,47167
,BSHSL,SM,       107.00,                   256800.00,2400
,BSL,EQ,        23.75,                    62495.85,2635
,BSLGOLDETF,EQ,      4525.50,                   804879.55,178
,BSLNIFTY,EQ,       118.31,                    23682.51,200
,BSLRIFS4RG,MF,         6.71,                    16775.00,2500
,BSOFT,EQ,       107.20,                121242058.85,1127647
,BURNPUR,BE,         1.60,                    40273.60,25171
,BUTTERFLY,EQ,       124.80,                  7005256.20,55522
,BVCL,BE,        13.30,                    23979.40,1802
,BYKE,EQ,        15.50,                   841165.70,52910
,CADSYS,SM,        21.00,                    83800.00,4000
,CALSOFT,EQ,         8.80,                   175690.40,20123
,CAMLINFINE,EQ,        59.15,                 37761097.75,647299
,CANBK,EQ,       103.00,                534733228.75,5179617
,CANDC,BZ,         2.80,                    18323.85,6612
,CANFINHOME,EQ,       371.25,                203251451.00,552336
