,15-Oct-2020
The Nifty witnessed an intraday movement of about 364.15 points.The closing index was 2.43 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 54840.42
, Traded Quantity (in Lakhs), 19953.64
, Number of Trades, 15453027
, Total Market Capitalisation (Rs. Crores), 15524826.59

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11971.05,     12023.45,     12025.45,     11661.30,     11680.35,-290.7
,NIFTY50 EQL Wgt,     11936.25,     11966.95,     11978.55,     11705.60,     11725.40,-210.85
,NIFTY100 EQL Wgt,     12859.10,     12895.15,     12916.10,     12617.00,     12643.00,-216.1
,NIFTY100 LowVol30,      9564.05,      9588.10,      9591.70,      9400.35,      9418.85,-145.2
,NIFTY Alpha 50,     16860.25,     16907.25,     16929.35,     16521.40,     16548.95,-311.3
,NIFTY MIDCAP 150,      6429.15,      6441.90,      6469.30,      6320.70,      6331.65,-97.5
,NIFTY SMLCAP 50,      2947.30,      2961.00,      2964.70,      2877.40,      2886.05,-61.25
,NIFTY SMLCAP 250,      5000.40,      5020.70,      5030.55,      4914.40,      4922.20,-78.2
,NIFTY MIDSML 400,      5918.90,      5934.45,      5954.45,      5821.00,      5828.30,-90.6
,NIFTY200 QUALTY30,     10723.75,     10773.65,     10780.75,     10545.75,     10564.95,-158.8
,Nifty FinSrv25 50,     11337.00,     11356.20,     11412.60,     11001.45,     11025.80,-311.2
,NIFTY AlphaLowVol,     12273.95,     12300.60,     12317.70,     12094.85,     12126.60,-147.35
,Nifty200Momentm30,     12207.70,     12230.75,     12265.20,     11988.30,     12016.05,-191.65
,Nifty100ESGSecLdr,      2078.65,      2090.40,      2090.75,      2030.20,      2033.00,-45.65
,Nifty IT,     22204.05,     22473.65,     22570.50,     21364.15,     21567.30,-636.75
,Nifty Next 50,     27383.45,     27465.00,     27499.40,     26854.70,     26922.05,-461.4
,Nifty Bank,     23874.65,     23920.35,     24087.85,     22970.95,     23072.40,-802.25
,NIFTY MIDCAP 100,     16886.25,     16919.25,     17007.60,     16561.45,     16599.60,-286.65
,Nifty 500,      9763.40,      9801.55,      9802.90,      9535.70,      9550.05,-213.35
,Nifty 100,     12039.05,     12089.55,     12091.05,     11738.70,     11758.20,-280.85
,Nifty Midcap 50,      4649.45,      4664.45,      4691.65,      4537.20,      4550.10,-99.35
,Nifty Realty,       214.70,       216.05,       218.30,       208.85,       209.60,-5.1
,Nifty Infra,      3109.75,      3113.20,      3127.00,      3035.95,      3044.15,-65.6
,Nifty Energy,     14755.00,     14767.05,     14832.65,     14399.65,     14460.20,-294.8
,Nifty FMCG,     29959.60,     30006.00,     30107.00,     29554.35,     29644.80,-314.8
,Nifty MNC,     14079.40,     14112.40,     14139.95,     13897.25,     13931.10,-148.3
,Nifty Pharma,     11857.25,     11891.85,     11932.30,     11571.05,     11637.90,-219.35
,Nifty PSE,      2170.50,      2170.90,      2193.65,      2141.20,      2148.80,-21.7
,Nifty PSU Bank,      1303.25,      1308.00,      1318.50,      1262.70,      1266.20,-37.05
,Nifty Serv Sector,     15948.45,     16055.15,     16059.90,     15466.00,     15500.60,-447.85
,India VIX,20.2100,20.2100,22.2750,19.0375,22.0575,1.8475
,Nifty Auto,      8031.05,      8043.05,      8120.25,      7909.00,      7935.35,-95.7
,Nifty Metal,      2251.95,      2266.40,      2292.60,      2232.70,      2240.95,-11
,Nifty Media,      1496.55,      1504.60,      1512.65,      1449.65,      1454.45,-42.1
,NIFTY SMLCAP 100,      5859.90,      5884.10,      5899.15,      5745.35,      5759.00,-100.9
,Nifty 200,      6142.45,      6166.70,      6167.50,      5993.75,      6003.40,-139.05
,Nifty Div Opps 50,      2431.90,      2445.55,      2447.25,      2391.80,      2396.35,-35.55
,Nifty Commodities,      3144.45,      3153.85,      3168.05,      3094.60,      3103.10,-41.35
,Nifty Consumption,      5041.70,      5045.95,      5068.60,      4970.25,      4983.45,-58.25
,Nifty Fin Service,     11686.65,     11705.35,     11771.35,     11309.05,     11341.60,-345.05
,Nifty50 Div Point,        56.71,        56.71,        56.71,        56.71,        56.71,0
,Nifty100 Liq 15,      2734.25,      2740.80,      2745.70,      2650.75,      2657.75,-76.5
,Nifty CPSE,      1264.85,      1265.80,      1278.95,      1252.35,      1256.15,-8.7
,Nifty GrowSect 15,      5647.85,      5654.25,      5672.75,      5502.80,      5514.15,-133.7
,Nifty50 PR 2x Lev,      4502.35,      4541.40,      4541.40,      4269.50,      4283.30,-219.05
,Nifty50 PR 1x Inv,       366.60,       365.05,       376.10,       365.05,       375.55,8.95
,Nifty50 TR 2x Lev,      5956.05,      6007.70,      6007.70,      5648.00,      5666.25,-289.8
,Nifty50 TR 1x Inv,       318.90,       317.55,       327.20,       317.55,       326.70,7.8
,Nifty50 Value 20,      5883.00,      5927.45,      5933.45,      5764.70,      5776.80,-106.2
,Nifty Mid Liq 15,      4087.15,      4100.65,      4121.65,      3999.40,      4009.90,-77.25
,Nifty Pvt Bank,     13198.70,     13218.40,     13316.75,     12701.50,     12761.00,-437.7
,NIFTY100 Qualty30,      2833.65,      2846.20,      2846.65,      2779.75,      2785.90,-47.75
,Nifty GS 8 13Yr,      2226.59,      2226.96,      2227.76,      2225.04,      2226.21,-.38
,Nifty GS 10Yr,      2009.04,      2009.36,      2011.45,      2007.89,      2009.60,.56
,Nifty GS 10Yr Cln,       968.33,       968.33,       969.35,       967.61,       968.45,.12
,Nifty GS 4 8Yr,      2363.63,      2364.00,      2366.43,      2364.00,      2365.63,2
,Nifty GS 11 15Yr,      2403.69,      2404.12,      2407.09,      2403.08,      2403.94,.25
,Nifty GS 15YrPlus,      2580.93,      2581.42,      2582.17,      2579.33,      2579.33,-1.6
,Nifty GS Compsite,      2267.80,      2268.18,      2270.11,      2267.24,      2268.41,.61

,ADVANCES,483
,DECLINES,1433
,UNCHANGED,89

,Total securities that have hit their price bands today,318

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1137.00,      1108.25,-2.53,4996.51
,ALEMBICLTD,EQ,        98.85,                 41531651.65,411805
,ALICON,EQ,       295.50,                  1345087.35,4449
,ALKALI,EQ,        45.60,                   327574.10,7049
,ALKYLAMINE,EQ,      3092.90,                 55364561.30,17704
,ALLCARGO,EQ,       116.55,                 19281043.85,164824
,ALLSEC,EQ,       280.70,                 42346231.05,145919
,ALMONDZ,EQ,        11.10,                   126131.35,10925
,ALOKINDS,EQ,        22.95,                528223291.40,22700904
,ALPA,EQ,        43.30,                 39661702.75,924751
,ALPHAGEO,EQ,       157.35,                   774948.00,4861
,ALPSINDUS,EQ,         1.10,                     2601.10,2301
,AMARAJABAT,EQ,       719.90,                538835937.85,738833
,AMBER,EQ,      1997.30,                220791256.35,110674
,AMBIKCO,EQ,       708.10,                  5380110.15,7548
,AMDIND,EQ,        15.90,                   133230.10,8420
,AMJLAND,EQ,        19.35,                   295639.40,15148
,AMJUMBO,SM,        12.00,                   288000.00,24000
,AMRUTANJAN,EQ,       403.25,                 15458553.45,38018
,ANANTRAJ,BE,        19.35,                  1181230.80,61651
,ANDHRACEMT,EQ,         4.35,                   885784.75,202138
,ANDHRAPAP,EQ,       185.15,                  3281804.65,17578
,ANDHRSUGAR,EQ,       284.30,                  4218351.05,14678
,ANGELBRKG,EQ,       257.25,                 56557663.90,215948
,ANIKINDS,EQ,        11.55,                    34197.75,2971
,ANKITMETAL,BE,          .90,                    10064.10,11441
,ANSALAPI,EQ,         4.10,                    46581.65,11376
,ANSALHSG,EQ,         3.75,                    31425.70,8343
,ANUP,EQ,       590.05,                  4720097.20,7840
,APARINDS,EQ,       286.15,                  4376424.95,15180
,APCL,EQ,       195.80,                 20208612.80,100783
,APCOTEXIND,EQ,       135.30,                  3128803.70,22816
,APEX,EQ,       266.15,                 44267716.20,165421
,APLAPOLLO,EQ,      2694.05,                 73107254.90,26842
,APLLTD,EQ,       949.10,                185490974.95,194887
,APOLLO,EQ,       108.65,                  5379550.75,48858
,APOLLOHOSP,EQ,      2182.60,               6214899903.60,2782525
,APOLLOPIPE,EQ,       395.35,                  6983890.60,17824
,APOLLOTYRE,EQ,       124.85,                596440277.60,4662188
,APOLSINHOT,EQ,       576.90,                  4593909.30,7718
,APTECHT,EQ,       116.05,                 16987887.80,143470
,ARCHIDPLY,EQ,        25.25,                   475788.35,18815
,ARCHIES,EQ,        11.75,                   103747.65,8747
,ARCOTECH,BE,         1.95,                    46641.40,23752
,ARENTERP,EQ,        10.30,                     3905.25,401
,ARIES,EQ,        77.10,                  2357365.55,29984
,ARIHANT,EQ,        16.30,                      111.00,7
,ARIHANTSUP,EQ,        18.50,                     4244.00,226
,ARMANFIN,EQ,       540.90,                  1770288.55,3272
,AROGRANITE,EQ,        24.25,                   412295.95,16881
,ARROWGREEN,EQ,        48.35,                    77974.85,1589
,ARSHIYA,BE,        16.40,                    29077.20,1773
,ARSSINFRA,EQ,        12.25,                   157514.55,12681
,ARTEMISMED,EQ,       151.65,                   152612.30,995
,ARVIND,EQ,        33.05,                 80285749.75,2381003
,ARVINDFASN,EQ,       122.95,                 14482064.10,116357
,ARVSMART,EQ,        83.70,                  7484831.80,86362
,ASAHIINDIA,EQ,       218.15,                  6901808.25,31111
,ASAHISONG,EQ,       210.90,                  4057767.20,18995
,ASAL,EQ,        20.55,                   108261.90,5265
,ASALCBR,EQ,       243.75,                  5436290.45,22039
,ASHAPURMIN,EQ,        75.20,                 12760159.70,168612
,ASHIANA,EQ,        74.80,                  4988638.75,66035
,ASHIMASYN,BE,         6.90,                    82710.25,12283
,ASHOKA,EQ,        61.95,                 28405738.35,454062
,ASHOKLEY,EQ,        72.35,               4878141567.05,65201701
,ASIANHOTNR,EQ,        49.30,                   669115.45,13289
,ASIANTILES,EQ,       282.85,                 57037319.15,200893
,ASPINWALL,EQ,       119.85,                   632635.90,5134
,ASTEC,EQ,      1021.15,                 60813261.70,57992
,ASTERDM,EQ,       129.95,                 16680174.80,127472
,ASTRAL,EQ,      1148.25,                 58775853.80,50886
,ASTRAMICRO,EQ,       109.95,                 15285433.40,137284
,ASTRAZEN,EQ,      4268.95,                125082045.90,29378
,ASTRON,EQ,        47.90,                  1455510.55,30391
,ATALREAL,ST,        66.70,                   325760.00,4800
,ATFL,EQ,       701.90,                  4415348.00,6248
,ATLANTA,EQ,         6.60,                   153833.15,24042
,ATLASCYCLE,BE,        42.00,                   526313.05,12293
,ATUL,EQ,      5985.45,                124413480.35,20830
,ATULAUTO,EQ,       162.00,                  8670164.25,52983
,AUBANK,EQ,       725.60,                279264897.80,378802
,AURDIS,SM,        27.15,                   271500.00,10000
,AURIONPRO,EQ,        76.70,                   879310.90,11508
,AUSOMENT,EQ,        42.55,                   276157.65,6441
,AUTOAXLES,EQ,       686.25,                115965071.70,165694
,AUTOIND,EQ,        28.50,                  1004597.15,34919
,AUTOLITIND,EQ,        17.90,                    69459.50,3886
,AVADHSUGAR,EQ,       168.85,                  3217228.15,18752
,AVANTIFEED,EQ,       503.45,                138394253.80,272130
,AVTNPL,EQ,        43.20,                  4437011.35,101652
,AXISCADES,EQ,        45.85,                   794327.45,17146
,AXISGOLD,EQ,        43.85,                  2216755.55,50467
,AXISNIFTY,EQ,       120.46,                   629390.48,5148
,AYMSYNTEX,EQ,        28.15,                   422825.25,14922
,BAFNAPH,BE,        67.65,                    80368.20,1188
,BAGFILMS,EQ,         2.45,                   127953.45,52270
,BAJAJCON,EQ,       181.65,                 78488343.10,431003
,BAJAJELEC,EQ,       501.35,                192064355.45,371711
,BAJAJHIND,EQ,         4.75,                  8144238.25,1695686
,BALAJITELE,EQ,        64.15,                  5915095.15,91862
,BALAMINES,EQ,       820.80,                115417167.25,136942
,BALAXI,BE,       938.75,                  1256047.50,1338
,BALKRISHNA,EQ,        12.85,                   471324.40,36416
,BALKRISIND,EQ,      1366.80,                887917961.30,637247
,BALLARPUR,BE,         1.00,                  2695135.55,2698267
,BALMLAWRIE,EQ,       101.30,                 13852258.15,134674
,BALPHARMA,EQ,        65.70,                 15179504.25,233913
,BALRAMCHIN,EQ,       149.65,                125123319.65,822133
,BANARBEADS,EQ,        62.75,                  3447249.35,51825
,BANARISUG,EQ,      1300.15,                   322436.70,248
,BANCOINDIA,EQ,        88.40,                  2981057.85,33276
,BANG,EQ,        20.15,                   191027.30,9887
,BANKA,SM,        27.90,                   174450.00,6000
,BANKBEES,EQ,       231.93,                239468806.02,1012835
,BANKINDIA,EQ,        39.55,                 68559541.40,1711614
,BANSWRAS,EQ,        73.00,                  1932733.55,26097
,BARTRONICS,BZ,         1.85,                      795.50,430
,BASF,EQ,      1416.65,                 24424123.55,17059
,BASML,EQ,        84.95,                   133847.40,1552
,BATAINDIA,EQ,      1350.70,               1226499355.10,906208
,BAYERCROP,EQ,      5644.30,                115465099.95,20436
,BBL,EQ,       663.40,                  1772846.05,2654
,BBTC,EQ,      1233.35,                 67757282.15,54242
,BCG,EQ,         5.55,                 12491091.70,2263368
,BCONCEPTS,SM,        19.00,                    57000.00,3000
,BCP,EQ,         4.70,                    85607.35,18185
,BDL,EQ,       290.35,                 71766281.15,244500
,BEARDSELL,BE,         7.65,                    20052.10,2614
,BEDMUTHA,BE,        18.50,                   152349.00,8234
,BEL,EQ,        88.40,                476825319.85,5286379
,BEML,EQ,       602.55,                106633923.80,175568
,BEPL,EQ,        82.60,                126322027.50,1476988
,BETA,SM,       127.50,                   516000.00,4000
,BFINVEST,EQ,       278.50,                  5259732.40,18320
,BFUTILITIE,EQ,       250.35,                 89176892.45,344919
,BGRENERGY,EQ,        32.50,                  1840539.80,55250
,BHAGERIA,EQ,       130.30,                  2497511.30,18928
,BHAGYANGR,EQ,        17.00,                    50399.50,2971
,BHAGYAPROP,EQ,        23.40,                    71170.30,3060
,BHANDARI,EQ,         1.05,                   199942.55,182813
,BHARATFORG,EQ,       444.95,               1406898084.50,3117597
,BHARATGEAR,EQ,        45.55,                   591124.15,12793
,BHARATRAS,EQ,      8736.70,                 15730613.80,1787
,BHARATWIRE,EQ,        23.45,                   345827.20,14832
,BHEL,EQ,        27.15,                562445065.50,20436826
,BIGBLOC,BE,        64.50,                   112921.20,1722
,BIL,BE,       145.30,                   381602.00,2544
,BILENERGY,EQ,          .75,                   154195.75,202732
,BINDALAGRO,EQ,        11.40,                   485765.75,42546
,BIOFILCHEM,BE,        72.25,                  2443711.75,33823
,BIRLACABLE,EQ,        50.65,                  2276241.20,43753
,BIRLACORPN,EQ,       640.80,                 98188684.80,151009
,BIRLAMONEY,EQ,        43.85,                 46080247.50,1026149
,BIRLATYRE,EQ,        19.20,                  3356045.95,174553
,BKMINDST,EQ,          .75,                     7975.00,10600
,BLBLIMITED,BE,         5.45,                     6610.45,1283
,BLISSGVS,EQ,       174.85,                 71409462.05,408913
,BLKASHYAP,BE,         6.15,                   240557.35,38463
,BLS,EQ,        75.15,                  2149069.65,28021
,BLUECOAST,BE,         3.80,                     6422.00,1690
,BLUEDART,EQ,      3038.60,                170889170.50,56515
,BLUESTARCO,EQ,       612.65,                 44834842.10,71708
,BODALCHEM,EQ,        62.85,                 10508174.10,164589
,BOMDYEING,EQ,        63.55,                131269042.30,2004643
,BOROLTD,BE,       135.30,                  4340548.45,31856
,BORORENEW,EQ,        76.95,                 13552976.70,173153
,BPL,EQ,        17.95,                   599179.80,33022
,BRFL,BE,         8.50,                   343983.40,40192
,BRIGADE,EQ,       159.15,                 17282734.50,105240
,BRIGHT,SM,         6.35,                   226950.00,36000
,BRITANNIA,N2,        31.53,                  2061516.56,65090
