,24-Nov-2020
The Nifty witnessed an intraday movement of about 101.1 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66399.52
, Traded Quantity (in Lakhs), 28632.94
, Number of Trades, 18512741
, Total Market Capitalisation (Rs. Crores), 17267120.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12926.45,     13002.60,     13079.10,     12978.00,     13055.15,128.7
,NIFTY50 EQL Wgt,     13409.30,     13477.75,     13537.70,     13461.10,     13522.75,113.45
,NIFTY100 EQL Wgt,     14308.35,     14374.15,     14432.85,     14358.65,     14403.10,94.75
,NIFTY100 LowVol30,     10146.65,     10182.35,     10242.10,     10170.80,     10215.10,68.45
,NIFTY Alpha 50,     18875.05,     19042.10,     19087.50,     18949.55,     19019.50,144.45
,NIFTY MIDCAP 150,      7279.50,      7322.55,      7347.95,      7316.40,      7340.00,60.5
,NIFTY SMLCAP 50,      3111.50,      3141.85,      3150.40,      3131.65,      3146.65,35.15
,NIFTY SMLCAP 250,      5427.40,      5471.70,      5482.05,      5455.50,      5475.85,48.45
,NIFTY MIDSML 400,      6615.35,      6658.95,      6678.35,      6650.05,      6671.55,56.2
,NIFTY200 QUALTY30,     11131.40,     11174.20,     11240.10,     11165.20,     11211.15,79.75
,Nifty FinSrv25 50,     13553.90,     13658.70,     13772.85,     13629.20,     13739.90,186
,NIFTY AlphaLowVol,     12782.75,     12838.05,     12859.10,     12772.10,     12833.70,50.95
,Nifty200Momentm30,     12596.75,     12653.70,     12674.40,     12578.35,     12649.60,52.85
,Nifty100ESGSecLdr,      2243.50,      2255.30,      2265.05,      2250.95,      2260.00,16.5
,Nifty IT,     22007.05,     22099.60,     22281.85,     22016.95,     22064.30,57.25
,Nifty Next 50,     30220.30,     30351.95,     30476.75,     30284.20,     30377.15,156.85
,Nifty Bank,     29024.20,     29265.60,     29827.80,     29206.75,     29737.25,713.05
,NIFTY MIDCAP 100,     19211.40,     19326.40,     19389.40,     19292.40,     19352.25,140.85
,Nifty 500,     10635.95,     10698.30,     10749.35,     10686.50,     10733.60,97.65
,Nifty 100,     13036.65,     13110.80,     13179.10,     13090.10,     13158.30,121.65
,Nifty Midcap 50,      5365.55,      5399.00,      5417.70,      5381.55,      5410.55,45
,Nifty Realty,       253.75,       255.45,       260.90,       254.60,       258.30,4.55
,Nifty Infra,      3436.50,      3452.40,      3466.65,      3439.70,      3446.00,9.5
,Nifty Energy,     16405.55,     16528.35,     16584.05,     16342.50,     16460.55,55
,Nifty FMCG,     31568.10,     31600.40,     31878.10,     31576.95,     31832.20,264.1
,Nifty MNC,     14789.15,     14836.95,     14918.05,     14825.60,     14901.55,112.4
,Nifty Pharma,     11737.20,     11808.90,     11912.35,     11680.00,     11880.80,143.6
,Nifty PSE,      2580.95,      2593.85,      2607.10,      2573.15,      2581.95,1
,Nifty PSU Bank,      1466.85,      1478.60,      1487.55,      1463.75,      1483.10,16.25
,Nifty Serv Sector,     18101.30,     18221.90,     18331.75,     18178.25,     18289.40,188.1
,India VIX,20.7975,20.7975,22.0000,20.0250,21.0575,0.2600
,Nifty Auto,      8738.60,      8776.65,      8942.15,      8767.65,      8887.95,149.35
,Nifty Metal,      2808.60,      2827.50,      2846.75,      2803.25,      2839.15,30.55
,Nifty Media,      1477.30,      1484.95,      1490.90,      1475.45,      1478.00,.7
,NIFTY SMLCAP 100,      6309.65,      6369.60,      6386.05,      6352.25,      6380.00,70.35
,Nifty 200,      6688.00,      6726.25,      6759.20,      6717.80,      6748.90,60.9
,Nifty Div Opps 50,      2630.40,      2640.45,      2654.00,      2637.50,      2647.05,16.65
,Nifty Commodities,      3594.75,      3616.40,      3624.85,      3593.20,      3607.50,12.75
,Nifty Consumption,      5387.45,      5400.35,      5442.00,      5397.70,      5422.95,35.5
,Nifty Fin Service,     14059.10,     14170.95,     14312.60,     14139.05,     14275.25,216.15
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3112.85,      3133.80,      3167.15,      3130.60,      3160.80,47.95
,Nifty CPSE,      1483.85,      1489.65,      1502.35,      1482.20,      1487.25,3.4
,Nifty GrowSect 15,      6471.75,      6509.00,      6573.30,      6492.80,      6557.90,86.15
,Nifty50 PR 2x Lev,      5216.75,      5277.80,      5339.00,      5259.90,      5320.20,103.45
,Nifty50 PR 1x Inv,       339.70,       337.75,       338.30,       335.75,       336.35,-3.35
,Nifty50 TR 2x Lev,      6927.70,      7008.75,      7090.05,      6985.00,      7065.05,137.35
,Nifty50 TR 1x Inv,       294.95,       293.25,       293.75,       291.50,       292.05,-2.9
,Nifty50 Value 20,      6232.05,      6256.95,      6289.80,      6246.25,      6272.50,40.45
,Nifty Mid Liq 15,      4714.55,      4741.15,      4768.40,      4736.30,      4758.45,43.9
,Nifty Pvt Bank,     16166.85,     16298.45,     16592.35,     16263.00,     16542.95,376.1
,NIFTY100 Qualty30,      3023.10,      3033.85,      3054.95,      3031.85,      3049.00,25.9
,Nifty GS 8 13Yr,      2241.68,      2242.05,      2244.42,      2240.79,      2244.37,2.69
,Nifty GS 10Yr,      2021.98,      2022.30,      2025.04,      2020.03,      2024.74,2.76
,Nifty GS 10Yr Cln,       968.53,       968.53,       969.86,       967.42,       969.72,1.19
,Nifty GS 4 8Yr,      2388.67,      2389.05,      2391.62,      2388.05,      2391.61,2.94
,Nifty GS 11 15Yr,      2422.24,      2422.67,      2427.84,      2422.45,      2427.84,5.6
,Nifty GS 15YrPlus,      2636.51,      2636.99,      2639.27,      2636.99,      2639.27,2.76
,Nifty GS Compsite,      2287.43,      2287.81,      2290.30,      2286.97,      2290.29,2.86

,ADVANCES,1097
,DECLINES,806
,UNCHANGED,117

,Total securities that have hit their price bands today,364

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1394.60,      1438.20,3.13,2871.05
,MANINDS,EQ,        72.45,                 10116448.15,138998
,MANINFRA,EQ,        26.55,                 15579916.50,578239
,MANUGRAPH,EQ,         9.70,                    76321.55,7906
,MANXT50,EQ,       301.84,                   384024.45,1274
,MARALOVER,EQ,        16.15,                   212703.65,12705
,MARATHON,EQ,        75.75,                  2511005.95,33553
,MARINE,SM,       183.25,                  8343600.00,46000
,MARKSANS,EQ,        58.75,                134403397.65,2259184
,MARSHALL,SM,         7.30,                    65700.00,9000
,MASFIN,EQ,      1048.20,                 30162611.80,28757
,MASKINVEST,BE,        34.25,                     3966.60,116
,MASTEK,EQ,       996.35,                 91553918.40,92453
,MATRIMONY,EQ,       731.00,                 58783116.40,81259
,MAWANASUG,EQ,        23.60,                  1181131.65,49856
,MAXHEALTH,EQ,       125.65,                 58923666.70,464979
,MAXIND,EQ,        58.35,                  5361407.25,91894
,MAXVIL,EQ,        41.40,                  6721606.70,163236
,MAYURUNIQ,EQ,       277.75,                 29995876.10,109521
,MAZDA,EQ,       586.55,                  2363838.80,4032
,MAZDOCK,EQ,       181.40,                270465296.95,1478112
,MBAPL,BE,        70.00,                   119140.00,1702
,MBECL,BE,         5.00,                   207699.05,41696
,MBLINFRA,EQ,         8.90,                   222477.50,24802
,MCDHOLDING,EQ,        24.25,                   212671.55,8788
,MCL,EQ,        58.75,                   221643.00,3780
,MCLEODRUSS,EQ,        24.95,                 32791180.45,1300430
,MCX,EQ,      1613.00,                434637180.40,269067
,MDL,SM,        22.80,                    45600.00,2000
,MEGASOFT,EQ,         8.25,                   196714.90,24067
,MEGH,EQ,        76.20,                 61028827.55,797355
,MELSTAR,BZ,         1.80,                    14689.65,7952
,MENONBE,BE,        48.00,                   958804.95,20138
,MEP,EQ,        14.25,                  1108383.20,78150
,MERCATOR,EQ,          .85,                  1115322.65,1366214
,METALFORGE,EQ,         4.45,                    94294.35,21740
,METKORE,BZ,          .45,                    14001.50,31483
,METROPOLIS,EQ,      2289.45,                449848925.20,196919
,MFSL,EQ,       636.30,               1109043473.65,1732972
,MGEL,SM,        41.50,                   124500.00,3000
,MGL,EQ,       940.50,                706065366.95,751088
,MHHL,SM,        20.25,                   121650.00,6000
,MHRIL,EQ,       182.30,                 46561494.80,254211
,MIC,BE,          .80,                    35830.45,45264
,MIDHANI,EQ,       188.75,                 39429237.05,208709
,MINDACORP,EQ,        77.60,                119517499.75,1541826
,MINDAIND,EQ,       380.80,                120382211.55,319294
,MINDSPACE,RR,       304.97,                706336078.00,2315400
,MINDTECK,EQ,        35.55,                   979498.45,27103
,MINDTREE,EQ,      1412.15,               4061783521.10,2844679
,MIRCELECTR,EQ,         8.30,                  4135041.15,491003
,MIRZAINT,EQ,        49.75,                 18972341.80,378255
,MITTAL,EQ,        14.30,                   232932.70,16289
,MMFL,EQ,       337.35,                  2113722.40,6182
,MMP,EQ,        83.15,                   457896.20,5435
,MMTC,EQ,        17.85,                 18857850.10,1050186
,MODIRUBBER,BE,        30.00,                    11480.80,375
,MOHITIND,EQ,         3.95,                     5609.00,1420
,MOHOTAIND,EQ,         7.90,                    49223.00,6284
,MOIL,EQ,       128.45,                 78713767.60,614300
,MOLDTECH,BE,        47.15,                   977409.75,20702
,MOLDTKPAC,EQ,       290.00,                  6427325.85,22173
,MONTECARLO,EQ,       222.40,                 19841254.75,88562
,MORARJEE,EQ,        10.45,                    89185.65,8587
,MOREPENLAB,EQ,        27.85,                 38229319.65,1370200
,MOTILALOFS,EQ,       615.10,                 30089737.95,49223
,MOTOGENFIN,EQ,        16.65,                    77862.55,4747
,MPHASIS,EQ,      1334.90,                438204922.30,329490
,MPSLTD,EQ,       374.65,                  2204651.15,5858
,MPTODAY,SM,        11.30,                    65800.00,6000
,MRF,EQ,     79840.15,               4517629455.00,56578
,MRO-TEK,EQ,        23.00,                   154201.45,6874
,MRPL,EQ,        29.05,                 54983133.50,1897398
,MSPL,EQ,         7.35,                   104733.20,14619
,MSTCLTD,EQ,       150.30,                 82170853.15,544536
,MTEDUCARE,EQ,         9.30,                   204600.90,22056
,MTNL,EQ,         9.70,                 18085733.35,1837301
,MUKANDENGG,EQ,        11.90,                   333575.70,27045
,MUKANDLTD,EQ,        49.95,                   640468.60,12747
,MUKANDLTD,P1,         5.40,                     4310.15,751
,MUKTAARTS,EQ,        26.80,                   468111.80,17651
,MUNJALAU,EQ,        57.00,                 10366580.35,181261
,MUNJALSHOW,EQ,       138.60,                  5291537.10,38126
,MURUDCERA,EQ,        17.70,                 14957289.55,811620
,MUTHOOTCAP,EQ,       452.00,                 16772757.35,37514
,N100,EQ,       872.06,                142870878.52,163114
,NABARD,N2,      1292.00,                  1417198.99,1100
,NABARD,N1,      1330.99,                   128227.87,100
,NACLIND,EQ,        40.15,                  1248630.30,30787
,NAGAFERT,BE,         5.75,                  5745733.80,974814
,NAGREEKEXP,EQ,        15.00,                   162795.30,10839
,NAHARCAP,EQ,        70.35,                   427352.10,6070
,NAHARINDUS,EQ,        26.40,                   219114.85,8303
,NAHARPOLY,EQ,        88.75,                  6267353.70,69890
,NAHARSPING,EQ,        42.95,                   570523.45,13283
,NAM-INDIA,EQ,       289.30,                130090773.00,448268
,NATCOPHARM,EQ,       913.15,                167653357.05,183531
,NATHBIOGEN,EQ,       263.75,                 10849627.85,41212
,NATIONALUM,EQ,        36.40,                212847286.65,5819412
,NATNLSTEEL,EQ,         3.95,                    15061.35,3813
,NAVINFLUOR,EQ,      2694.40,                281988188.95,103747
,NAVKARCORP,EQ,        27.30,                  7718964.55,282692
,NAVNETEDUL,EQ,        82.25,                  8156362.45,98540
,NBCC,EQ,        26.10,                326204257.75,12433704
,NBIFIN,EQ,      1713.50,                   896883.10,525
,NBVENTURES,EQ,        51.80,                230804565.45,4594831
,NCC,EQ,        43.10,                529582776.90,12201110
,NCLIND,EQ,       140.75,                 52685609.90,373301
,NCPSESDL24,EQ,       102.60,                     5948.88,58
,NDGL,EQ,       643.20,                   353571.85,552
,NDL,EQ,        20.35,                   436463.05,21375
,NDRAUTO,EQ,       158.50,                  2737475.45,16968
,NDTV,EQ,        39.55,                  3812030.45,97320
,NECCLTD,EQ,         8.95,                   175521.80,19676
,NECLIFE,EQ,        18.35,                  3921405.10,213061
,NELCAST,EQ,        60.75,                  4987992.90,81877
,NELCO,EQ,       190.80,                 20021086.70,105769
,NEOGEN,EQ,       630.35,                  5056917.70,7977
,NESCO,EQ,       515.10,                 52152790.40,100473
,NETF,EQ,       135.80,                     5695.70,42
,NETFCONSUM,EQ,        57.85,                   164753.14,2856
,NETFDIVOPP,EQ,        30.25,                   354633.16,11466
,NETFIT,EQ,        22.19,                  8270903.21,370587
,NETFLTGILT,EQ,        22.35,                   611429.06,27422
,NETFMID150,EQ,        73.75,                  3314041.84,44964
,NETFNIF100,EQ,       130.57,                    74423.56,571
,NETFNV20,EQ,        67.39,                   536724.72,7969
,NETWORK18,EQ,        34.95,                 23630691.35,669666
,NEULANDLAB,EQ,      1055.40,                 50261912.45,47488
,NEWGEN,EQ,       268.55,                 17764059.05,65847
,NEXTMEDIA,EQ,         4.40,                    17600.10,3990
,NFL,EQ,        34.30,                 17265544.45,502777
,NH,EQ,       382.95,                108224421.40,284404
,NHAI,N2,      1234.79,                  3784634.40,3069
,NHAI,NA,      1283.92,                  3018224.20,2350
,NHAI,N6,      1344.64,                   241988.00,180
,NHAI,NE,      1248.82,                   969675.00,776
,NHAI,N8,      1173.58,                   557143.47,466
,NHAI,N9,      1265.19,                    16447.58,13
,NHAI,N1,      1056.99,                  1992323.20,1885
,NHAI,NC,      1122.50,                    21323.00,19
,NHAI,ND,      1221.96,                   565767.48,463
,NHBTF2014,N5,      6560.10,                    52480.80,8
,NHBTF2014,N6,      7545.00,                   520756.00,69
,NHBTF2023,N6,      6725.00,                   403410.00,60
,NHBTF2023,N7,      7400.00,                    88800.00,12
,NHPC,EQ,        20.65,                116954783.45,5632187
,NHPC,N5,      1339.99,                     6699.95,5
,NIACL,EQ,       115.15,                114193744.60,987642
,NIBL,EQ,         7.70,                    73779.10,9583
,NIFTYBEES,EQ,       139.38,                378761140.04,2727726
,NIITLTD,EQ,       182.10,                258448964.95,1389200
,NILAINFRA,EQ,         3.95,                  1825877.00,456563
,NILASPACES,EQ,         1.20,                   230171.90,195128
,NILKAMAL,EQ,      1364.25,                  8749454.30,6399
,NIPPOBATRY,EQ,       670.00,                  3622810.35,5402
,NIRAJ,BE,        48.15,                    58768.05,1229
,NITCO,EQ,        18.40,                  3159213.00,169165
,NITINFIRE,BZ,          .40,                    19563.60,53323
,NITINSPIN,BE,        54.60,                  2821419.90,51734
,NITIRAJ,SM,        50.00,                   707475.00,13500
,NKIND,EQ,        18.20,                     5429.10,303
,NLCINDIA,EQ,        49.95,                 16497568.65,330439
,NOCIL,EQ,       139.10,                 90896216.60,649589
,NOIDATOLL,BE,         5.75,                   492556.15,85414
,NORBTEAEXP,EQ,         9.10,                    17314.50,1904
,NOVARTIND,EQ,       665.35,                 82280253.60,123294
,NPBET,EQ,       158.24,                   136816.35,865
,NRAIL,EQ,       190.40,                  2019169.95,10472
,NRBBEARING,EQ,        75.05,                 18269287.00,240737
,NSIL,EQ,       854.95,                  2038203.25,2378
,NTL,EQ,         1.00,                   100557.10,102821
,NTPC,N7,        14.51,                  2704143.98,185700
,NTPC,N6,      1513.33,                   454001.00,300
,NTPC,NB,      1150.00,                   329596.00,287
,NTPC,ND,      1323.00,                   310468.00,236
,NUCLEUS,EQ,       572.80,                 43773559.45,77928
,NXTDIGITAL,EQ,       612.70,                 10974411.35,17870
,OAL,EQ,       506.75,                  8956166.05,17497
,OBEROIRLTY,EQ,       461.95,                257057629.45,553165
,OCCL,EQ,       868.55,                  6283461.20,7303
,OIL,EQ,        94.30,                 68471122.00,726825
,OILCOUNTUB,BE,         5.15,                    90989.00,17406
,OISL,EQ,         2.80,                   163588.40,59004
,OLECTRA,EQ,        66.15,                 12793526.00,192046
,OMAXAUTO,EQ,        39.30,                  1073084.25,27324
,OMAXE,EQ,        69.75,                  7079516.90,101239
,OMKARCHEM,EQ,         7.45,                   110116.00,14480
,OMMETALS,EQ,        17.30,                  1092521.60,64201
,ONELIFECAP,EQ,         6.30,                    28852.20,4594
,ONEPOINT,BE,        14.00,                   115719.00,8339
,ONMOBILE,EQ,        46.75,                 28282836.65,618968
,ONWARDTEC,EQ,        63.45,                   365372.15,5735
,OPTIEMUS,BE,       103.60,                  7920581.50,78742
,OPTOCIRCUI,BE,         5.95,                  1476266.40,248112
,ORBTEXP,EQ,        64.35,                   742124.15,11459
,ORCHPHARMA,BZ,        36.80,                     2723.20,74
,ORICONENT,EQ,        20.05,                  2174388.00,107881
,ORIENTABRA,EQ,        20.65,                   982355.25,47211
,ORIENTALTL,EQ,         8.20,                    80136.85,9921
,ORIENTBELL,EQ,       136.15,                  3432263.35,25312
,ORIENTCEM,EQ,        70.65,                 27362400.00,387401
,ORIENTELEC,EQ,       233.05,                105593288.90,452863
,ORIENTHOT,EQ,        21.45,                  1000306.80,46370
,ORIENTLTD,EQ,        75.80,                    21007.15,288
,ORIENTPPR,EQ,        18.70,                  8194803.30,434706
,ORIENTREF,EQ,       224.10,                 74474656.85,333623
,ORISSAMINE,EQ,      2287.90,                177988185.70,74498
,ORTEL,BZ,          .85,                    26552.10,31518
,ORTINLABSS,EQ,        22.30,                  1656649.85,74738
,OSWALAGRO,EQ,         9.45,                   377530.75,39485
,PAEL,EQ,         1.90,                     3900.00,2100
,PAGEIND,EQ,     22615.30,               1699094449.05,75127
,PAISALO,EQ,       382.35,                  3346446.70,8712
,PALASHSECU,EQ,        35.40,                   190854.40,5329
,PALREDTEC,EQ,        37.35,                  1520835.55,40739
,PANACEABIO,EQ,       198.40,                 21791672.10,108393
,PANACHE,EQ,        41.10,                   436831.20,10586
,PANAMAPET,EQ,        76.30,                107061432.45,1416756
,PAPERPROD,EQ,       300.10,                 17788641.95,59245
,PARABDRUGS,BZ,         2.25,                    28609.30,12064
,PARACABLES,EQ,         6.55,                   382050.05,58389
,PARAGMILK,EQ,       112.35,                152902491.80,1354361
,PARSVNATH,EQ,         3.20,                    64355.20,20111
,PATELENG,EQ,        11.15,                  2474759.70,220446
,PATINTLOG,EQ,        25.45,                   862355.65,34139
,PATSPINLTD,EQ,         4.35,                    27001.70,6281
,PCJEWELLER,EQ,        15.55,                 15553954.05,998865
,PDMJEPAPER,EQ,        19.70,                  5369430.20,266799
,PDSMFL,EQ,       413.95,                 10954208.45,26475
,PEARLPOLY,EQ,        16.40,                    24652.60,1574
,PENIND,EQ,        18.05,                  3566519.95,195397
,PENINLAND,EQ,         4.30,                   506690.65,120064
,PENTAGOLD,SM,        25.30,                   454500.00,18000
,PERSISTENT,EQ,      1213.15,                227635893.90,190833
,PFC,N5,      1219.10,                  2881108.30,2370
,PFC,N4,      1055.18,                   179436.00,170
,PFC,N6,      1155.00,                   981750.00,850
,PFC,N8,      1413.39,                  1679632.60,1189
,PFIZER,EQ,      5123.70,                332851376.50,64729
,PFOCUS,EQ,        38.90,                   643014.65,16562
,PFS,EQ,        17.60,                  7434483.00,421855
,PGEL,EQ,       142.00,                  7515742.45,53446
,PGHL,EQ,      6346.10,                214062564.75,33639
,PGIL,EQ,       172.75,                  3136016.10,18167
,PHILIPCARB,EQ,       166.15,                236949133.45,1404987
,PHOENIXLTD,EQ,       652.55,                219534292.60,334139
,PIGL,SM,        10.70,                   344400.00,32000
,PIIND,EQ,      2359.60,               2256907018.70,943648
,PILANIINVS,EQ,      2202.90,                 19899133.90,9288
,PILITA,EQ,         7.95,                   888070.55,111111
,PIONDIST,EQ,       107.10,                   218626.45,2037
,PIONEEREMB,EQ,        25.80,                   788803.65,30929
,PITTIENG,EQ,        44.75,                 12084674.90,269644
,PKTEA,BE,       210.00,                   186661.80,880
,PLASTIBLEN,EQ,       252.20,                 49586789.80,197487
,PNBGILTS,EQ,        40.90,                 24774062.60,598674
,PNBHOUSING,EQ,       376.60,                 53552577.20,141315
,PNC,EQ,        16.70,                  4575493.20,255815
,PNCINFRA,EQ,       178.15,                182768379.80,1035583
,PODDARHOUS,EQ,       178.10,                  2139512.20,11986
,PODDARMENT,EQ,       187.20,                  5051268.20,26920
,POKARNA,EQ,       142.70,                  6182469.15,43016
,POLYCAB,EQ,       933.95,                387063977.50,413933
,POLYMED,EQ,       497.50,                 22797319.50,45839
,POLYPLEX,EQ,       781.00,                 80116988.35,102888
,PONNIERODE,EQ,       160.05,                   799767.10,5022
,POWERINDIA,EQ,       977.45,                  9211579.55,9398
,POWERMECH,EQ,       402.00,                173714261.75,440168
,PPAP,EQ,       282.50,                 28699288.05,101738
,PPL,EQ,        74.90,                  6970412.75,93332
,PRABHAT,EQ,        70.05,                  6680529.75,94451
,PRADIP,EQ,          .55,                     1650.00,3000
,PRAENG,EQ,         6.45,                    95938.15,14846
,PRAJIND,EQ,        84.70,                137159029.20,1588150
,PRAKASH,EQ,        43.55,                 16349986.65,375348
,PRAKASHSTL,EQ,          .65,                   100451.75,149850
,PRAXIS,EQ,        36.95,                   469265.75,12705
,PRECAM,EQ,        38.65,                  7755953.65,199477
,PRECOT,BE,        59.50,                   886561.00,14930
,PRECWIRE,EQ,       152.30,                  2671871.95,17387
,PREMEXPLN,EQ,       134.15,                  1376746.10,10217
,PREMIER,EQ,         2.60,                    28676.15,11630
,PREMIERPOL,EQ,        33.05,                  3352157.00,103947
,PRESSMN,EQ,        19.40,                  1598576.50,80665
,PRESTIGE,EQ,       279.25,                303274028.10,1088708
,PRICOLLTD,EQ,        50.65,                 26895456.40,513208
,PRIMESECU,EQ,        48.35,                  9092334.00,194143
,PRINCEPIPE,EQ,       257.60,                 24388456.00,93584
,PRIVISCL,EQ,       540.80,                 10802521.75,19941
,PROLIFE,SM,        37.35,                   112050.00,3000
,PROSEED,EQ,          .35,                    25152.05,74999
,PROZONINTU,EQ,        17.80,                  1710915.55,95792
,PRSMJOHNSN,EQ,        80.00,                 38682501.65,479689
,PSB,EQ,        12.40,                 22602370.10,1783979
,PSPPROJECT,EQ,       389.90,                 11019901.60,28200
,PSUBNKBEES,EQ,        16.30,                  2710279.83,167037
,PTC,EQ,        54.40,                 76997411.30,1412870
,PTL,EQ,        41.45,                 12038183.25,287781
,PUNJABCHEM,EQ,       641.05,                  9741687.60,15069
,PUNJLLOYD,BZ,         1.50,                   221319.80,146117
,PURVA,EQ,        67.70,                180575842.55,2742286
,PVR,EQ,      1282.35,               1686209290.80,1312440
,QGOLDHALF,EQ,      2130.05,                  2878195.60,1348
,QNIFTY,EQ,      1341.00,                     2677.00,2
,QUESS,EQ,       460.40,                 95371947.10,206782
,QUICKHEAL,EQ,       154.15,                 37844427.10,242938
,RADAAN,EQ,          .95,                    17165.40,18783
,RADICO,EQ,       449.80,                 71446622.40,159092
,RADIOCITY,BE,        23.00,                  4347963.20,189083
,RAIN,EQ,       120.30,                476393004.20,3988961
,RAJESHEXPO,EQ,       452.30,                 87294954.95,192894
,RAJRATAN,EQ,       412.20,                  2260221.15,5426
,RAJRAYON,BZ,          .15,                   151853.30,1022773
,RAJSREESUG,EQ,        13.00,                    77421.00,5932
,RAJTV,EQ,        34.35,                    40039.20,1171
,RALLIS,EQ,       280.90,                447657303.95,1626480
,RAMANEWS,EQ,        13.30,                   359183.85,26757
,RAMASTEEL,EQ,        46.25,                   162813.45,3504
,RAMCOCEM,EQ,       869.85,                345616898.15,398844
,RAMCOIND,EQ,       212.60,                  8859379.65,41553
,RAMCOSYS,EQ,       450.50,                 53880768.50,119666
,RAMKY,EQ,        32.85,                  3111338.05,93228
,RAMSARUP,BZ,          .50,                    12625.35,26791
,RANASUG,EQ,         5.95,                   590094.80,99019
,RANEENGINE,EQ,       208.55,                   851699.40,4113
,RANEHOLDIN,EQ,       439.05,                 15786837.25,35637
,RATNAMANI,EQ,      1651.80,                 78362912.50,46648
,RAYMOND,EQ,       319.25,                874962803.10,2772487
,RBL,EQ,       676.15,                 10996996.20,16257
,RBLBANK,EQ,       226.40,               8473273779.90,37826692
,RCF,EQ,        46.70,                 42676924.35,916581
,RCOM,EQ,         1.60,                 19676810.95,12343535
,RECLTD,EQ,       116.95,                792850601.60,6799644
,RECLTD,N8,      1155.00,                   561330.00,486
,RECLTD,N1,      1063.49,                   754880.00,710
,RECLTD,N6,      1250.00,                    68750.00,55
,RECLTD,NI,      1233.13,                   295952.50,240
,REDINGTON,EQ,       137.90,                 37404081.05,270077
,REFEX,EQ,        84.90,                 32162830.05,375289
,RELAXO,EQ,       722.90,                101857581.60,139936
,RELCAPITAL,EQ,        10.05,                 61220875.70,6320853
,RELIANCEPP,E1,      1076.25,               1186716054.25,1113019
,RELIGARE,EQ,        52.25,                132851669.15,2572999
,RELINFRA,EQ,        21.45,                237890496.20,11139267
,REMSONSIND,EQ,        83.65,                    64241.35,766
,RENUKA,EQ,         9.95,                 15568157.35,1563871
,REPCOHOME,EQ,       241.45,                 50838847.20,210940
,REPL,SM,        98.05,                  6591000.00,66000
,REPRO,EQ,       354.90,                  2506768.90,7045
,RESPONIND,EQ,       166.85,                 38744022.00,229559
,REVATHI,EQ,       416.65,                  1291632.45,3081
,RGL,EQ,       270.25,                  4935332.80,18419
,RHFL,EQ,         1.95,                   677894.10,347638
,RHFL,N6,       160.01,                    65306.51,400
,RHFL,N8,       139.00,                     3485.50,25
,RICOAUTO,EQ,        32.90,                 28243546.70,855320
,RIIL,EQ,       390.05,                134738533.45,346400
,RITES,EQ,       249.20,                 92610838.85,369290
,RKDL,EQ,         6.05,                    21450.50,3517
,RKEC,SM,        36.50,                    36500.00,1000
,RKFORGE,EQ,       380.00,                 18930767.60,49826
,RMCL,EQ,         2.85,                    40982.40,14253
,RMDRIP,SM,        51.50,                  2709700.00,52000
,RML,EQ,       223.50,                  6083160.25,27133
,RNAVAL,EQ,         3.50,                  2301799.50,657657
,ROHITFERRO,BE,         1.00,                     5766.05,5761
,ROHLTD,EQ,        67.40,                  2112094.10,31200
,ROLLT,EQ,         2.20,                    31766.55,14643
,ROLTA,EQ,         4.60,                  1798934.65,385983
,ROML,EQ,        14.60,                     1868.80,128
,ROSSARI,EQ,       796.85,                 50713956.40,63391
,ROSSELLIND,EQ,       132.05,                  2143261.80,16038
,ROUTE,EQ,       986.85,                333569079.55,337084
,RPGLIFE,EQ,       368.30,                 30202744.60,82073
,RPOWER,BE,         3.30,                 49764221.65,15092469
,RPPINFRA,EQ,        44.80,                  2014614.60,44677
,RPPL,SM,        88.50,                   179500.00,2000
,RSSOFTWARE,EQ,        21.10,                   336668.40,16005
,RSWM,EQ,        91.05,                   833376.90,9188
,RSYSTEMS,EQ,       117.55,                  3123275.60,26624
,RTNINFRA,EQ,         5.75,                  1340546.25,232305
,RTNPOWER,EQ,         1.95,                  3186876.85,1620296
,RUBYMILLS,EQ,       161.00,                   482787.15,3006
,RUCHI,BE,       716.90,                 27055314.60,37807
,RUCHINFRA,BE,         8.05,                  1844663.35,229454
,RUCHIRA,EQ,        50.25,                  1759169.95,35162
,RUPA,EQ,       212.75,                  5258015.90,24640
,RUSHIL,EQ,       107.70,                 30265781.85,293745
,RVNL,EQ,        20.85,                135943649.35,6492165
,S&SPOWER,EQ,         9.75,                    17550.00,1800
,SABTN,EQ,         1.50,                    22240.35,14982
,SADBHAV,EQ,        49.90,                 10311519.95,205726
,SADBHIN,EQ,        16.40,                  4305565.55,261941
,SAFARI,EQ,       521.75,                  5402330.90,10363
,SAGARDEEP,BE,        41.30,                  1223034.45,30183
,SAGCEM,EQ,       718.80,                 18696345.05,25790
,SAIL,EQ,        43.40,                840210000.80,19487876
,SAKAR,EQ,        81.60,                  1880460.85,23220
,SAKHTISUG,EQ,         9.25,                   651382.70,70896
