,12-Feb-2020
The Nifty witnessed an intraday movement of about 87.45 points.The closing index was 0.77 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 35861.12
, Traded Quantity (in Lakhs), 17362.42
, Number of Trades, 12159649
, Total Market Capitalisation (Rs. Crores), 15823968.89

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12107.90,     12151.00,     12231.75,     12144.30,     12201.20,93.3
,NIFTY50 EQL Wgt,     12267.80,     12307.70,     12352.70,     12301.10,     12313.35,45.55
,NIFTY100 EQL Wgt,     13410.15,     13445.45,     13490.20,     13394.85,     13418.90,8.75
,NIFTY100 LowVol30,      8938.75,      8965.65,      9040.30,      8963.45,      9013.85,75.1
,NIFTY Alpha 50,     14253.45,     14308.70,     14355.70,     14253.30,     14304.30,50.85
,NIFTY MIDCAP 150,      6751.20,      6769.20,      6777.60,      6728.85,      6740.10,-11.1
,NIFTY SMLCAP 50,      2991.30,      3005.20,      3005.50,      2988.50,      2992.45,1.15
,NIFTY SMLCAP 250,      5228.40,      5249.35,      5249.75,      5206.75,      5217.50,-10.9
,NIFTY MIDSML 400,      6206.25,      6225.40,      6229.10,      6184.35,      6195.20,-11.05
,NIFTY200 QUALTY30,     10015.10,     10043.25,     10131.45,     10040.70,     10097.65,82.55
,Nifty IT,     16452.30,     16462.25,     16599.05,     16419.45,     16538.10,85.8
,Nifty Next 50,     28854.35,     28927.40,     29045.95,     28743.45,     28855.35,1
,Nifty Bank,     31300.60,     31441.15,     31588.60,     31398.15,     31492.90,192.3
,NIFTY MIDCAP 100,     18206.20,     18248.60,     18273.75,     18126.05,     18169.35,-36.85
,Nifty 500,      9987.05,     10020.60,     10067.70,     10015.85,     10037.10,50.05
,Nifty 100,     12246.20,     12288.15,     12362.00,     12282.20,     12327.70,81.5
,Nifty Midcap 50,      4950.45,      4966.85,      4982.95,      4928.00,      4945.25,-5.2
,Nifty Realty,       317.80,       318.00,       318.65,       311.40,       315.20,-2.6
,Nifty Infra,      3281.10,      3289.10,      3301.95,      3280.30,      3290.15,9.05
,Nifty Energy,     15233.45,     15268.60,     15380.75,     15198.80,     15234.20,.75
,Nifty FMCG,     30414.55,     30494.95,     31084.45,     30488.45,     30986.25,571.7
,Nifty MNC,     14066.40,     14092.60,     14233.25,     14083.05,     14174.05,107.65
,Nifty Pharma,      8324.65,      8341.70,      8375.00,      8238.95,      8265.05,-59.6
,Nifty PSE,      3061.30,      3067.80,      3084.10,      3045.35,      3051.90,-9.4
,Nifty PSU Bank,      2293.40,      2312.00,      2312.00,      2243.45,      2249.25,-44.15
,Nifty Serv Sector,     17549.95,     17617.80,     17724.80,     17602.35,     17657.20,107.25
,India VIX,13.8800,13.8800,13.8800,13.1475,13.6225,-0.2575
,Nifty Auto,      7892.40,      7932.30,      7961.10,      7905.75,      7933.80,41.4
,Nifty Metal,      2651.75,      2669.00,      2691.05,      2653.05,      2668.25,16.5
,Nifty Media,      1827.45,      1836.65,      1845.15,      1817.35,      1824.20,-3.25
,NIFTY SMLCAP 100,      6190.80,      6223.70,      6224.10,      6166.00,      6176.20,-14.6
,Nifty 200,      6288.10,      6308.85,      6342.40,      6305.80,      6323.80,35.7
,Nifty Div Opps 50,      2512.40,      2517.00,      2534.95,      2516.50,      2528.30,15.9
,Nifty Commodities,      3379.90,      3393.35,      3410.55,      3375.25,      3378.25,-1.65
,Nifty Consumption,      5106.40,      5123.50,      5183.65,      5119.80,      5166.95,60.55
,Nifty Fin Service,     14589.55,     14668.80,     14747.70,     14632.55,     14685.40,95.85
,Nifty50 Div Point,       120.55,       120.55,       120.55,       120.55,       120.55,0
,Nifty100 Liq 15,      3705.70,      3718.85,      3735.40,      3692.00,      3698.65,-7.05
,Nifty CPSE,      1701.25,      1707.70,      1717.75,      1700.35,      1703.85,2.6
,Nifty GrowSect 15,      6324.65,      6338.20,      6419.95,      6333.70,      6389.70,65.05
,Nifty50 PR 2x Lev,      5189.65,      5225.90,      5294.95,      5220.85,      5268.95,79.3
,Nifty50 PR 1x Inv,       387.60,       386.30,       386.50,       383.70,       384.70,-2.9
,Nifty50 TR 2x Lev,      6749.15,      6796.30,      6886.10,      6789.65,      6852.25,103.1
,Nifty50 TR 1x Inv,       339.95,       338.80,       338.95,       336.55,       337.40,-2.55
,Nifty50 Value 20,      5485.65,      5501.00,      5562.05,      5498.75,      5547.30,61.65
,Nifty Mid Liq 15,      4325.85,      4340.20,      4350.45,      4296.50,      4319.25,-6.6
,Nifty Pvt Bank,     17201.75,     17231.60,     17347.40,     17204.90,     17318.95,117.2
,NIFTY100 Qualty30,      2751.25,      2756.70,      2781.00,      2755.85,      2771.85,20.6
,Nifty GS 8 13Yr,      2059.33,      2059.71,      2060.13,      2058.14,      2058.24,-1.09
,Nifty GS 10Yr,      1892.87,      1893.20,      1893.20,      1890.84,      1890.98,-1.89
,Nifty GS 10Yr Cln,       949.72,       949.72,       949.72,       948.51,       948.58,-1.14
,Nifty GS 4 8Yr,      2194.43,      2194.84,      2195.26,      2194.14,      2194.79,.36
,Nifty GS 11 15Yr,      2210.94,      2211.37,      2211.37,      2209.62,      2210.18,-.76
,Nifty GS 15YrPlus,      2402.56,      2403.02,      2403.02,      2403.02,      2403.02,.46
,Nifty GS Compsite,      2098.91,      2099.30,      2099.30,      2098.04,      2098.36,-.55

,ADVANCES,722
,DECLINES,1109
,UNCHANGED,119

,Total securities that have hit their price bands today,336

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IBULHSGFIN,EQ,       344.95,       339.75,-1.51,2022.83
,AKZOINDIA,EQ,      2158.65,                 22882199.90,10590
,ALANKIT,EQ,        15.05,                  2330444.60,157609
,ALBERTDAVD,EQ,       537.40,                 43853673.70,79497
,ALBK,EQ,        15.25,                 46288067.50,3002181
,ALCHEM,BE,         1.30,                     3577.60,2752
,ALEMBICLTD,EQ,        52.30,                  6304124.35,119106
,ALICON,EQ,       375.15,                  1335477.95,3593
,ALKALI,EQ,        47.75,                   200478.85,4153
,ALKEM,EQ,      2644.60,                424412057.35,159878
,ALKYLAMINE,EQ,      1551.80,                 26549730.60,17121
,ALLCARGO,EQ,       110.45,                 15219956.90,137627
,ALLSEC,EQ,       272.60,                   925025.85,3487
,ALMONDZ,EQ,        16.50,                   104705.75,6358
,ALPA,EQ,        19.20,                   349998.45,18089
,ALPHAGEO,EQ,       244.35,                 15797868.40,62994
,ALPSINDUS,BE,         1.05,                     3473.70,3294
,AMARAJABAT,EQ,       766.25,                806502516.40,1043114
,AMBER,EQ,      1611.10,                 82409141.45,50717
,AMBIKCO,EQ,       811.75,                  6170278.25,7591
,AMDIND,EQ,        16.20,                    50913.90,3150
,AMJLAND,EQ,        20.80,                   129450.55,6158
,AMRUTANJAN,EQ,       523.70,                225346325.85,432204
,ANANTRAJ,EQ,        33.15,                  4495469.20,135294
,ANDHRABANK,EQ,        15.70,                  9288846.20,588995
,ANDHRACEMT,EQ,         2.30,                   117781.50,50337
,ANDHRSUGAR,EQ,       295.35,                 23550032.30,79697
,ANDPAPER,EQ,       279.20,                   872663.75,3109
,ANIKINDS,BE,         9.00,                     8634.25,964
,ANKITMETAL,BE,          .45,                     9799.75,23667
,ANSALAPI,EQ,         5.05,                    63000.15,12440
,ANSALHSG,BE,         4.75,                   105187.30,22083
,ANTGRAPHIC,BE,          .65,                     9650.25,16059
,ANUP,EQ,       571.60,                  5384319.20,9347
,APARINDS,EQ,       391.05,                  4837308.10,12335
,APCL,EQ,       156.10,                   574295.05,3657
,APCOTEXIND,EQ,       150.55,                 14126052.65,92620
,APEX,EQ,       359.55,                 83418584.10,235999
,APLAPOLLO,EQ,      2019.05,                 69320974.70,34154
,APLLTD,EQ,       649.20,                208974773.15,321126
,APOLLO,EQ,        79.45,                  1943606.15,24272
,APOLLOHOSP,EQ,      1683.60,               1232292867.15,728165
,APOLLOPIPE,EQ,       464.60,                  9501708.30,20347
,APOLLOTYRE,EQ,       161.95,                277044469.85,1714945
,APOLSINHOT,EQ,       726.55,                  1199303.35,1651
,APTECHT,EQ,       144.95,                 30305825.85,205692
,ARCHIDPLY,EQ,        31.05,                   569430.65,18428
,ARCHIES,EQ,        17.40,                   610073.45,34782
,ARCOTECH,BE,         1.55,                    33332.60,21472
,ARIES,EQ,        67.90,                  4320937.55,62244
,ARIHANT,EQ,        20.30,                    33131.40,1620
,ARIHANTSUP,EQ,        28.55,                    30577.20,1063
,ARMANFIN,EQ,       971.55,                126258277.95,134529
,AROGRANITE,EQ,        35.30,                   152358.30,4312
,ARROWGREEN,EQ,        50.75,                  2118752.30,41026
,ARSHIYA,EQ,        16.75,                   395887.85,23683
,ARSSINFRA,EQ,        18.15,                   256955.40,14077
,ARTEMISMED,EQ,       256.90,                    29912.45,122
,ARVIND,EQ,        38.45,                 28312238.90,735842
,ARVINDFASN,EQ,       396.70,                 25916299.35,67162
,ARVSMART,EQ,        86.80,                   853749.30,9752
,ASAHIINDIA,EQ,       259.00,                  8760482.50,33843
,ASAHISONG,EQ,       129.65,                  1736602.10,13430
,ASAL,EQ,        28.40,                   447422.05,15591
,ASALCBR,EQ,       268.35,                 61126731.90,231338
,ASCOM,SM,        32.90,                   131600.00,4000
,ASHAPURMIN,EQ,        37.45,                  3067394.30,83031
,ASHIANA,EQ,       104.85,                  4497036.20,42092
,ASHIMASYN,EQ,         6.90,                   281521.00,40435
,ASHOKA,EQ,       105.90,                 79068645.05,735245
,ASIANHOTNR,EQ,        85.50,                   114582.00,1327
,ASIANTILES,EQ,       239.95,                 17803979.10,73912
,ASPINWALL,EQ,       136.90,                    62846.20,457
,ASTEC,EQ,       485.05,                  4337066.80,9014
,ASTERDM,EQ,       177.60,                273092433.50,1538548
,ASTRAL,EQ,      1210.70,                188641062.60,153039
,ASTRAMICRO,EQ,        99.80,                 71005510.60,714390
,ASTRAZEN,EQ,      2691.70,                 90605418.35,33326
,ASTRON,EQ,        38.85,                  1434082.70,36847
,ATFL,EQ,       691.20,                 18241387.80,26357
,ATLANTA,EQ,         5.70,                    50612.95,8935
,ATLASCYCLE,BE,        47.25,                    32705.60,694
,ATUL,EQ,      4975.95,                 61005491.05,12139
,ATULAUTO,EQ,       238.20,                  2828637.60,11820
,AUBANK,EQ,      1151.55,                493520898.45,427012
,AURIONPRO,EQ,        50.65,                  1065717.70,20994
,AUSOMENT,BE,        42.30,                    28244.70,672
,AUTOAXLES,EQ,       809.25,                  3446588.65,4242
,AUTOIND,BE,        22.00,                   171483.30,7689
,AUTOLITIND,EQ,        21.25,                   235966.70,11306
,AVADHSUGAR,EQ,       272.80,                 83454758.00,309483
,AVANTIFEED,EQ,       602.60,                347466702.70,580473
,AVTNPL,EQ,        40.80,                 53537473.85,1331303
,AXISCADES,BE,        65.30,                  1879121.25,28375
,AXISGOLD,EQ,      3570.25,                   481280.85,135
,AXISNIFTY,EQ,      1253.03,                   211900.04,169
,AYMSYNTEX,EQ,        33.65,                   151367.20,4387
,BABAFOOD,SM,        64.70,                   129400.00,2000
,BAGFILMS,BE,         1.70,                   157413.30,92275
,BAJAJCON,EQ,       203.35,                 36810144.45,180313
,BAJAJELEC,EQ,       430.75,                 54281985.00,125934
,BAJAJHIND,EQ,         6.15,                 11440591.25,1832026
,BALAJITELE,EQ,        53.70,                  4068216.35,74625
,BALAMINES,EQ,       411.85,                 12835105.65,30936
,BALAXI,EQ,       121.80,                  1710647.05,14402
,BALKRISHNA,EQ,        15.40,                   228415.75,14749
,BALKRISIND,EQ,      1145.70,               1325418146.55,1150236
,BALLARPUR,BE,          .55,                   535219.20,1050561
,BALMLAWRIE,EQ,       115.00,                  8855632.25,77082
,BALPHARMA,EQ,        44.15,                   524040.05,11805
,BALRAMCHIN,EQ,       173.85,                476047680.25,2804668
,BANARBEADS,EQ,        36.20,                   203813.60,5777
,BANARISUG,EQ,      1429.10,                   750103.95,530
,BANCOINDIA,EQ,        98.55,                  3368455.85,33730
,BANG,EQ,        17.50,                    92979.05,5341
,BANKBEES,EQ,       321.07,                 82243036.42,256346
,BANKINDIA,EQ,        63.45,                 54901946.75,861663
,BANSWRAS,BE,       126.50,                   854935.05,6723
,BARTRONICS,BE,         1.10,                    10767.30,9743
,BASF,EQ,       892.15,                104643729.10,116348
,BASML,EQ,       117.40,                   105307.50,893
,BATAINDIA,EQ,      1823.30,                834374648.35,457610
,BAYERCROP,EQ,      4429.15,                 37705748.85,8501
,BBL,EQ,       828.35,                 11977440.00,14410
,BBTC,EQ,      1167.10,                 88964012.35,75695
,BBTCL,SM,        35.00,                   105000.00,3000
,BCG,BE,         4.80,                  1314410.45,269577
,BCP,BE,        19.45,                   787532.75,40836
,BDL,EQ,       289.00,                  8621936.80,29661
,BEARDSELL,BE,         9.15,                    32810.75,3775
,BEDMUTHA,BE,        15.90,                     7922.75,526
,BEL,EQ,        84.00,                663668373.70,7876414
,BEML,EQ,       953.75,                239203638.55,250444
,BEPL,EQ,        47.05,                 11640564.15,242342
,BETA,SM,        66.00,                    52800.00,800
,BFINVEST,EQ,       320.40,                  5105905.40,15786
,BFUTILITIE,EQ,       324.30,                 57221440.85,174674
,BGLOBAL,BE,         1.45,                     1554.40,1106
,BGRENERGY,EQ,        37.35,                  2591557.40,69236
,BHAGERIA,EQ,       137.55,                 10797027.50,78086
,BHAGYANGR,EQ,        19.05,                   214456.60,11279
,BHAGYAPROP,EQ,        23.50,                   491042.75,20257
,BHANDARI,EQ,         1.10,                    54532.50,49093
,BHARATFORG,EQ,       483.25,               1045601225.35,2141454
,BHARATGEAR,BE,        56.70,                   437579.80,7644
,BHARATRAS,EQ,      7654.50,                 28811666.40,3813
,BHARATWIRE,EQ,        28.60,                  4150711.60,142303
,BHEL,EQ,        36.35,               1871430601.70,51223154
,BIGBLOC,BE,        36.25,                    12240.25,334
,BIL,EQ,       165.00,                   103799.90,620
,BILENERGY,EQ,          .75,                   133710.75,178281
,BINDALAGRO,EQ,        12.25,                   205006.50,16616
,BIOFILCHEM,BE,        11.45,                   172591.15,14928
,BIRLACABLE,EQ,        55.30,                  2369958.25,42769
,BIRLACORPN,EQ,       751.50,                192282471.15,257133
,BIRLAMONEY,EQ,        35.60,                  1527438.20,42845
,BIRLATYRE,BE,        12.90,                    50813.10,3939
,BKMINDST,EQ,          .50,                    13915.00,30900
,BLBLIMITED,EQ,         4.25,                    51268.05,11750
,BLISSGVS,EQ,       140.50,                 16707610.20,118006
,BLKASHYAP,EQ,         8.05,                   403194.20,49565
,BLS,EQ,        70.90,                  1075053.00,15325
,BLUEBLENDS,BE,          .60,                     4534.05,7519
,BLUEDART,EQ,      2779.25,                 10054531.55,3593
,BLUESTARCO,EQ,       797.20,                 14746270.95,18468
,BODALCHEM,EQ,        76.65,                 67120457.20,860586
,BOHRA,SM,         1.10,                     4400.00,4000
,BOMDYEING,EQ,        87.70,                166155358.95,1879147
,BOROSIL,EQ,       200.95,                 26243331.60,130125
,BPL,EQ,        22.00,                  9467846.35,443205
,BRFL,EQ,         4.10,                    45809.50,10904
,BRIGADE,EQ,       227.70,                  9643829.00,42167
,BRITANNIA,N2,        31.96,                  2235277.43,69967
,BRNL,EQ,        60.70,                   134143.20,2198
,BROOKS,EQ,        34.75,                  2263488.80,63170
,BSE,EQ,       539.20,                162975450.55,297801
,BSELINFRA,EQ,          .90,                     3123.00,3470
,BSHSL,SM,       108.00,                   129600.00,1200
,BSL,EQ,        32.05,                   215867.25,6758
,BSLGOLDETF,EQ,      3757.50,                   263103.25,70
,BSLNIFTY,EQ,       133.00,                      266.00,2
,BSOFT,EQ,        91.60,                174251227.60,1902196
,BURNPUR,EQ,         1.10,                    33461.25,29703
,BUTTERFLY,EQ,       210.55,                  8338343.55,39207
,BVCL,BE,        12.70,                  2647829.20,203600
,BYKE,EQ,        18.40,                   482279.05,26139
,CALSOFT,EQ,        13.65,                   419035.15,30159
,CAMLINFINE,EQ,        73.00,                 50544779.90,676879
,CANBK,EQ,       184.70,               1471442615.75,7932797
,CANDC,BZ,         2.30,                        4.60,2
,CANFINHOME,EQ,       510.70,               1488758024.95,2931425
,CANTABIL,EQ,       294.25,                 11193331.75,38433
,CAPACITE,EQ,       182.85,                  7851381.65,42288
,CAPLIPOINT,EQ,       334.70,                 94290643.10,282272
,CAPTRUST,EQ,       127.00,                    37795.80,298
