,16-Mar-2020
The Nifty witnessed an intraday movement of about 437.1 points.The closing index was 7.61 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 49833.83
, Traded Quantity (in Lakhs), 34895.2
, Number of Trades, 22353063
, Total Market Capitalisation (Rs. Crores), 12053293.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,      9955.20,      9587.80,      9602.20,      9165.10,      9197.40,-757.8
,NIFTY50 EQL Wgt,      9917.50,      9569.35,      9676.60,      9229.85,      9282.75,-634.75
,NIFTY100 EQL Wgt,     10758.30,     10396.05,     10573.80,     10071.05,     10131.95,-626.35
,NIFTY100 LowVol30,      7637.45,      7432.50,      7447.50,      7125.35,      7175.70,-461.75
,NIFTY Alpha 50,     11643.45,     11227.90,     11369.80,     10925.95,     10992.15,-651.3
,NIFTY MIDCAP 150,      5501.75,      5305.50,      5345.15,      5165.75,      5179.45,-322.3
,NIFTY SMLCAP 50,      2234.40,      2126.40,      2144.35,      2080.55,      2101.05,-133.35
,NIFTY SMLCAP 250,      4070.90,      3923.40,      3936.75,      3835.35,      3849.90,-221
,NIFTY MIDSML 400,      4987.30,      4808.55,      4837.60,      4688.85,      4701.60,-285.7
,NIFTY200 QUALTY30,      8531.40,      8322.10,      8354.95,      8000.55,      8057.85,-473.55
,Nifty IT,     13539.10,     12963.70,     13078.65,     12355.15,     12451.35,-1087.75
,Nifty Next 50,     23423.80,     22653.00,     23190.15,     21998.45,     22184.35,-1239.45
,Nifty Bank,     25166.45,     24061.60,     24074.15,     23008.25,     23101.15,-2065.3
,NIFTY MIDCAP 100,     14608.10,     14051.40,     14179.40,     13658.85,     13695.30,-912.8
,Nifty 500,      8163.00,      7867.00,      7904.25,      7564.80,      7591.90,-571.1
,Nifty 100,     10050.25,      9684.80,      9728.10,      9281.75,      9316.95,-733.3
,Nifty Midcap 50,      3920.25,      3747.10,      3794.65,      3630.75,      3646.75,-273.5
,Nifty Realty,       235.85,       223.75,       225.00,       214.65,       216.15,-19.7
,Nifty Infra,      2674.90,      2570.45,      2611.85,      2487.45,      2499.85,-175.05
,Nifty Energy,     11721.25,     11296.60,     11511.45,     10973.45,     11017.45,-703.8
,Nifty FMCG,     26208.00,     25586.40,     25624.35,     24492.70,     24707.65,-1500.35
,Nifty MNC,     12177.05,     11840.40,     11894.95,     11529.65,     11602.55,-574.5
,Nifty Pharma,      7268.00,      7075.35,      7406.05,      6909.65,      6959.35,-308.65
,Nifty PSE,      2379.35,      2299.20,      2336.75,      2225.80,      2242.00,-137.35
,Nifty PSU Bank,      1573.25,      1499.30,      1524.60,      1468.35,      1497.40,-75.85
,Nifty Serv Sector,     14486.45,     13904.75,     13922.75,     13259.45,     13311.50,-1174.95
,India VIX,51.4725,51.4725,59.8650,51.4725,58.8750,7.4025
,Nifty Auto,      6182.00,      5970.15,      6041.35,      5826.10,      5843.70,-338.3
,Nifty Metal,      1903.35,      1807.60,      1852.45,      1722.50,      1730.60,-172.75
,Nifty Media,      1282.35,      1214.45,      1263.90,      1167.15,      1226.05,-56.3
,NIFTY SMLCAP 100,      4721.60,      4505.45,      4533.35,      4400.75,      4418.90,-302.7
,Nifty 200,      5147.65,      4959.45,      4984.05,      4760.75,      4777.95,-369.7
,Nifty Div Opps 50,      2041.05,      1980.65,      1992.55,      1904.25,      1910.85,-130.2
,Nifty Commodities,      2625.95,      2522.85,      2571.75,      2433.50,      2455.20,-170.75
,Nifty Consumption,      4412.10,      4291.60,      4314.50,      4135.70,      4159.70,-252.4
,Nifty Fin Service,     12101.60,     11589.65,     11600.75,     11069.60,     11123.40,-978.2
,Nifty50 Div Point,       131.85,       135.84,       135.84,       135.84,       135.84,3.99
,Nifty100 Liq 15,      2760.70,      2637.30,      2649.75,      2522.65,      2536.90,-223.8
,Nifty CPSE,      1351.40,      1315.90,      1316.45,      1248.90,      1259.00,-92.4
,Nifty GrowSect 15,      5292.00,      5112.90,      5117.85,      4872.40,      4894.00,-398
,Nifty50 PR 2x Lev,      3439.45,      3184.20,      3193.85,      2892.35,      2914.45,-525
,Nifty50 PR 1x Inv,       466.90,       484.30,       504.10,       483.65,       502.60,35.7
,Nifty50 TR 2x Lev,      4481.75,      4152.80,      4165.35,      3772.45,      3801.30,-680.45
,Nifty50 TR 1x Inv,       409.10,       424.20,       441.55,       423.65,       440.25,31.15
,Nifty50 Value 20,      4489.85,      4349.80,      4388.60,      4178.90,      4195.55,-294.3
,Nifty Mid Liq 15,      3464.50,      3292.10,      3366.00,      3230.00,      3251.75,-212.75
,Nifty Pvt Bank,     13740.55,     13147.95,     13164.10,     12504.60,     12557.10,-1183.45
,NIFTY100 Qualty30,      2315.00,      2254.55,      2257.20,      2160.70,      2175.40,-139.6
,Nifty GS 8 13Yr,      2081.26,      2081.64,      2101.48,      2081.64,      2100.38,19.12
,Nifty GS 10Yr,      1923.26,      1923.59,      1950.42,      1923.59,      1947.73,24.47
,Nifty GS 10Yr Cln,       959.51,       959.51,       973.28,       959.51,       971.90,12.39
,Nifty GS 4 8Yr,      2201.86,      2202.27,      2216.97,      2202.27,      2214.74,12.88
,Nifty GS 11 15Yr,      2229.87,      2230.30,      2250.91,      2230.30,      2248.70,18.83
,Nifty GS 15YrPlus,      2461.07,      2461.53,      2467.48,      2461.53,      2467.48,6.41
,Nifty GS Compsite,      2117.27,      2117.66,      2135.28,      2117.66,      2133.86,16.59

,ADVANCES,309
,DECLINES,1640
,UNCHANGED,92

,Total securities that have hit their price bands today,603

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBICARD,EQ,       755.00,       681.40,-9.75,4319.84
,ALANKIT,EQ,        11.65,                  3301625.20,276087
,ALBERTDAVD,EQ,       327.75,                  3807963.90,11387
,ALBK,EQ,         8.40,                 17099083.00,2034084
,ALCHEM,BE,         1.05,                     2331.35,2287
,ALEMBICLTD,EQ,        42.10,                 19555905.55,461392
,ALICON,EQ,       211.35,                  2064157.25,9558
,ALKALI,EQ,        34.05,                   220248.80,6274
,ALKEM,EQ,      2426.90,                312637657.95,126622
,ALKYLAMINE,EQ,      1242.10,                 37888173.95,30693
,ALLCARGO,EQ,        86.60,                  9787613.35,112619
,ALLSEC,EQ,       171.75,                  4406146.10,23984
,ALMONDZ,EQ,        16.50,                       99.00,6
,ALOKINDS,EQ,         6.60,                  1546380.00,234300
,ALPA,EQ,        12.75,                   325504.40,24390
,ALPHAGEO,EQ,       142.55,                  2920346.95,20403
,ALPSINDUS,EQ,          .65,                    12304.05,19977
,AMARAJABAT,EQ,       541.85,                295112176.60,539314
,AMBER,EQ,      1224.75,                 78409056.70,62401
,AMBIKCO,EQ,       669.55,                  3774019.80,5612
,AMDIND,EQ,        12.05,                    27134.30,2292
,AMJLAND,EQ,        17.95,                   802399.50,42041
,AMJUMBO,SM,         8.90,                    71200.00,8000
,AMRUTANJAN,EQ,       331.65,                 24043144.95,70870
,ANANTRAJ,EQ,        22.05,                  6291429.15,281315
,ANDHRABANK,EQ,         9.80,                  7381478.85,752380
,ANDHRACEMT,EQ,         1.70,                   211339.60,127568
,ANDHRAPAP,EQ,       166.90,                   653611.55,4051
,ANDHRSUGAR,EQ,       204.35,                 26804388.25,130774
,ANIKINDS,EQ,         6.80,                    54670.95,7931
,ANKITMETAL,EQ,          .45,                    13040.05,28384
,ANSALAPI,EQ,         4.40,                   195995.30,44118
,ANSALHSG,EQ,         3.10,                   140683.00,45194
,ANUP,EQ,       388.75,                  4797568.55,12304
,APARINDS,EQ,       294.95,                  8358887.30,28917
,APCL,EQ,       101.65,                   425459.70,4120
,APCOTEXIND,EQ,        82.45,                  6353718.45,76844
,APEX,EQ,       213.95,                 84928500.40,392023
,APLAPOLLO,EQ,      1419.75,                154660661.85,108329
,APLLTD,EQ,       536.90,                134761197.05,251393
,APOLLO,EQ,        53.10,                  1623036.00,30202
,APOLLOHOSP,EQ,      1472.80,               1773216348.45,1197701
,APOLLOPIPE,EQ,       308.05,                  2857614.75,9162
,APOLLOTYRE,EQ,        97.60,                484743407.15,4868452
,APOLSINHOT,EQ,       432.35,                  3069952.25,7061
,APTECHT,EQ,        85.45,                 11974332.25,137826
,ARCHIDPLY,EQ,        15.00,                   141799.60,9297
,ARCHIES,EQ,        10.00,                   728291.95,72875
,ARCOTECH,EQ,          .90,                    61877.35,71035
,ARENTERP,EQ,        13.30,                       39.90,3
,ARIES,EQ,        40.90,                  1225877.15,29455
,ARIHANT,EQ,        13.00,                     7439.20,580
,ARIHANTSUP,EQ,        21.65,                    77606.15,3636
,ARMANFIN,EQ,       713.55,                  9957555.50,13568
,AROGRANITE,EQ,        20.80,                   270707.70,12625
,ARROWGREEN,BE,        33.30,                   251975.05,7618
,ARSHIYA,EQ,         9.05,                   563787.15,60585
,ARSSINFRA,EQ,        11.50,                   784406.20,66029
,ARTEMISMED,EQ,       164.50,                   284236.80,1732
,ARVIND,EQ,        29.25,                 26321891.75,884008
,ARVINDFASN,EQ,       243.85,                 50330714.70,206855
,ARVSMART,EQ,        84.80,                  7400211.05,90136
,ASAHIINDIA,EQ,       197.85,                 14396645.10,74345
,ASAHISONG,EQ,       100.70,                  1122210.30,10691
,ASAL,EQ,        12.80,                   347602.40,26509
,ASALCBR,EQ,       149.80,                  3095410.20,20133
,ASHAPURMIN,EQ,        28.65,                   279673.05,9752
,ASHIANA,EQ,        73.40,                  4710331.60,64088
,ASHIMASYN,EQ,         4.20,                   288202.70,67487
,ASHOKA,EQ,        66.00,                 22323285.20,357787
,ASIANHOTNR,EQ,        65.05,                 19809593.10,298278
,ASIANTILES,EQ,       195.15,                 12701950.35,63360
,ASPINWALL,EQ,       113.95,                  1152749.75,10957
,ASTEC,EQ,       394.45,                  5077039.05,13164
,ASTERDM,EQ,       115.70,                 12677850.65,110125
,ASTRAL,EQ,      1046.10,                114993838.55,109081
,ASTRAMICRO,EQ,        57.35,                 66714369.00,1155091
,ASTRAZEN,EQ,      2193.55,                 35162673.20,15633
,ASTRON,EQ,        30.00,                  1680793.20,55975
,ATFL,EQ,       486.55,                  4914797.10,10234
,ATLANTA,EQ,         3.80,                    34295.45,9076
,ATLASCYCLE,BE,        35.00,                   138479.60,3956
,ATNINTER,BE,          .05,                     6774.45,135489
,ATUL,EQ,      4000.50,                261515699.45,63767
,ATULAUTO,EQ,       169.05,                  4808929.25,28554
,AUBANK,EQ,       920.05,               1455528063.60,1549800
,AURIONPRO,EQ,        29.30,                  3203889.15,107218
,AUSOMENT,EQ,        30.00,                    89536.55,2945
,AUTOAXLES,EQ,       403.85,                  7284695.50,17836
,AUTOIND,EQ,        14.05,                    65121.75,4635
,AUTOLITIND,EQ,        12.00,                    93396.85,7620
,AVADHSUGAR,EQ,       134.95,                  6967705.65,50149
,AVANTIFEED,EQ,       336.95,                416216030.20,1277947
,AVTNPL,EQ,        27.05,                  3260137.40,120981
,AXISCADES,EQ,        35.55,                  3444884.45,96867
,AXISGOLD,EQ,      3580.00,                  4405507.70,1227
,AXISNIFTY,EQ,      1188.00,                   656725.61,580
,AYMSYNTEX,EQ,        20.50,                   363291.10,17306
,BAFNAPH,BE,         6.90,                     4284.90,621
,BAGFILMS,EQ,         1.65,                   267431.30,164089
,BAJAJCON,EQ,       131.20,                 67881397.95,493448
,BAJAJELEC,EQ,       354.20,                 46484230.05,130611
,BAJAJHIND,EQ,         3.65,                  9493740.85,2589842
,BALAJITELE,EQ,        33.20,                  2765952.50,80696
,BALAMINES,EQ,       280.75,                 21490827.15,75648
,BALAXI,BE,        89.95,                     7430.25,86
,BALKRISHNA,EQ,        11.20,                    37495.30,3340
,BALKRISIND,EQ,       883.20,               1191280520.85,1316588
,BALLARPUR,EQ,          .40,                   383044.00,1046946
,BALMLAWRIE,EQ,        82.25,                 15208549.40,182816
,BALPHARMA,EQ,        28.00,                   546259.20,19154
,BALRAMCHIN,EQ,       104.70,                105556230.65,987346
,BANARBEADS,EQ,        27.50,                     7393.70,270
,BANARISUG,EQ,       864.40,                   594854.55,656
,BANCOINDIA,EQ,       100.65,                 58721761.10,581986
,BANG,EQ,        13.85,                    42762.65,3025
,BANKBEES,EQ,       239.97,                133860159.31,551730
,BANKINDIA,EQ,        35.50,                 86856575.50,2450397
,BANSWRAS,EQ,        94.70,                    68572.25,724
,BARTRONICS,BZ,          .50,                      373.50,702
,BASF,EQ,      1014.25,                 62182737.00,59638
,BASML,EQ,        82.75,                   186438.85,2298
,BATAINDIA,EQ,      1346.75,               1032090355.50,750688
,BAYERCROP,EQ,      4001.20,                 64213018.25,15980
,BBL,EQ,       548.20,                  5450268.35,9719
,BBTC,EQ,       950.35,                 61729285.80,64930
,BBTCL,SM,        33.00,                   300000.00,9000
,BCG,EQ,         4.15,                   814470.35,194977
,BCONCEPTS,SM,        21.80,                    65400.00,3000
,BCP,EQ,        17.85,                  9461617.00,563409
,BDL,EQ,       195.15,                 12305709.30,62067
,BEARDSELL,EQ,         6.75,                     3772.25,583
,BEDMUTHA,EQ,        12.65,                   463373.80,34884
,BEL,EQ,        65.90,                920490862.85,13672102
,BEML,EQ,       503.90,                143595664.55,285557
,BEPL,EQ,        36.55,                 13326602.00,353917
,BETA,SM,        45.00,                   506880.00,11200
,BFINVEST,EQ,       273.75,                  4925182.70,18144
,BFUTILITIE,EQ,       195.40,                 41223916.85,209209
,BGRENERGY,EQ,        24.25,                  3800873.15,153831
,BHAGERIA,EQ,        92.70,                  1875361.80,20068
,BHAGYANGR,EQ,        15.60,                   998329.25,65459
,BHAGYAPROP,EQ,        21.00,                   180850.00,8600
,BHANDARI,EQ,          .85,                    68536.75,85272
,BHARATFORG,EQ,       370.30,                457179747.70,1238077
,BHARATGEAR,EQ,        29.00,                   175946.55,6060
,BHARATRAS,EQ,      5832.80,                 32769872.35,5521
,BHARATWIRE,EQ,        15.50,                   427334.00,26598
,BHEL,EQ,        23.70,                644369902.40,26302824
,BIGBLOC,EQ,        30.10,                    50076.70,1686
,BIL,EQ,       101.65,                    75409.30,742
,BILENERGY,EQ,          .60,                   700527.75,1208278
,BINANIIND,BZ,         6.40,                     3611.00,560
,BINDALAGRO,EQ,         8.35,                   292205.05,34646
,BIOFILCHEM,EQ,         7.95,                    63734.80,8189
,BIRLACABLE,EQ,        35.55,                  1484889.40,41965
,BIRLACORPN,EQ,       593.95,                 65975840.75,112654
,BIRLAMONEY,EQ,        21.50,                  1551695.55,71711
,BIRLATYRE,EQ,         4.05,                    83344.95,20579
,BKMINDST,BE,          .40,                     8440.00,21100
,BLBLIMITED,EQ,         3.10,                    49552.25,15966
,BLISSGVS,EQ,       103.35,                 39978271.65,397734
,BLKASHYAP,EQ,         4.25,                  2101927.30,457894
,BLS,EQ,        30.40,                  1200231.55,39122
,BLUECHIP,BE,          .20,                      851.40,7592
,BLUEDART,EQ,      2202.15,                  9903684.70,4424
,BLUESTARCO,EQ,       696.95,                 80983198.55,117363
,BODALCHEM,EQ,        51.65,                  7926250.80,151479
,BOMDYEING,EQ,        47.05,                 80866711.35,1652791
,BORORENEW,BE,        46.95,                  1631089.95,34741
,BPL,EQ,        10.85,                   824044.55,74114
,BRFL,EQ,         3.75,                   163767.15,44870
,BRIGADE,EQ,       181.10,                 61239317.50,330629
,BRIGHT,SM,        11.50,                    34500.00,3000
,BRITANNIA,N2,        31.86,                  1243871.67,39151
,BRNL,EQ,        38.95,                  1967741.35,51693
,BROOKS,EQ,        19.70,                   329220.60,16325
,BSE,EQ,       351.95,                 68157675.05,193335
,BSELINFRA,EQ,          .80,                     4112.80,5141
,BSHSL,SM,       104.00,                   124800.00,1200
,BSL,EQ,        23.00,                   158578.65,6944
,BSLGOLDETF,EQ,      3782.10,                   994326.95,264
,BSLNIFTY,EQ,       102.50,                    55583.22,535
,BSOFT,EQ,        68.10,                 42197518.20,600200
,BURNPUR,EQ,          .70,                   137111.70,187961
,BUTTERFLY,EQ,       125.75,                  3194913.90,24760
,BVCL,BE,        10.25,                    16502.50,1610
,BYKE,EQ,        12.15,                   527638.80,44677
,CADSYS,SM,        17.95,                   434400.00,24000
,CALSOFT,EQ,         9.50,                   933004.40,99813
,CAMLINFINE,EQ,        47.65,                  9423976.80,196557
,CANBK,EQ,        99.65,               1196933591.25,11979773
,CANDC,BZ,         1.50,                    16607.25,11071
