,24-Dec-2020
The Nifty witnessed an intraday movement of about 144.85 points.The closing index was 1.09 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 57881.93
, Traded Quantity (in Lakhs), 31358.53
, Number of Trades, 17493980
, Total Market Capitalisation (Rs. Crores), 18375051.06

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13601.10,     13672.15,     13771.75,     13626.90,     13749.25,148.15
,NIFTY50 EQL Wgt,     14230.10,     14320.45,     14399.45,     14256.80,     14349.55,119.45
,NIFTY100 EQL Wgt,     15194.65,     15308.65,     15377.30,     15208.10,     15286.95,92.3
,NIFTY100 LowVol30,     10707.60,     10779.25,     10792.80,     10674.55,     10757.40,49.8
,NIFTY Alpha 50,     19413.85,     19557.50,     19598.10,     19381.85,     19521.20,107.35
,NIFTY MIDCAP 150,      7711.85,      7761.50,      7793.55,      7710.45,      7733.60,21.75
,NIFTY SMLCAP 50,      3425.50,      3449.80,      3473.40,      3441.35,      3457.00,31.5
,NIFTY SMLCAP 250,      5881.80,      5930.35,      5959.65,      5898.00,      5926.55,44.75
,NIFTY MIDSML 400,      7056.95,      7106.35,      7136.50,      7062.30,      7087.25,30.3
,NIFTY200 QUALTY30,     12031.30,     12094.35,     12111.50,     11967.40,     12046.20,14.9
,Nifty FinSrv25 50,     14098.25,     14186.45,     14369.15,     14163.70,     14318.50,220.25
,NIFTY AlphaLowVol,     13604.25,     13667.80,     13683.15,     13523.85,     13628.35,24.1
,Nifty200Momentm30,     13505.35,     13592.00,     13604.00,     13427.70,     13553.70,48.35
,Nifty100ESGSecLdr,      2354.10,      2365.55,      2379.65,      2354.75,      2376.40,22.3
,Nifty IT,     24167.75,     24163.20,     24163.20,     23828.05,     24009.25,-158.5
,Nifty Next 50,     31949.80,     32220.50,     32322.55,     31931.75,     32068.55,118.75
,Nifty Bank,     29883.30,     30071.65,     30545.85,     30007.80,     30402.20,518.9
,NIFTY MIDCAP 100,     20439.95,     20561.80,     20644.90,     20405.50,     20475.75,35.8
,Nifty 500,     11225.55,     11292.05,     11342.45,     11245.75,     11325.25,99.7
,Nifty 100,     13725.55,     13803.15,     13882.80,     13748.15,     13862.10,136.55
,Nifty Midcap 50,      5757.45,      5786.15,      5821.30,      5724.50,      5741.45,-16
,Nifty Realty,       300.55,       301.85,       304.55,       297.50,       299.25,-1.3
,Nifty Infra,      3584.85,      3620.05,      3636.00,      3591.75,      3620.95,36.1
,Nifty Energy,     16628.20,     16727.55,     16919.90,     16706.80,     16860.70,232.5
,Nifty FMCG,     33966.00,     34191.20,     34288.45,     33769.35,     34115.65,149.65
,Nifty MNC,     15496.90,     15615.80,     15662.75,     15485.20,     15568.20,71.3
,Nifty Pharma,     12753.25,     12815.90,     12943.20,     12694.55,     12908.95,155.7
,Nifty PSE,      2737.55,      2756.80,      2802.45,      2755.30,      2770.20,32.65
,Nifty PSU Bank,      1693.40,      1710.70,      1733.65,      1699.00,      1703.80,10.4
,Nifty Serv Sector,     19013.30,     19111.35,     19273.85,     19060.00,     19216.00,202.7
,India VIX,20.4950,20.4950,20.9525,15.6450,19.9675,-0.5275
,Nifty Auto,      8935.95,      8966.45,      9052.70,      8937.45,      8978.05,42.1
,Nifty Metal,      3134.10,      3158.05,      3223.90,      3134.25,      3144.30,10.2
,Nifty Media,      1650.75,      1676.35,      1687.40,      1631.45,      1638.15,-12.6
,NIFTY SMLCAP 100,      6840.45,      6891.55,      6934.40,      6871.70,      6902.10,61.65
,Nifty 200,      7049.80,      7089.90,      7124.40,      7060.30,      7113.35,63.55
,Nifty Div Opps 50,      2831.85,      2843.45,      2857.80,      2824.90,      2843.10,11.25
,Nifty Commodities,      3714.10,      3754.20,      3778.65,      3723.75,      3738.75,24.65
,Nifty Consumption,      5807.50,      5855.00,      5864.40,      5789.40,      5832.45,24.95
,Nifty Fin Service,     14517.05,     14607.25,     14836.60,     14576.75,     14779.60,262.55
,Nifty50 Div Point,        82.51,        82.51,        82.51,        82.51,        82.51,0
,Nifty100 Liq 15,      3240.60,      3268.70,      3301.20,      3262.45,      3293.65,53.05
,Nifty CPSE,      1608.80,      1623.25,      1646.40,      1621.00,      1627.35,18.55
,Nifty GrowSect 15,      6809.35,      6848.60,      6925.30,      6836.55,      6908.65,99.3
,Nifty50 PR 2x Lev,      5747.85,      5807.40,      5891.05,      5769.55,      5872.55,124.7
,Nifty50 PR 1x Inv,       323.05,       321.40,       322.45,       319.05,       319.55,-3.5
,Nifty50 TR 2x Lev,      7636.25,      7715.35,      7826.50,      7665.05,      7801.90,165.65
,Nifty50 TR 1x Inv,       280.40,       278.95,       279.90,       276.90,       277.35,-3.05
,Nifty50 Value 20,      6773.20,      6800.70,      6818.75,      6735.05,      6785.25,12.05
,Nifty Mid Liq 15,      5049.35,      5065.40,      5108.50,      5026.35,      5043.15,-6.2
,Nifty Pvt Bank,     16515.20,     16620.40,     16858.40,     16581.35,     16777.80,262.6
,NIFTY100 Qualty30,      3236.35,      3254.80,      3259.40,      3221.95,      3245.40,9.05
,Nifty GS 8 13Yr,      2246.15,      2246.53,      2246.53,      2243.78,      2243.78,-2.37
,Nifty GS 10Yr,      2021.65,      2021.98,      2021.98,      2016.84,      2017.75,-3.9
,Nifty GS 10Yr Cln,       963.66,       963.66,       963.66,       961.20,       961.64,-2.02
,Nifty GS 4 8Yr,      2401.20,      2401.59,      2401.59,      2399.31,      2399.45,-1.75
,Nifty GS 11 15Yr,      2429.65,      2430.08,      2430.11,      2426.58,      2426.58,-3.07
,Nifty GS 15YrPlus,      2668.84,      2669.34,      2676.27,      2669.34,      2676.27,7.43
,Nifty GS Compsite,      2293.09,      2293.47,      2293.47,      2290.69,      2290.69,-2.4

,ADVANCES,1116
,DECLINES,825
,UNCHANGED,83

,Total securities that have hit their price bands today,386

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,VEDL,EQ,       150.45,       162.85,8.24,4374.15
,ALBERTDAVD,EQ,       437.75,                  5170809.10,11805
,ALCHEM,BE,         7.80,                    51339.60,6582
,ALEMBICLTD,EQ,        99.65,                 26366040.80,262484
,ALICON,EQ,       334.75,                  2824630.75,8402
,ALKALI,EQ,        48.60,                  2829172.80,58170
,ALKYLAMINE,EQ,      3936.00,                120860064.80,30622
,ALLCARGO,EQ,       132.20,                 46847988.35,351499
,ALLSEC,EQ,       269.60,                  5161666.00,19343
,ALMONDZ,EQ,        20.80,                   353877.65,16894
,ALOKINDS,EQ,        21.35,                199753064.25,9298726
,ALPA,BE,        35.85,                  1219078.65,34192
,ALPHAGEO,BE,       197.10,                  5312969.40,26642
,ALPSINDUS,EQ,         1.85,                    31623.55,16863
,AMARAJABAT,EQ,       934.70,                429028281.10,454051
,AMBER,EQ,      2343.35,                196310581.50,83458
,AMBIKCO,EQ,       804.35,                 15417279.55,19007
,AMDIND,EQ,        19.00,                   431863.80,22596
,AMJLAND,EQ,        27.50,                  1001752.80,36736
,AMJUMBO,SM,        13.30,                   106400.00,8000
,AMRUTANJAN,EQ,       499.20,                 30788640.00,61041
,ANANTRAJ,EQ,        24.20,                 16637002.95,674570
,ANDHRACEMT,EQ,         6.10,                  3089352.65,514864
,ANDHRAPAP,EQ,       209.60,                  7532479.80,35585
,ANDHRSUGAR,EQ,       318.00,                 20801869.45,65573
,ANGELBRKG,EQ,       337.70,                 78473754.85,231309
,ANIKINDS,BE,        18.10,                   219010.00,12100
,ANKITMETAL,EQ,         1.45,                    82969.25,57538
,ANSALAPI,BE,         9.35,                   645224.80,69008
,ANSALHSG,EQ,         5.85,                   387139.65,65975
,ANUP,EQ,       724.20,                 15942516.10,22011
,APARINDS,EQ,       345.35,                 10498675.85,30128
,APCL,EQ,       204.85,                 10043969.45,48891
,APCOTEXIND,EQ,       158.50,                  6041276.10,38074
,APEX,EQ,       304.15,                 38940928.35,127415
,APLAPOLLO,EQ,       761.00,                105090522.30,137662
,APLLTD,EQ,      1072.25,                139476750.55,129829
,APOLLO,EQ,       119.05,                  6829654.70,57130
,APOLLOHOSP,EQ,      2413.05,               1319592569.40,543157
,APOLLOPIPE,EQ,       664.30,                 12616399.05,19012
,APOLLOTYRE,EQ,       175.40,               1230598629.05,6913495
,APOLSINHOT,EQ,       600.50,                   949890.25,1578
,APTECHT,EQ,       153.65,                267651524.10,1718075
,ARCHIDPLY,EQ,        28.30,                   754448.15,26351
,ARCHIES,EQ,        13.40,                   797419.05,58621
,ARCOTECH,BE,         2.80,                   130751.50,46490
,ARENTERP,EQ,        11.85,                    78540.85,6630
,ARIES,EQ,        99.25,                 13141442.80,131726
,ARIHANT,EQ,        22.45,                   184913.50,8359
,ARIHANTSUP,EQ,        31.00,                   939064.70,29673
,ARMANFIN,EQ,       726.05,                  4400394.20,6003
,AROGRANITE,EQ,        43.50,                  4847791.00,112802
,ARROWGREEN,EQ,        57.80,                  1103841.20,19104
,ARSHIYA,EQ,        16.00,                   852328.30,54228
,ARSSINFRA,EQ,        22.30,                   286889.50,12865
,ARTEMISMED,BE,       224.00,                   148017.50,674
,ARVIND,EQ,        46.70,                 60303144.65,1283020
,ARVINDFASN,EQ,       152.95,                 52877242.75,346338
,ARVSMART,EQ,       109.70,                 13910264.25,124733
,ASAHIINDIA,EQ,       272.80,                649917513.05,2287400
,ASAHISONG,EQ,       248.40,                 10308151.80,41456
,ASAL,EQ,        26.05,                   145640.25,5636
,ASALCBR,EQ,       299.20,                 30793052.30,102988
,ASHAPURMIN,EQ,        98.30,                 34756102.95,354369
,ASHIANA,EQ,       100.80,                  4889180.30,48588
,ASHIMASYN,BE,        12.20,                   152500.00,12500
,ASHOKA,EQ,        93.00,                220162017.85,2330719
,ASHOKLEY,EQ,        95.25,               1779154367.80,18550356
,ASIANHOTNR,EQ,        75.05,                   710542.80,9540
,ASIANTILES,EQ,       279.95,                 26387745.30,93809
,ASPINWALL,EQ,       163.10,                  5470742.80,35431
,ASTEC,EQ,      1221.20,                114187864.50,94109
,ASTERDM,EQ,       165.50,                 15652120.85,93493
,ASTRAL,EQ,      1586.40,                266707263.50,166565
,ASTRAMICRO,EQ,       119.40,                 28730757.95,237077
,ASTRAZEN,EQ,      4319.85,                334784823.55,77055
,ASTRON,EQ,        51.90,                  2862529.75,54702
,ATALREAL,SM,        38.25,                    61200.00,1600
,ATFL,EQ,       816.85,                 71991790.95,86978
,ATLANTA,EQ,         8.30,                   136698.40,16596
,ATLASCYCLE,BZ,        39.65,                   173175.10,4435
,ATUL,EQ,      6501.80,                260860037.15,39507
,ATULAUTO,EQ,       180.95,                 11205158.75,61628
,AUBANK,EQ,       867.85,                687501697.65,793479
,AURIONPRO,EQ,        96.60,                  2812944.75,29362
,AUSOMENT,EQ,        51.25,                   374097.65,7247
,AUTOAXLES,EQ,      1014.40,                 21446701.10,21146
,AUTOIND,EQ,        33.10,                   719081.70,21712
,AUTOLITIND,EQ,        22.75,                   270629.25,11651
,AVADHSUGAR,EQ,       219.65,                 44988206.95,207787
,AVANTIFEED,EQ,       514.95,                161768438.45,313385
,AVTNPL,EQ,        49.55,                 12980649.60,259046
,AXISBNKETF,EQ,       302.90,                   321818.42,1064
,AXISCADES,EQ,        55.80,                  4909131.90,88055
,AXISGOLD,EQ,        43.63,                  1518789.73,34856
,AXISNIFTY,EQ,       142.29,                   746172.97,5268
,AYMSYNTEX,BE,        36.90,                   883510.60,24075
,BAFNAPH,BE,       172.25,                  1144256.75,6643
,BAGFILMS,BE,         3.25,                   323987.95,99842
,BAJAJCON,EQ,       212.90,                 59059220.35,275069
,BAJAJELEC,EQ,       611.10,                 59656224.85,96861
,BAJAJHIND,EQ,         6.20,                 34742719.00,5495639
,BALAJITELE,EQ,        64.20,                  9409943.10,144751
,BALAMINES,EQ,       925.30,                131826114.85,142312
,BALAXI,EQ,       628.15,                  1776614.10,2824
,BALKRISHNA,BE,        19.50,                   134769.50,6947
,BALKRISIND,EQ,      1555.80,                500002913.60,319838
,BALLARPUR,BZ,         1.50,                  7874502.60,5291507
,BALMLAWRIE,EQ,       116.15,                 28036112.35,241170
,BALPHARMA,BE,        55.25,                   396216.25,7121
,BALRAMCHIN,EQ,       175.30,                209486913.70,1195635
,BANARBEADS,EQ,        55.15,                   383956.95,6886
,BANARISUG,EQ,      1402.40,                  1720964.65,1218
,BANCOINDIA,EQ,       135.20,                 10851904.00,79803
,BANG,EQ,        30.05,                   389598.80,12938
,BANKA,EQ,        49.10,                   598703.70,12013
,BANKBEES,EQ,       305.28,                191731905.72,629002
,BANKINDIA,EQ,        48.90,                132395121.05,2688514
,BANSWRAS,EQ,       112.75,                   498111.45,4377
,BARTRONICS,BZ,         3.00,                    11478.00,3826
,BASF,EQ,      1584.35,                 19351848.55,12251
,BASML,EQ,       134.00,                  7459494.55,56658
,BATAINDIA,EQ,      1567.85,                625596350.95,397535
,BAYERCROP,EQ,      5493.10,                306998773.70,56372
,BBL,EQ,       874.10,                 32348710.80,36483
,BBTC,EQ,      1266.80,                 43247186.70,34006
,BBTCL,SM,        49.95,                   882300.00,18000
,BCG,EQ,         6.95,                 45007629.25,6482387
,BCONCEPTS,SM,        20.30,                    60900.00,3000
,BCP,BE,         6.85,                   957226.30,140387
,BDL,EQ,       329.05,                 63270781.45,192610
,BEARDSELL,EQ,        10.80,                   334150.20,30138
,BECTORFOOD,EQ,       594.20,              21269572940.25,37066792
,BEDMUTHA,EQ,        26.05,                   144707.80,5526
,BEL,EQ,       114.90,               1093685594.90,9418724
,BEML,EQ,       984.90,               4445314896.50,4388702
,BEPL,EQ,       133.10,                 49313635.30,367075
,BETA,SM,       113.95,                   182320.00,1600
,BFINVEST,EQ,       290.05,                  4922172.70,16786
,BFUTILITIE,EQ,       279.90,                 54510202.20,192854
,BGRENERGY,BE,        46.85,                  2766286.70,57870
,BHAGERIA,EQ,       155.65,                 10989271.65,70274
,BHAGYANGR,EQ,        33.35,                  5247456.90,151521
,BHAGYAPROP,EQ,        24.50,                   322139.55,12975
,BHANDARI,EQ,         1.60,                  2024988.30,1308099
,BHARATFORG,EQ,       526.60,               2420459758.40,4567503
,BHARATGEAR,BE,        81.95,                  1529507.30,18403
,BHARATRAS,EQ,      9295.70,                 21489733.60,2291
,BHARATWIRE,EQ,        31.15,                   343711.00,11030
,BHEL,EQ,        33.80,                988603481.00,29009900
,BIGBLOC,BE,       144.50,                    29189.00,202
,BIL,EQ,       146.70,                   264494.35,1801
,BILENERGY,BZ,          .90,                   561948.50,635670
,BINDALAGRO,EQ,        15.80,                  1002072.20,62443
,BIOFILCHEM,BE,       213.90,                  2733214.20,12778
,BIRLACABLE,EQ,        53.30,                  2666033.35,49608
,BIRLACORPN,EQ,       701.95,                109635872.60,154821
,BIRLAMONEY,EQ,        45.25,                 73024877.90,1603474
,BIRLATYRE,EQ,        30.20,                 64097615.85,2102250
,BKMINDST,BE,         1.45,                   140921.15,97187
,BLBLIMITED,EQ,         5.55,                    66003.50,11720
,BLISSGVS,EQ,       186.10,                196009858.85,1063278
,BLKASHYAP,EQ,         8.75,                  2741615.25,314404
,BLS,EQ,        84.65,                  4616317.65,54499
,BLUECHIP,BE,          .40,                    15532.35,38956
,BLUEDART,EQ,      3925.70,                229535430.65,58507
,BLUESTARCO,EQ,       788.95,                 93034039.10,116385
,BODALCHEM,EQ,        78.20,                112520169.60,1425304
,BOMDYEING,EQ,        74.80,                151961447.15,2005707
,BOROLTD,EQ,       202.25,                161740879.15,785144
,BORORENEW,EQ,       231.40,               1074388892.50,4609637
,BPL,EQ,        22.00,                  1656734.00,74165
,BRFL,EQ,        13.45,                  2415720.85,177335
,BRIGADE,EQ,       247.25,                 34647458.35,141516
