,27-Jan-2020
The Nifty witnessed an intraday movement of about 109.6 points.The closing index was 1.06 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 34020.6
, Traded Quantity (in Lakhs), 14705.01
, Number of Trades, 11044233
, Total Market Capitalisation (Rs. Crores), 15788545.76

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12248.25,     12197.10,     12216.60,     12107.00,     12119.00,-129.25
,NIFTY50 EQL Wgt,     12501.20,     12448.60,     12476.70,     12375.45,     12390.15,-111.05
,NIFTY100 EQL Wgt,     13671.50,     13611.30,     13673.30,     13535.70,     13556.05,-115.45
,NIFTY100 LowVol30,      9104.00,      9075.35,      9103.85,      9035.30,      9046.10,-57.9
,NIFTY Alpha 50,     13935.85,     13905.15,     14062.15,     13859.80,     13953.75,17.9
,NIFTY MIDCAP 150,      6742.45,      6726.30,      6794.10,      6716.65,      6732.30,-10.15
,NIFTY SMLCAP 50,      3086.05,      3080.65,      3102.05,      3075.65,      3087.20,1.15
,NIFTY SMLCAP 250,      5280.00,      5270.75,      5310.40,      5262.45,      5276.10,-3.9
,NIFTY MIDSML 400,      6219.80,      6206.15,      6262.30,      6198.40,      6211.95,-7.85
,NIFTY200 QUALTY30,     10164.35,     10145.35,     10189.30,     10112.35,     10125.45,-38.9
,Nifty IT,     16472.75,     16456.20,     16483.90,     16385.65,     16393.55,-79.2
,Nifty Next 50,     29153.75,     29058.75,     29259.50,     28895.00,     28960.75,-193
,Nifty Bank,     31241.75,     31110.55,     31227.05,     30808.55,     30837.40,-404.35
,NIFTY MIDCAP 100,     18357.20,     18307.70,     18495.90,     18261.40,     18291.35,-65.85
,Nifty 500,     10083.70,     10046.45,     10077.45,      9989.55,      9999.60,-84.1
,Nifty 100,     12386.95,     12336.75,     12363.15,     12249.45,     12262.65,-124.3
,Nifty Midcap 50,      5037.95,      5019.10,      5073.95,      5004.15,      5012.85,-25.1
,Nifty Realty,       328.65,       328.80,       332.40,       325.55,       326.80,-1.85
,Nifty Infra,      3385.95,      3369.35,      3391.70,      3352.15,      3357.45,-28.5
,Nifty Energy,     15674.65,     15642.40,     15671.75,     15458.45,     15489.25,-185.4
,Nifty FMCG,     31474.90,     31373.25,     31450.35,     31110.55,     31149.70,-325.2
,Nifty MNC,     14189.35,     14130.90,     14216.00,     14054.05,     14083.50,-105.85
,Nifty Pharma,      8294.05,      8270.05,      8471.80,      8240.10,      8416.35,122.3
,Nifty PSE,      3164.05,      3158.30,      3165.00,      3123.85,      3131.85,-32.2
,Nifty PSU Bank,      2446.30,      2417.50,      2425.45,      2387.65,      2391.25,-55.05
,Nifty Serv Sector,     17505.45,     17441.80,     17456.15,     17269.45,     17288.35,-217.1
,India VIX,15.5600,15.5600,17.3400,14.6825,17.1750,1.6150
,Nifty Auto,      8274.85,      8243.35,      8347.90,      8189.00,      8258.15,-16.7
,Nifty Metal,      2796.20,      2766.70,      2767.65,      2698.50,      2709.75,-86.45
,Nifty Media,      1889.90,      1886.50,      1904.45,      1875.85,      1882.45,-7.45
,NIFTY SMLCAP 100,      6345.05,      6332.80,      6381.90,      6324.05,      6346.65,1.6
,Nifty 200,      6358.10,      6333.30,      6351.15,      6292.00,      6298.90,-59.2
,Nifty Div Opps 50,      2573.40,      2566.70,      2567.55,      2548.10,      2551.55,-21.85
,Nifty Commodities,      3468.30,      3451.95,      3462.85,      3419.45,      3427.45,-40.85
,Nifty Consumption,      5168.15,      5153.90,      5183.35,      5131.35,      5139.90,-28.25
,Nifty Fin Service,     14420.40,     14355.15,     14400.10,     14213.05,     14234.70,-185.7
,Nifty50 Div Point,       120.55,       120.55,       120.55,       120.55,       120.55,0
,Nifty100 Liq 15,      3732.15,      3709.50,      3720.50,      3674.45,      3679.85,-52.3
,Nifty CPSE,      1816.40,      1814.45,      1814.55,      1790.00,      1796.00,-20.4
,Nifty GrowSect 15,      6366.85,      6331.65,      6333.60,      6280.40,      6284.70,-82.15
,Nifty50 PR 2x Lev,      5332.75,      5285.95,      5302.85,      5207.50,      5217.95,-114.8
,Nifty50 PR 1x Inv,       382.90,       384.65,       387.45,       384.05,       387.10,4.2
,Nifty50 TR 2x Lev,      6935.20,      6874.35,      6896.35,      6772.35,      6785.90,-149.3
,Nifty50 TR 1x Inv,       335.80,       337.35,       339.80,       336.80,       339.45,3.65
,Nifty50 Value 20,      5554.55,      5539.25,      5539.90,      5494.40,      5501.00,-53.55
,Nifty Mid Liq 15,      4399.95,      4389.55,      4437.55,      4373.30,      4381.55,-18.4
,Nifty Pvt Bank,     17202.20,     17145.10,     17229.80,     16994.35,     17009.60,-192.6
,NIFTY100 Qualty30,      2774.05,      2767.20,      2776.75,      2755.05,      2758.10,-15.95
,Nifty GS 8 13Yr,      2033.04,      2033.43,      2036.31,      2033.43,      2036.01,2.97
,Nifty GS 10Yr,      1872.69,      1873.02,      1877.84,      1873.02,      1876.03,3.34
,Nifty GS 10Yr Cln,       941.92,       941.92,       944.39,       941.92,       943.47,1.55
,Nifty GS 4 8Yr,      2159.71,      2160.12,      2162.08,      2160.12,      2162.05,2.34
,Nifty GS 11 15Yr,      2170.61,      2171.04,      2175.24,      2171.04,      2174.45,3.84
,Nifty GS 15YrPlus,      2345.69,      2346.15,      2350.33,      2346.15,      2349.44,3.75
,Nifty GS Compsite,      2068.51,      2068.90,      2071.64,      2068.90,      2071.48,2.97

,ADVANCES,761
,DECLINES,1100
,UNCHANGED,121

,Total securities that have hit their price bands today,375

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ICICIBANK,EQ,       533.85,       537.25,0.64,2061.78
,APLLTD,EQ,       614.60,                656771727.45,1081047
,APOLLO,EQ,        77.80,                  1062018.25,13578
,APOLLOHOSP,EQ,      1696.05,               1345668076.40,791549
,APOLLOPIPE,EQ,       394.60,                  4520301.80,11450
,APOLLOTYRE,EQ,       174.75,                258122595.70,1465065
,APOLSINHOT,EQ,       751.50,                   932267.65,1253
,APTECHT,EQ,       173.45,                 32244853.80,184613
,ARCHIDPLY,EQ,        31.10,                   325207.30,10365
,ARCHIES,EQ,        18.10,                   468185.55,25747
,ARCOTECH,BE,         2.00,                    27624.80,13688
,ARIES,EQ,        74.25,                  8571403.80,113035
,ARIHANT,EQ,        23.00,                    42937.50,1888
,ARIHANTSUP,EQ,        30.00,                    73333.25,2445
,ARMANFIN,EQ,       759.90,                  4041960.30,5315
,AROGRANITE,EQ,        38.65,                   687915.85,17781
,ARROWGREEN,EQ,        50.90,                    81352.55,1596
,ARROWTEX,BE,         9.60,                    36009.90,3686
,ARSHIYA,EQ,        16.65,                   290437.35,17267
,ARSSINFRA,EQ,        20.70,                   357976.95,17215
,ARTEMISMED,BE,       237.00,                     4740.00,20
,ARVIND,EQ,        43.70,                 29249828.20,669726
,ARVINDFASN,EQ,       403.80,                  7107549.55,17636
,ARVSMART,EQ,        92.55,                   277020.70,2978
,ASAHIINDIA,EQ,       249.90,                  5428412.95,21757
,ASAHISONG,EQ,       154.75,                  3494193.40,22395
,ASAL,EQ,        32.85,                   271197.35,8276
,ASHAPURMIN,EQ,        33.95,                  6170898.45,180809
,ASHIANA,EQ,       114.95,                  3546035.20,30316
,ASHIMASYN,EQ,         7.70,                   104378.40,13445
,ASHOKA,EQ,       116.20,                 46575102.70,396794
,ASIANHOTNR,EQ,        90.10,                   140295.75,1542
,ASIANTILES,EQ,       216.75,                  2825036.40,13025
,ASPINWALL,EQ,       156.90,                    66300.45,423
,ASTEC,EQ,       485.65,                  2871878.75,5816
,ASTERDM,EQ,       168.20,                 70020680.20,417756
,ASTRAL,EQ,      1148.40,                277677686.80,245012
,ASTRAMICRO,EQ,        91.05,                 46892790.80,511276
,ASTRAZEN,EQ,      2548.90,                 87891008.90,34218
,ASTRON,EQ,        38.90,                  1272841.45,32604
,ATFL,EQ,       706.85,                  8244615.05,11770
,ATLANTA,EQ,         6.15,                    54686.10,8999
,ATLASCYCLE,BE,        51.20,                   118826.40,2305
,ATNINTER,BE,          .10,                     1349.10,13491
,ATUL,EQ,      4917.60,                477387558.60,99167
,ATULAUTO,EQ,       257.65,                 12517327.05,47524
,AUBANK,EQ,      1022.05,               2882069777.65,2719116
,AURIONPRO,EQ,        58.40,                  1128700.25,19151
,AUSOMENT,BE,        38.10,                    19053.50,500
,AUTOAXLES,EQ,       859.10,                  2621739.20,3047
,AUTOIND,BE,        24.80,                    79263.35,3197
,AUTOLITIND,EQ,        24.00,                    71839.60,2961
,AVADHSUGAR,EQ,       304.80,                 41238256.40,133016
,AVANTIFEED,EQ,       688.50,                316389605.70,453340
,AVG,SM,        70.00,                   511080.00,7200
,AVTNPL,EQ,        37.70,                 12898899.30,341281
,AXISCADES,EQ,        75.40,                 21735029.45,288832
,AXISGOLD,EQ,      3562.25,                  3190905.50,897
,AXISNIFTY,EQ,      1257.83,                    74465.03,59
,AYMSYNTEX,EQ,        35.00,                   580739.40,16820
,BAGFILMS,BE,         1.90,                    26841.20,14216
,BAJAJCON,EQ,       229.10,                 34339438.10,149354
,BAJAJELEC,EQ,       380.25,                 54498267.05,143627
,BAJAJHIND,EQ,         6.55,                 11388030.35,1713956
,BALAJITELE,EQ,        54.35,                  3440628.25,63189
,BALAMINES,EQ,       457.65,                 11344726.60,24479
,BALAXI,EQ,        72.25,                   125675.80,1798
,BALKRISHNA,BE,        17.95,                    90323.40,5049
,BALKRISIND,EQ,      1074.40,                496800999.55,456809
,BALLARPUR,BE,          .50,                   512929.70,1010837
,BALMLAWRIE,EQ,       123.20,                  6218930.05,50263
,BALPHARMA,EQ,        52.80,                 12010353.05,235911
,BALRAMCHIN,EQ,       172.50,                145962251.10,830964
,BANARBEADS,EQ,        34.00,                    28690.20,838
,BANARISUG,EQ,      1487.90,                   549653.15,363
,BANCOINDIA,EQ,       105.35,                  2714475.80,25691
,BANG,EQ,        23.05,                    97193.70,4188
,BANKA,SM,        68.60,                   163260.00,2400
,BANKBEES,EQ,       315.52,                 19490194.33,61506
,BANKINDIA,EQ,        66.95,                 73784692.25,1099606
,BANSWRAS,BE,       126.45,                  1257278.15,9911
,BARTRONICS,BE,         1.35,                     2835.00,2100
,BASF,EQ,      1014.40,                 48292269.65,46767
,BASML,EQ,       135.90,                   155230.55,1126
,BATAINDIA,EQ,      1850.60,               1469424662.90,793831
,BAYERCROP,EQ,      4147.55,                 16965904.25,4076
,BBL,EQ,       862.30,                  6941181.00,8028
,BBTC,EQ,      1187.85,                311252274.35,256156
,BCG,BE,         4.95,                  2023077.90,401570
,BCP,BE,        22.05,                  1228822.25,56987
,BDL,EQ,       298.55,                 12862729.55,42825
,BEARDSELL,BE,         9.50,                     3516.50,366
,BEDMUTHA,BE,        16.20,                     1626.20,100
,BEL,EQ,       101.65,                823607376.60,8059121
,BEML,EQ,       991.70,                208275370.75,209223
,BEPL,EQ,        52.50,                 19580335.05,370057
,BETA,SM,        70.65,                   403200.00,5600
,BFINVEST,EQ,       320.25,                  8584049.40,26717
,BFUTILITIE,EQ,       327.95,                 43560559.35,131018
,BGLOBAL,BE,         1.30,                     2010.85,1568
,BGRENERGY,EQ,        42.35,                125883292.65,2879054
,BHAGERIA,EQ,       111.95,                  4909172.45,42884
,BHAGYANGR,EQ,        22.75,                   324438.80,14185
,BHAGYAPROP,EQ,        23.05,                   179041.00,7744
,BHANDARI,EQ,         1.20,                   534587.35,445178
,BHARATFORG,EQ,       508.95,                472941845.35,914230
,BHARATGEAR,BE,        68.90,                   170076.95,2499
,BHARATRAS,EQ,      6447.75,                  6729736.05,1037
,BHARATWIRE,EQ,        28.20,                   268591.80,9416
,BHEL,EQ,        43.95,                584566850.30,13164355
,BIGBLOC,BE,        39.50,                    12189.50,325
,BIL,EQ,       177.50,                    80175.70,443
,BILENERGY,EQ,          .95,                    72145.10,78022
,BINANIIND,BZ,         7.55,                    43971.20,5824
,BINDALAGRO,EQ,        15.20,                  1081380.10,70606
,BIOFILCHEM,BE,        12.45,                   115119.45,9234
,BIRLACABLE,EQ,        58.65,                  3202139.05,54262
,BIRLACORPN,EQ,       753.30,                 56604121.65,73879
,BIRLAMONEY,EQ,        34.90,                  2278621.35,64742
,BKMINDST,EQ,          .55,                     1320.00,2400
,BLBLIMITED,EQ,         5.00,                    99587.65,20206
,BLISSGVS,EQ,       144.25,                 89658644.45,621435
,BLKASHYAP,EQ,         9.00,                   177663.60,19599
,BLS,EQ,        68.85,                  1480713.25,21335
,BLUEBLENDS,BE,          .75,                      128.95,172
,BLUECHIP,BE,          .10,                      659.10,6591
,BLUECOAST,BE,         4.90,                        4.90,1
,BLUEDART,EQ,      2727.80,                  8262415.50,3003
,BLUESTARCO,EQ,       842.25,                 34852116.45,41215
,BODALCHEM,EQ,        72.75,                 18815484.05,253712
,BOHRA,SM,         1.35,                     8100.00,6000
,BOMDYEING,EQ,        92.20,               1109799526.90,11884388
,BOROSIL,EQ,       178.60,                 44152761.20,245088
,BPL,EQ,        21.85,                  2019355.10,91471
,BRFL,EQ,         4.10,                   273830.00,66985
,BRIGADE,EQ,       226.10,                 10408954.10,45970
,BRITANNIA,N2,        31.71,                   698622.25,21979
,BRNL,EQ,        67.55,                   237821.70,3490
,BROOKS,EQ,        38.30,                  1064902.35,27449
,BSE,EQ,       541.40,                106225644.80,194410
,BSELINFRA,EQ,         1.05,                    20825.30,20157
,BSHSL,SM,       109.00,                   388200.00,3600
,BSL,EQ,        37.50,                   330394.45,8695
,BSLGOLDETF,EQ,      3723.15,                   822787.20,221
,BSLNIFTY,EQ,       132.35,                     3850.48,29
,BSOFT,EQ,        72.60,                 23625754.55,323726
,BURNPUR,EQ,         1.20,                    60152.40,50554
,BUTTERFLY,EQ,       259.65,                 27914538.15,104217
,BVCL,BE,        12.10,                    21791.80,1760
,BYKE,EQ,        21.60,                   429990.35,19866
,CALSOFT,EQ,        14.35,                  1150220.05,80544
,CAMLINFINE,EQ,        81.40,                 24383738.15,297186
,CANBK,EQ,       210.35,               1387729289.90,6494563
,CANDC,BZ,         2.20,                     1840.00,910
