,28-Jul-2020
The Nifty witnessed an intraday movement of about 166.35 points.The closing index was 1.52 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 60291.2
, Traded Quantity (in Lakhs), 32625.89
, Number of Trades, 16724918
, Total Market Capitalisation (Rs. Crores), 14733881.7

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11131.80,     11154.10,     11317.75,     11151.40,     11300.55,168.75
,NIFTY50 EQL Wgt,     11155.75,     11184.60,     11368.45,     11182.45,     11353.30,197.55
,NIFTY100 EQL Wgt,     12164.00,     12196.05,     12325.15,     12195.30,     12313.05,149.05
,NIFTY100 LowVol30,      8839.20,      8862.25,      9004.35,      8857.30,      8992.35,153.15
,NIFTY Alpha 50,     14652.35,     14730.95,     14799.50,     14668.05,     14714.60,62.25
,NIFTY MIDCAP 150,      5812.80,      5826.70,      5862.10,      5824.40,      5855.45,42.65
,NIFTY SMLCAP 50,      2378.60,      2394.50,      2415.20,      2390.65,      2410.30,31.7
,NIFTY SMLCAP 250,      4269.00,      4288.20,      4316.25,      4284.35,      4312.60,43.6
,NIFTY MIDSML 400,      5258.00,      5273.95,      5303.85,      5272.55,      5301.15,43.15
,NIFTY200 QUALTY30,      9815.40,      9841.30,      9938.90,      9837.10,      9928.45,113.05
,Nifty IT,     17626.75,     17647.90,     18103.65,     17634.40,     18042.75,416
,Nifty Next 50,     26134.30,     26207.40,     26349.10,     26194.60,     26309.75,175.45
,Nifty Bank,     21848.75,     21940.15,     22233.00,     21611.40,     22105.20,256.45
,NIFTY MIDCAP 100,     15323.80,     15362.35,     15479.20,     15351.35,     15460.10,136.3
,Nifty 500,      9024.90,      9045.45,      9153.00,      9043.90,      9141.75,116.85
,Nifty 100,     11231.30,     11255.05,     11404.50,     11253.15,     11388.40,157.1
,Nifty Midcap 50,      4224.95,      4231.20,      4285.00,      4227.25,      4280.65,55.7
,Nifty Realty,       195.10,       196.10,       198.70,       195.90,       198.25,3.15
,Nifty Infra,      3172.85,      3177.80,      3223.15,      3171.85,      3219.00,46.15
,Nifty Energy,     15903.05,     15925.45,     16029.35,     15916.15,     16001.95,98.9
,Nifty FMCG,     30819.75,     30891.00,     31047.10,     30764.30,     30910.90,91.15
,Nifty MNC,     13525.35,     13537.75,     13626.65,     13524.15,     13612.45,87.1
,Nifty Pharma,     10062.05,     10065.45,     10168.55,     10033.30,     10128.05,66
,Nifty PSE,      2556.90,      2559.60,      2573.35,      2549.30,      2566.00,9.1
,Nifty PSU Bank,      1393.75,      1397.35,      1407.75,      1382.50,      1398.25,4.5
,Nifty Serv Sector,     14555.10,     14589.60,     14835.15,     14528.25,     14801.20,246.1
,India VIX,25.0175,25.0175,25.2150,23.5450,23.6425,-1.3750
,Nifty Auto,      7186.45,      7193.15,      7438.05,      7185.25,      7416.90,230.45
,Nifty Metal,      2094.40,      2101.70,      2144.55,      2101.60,      2141.30,46.9
,Nifty Media,      1331.95,      1337.60,      1344.65,      1306.20,      1329.25,-2.7
,NIFTY SMLCAP 100,      4959.50,      4990.90,      5034.65,      4984.55,      5027.15,67.65
,Nifty 200,      5713.70,      5726.00,      5798.05,      5724.95,      5790.55,76.85
,Nifty Div Opps 50,      2413.35,      2418.95,      2445.65,      2416.65,      2441.70,28.35
,Nifty Commodities,      3000.50,      3009.10,      3059.05,      3007.90,      3055.30,54.8
,Nifty Consumption,      4933.50,      4940.75,      4988.80,      4931.95,      4984.55,51.05
,Nifty Fin Service,     10909.15,     10945.80,     11101.65,     10815.35,     11057.05,147.9
,Nifty50 Div Point,        32.57,        32.57,        32.57,        32.57,        32.57,0
,Nifty100 Liq 15,      2670.60,      2676.10,      2731.85,      2675.45,      2727.15,56.55
,Nifty CPSE,      1435.60,      1434.30,      1440.30,      1422.80,      1436.70,1.1
,Nifty GrowSect 15,      5352.60,      5370.80,      5442.75,      5336.55,      5426.50,73.9
,Nifty50 PR 2x Lev,      3944.10,      3959.50,      4075.50,      3959.50,      4063.30,119.2
,Nifty50 PR 1x Inv,       393.75,       393.00,       393.00,       387.20,       387.80,-5.95
,Nifty50 TR 2x Lev,      5195.40,      5215.75,      5368.55,      5215.75,      5352.45,157.05
,Nifty50 TR 1x Inv,       343.30,       342.60,       342.60,       337.60,       338.10,-5.2
,Nifty50 Value 20,      5484.55,      5496.45,      5585.40,      5489.85,      5573.40,88.85
,Nifty Mid Liq 15,      3576.85,      3576.20,      3619.40,      3569.20,      3614.65,37.8
,Nifty Pvt Bank,     12004.40,     12057.55,     12228.45,     11889.05,     12155.70,151.3
,NIFTY100 Qualty30,      2614.75,      2621.45,      2651.45,      2621.20,      2648.45,33.7
,Nifty GS 8 13Yr,      2205.00,      2205.39,      2205.95,      2203.23,      2204.47,-.53
,Nifty GS 10Yr,      1997.44,      1997.76,      1999.35,      1994.79,      1999.15,1.71
,Nifty GS 10Yr Cln,       974.76,       974.76,       975.54,       973.29,       975.44,.68
,Nifty GS 4 8Yr,      2348.34,      2348.75,      2348.75,      2346.74,      2347.49,-.85
,Nifty GS 11 15Yr,      2378.59,      2379.02,      2383.09,      2379.02,      2380.72,2.13
,Nifty GS 15YrPlus,      2637.00,      2637.47,      2639.70,      2635.20,      2635.20,-1.8
,Nifty GS Compsite,      2247.92,      2248.32,      2248.57,      2246.05,      2247.24,-.68

,ADVANCES,930
,DECLINES,939
,UNCHANGED,105

,Total securities that have hit their price bands today,443

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      2156.20,      2177.70,1,5533.96
,AJANTPHARM,EQ,      1443.20,                128773483.85,88749
,AJMERA,EQ,        76.25,                  4063570.10,53285
,AJOONI,SM,        16.25,                   598200.00,36000
,AKASH,BE,       156.70,                   689645.95,4417
,AKSHARCHEM,EQ,       212.15,                  7433415.55,35082
,AKSHOPTFBR,BE,         5.15,                   236354.15,45881
,AKZOINDIA,EQ,      1863.00,                 22008078.05,11933
,ALANKIT,EQ,        16.00,                  4594141.75,284856
,ALBERTDAVD,EQ,       380.65,                  8241010.55,21567
,ALCHEM,EQ,         4.85,                    97149.10,19836
,ALEMBICLTD,EQ,        77.65,                 43859185.35,565080
,ALICON,EQ,       248.55,                  1697209.05,6834
,ALKALI,EQ,        44.30,                  1485872.15,32782
,ALKEM,EQ,      2462.45,                177366400.75,72459
,ALKYLAMINE,EQ,      2283.40,                 29774731.50,13001
,ALLCARGO,EQ,        94.35,                 11471738.95,121164
,ALLSEC,EQ,       188.10,                   703708.30,3761
,ALMONDZ,EQ,        11.00,                    17267.70,1561
,ALOKINDS,EQ,        30.10,               2185575596.15,74793649
,ALPA,EQ,        22.80,                 11021019.40,493615
,ALPHAGEO,EQ,       164.20,                  2283299.10,13825
,ALPSINDUS,BE,         1.20,                    12600.00,10500
,AMARAJABAT,EQ,       692.80,                397723726.40,576313
,AMBER,EQ,      1478.35,                 55581585.70,37387
,AMBIKCO,EQ,       649.05,                  2262441.45,3472
,AMDIND,EQ,        13.90,                    57933.05,4177
,AMJLAND,EQ,        19.10,                   121745.35,6373
,AMRUTANJAN,EQ,       388.40,                 19798593.15,50807
,ANANTRAJ,EQ,        21.65,                  1907347.50,87846
,ANDHRACEMT,BE,         5.15,                   539987.80,104852
,ANDHRAPAP,EQ,       219.00,                  9247795.90,42087
,ANDHRSUGAR,EQ,       306.25,                 48009266.90,157281
,ANIKINDS,EQ,        13.45,                   118985.40,8702
,ANKITMETAL,BE,          .70,                     7279.75,10563
,ANSALAPI,BE,         4.00,                    76985.65,19325
,ANSALHSG,BE,         3.65,                    36930.45,10032
,ANUP,EQ,       457.10,                  7386393.30,16182
,APARINDS,EQ,       301.25,                  4141393.60,13684
,APCL,EQ,       141.90,                   736174.35,5157
,APCOTEXIND,EQ,       124.70,                  4603909.60,37024
,APEX,EQ,       231.90,                188821726.45,812963
,APLAPOLLO,EQ,      1858.10,                 38402867.45,20657
,APLLTD,EQ,       977.85,                412732889.85,424039
,APOLLO,EQ,       133.05,                198985781.00,1516873
,APOLLOHOSP,EQ,      1599.20,               2965368028.50,1886398
,APOLLOPIPE,EQ,       323.85,                  5950935.90,18342
,APOLLOTYRE,EQ,       110.75,                832065336.35,7580430
,APOLSINHOT,EQ,       540.95,                  1317808.45,2399
,APTECHT,EQ,       106.85,                 35604612.80,328967
,ARCHIDPLY,EQ,        27.60,                  1963856.55,71042
,ARCHIES,EQ,        11.20,                   242308.75,21200
,ARCOTECH,BE,         2.40,                    80471.50,33221
,ARENTERP,EQ,        11.20,                     1790.30,168
,ARIES,EQ,        60.55,                  1066785.60,17607
,ARIHANT,EQ,        14.65,                    17218.55,1152
,ARIHANTSUP,BE,        21.95,                    15607.45,716
,ARMANFIN,EQ,       467.10,                 14640831.45,32547
,AROGRANITE,EQ,        23.50,                    99591.30,4203
,ARROWGREEN,BE,        40.85,                    51049.65,1229
,ARSHIYA,BE,         9.65,                    96243.60,9922
,ARSSINFRA,EQ,        12.75,                    61427.50,4731
,ARTEMISMED,EQ,       173.15,                   248169.70,1429
,ARVIND,EQ,        29.80,                 22726673.70,759042
,ARVINDFASN,EQ,       126.70,                 44851508.60,353237
,ARVSMART,EQ,        78.20,                  4945484.50,63271
,ASAHIINDIA,EQ,       166.55,                  3840122.90,23027
,ASAHISONG,EQ,       214.05,                 13606543.85,62020
,ASAL,BE,        18.65,                    70121.55,3683
,ASALCBR,EQ,       228.20,                  8642211.10,37912
,ASHAPURMIN,EQ,        37.80,                  1501886.70,40042
,ASHIANA,EQ,        61.35,                  1813496.95,30383
,ASHIMASYN,BE,         5.50,                   132181.90,23644
,ASHOKA,EQ,        52.00,                110290192.90,2089895
,ASHOKLEY,EQ,        51.15,               1997302627.95,39602562
,ASIANHOTNR,EQ,        55.15,                  3261611.25,59977
,ASIANTILES,EQ,       241.10,                 67054830.05,271974
,ASLIND,SM,         5.00,                    20000.00,4000
,ASPINWALL,EQ,       116.95,                  1298369.45,11103
,ASTEC,EQ,      1015.50,                 95115886.30,92955
,ASTERDM,EQ,       136.30,                146742648.60,1080008
,ASTRAL,EQ,       920.30,                 43472889.35,47146
,ASTRAMICRO,EQ,       108.05,                 92876505.95,875106
,ASTRAZEN,EQ,      3303.10,                146660578.50,44144
,ASTRON,EQ,        38.55,                   508196.75,13184
,ATFL,EQ,       606.50,                 22573802.80,36796
,ATLANTA,EQ,         9.20,                   274438.65,30390
,ATLASCYCLE,BE,        44.05,                   383991.45,8717
,ATUL,EQ,      5105.20,                387884822.60,76155
,ATULAUTO,EQ,       158.50,                  6374418.65,39975
,AUBANK,EQ,       785.65,               1161250102.80,1463026
,AURIONPRO,EQ,        49.30,                  2110980.05,42321
,AUSOMENT,EQ,        26.60,                    79540.40,2923
,AUTOAXLES,EQ,       526.90,                  4531346.15,8522
,AUTOIND,BE,        25.70,                   869482.40,33832
,AUTOLITIND,EQ,        17.65,                   344358.55,19244
,AVADHSUGAR,EQ,       166.75,                  4384280.45,25993
,AVANTIFEED,EQ,       436.05,                146800355.10,335286
,AVG,SM,        40.95,                    49140.00,1200
,AVTNPL,EQ,        48.60,                 54898220.35,1108263
,AXISCADES,EQ,        55.00,                   671159.40,12303
,AXISGOLD,EQ,        45.80,                 31697573.10,687669
,AXISNIFTY,EQ,       116.92,                  8385568.21,71449
,AYMSYNTEX,EQ,        21.55,                   226039.30,10590
,BAGFILMS,BE,         2.25,                   103349.30,46026
,BAJAJCON,EQ,       166.55,                156627469.80,939416
,BAJAJELEC,EQ,       437.35,                432691871.00,1003822
,BAJAJHIND,EQ,         5.85,                 13485300.60,2323455
,BALAJITELE,EQ,        82.35,                 20064736.65,241992
,BALAMINES,EQ,       559.30,                126057131.65,222045
,BALAXI,EQ,       213.20,                    99138.00,465
,BALKRISHNA,BE,        14.00,                    47843.30,3332
,BALKRISIND,EQ,      1241.70,               1409795721.60,1128089
,BALLARPUR,BE,         2.10,                 15476582.70,7448573
,BALMLAWRIE,EQ,       111.15,                 26415176.65,236010
,BALPHARMA,EQ,        42.65,                  1107310.45,25811
,BALRAMCHIN,EQ,       128.95,                127715863.05,988761
,BANARBEADS,EQ,        40.40,                    54312.55,1331
,BANARISUG,EQ,      1280.35,                  2656893.10,2089
,BANCOINDIA,EQ,        81.05,                  6700694.05,82660
,BANG,EQ,        16.75,                    27738.50,1656
,BANKA,SM,        86.10,                   413160.00,4800
,BANKBEES,EQ,       222.67,                202183744.81,914800
,BANKINDIA,EQ,        45.70,                 91206397.45,1985849
,BANSWRAS,EQ,        63.70,                  1379294.15,21688
,BARTRONICS,BZ,         2.30,                     4715.00,2050
,BASF,EQ,      1325.50,                 45954970.65,34424
,BASML,EQ,        85.00,                    77166.90,915
,BATAINDIA,EQ,      1255.35,               1708469991.80,1362915
,BAYERCROP,EQ,      5741.80,                190302588.70,33297
,BBL,EQ,       758.05,                  5857850.10,7731
,BBTC,EQ,      1219.80,                114194033.90,94153
,BCG,BE,         6.55,                 12862191.10,2052535
,BCP,EQ,         4.30,                   120107.60,27932
,BDL,EQ,       387.50,                271080043.50,706897
,BEARDSELL,BE,         7.55,                     1763.50,240
,BEDMUTHA,EQ,        12.55,                   133714.85,10647
,BEL,EQ,        96.55,               2098806670.25,21583250
,BEML,EQ,       653.20,                155993744.20,238180
,BEPL,EQ,        46.20,                 15688061.10,336183
,BETA,SM,        90.00,                   144800.00,1600
,BFINVEST,EQ,       309.30,                 54056505.60,173159
,BFUTILITIE,EQ,       228.25,                 34464804.30,149824
,BGRENERGY,BE,        36.80,                  3073944.90,83940
,BHAGERIA,EQ,       118.20,                  8788244.60,74019
,BHAGYANGR,EQ,        16.20,                   122948.35,7600
,BHAGYAPROP,EQ,        21.50,                    13117.90,599
,BHANDARI,EQ,         1.15,                   343998.45,298372
,BHARATFORG,EQ,       393.25,                874387419.15,2260234
,BHARATGEAR,EQ,        39.90,                   337349.05,8418
,BHARATRAS,EQ,      9938.55,                248163734.80,25332
,BHARATWIRE,EQ,        20.50,                   132219.50,6445
,BHEL,EQ,        37.45,               1370847996.25,37120214
,BIGBLOC,EQ,        44.05,                   686382.75,15748
,BIL,EQ,       134.55,                   107330.95,800
,BILENERGY,EQ,          .90,                  1444872.25,1580943
,BINDALAGRO,EQ,        10.10,                   263898.65,26193
,BIOFILCHEM,BE,        23.70,                   839572.50,35425
,BIRLACABLE,EQ,        48.85,                  1996947.75,40697
,BIRLACORPN,EQ,       605.90,                406221907.75,683291
,BIRLAMONEY,EQ,        35.80,                  5893870.75,164234
,BIRLATYRE,EQ,        22.50,                 33467287.90,1464746
,BKMINDST,BE,         1.20,                    46866.00,39055
,BLBLIMITED,BE,         4.50,                  1206940.50,268277
,BLISSGVS,EQ,       105.10,                 57048850.35,539775
,BLKASHYAP,EQ,         5.60,                   177955.65,32008
,BLS,EQ,        87.90,                 14967962.45,171587
,BLUECOAST,BE,         3.65,                      138.70,38
,BLUEDART,EQ,      2153.95,                 28590870.95,13191
,BLUESTARCO,EQ,       486.25,                 19783090.90,40563
,BODALCHEM,EQ,        74.15,                 69504425.30,929730
,BOMDYEING,EQ,        62.50,                 76267480.90,1216775
,BOROLTD,BE,       168.00,                   149688.00,891
,BORORENEW,EQ,        70.55,                 17913370.55,252095
,BPL,BE,        17.75,                   536493.40,30143
,BRFL,BE,         8.10,                   541371.60,66836
,BRIGADE,EQ,       140.00,                 17876280.65,127817
,BRITANNIA,N2,        33.51,                    91595.88,2731
,BRNL,EQ,        34.40,                   194938.35,5667
,BROOKS,BE,        34.55,                  1531264.90,43435
,BSE,EQ,       506.85,                318857970.70,624420
,BSELINFRA,BE,         1.20,                    72381.25,59295
,BSHSL,SM,       107.20,                   385560.00,3600
,BSL,EQ,        24.20,                  3824876.45,153177
,BSLGOLDETF,EQ,      4808.35,                  5583206.05,1144
,BSLNIFTY,EQ,       122.32,                    78875.33,650
,BSOFT,EQ,       117.70,               1116231885.60,9659642
,BURNPUR,BE,         1.45,                     7587.25,5200
,BUTTERFLY,EQ,       122.95,                  4939574.65,39986
,BVCL,BE,        12.45,                     9918.00,803
,BYKE,EQ,        14.05,                   377314.40,26689
,CADSYS,SM,        22.50,                    90000.00,4000
,CALSOFT,EQ,         8.25,                   452570.45,54320
,CAMLINFINE,EQ,        64.10,                 30274623.35,476341
,CANBK,EQ,       100.40,                622036323.55,6199807
,CANDC,BZ,         2.25,                     2058.75,915
,CANFINHOME,EQ,       375.95,                149586531.15,392865
,CANTABIL,EQ,       301.80,                 45194686.25,154833
