,05-Mar-2020
The Nifty witnessed an intraday movement of about 144.9 points.The closing index was 0.16 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 44513.63
, Traded Quantity (in Lakhs), 26926.18
, Number of Trades, 14915274
, Total Market Capitalisation (Rs. Crores), 14627559.44

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11251.00,     11306.05,     11389.50,     11244.60,     11269.00,18
,NIFTY50 EQL Wgt,     11309.45,     11373.15,     11468.15,     11301.25,     11357.55,48.1
,NIFTY100 EQL Wgt,     12268.80,     12338.70,     12441.25,     12260.30,     12322.90,54.1
,NIFTY100 LowVol30,      8517.50,      8544.70,      8643.45,      8537.10,      8550.05,32.55
,NIFTY Alpha 50,     13251.65,     13299.10,     13371.95,     13126.85,     13279.05,27.4
,NIFTY MIDCAP 150,      6244.95,      6278.00,      6303.45,      6212.30,      6260.15,15.2
,NIFTY SMLCAP 50,      2656.70,      2672.45,      2683.85,      2641.25,      2659.95,3.25
,NIFTY SMLCAP 250,      4754.95,      4782.20,      4806.90,      4742.75,      4775.95,21
,NIFTY MIDSML 400,      5710.70,      5741.70,      5763.55,      5685.60,      5728.10,17.4
,NIFTY200 QUALTY30,      9561.60,      9610.05,      9711.90,      9605.10,      9635.15,73.55
,Nifty IT,     15864.30,     15912.05,     16150.60,     15841.10,     15871.35,7.05
,Nifty Next 50,     26717.15,     26874.70,     27097.90,     26710.85,     26877.55,160.4
,Nifty Bank,     28653.70,     28830.30,     29134.30,     28535.60,     28815.35,161.65
,NIFTY MIDCAP 100,     16746.45,     16839.50,     16908.30,     16627.85,     16769.90,23.45
,Nifty 500,      9258.25,      9305.55,      9365.55,      9250.05,      9280.15,21.9
,Nifty 100,     11372.85,     11430.10,     11515.55,     11371.50,     11397.90,25.05
,Nifty Midcap 50,      4500.20,      4523.85,      4547.05,      4464.35,      4507.40,7.2
,Nifty Realty,       281.05,       283.60,       284.85,       275.45,       277.85,-3.2
,Nifty Infra,      3024.65,      3042.85,      3049.70,      3009.50,      3014.70,-9.95
,Nifty Energy,     13876.65,     13956.00,     14039.80,     13707.05,     13743.65,-133
,Nifty FMCG,     29223.75,     29333.25,     29844.10,     29332.05,     29530.50,306.75
,Nifty MNC,     13416.20,     13464.25,     13584.55,     13436.70,     13464.45,48.25
,Nifty Pharma,      8086.55,      8125.90,      8281.70,      8122.60,      8146.00,59.45
,Nifty PSE,      2776.75,      2793.65,      2814.05,      2754.10,      2761.10,-15.65
,Nifty PSU Bank,      1865.90,      1880.70,      1936.00,      1810.45,      1891.90,26
,Nifty Serv Sector,     16344.15,     16423.40,     16569.50,     16324.70,     16404.55,60.4
,India VIX,24.2250,24.2250,24.2250,22.1250,23.2475,-0.9775
,Nifty Auto,      6938.85,      6966.30,      7013.65,      6892.75,      6953.75,14.9
,Nifty Metal,      2304.30,      2327.65,      2351.45,      2278.00,      2284.85,-19.45
,Nifty Media,      1617.65,      1628.45,      1640.05,      1578.75,      1606.30,-11.35
,NIFTY SMLCAP 100,      5576.60,      5605.25,      5633.25,      5550.75,      5583.35,6.75
,Nifty 200,      5833.40,      5863.10,      5901.80,      5828.55,      5845.75,12.35
,Nifty Div Opps 50,      2345.60,      2354.10,      2378.10,      2343.45,      2346.80,1.2
,Nifty Commodities,      3049.45,      3069.90,      3088.60,      3027.00,      3033.15,-16.3
,Nifty Consumption,      4871.65,      4892.45,      4937.50,      4884.95,      4911.25,39.6
,Nifty Fin Service,     13439.50,     13499.00,     13607.70,     13394.30,     13472.75,33.25
,Nifty50 Div Point,       130.13,       131.85,       131.85,       131.85,       131.85,1.72
,Nifty100 Liq 15,      3270.05,      3299.50,      3327.15,      3245.20,      3279.10,9.05
,Nifty CPSE,      1605.90,      1612.45,      1622.10,      1587.85,      1597.45,-8.45
,Nifty GrowSect 15,      5859.05,      5877.45,      5966.50,      5872.20,      5900.75,41.7
,Nifty50 PR 2x Lev,      4455.75,      4498.75,      4563.80,      4450.25,      4469.40,13.65
,Nifty50 PR 1x Inv,       417.35,       415.35,       417.65,       412.30,       416.75,-.6
,Nifty50 TR 2x Lev,      5804.30,      5862.10,      5946.85,      5798.95,      5823.85,19.55
,Nifty50 TR 1x Inv,       365.75,       363.95,       365.95,       361.25,       365.15,-.6
,Nifty50 Value 20,      5189.70,      5213.90,      5287.95,      5209.35,      5216.55,26.85
,Nifty Mid Liq 15,      3904.00,      3931.70,      3958.15,      3885.25,      3917.65,13.65
,Nifty Pvt Bank,     15761.60,     15838.80,     16042.50,     15681.30,     15853.45,91.85
,NIFTY100 Qualty30,      2606.40,      2620.55,      2646.55,      2619.55,      2625.40,19
,Nifty GS 8 13Yr,      2098.26,      2098.64,      2098.70,      2095.06,      2096.76,-1.5
,Nifty GS 10Yr,      1932.30,      1932.63,      1932.77,      1927.95,      1930.87,-1.43
,Nifty GS 10Yr Cln,       966.03,       966.03,       966.10,       963.63,       965.12,-.91
,Nifty GS 4 8Yr,      2227.71,      2228.12,      2228.12,      2223.67,      2225.57,-2.14
,Nifty GS 11 15Yr,      2255.21,      2255.64,      2257.88,      2253.84,      2255.36,.15
,Nifty GS 15YrPlus,      2474.62,      2475.08,      2484.80,      2475.08,      2484.80,10.18
,Nifty GS Compsite,      2135.77,      2136.16,      2136.60,      2132.41,      2134.27,-1.5

,ADVANCES,968
,DECLINES,872
,UNCHANGED,127

,Total securities that have hit their price bands today,371

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       285.30,       288.50,1.12,4271
,AKSHOPTFBR,EQ,         5.05,                  1421133.95,276645
,AKZOINDIA,EQ,      2435.45,                 33593056.35,13805
,ALANKIT,EQ,        14.45,                  4615065.00,323415
,ALBERTDAVD,EQ,       429.80,                  2531053.65,5880
,ALBK,EQ,        12.95,                 40906492.60,3204476
,ALCHEM,BE,          .80,                    24325.10,31963
,ALEMBICLTD,EQ,        48.20,                  2778450.00,56701
,ALICON,EQ,       280.95,                  1032589.40,3700
,ALKALI,EQ,        41.45,                   152456.50,3674
,ALKEM,EQ,      2611.10,                142525247.70,54742
,ALKYLAMINE,EQ,      1533.85,                 30150665.90,19811
,ALLCARGO,EQ,       110.85,                 18545763.75,165388
,ALLSEC,EQ,       258.00,                   119512.25,464
,ALMONDZ,EQ,        16.25,                    18814.05,1158
,ALOKINDS,EQ,         9.75,                  3170319.75,325161
,ALPA,EQ,        15.95,                   361385.25,23017
,ALPHAGEO,EQ,       189.60,                  6068908.90,32158
,ALPSINDUS,BE,          .75,                     4028.50,5419
,AMARAJABAT,EQ,       628.65,                263762038.00,415269
,AMBER,EQ,      1423.00,                126016425.80,89510
,AMBIKCO,EQ,       802.15,                  1774064.05,2220
,AMDIND,EQ,        13.75,                   457621.80,32028
,AMJLAND,EQ,        18.85,                    69823.30,3670
,AMRUTANJAN,EQ,       457.90,                 18790823.85,41068
,ANANTRAJ,EQ,        29.95,                  5526056.75,186288
,ANDHRABANK,EQ,        13.55,                 18541760.75,1388067
,ANDHRACEMT,EQ,         1.85,                   137877.30,72752
,ANDHRAPAP,EQ,       243.20,                   725400.00,2994
,ANDHRSUGAR,EQ,       251.80,                  8867168.85,36160
,ANIKINDS,EQ,         7.30,                     5111.50,676
,ANKITMETAL,EQ,          .40,                     9093.05,22525
,ANSALAPI,EQ,         5.25,                   596833.20,113300
,ANSALHSG,EQ,         3.90,                    97092.05,25123
,ANTGRAPHIC,BE,          .55,                    11937.85,21469
,ANUP,EQ,       527.00,                  1931268.40,3657
,APARINDS,EQ,       369.00,                 19314360.30,52361
,APCL,EQ,       136.30,                  1174958.85,8702
,APCOTEXIND,EQ,        99.70,                  3762270.80,37215
,APEX,EQ,       245.45,                 68590224.50,283040
,APLAPOLLO,EQ,      1899.85,                 68433831.95,35935
,APLLTD,EQ,       633.70,                136260558.90,212163
,APOLLO,EQ,        70.05,                  1809671.10,25793
,APOLLOHOSP,EQ,      1727.20,               1154885333.20,661463
,APOLLOPIPE,EQ,       402.75,                  1786812.95,4386
,APOLLOTYRE,EQ,       139.25,                538578493.10,3841282
,APOLSINHOT,EQ,       490.25,                   995505.60,2001
,APTECHT,EQ,       116.15,                 11204972.50,95265
,ARCHIDPLY,EQ,        19.00,                    68166.15,3584
,ARCHIES,EQ,        13.50,                   459486.95,33629
,ARCOTECH,EQ,         1.10,                    10523.70,9567
,ARENTERP,EQ,        16.25,                      276.25,17
,ARIES,EQ,        50.40,                  1569480.30,31011
,ARIHANT,EQ,        16.55,                    35069.75,2103
,ARIHANTSUP,EQ,        24.15,                     8038.35,342
,ARMANFIN,EQ,       920.70,                 11627958.65,12528
,AROGRANITE,EQ,        27.00,                   359712.85,13246
,ARROWGREEN,BE,        38.00,                   237518.75,6186
,ARSHIYA,EQ,        12.80,                   739757.10,56606
,ARSSINFRA,EQ,        15.35,                   163631.10,10779
,ARTEMISMED,EQ,       197.20,                    51845.20,275
,ARVIND,EQ,        36.70,                 18867377.80,510757
,ARVINDFASN,EQ,       349.25,                  5041599.75,14482
,ARVSMART,EQ,        86.80,                  1817547.35,21065
,ASAHIINDIA,EQ,       247.10,                 37072198.20,152182
,ASAHISONG,EQ,       125.55,                   267282.95,2130
,ASAL,EQ,        18.70,                   143211.10,7789
,ASALCBR,EQ,       200.55,                  5606219.75,28153
,ASHAPURMIN,EQ,        33.60,                   728307.70,21705
,ASHIANA,EQ,        91.50,                 28274312.90,304629
,ASHIMASYN,EQ,         5.40,                    45590.80,8621
,ASHOKA,EQ,        86.20,                 15150990.45,173913
,ASIANHOTNR,EQ,        70.15,                    63804.55,906
,ASIANTILES,EQ,       244.60,                 11494488.50,46409
,ASPINWALL,EQ,       124.75,                    92014.90,743
,ASTEC,EQ,       485.35,                  2646991.35,5559
,ASTERDM,EQ,       159.05,                  5827992.20,36534
,ASTRAL,EQ,      1119.40,                 49359986.00,44058
,ASTRAMICRO,EQ,        84.75,                 10923625.50,128584
,ASTRAZEN,EQ,      2627.30,                 19656122.90,7412
,ASTRON,EQ,        37.20,                  1440991.40,38995
,ATFL,EQ,       647.60,                  2406818.35,3806
,ATLANTA,EQ,         4.25,                    72612.35,17087
,ATLASCYCLE,BE,        39.30,                    68580.70,1762
,ATUL,EQ,      5088.20,                 95561402.85,18840
,ATULAUTO,EQ,       208.50,                  7529995.00,35803
,AUBANK,EQ,      1174.70,               1286806883.50,1107051
,AURIONPRO,EQ,        39.20,                   410269.50,10483
,AUSOMENT,EQ,        35.15,                    66235.00,1870
,AUTOAXLES,EQ,       655.00,                  4191563.65,6432
,AUTOIND,EQ,        17.50,                   106756.75,5968
,AUTOLITIND,EQ,        17.80,                   129970.35,7225
,AVADHSUGAR,EQ,       200.20,                 23514945.75,116715
,AVANTIFEED,EQ,       422.65,                270633313.35,638822
,AVTNPL,EQ,        35.35,                  1732159.70,48685
,AXISCADES,EQ,        47.10,                  2459791.40,51656
,AXISGOLD,EQ,      3795.80,                  1823580.70,481
,AXISNIFTY,EQ,      1170.00,                   137943.23,118
,AYMSYNTEX,EQ,        28.60,                   128598.00,4487
,BABAFOOD,SM,        64.70,                   129400.00,2000
,BAFNAPH,BE,         5.25,                      304.50,58
,BAGFILMS,EQ,         1.55,                   115124.95,74311
,BAJAJCON,EQ,       179.90,                 49438379.45,283327
,BAJAJELEC,EQ,       403.75,                 34661519.90,84959
,BAJAJHIND,EQ,         4.05,                 14884536.65,3670688
,BALAJITELE,EQ,        48.10,                   986002.70,20232
,BALAMINES,EQ,       401.90,                 28782875.45,71340
,BALAXI,BE,        98.70,                    37255.10,372
,BALKRISHNA,EQ,        15.10,                    14829.45,979
,BALKRISIND,EQ,      1099.25,                587468558.90,529835
,BALLARPUR,EQ,          .40,                   230020.55,546139
,BALMLAWRIE,EQ,       100.50,                  5806156.55,57749
,BALPHARMA,EQ,        37.70,                    84559.80,2221
,BALRAMCHIN,EQ,       136.10,                110211427.45,795358
,BANARBEADS,EQ,        33.10,                    36233.30,1106
,BANARISUG,EQ,      1158.20,                   422675.15,357
,BANCOINDIA,EQ,        84.00,                  1988844.35,23747
,BANG,EQ,        16.55,                   182257.30,10982
,BANKBEES,EQ,       294.59,                 22936206.39,77804
,BANKINDIA,EQ,        48.25,                147000496.60,3033072
,BANSWRAS,EQ,       116.65,                   846828.70,7213
,BARTRONICS,BZ,          .80,                    22116.70,24813
,BASF,EQ,      1206.20,                821482823.45,687076
,BASML,EQ,        96.50,                    71951.35,731
,BATAINDIA,EQ,      1612.95,               1500975065.60,944547
,BAYERCROP,EQ,      4361.50,                 29423027.45,6717
,BBL,EQ,       734.60,                 11085704.25,14902
,BBTC,EQ,      1089.75,                 33596062.00,30552
,BCG,EQ,         4.25,                  2966703.00,692805
,BCP,EQ,        18.70,                   886808.10,48165
,BDL,EQ,       262.95,                 26990091.05,101900
,BEARDSELL,EQ,         6.65,                   151840.65,22833
,BEDMUTHA,EQ,        12.55,                   181219.80,14659
,BEL,EQ,        73.10,               1152603829.95,15594961
,BEML,EQ,       698.45,                151607473.80,216148
,BEPL,EQ,        38.55,                  9779592.85,252530
,BETA,SM,        54.55,                   351240.00,6400
,BFINVEST,EQ,       320.40,                  9040573.15,28011
,BFUTILITIE,EQ,       282.05,                 75950242.80,263877
,BGLOBAL,BE,         1.20,                    13519.70,11751
,BGRENERGY,EQ,        32.10,                  3354614.45,103303
,BHAGERIA,EQ,       121.15,                  3332590.40,27639
,BHAGYANGR,EQ,        19.85,                   509065.70,25410
,BHAGYAPROP,EQ,        23.00,                    68843.30,3044
,BHANDARI,EQ,          .95,                    43214.10,44918
,BHARATFORG,EQ,       439.95,                646158569.30,1473099
,BHARATGEAR,EQ,        35.10,                   635397.55,17580
,BHARATRAS,EQ,      7160.25,                  9207676.55,1280
,BHARATWIRE,EQ,        25.00,                   232581.95,9233
,BHEL,EQ,        30.70,                632193349.85,20609801
,BIGBLOC,EQ,        30.40,                     2346.70,78
,BIL,EQ,       130.05,                   102597.85,805
,BILENERGY,EQ,          .65,                   614025.65,929302
,BINDALAGRO,EQ,         9.70,                    88134.90,9092
,BIOFILCHEM,EQ,         9.00,                   123043.85,13722
,BIRLACABLE,EQ,        44.00,                  1999214.50,44935
,BIRLACORPN,EQ,       699.60,                 52162317.65,74201
,BIRLAMONEY,EQ,        32.50,                  4001297.90,123547
,BIRLATYRE,EQ,         5.35,                    26926.55,5033
,BKMINDST,EQ,          .45,                      157.50,350
,BLBLIMITED,EQ,         4.50,                   174655.60,39126
,BLISSGVS,EQ,       112.15,                 36998007.55,330279
,BLKASHYAP,EQ,         7.35,                   259003.00,36213
,BLS,EQ,        54.55,                  1934270.15,35807
,BLUEBLENDS,BZ,          .65,                     3436.85,5484
,BLUEDART,EQ,      2885.20,                  7429677.45,2589
,BLUESTARCO,EQ,       794.00,                 41397110.50,52106
,BODALCHEM,EQ,        63.50,                  9897816.80,155393
,BOHRA,SM,          .80,                     3200.00,4000
,BOMDYEING,EQ,        70.05,                 85399922.95,1209777
,BORORENEW,EQ,       188.80,                 14425281.30,76090
,BPL,EQ,        16.45,                  1253223.95,76301
,BRFL,EQ,         4.20,                   178536.50,41114
,BRIGADE,EQ,       220.95,                  3677294.55,16707
,BRITANNIA,N2,        32.10,                  3148699.28,98335
,BRNL,EQ,        48.60,                   536464.80,10925
,BROOKS,EQ,        23.60,                   653421.55,27976
,BSE,EQ,       432.70,                 59005098.05,135039
,BSELINFRA,EQ,          .85,                     1530.00,1900
,BSHSL,SM,       109.00,                   130800.00,1200
,BSL,EQ,        27.10,                    64086.50,2355
,BSLGOLDETF,EQ,      3948.65,                  1753191.85,444
,BSLNIFTY,EQ,       123.13,                    12334.09,100
,BSOFT,EQ,        95.30,                151187304.60,1551392
,BURNPUR,EQ,         1.00,                    41291.75,41494
,BUTTERFLY,EQ,       169.80,                  5967518.25,35002
,BVCL,BE,        11.90,                    26559.70,2252
,BYKE,EQ,        15.60,                   705556.00,45372
,CADSYS,SM,        24.00,                    96000.00,4000
,CALSOFT,EQ,        11.60,                  1532354.90,131207
,CAMLINFINE,EQ,        66.05,                 42740788.40,634669
,CANBK,EQ,       139.10,               1971661613.65,14180230
,CANFINHOME,EQ,       480.00,                 88261272.40,183826
,CANTABIL,EQ,       269.10,                  8842090.95,33279
,CAPACITE,EQ,       148.40,                  2485419.75,16652
,CAPLIPOINT,EQ,       300.55,                 16532383.80,54712
,CAPTRUST,EQ,        85.50,                   142908.80,1655
