,15-Sep-2020
The Nifty witnessed an intraday movement of about 93.7 points.The closing index was 0.71 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 53815.11
, Traded Quantity (in Lakhs), 26440.48
, Number of Trades, 16252609
, Total Market Capitalisation (Rs. Crores), 15686733.88

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11440.05,     11487.20,     11535.95,     11442.25,     11521.80,81.75
,NIFTY50 EQL Wgt,     11857.75,     11901.55,     11940.70,     11870.95,     11922.45,64.7
,NIFTY100 EQL Wgt,     12809.60,     12859.75,     12916.50,     12843.20,     12901.30,91.7
,NIFTY100 LowVol30,      9186.20,      9205.10,      9255.30,      9188.85,      9223.65,37.45
,NIFTY Alpha 50,     16677.80,     16808.25,     16977.55,     16786.25,     16952.85,275.05
,NIFTY MIDCAP 150,      6582.85,      6623.75,      6670.10,      6619.55,      6662.10,79.25
,NIFTY SMLCAP 50,      2933.10,      2957.60,      2985.05,      2940.45,      2979.45,46.35
,NIFTY SMLCAP 250,      5107.90,      5158.40,      5179.55,      5128.85,      5174.05,66.15
,NIFTY MIDSML 400,      6056.00,      6100.55,      6134.80,      6097.50,      6130.65,74.65
,NIFTY200 QUALTY30,     10428.50,     10450.85,     10475.65,     10398.55,     10423.15,-5.35
,Nifty FinSrv25 50,     10743.75,     10809.25,     10885.90,     10770.65,     10862.70,118.95
,NIFTY AlphaLowVol,     11962.65,     11983.70,     12091.75,     11978.10,     12047.90,85.25
,Nifty IT,     19505.10,     19511.50,     19823.00,     19392.35,     19627.30,122.2
,Nifty Next 50,     27256.00,     27361.00,     27562.55,     27349.65,     27515.80,259.8
,Nifty Bank,     22101.25,     22202.80,     22514.15,     22062.35,     22465.65,364.4
,NIFTY MIDCAP 100,     17206.50,     17302.15,     17415.10,     17289.65,     17393.35,186.85
,Nifty 500,      9493.30,      9538.15,      9583.20,      9515.35,      9573.35,80.05
,Nifty 100,     11566.45,     11613.70,     11666.30,     11580.05,     11652.85,86.4
,Nifty Midcap 50,      4740.10,      4763.40,      4784.75,      4743.75,      4770.05,29.95
,Nifty Realty,       222.95,       223.80,       224.20,       219.90,       221.35,-1.6
,Nifty Infra,      3182.10,      3192.85,      3216.65,      3188.55,      3212.95,30.85
,Nifty Energy,     15829.15,     15869.20,     15966.80,     15833.30,     15898.60,69.45
,Nifty FMCG,     30760.50,     30846.25,     30866.60,     30617.90,     30712.20,-48.3
,Nifty MNC,     14207.50,     14269.85,     14355.30,     14263.05,     14323.30,115.8
,Nifty Pharma,     11233.30,     11269.55,     11604.35,     11263.15,     11450.50,217.2
,Nifty PSE,      2458.75,      2462.90,      2478.95,      2452.55,      2460.90,2.15
,Nifty PSU Bank,      1435.00,      1445.35,      1447.05,      1424.60,      1435.55,.55
,Nifty Serv Sector,     14749.20,     14809.75,     14928.30,     14763.65,     14906.55,157.35
,India VIX,21.1900,21.1900,21.1900,18.8975,20.5975,-0.5925
,Nifty Auto,      8035.35,      8067.80,      8074.10,      7997.80,      8033.50,-1.85
,Nifty Metal,      2387.05,      2402.40,      2411.20,      2380.95,      2385.55,-1.5
,Nifty Media,      1658.85,      1668.95,      1674.10,      1646.10,      1651.80,-7.05
,NIFTY SMLCAP 100,      5957.75,      6008.65,      6058.70,      5976.55,      6049.15,91.4
,Nifty 200,      5940.05,      5965.30,      5993.15,      5950.10,      5986.70,46.65
,Nifty Div Opps 50,      2451.80,      2458.35,      2463.80,      2445.75,      2456.40,4.6
,Nifty Commodities,      3202.00,      3216.65,      3243.00,      3213.80,      3235.35,33.35
,Nifty Consumption,      5118.85,      5138.45,      5146.25,      5103.40,      5118.10,-.75
,Nifty Fin Service,     10782.65,     10850.30,     10950.35,     10798.65,     10925.95,143.3
,Nifty50 Div Point,        53.78,        53.78,        53.78,        53.78,        53.78,0
,Nifty100 Liq 15,      2773.60,      2785.45,      2811.00,      2772.05,      2807.20,33.6
,Nifty CPSE,      1415.10,      1417.55,      1423.40,      1411.75,      1414.85,-.25
,Nifty GrowSect 15,      5340.00,      5369.10,      5400.30,      5349.05,      5391.60,51.6
,Nifty50 PR 2x Lev,      4135.60,      4169.30,      4204.00,      4137.10,      4194.30,58.7
,Nifty50 PR 1x Inv,       383.70,       382.15,       383.65,       380.55,       381.00,-2.7
,Nifty50 TR 2x Lev,      5468.15,      5512.70,      5558.60,      5470.15,      5545.85,77.7
,Nifty50 TR 1x Inv,       333.90,       332.55,       333.85,       331.15,       331.55,-2.35
,Nifty50 Value 20,      5687.20,      5698.20,      5719.45,      5666.65,      5685.75,-1.45
,Nifty Mid Liq 15,      4126.35,      4140.85,      4168.70,      4117.55,      4148.65,22.3
,Nifty Pvt Bank,     12205.50,     12256.50,     12465.70,     12174.55,     12431.90,226.4
,NIFTY100 Qualty30,      2742.70,      2749.75,      2754.70,      2736.55,      2748.40,5.7
,Nifty GS 8 13Yr,      2191.98,      2192.36,      2197.67,      2192.36,      2195.17,3.19
,Nifty GS 10Yr,      1980.10,      1980.43,      1983.01,      1979.00,      1980.60,.5
,Nifty GS 10Yr Cln,       958.92,       958.92,       960.18,       958.23,       959.01,.09
,Nifty GS 4 8Yr,      2323.79,      2324.16,      2327.85,      2323.81,      2326.85,3.06
,Nifty GS 11 15Yr,      2372.17,      2372.60,      2374.86,      2372.17,      2373.88,1.71
,Nifty GS 15YrPlus,      2574.33,      2574.80,      2577.21,      2574.80,      2577.21,2.88
,Nifty GS Compsite,      2233.16,      2233.55,      2237.47,      2233.55,      2235.95,2.79

,ADVANCES,1111
,DECLINES,770
,UNCHANGED,90

,Total securities that have hit their price bands today,390

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      2302.55,      2318.85,0.71,2899.01
,ALEMBICLTD,EQ,       112.65,                225708332.40,1998014
,ALICON,EQ,       335.70,                   977956.75,2905
,ALKALI,EQ,        49.80,                  2278019.50,46683
,ALKEM,EQ,      2851.70,                499188671.60,173773
,ALKYLAMINE,EQ,      3373.25,                115780752.50,34313
,ALLCARGO,EQ,       122.90,                 42558993.85,345698
,ALLSEC,EQ,       259.85,                   495127.10,1927
,ALMONDZ,EQ,        12.75,                   126699.40,9840
,ALOKINDS,EQ,        33.20,                987469848.40,29982121
,ALPA,EQ,        27.55,                   755559.85,27436
,ALPHAGEO,EQ,       165.05,                  1116274.25,6749
,ALPSINDUS,EQ,         1.35,                    39634.40,28144
,AMARAJABAT,EQ,       782.70,                731086708.75,941040
,AMBER,EQ,      2065.10,               2330439081.85,1137928
,AMBIKCO,EQ,       702.65,                  2493508.00,3527
,AMDIND,EQ,        16.55,                   231502.10,13854
,AMJLAND,EQ,        18.40,                    66311.70,3630
,AMJUMBO,SM,         8.00,                   180800.00,24000
,AMRUTANJAN,EQ,       468.70,                 62402186.45,132449
,ANANTRAJ,EQ,        29.10,                  8801504.70,298302
,ANDHRACEMT,EQ,         5.15,                  1488850.25,284124
,ANDHRAPAP,EQ,       210.60,                 12383098.75,58430
,ANDHRSUGAR,EQ,       320.30,                 36351375.55,112094
,ANIKINDS,EQ,        12.65,                   179566.45,14398
,ANKITMETAL,BE,         1.05,                    45036.60,42892
,ANSALAPI,EQ,         4.40,                   294923.75,67430
,ANSALHSG,EQ,         4.25,                   203903.25,47908
,ANUP,EQ,       586.75,                  7437222.10,12800
,APARINDS,EQ,       322.80,                  8391118.10,25974
,APCL,EQ,       192.80,                 15545775.30,83012
,APCOTEXIND,EQ,       153.05,                 12704586.95,81930
,APEX,EQ,       274.70,                 85071052.40,303854
,APLAPOLLO,EQ,      2819.00,                860058702.60,306602
,APLLTD,EQ,       926.75,                634777391.70,678772
,APOLLO,EQ,       116.70,                  4681633.45,39995
,APOLLOHOSP,EQ,      1672.85,               4665293299.70,2802668
,APOLLOPIPE,EQ,       388.75,                  6382435.25,16319
,APOLLOTYRE,EQ,       127.75,               1599982142.75,12471201
,APOLSINHOT,EQ,       566.15,                   904094.40,1573
,APTECHT,EQ,       127.75,                 36717674.70,283815
,ARCHIDPLY,EQ,        27.25,                   749248.65,27303
,ARCHIES,EQ,        12.00,                   206295.35,17063
,ARCOTECH,BE,         2.30,                    65382.75,27902
,ARENTERP,EQ,        11.20,                    11850.70,1040
,ARIES,EQ,        73.85,                  2191411.30,29457
,ARIHANT,EQ,        17.95,                     6366.30,364
,ARIHANTSUP,EQ,        21.60,                   138004.65,6258
,ARMANFIN,EQ,       562.60,                  3779820.50,6705
,AROGRANITE,EQ,        27.35,                   129494.95,4767
,ARROWGREEN,EQ,        47.10,                   259460.05,5562
,ARSHIYA,EQ,        11.20,                    96231.05,8770
,ARSSINFRA,EQ,        14.95,                   233602.00,15816
,ARTEMISMED,EQ,       161.55,                    74565.90,461
,ARVEE,SM,        76.75,                  1003700.00,14000
,ARVIND,EQ,        31.90,                 47989765.95,1497701
,ARVINDFASN,EQ,       138.15,                 25119841.05,180171
,ARVSMART,EQ,        93.30,                  4831417.10,50883
,ASAHIINDIA,EQ,       227.95,                 19653630.75,85552
,ASAHISONG,EQ,       208.70,                  2804115.00,13309
,ASAL,EQ,        22.15,                    35305.90,1616
,ASALCBR,EQ,       254.90,                 17589806.90,68023
,ASHAPURMIN,EQ,        75.35,                 28075016.25,375094
,ASHIANA,EQ,        74.75,                  1331800.75,17783
,ASHIMASYN,EQ,         8.80,                  1070583.25,120591
,ASHOKA,EQ,        71.75,                102098259.75,1426259
,ASHOKLEY,EQ,        77.85,               5905255222.90,77844490
,ASIANHOTNR,EQ,        57.55,                   251234.35,4329
,ASIANTILES,EQ,       308.65,                180754125.15,586131
,ASPINWALL,EQ,       142.30,                   265946.85,1882
,ASTEC,EQ,      1239.65,                322102815.35,261580
,ASTERDM,EQ,       132.00,                 32201973.10,244821
,ASTRAL,EQ,      1202.05,                554432466.45,452760
,ASTRAMICRO,EQ,       126.85,                236954573.45,1889961
,ASTRAZEN,EQ,      4350.20,                272048764.00,62554
,ASTRON,EQ,        41.60,                   344977.30,8259
,ATFL,EQ,       714.30,                  7252732.75,10125
,ATLANTA,EQ,         7.55,                    98548.10,12912
,ATLASCYCLE,BE,        46.10,                    88869.80,1925
,ATUL,EQ,      6802.85,               1247626508.10,184708
,ATULAUTO,EQ,       183.40,                 12295959.35,66856
,AUBANK,EQ,       700.10,                350324188.05,500319
,AURIONPRO,EQ,        64.40,                   755862.80,11737
,AUSOMENT,EQ,        42.70,                   380985.05,8914
,AUTOAXLES,EQ,       687.85,                  2738121.35,3980
,AUTOIND,EQ,        31.95,                   633877.95,19774
,AUTOLITIND,EQ,        21.85,                    51896.20,2363
,AVADHSUGAR,EQ,       197.30,                 29990432.40,150600
,AVANTIFEED,EQ,       546.70,                817627443.50,1488109
,AVTNPL,EQ,        47.35,                 31686891.70,666096
,AXISCADES,EQ,        53.30,                  1599213.20,30004
,AXISGOLD,EQ,        45.20,                  3825541.20,84775
,AXISNIFTY,EQ,       118.52,                   402351.06,3404
,AYMSYNTEX,EQ,        26.75,                   478603.25,18145
,BAFNAPH,EQ,        24.65,                     7025.25,285
,BAGFILMS,EQ,         2.50,                   378728.65,152713
,BAJAJCON,EQ,       186.60,                173616799.25,934025
,BAJAJELEC,EQ,       495.05,                137278873.65,276044
,BAJAJHIND,EQ,         5.70,                 15820625.00,2767330
,BALAJITELE,EQ,        72.90,                 21775585.95,296452
,BALAMINES,EQ,       873.65,                 87527191.00,99776
,BALAXI,BE,       755.30,                 18315516.75,24958
,BALKRISHNA,EQ,        13.95,                    81785.10,5872
,BALKRISIND,EQ,      1379.65,               1075850230.15,776588
,BALLARPUR,BE,         1.45,                  2071364.35,1465198
,BALMLAWRIE,EQ,       120.20,                 40211874.05,334400
,BALPHARMA,EQ,        45.00,                  2920735.10,64659
,BALRAMCHIN,EQ,       156.80,                339996559.80,2185003
,BANARBEADS,EQ,        51.70,                   106362.80,2039
,BANARISUG,EQ,      1309.25,                  1032611.85,783
,BANCOINDIA,EQ,        93.15,                  5323661.70,57201
,BANG,EQ,        17.40,                    19529.85,1114
,BANKBEES,EQ,       226.24,                250596419.14,1117515
,BANKINDIA,EQ,        46.55,                103558287.30,2216657
,BANSWRAS,EQ,        70.95,                   327183.90,4589
,BARTRONICS,BZ,         1.95,                     7204.00,3568
,BASF,EQ,      1558.50,                167259760.95,106306
,BASML,EQ,        91.75,                   372148.10,4004
,BATAINDIA,EQ,      1343.85,               1397852876.25,1041644
,BAYERCROP,EQ,      6089.15,                153423680.80,25085
,BBL,EQ,       788.75,                  5485156.00,6877
,BBTC,EQ,      1392.75,                159618285.60,113450
,BCG,EQ,         7.25,                 26631899.10,3667041
,BCONCEPTS,SM,        19.60,                    58800.00,3000
,BCP,EQ,         5.05,                   417875.05,83386
,BDL,EQ,       311.30,                241144199.80,767940
,BEARDSELL,BE,         9.60,                      192.00,20
,BEDMUTHA,EQ,        18.40,                   467171.05,25984
,BEL,EQ,       104.80,                945169016.15,8980519
,BEML,EQ,       647.40,                189631249.85,294913
,BEPL,EQ,        64.25,                 71344293.60,1095135
,BETA,SM,        79.95,                  2150840.00,26400
,BFINVEST,EQ,       299.75,                  6203889.75,20534
,BFUTILITIE,EQ,       256.55,                 51634169.75,200574
,BGRENERGY,EQ,        37.85,                  1522560.15,40387
,BHAGERIA,EQ,       138.90,                  3584531.25,25815
,BHAGYANGR,EQ,        17.15,                  1810250.10,106496
,BHAGYAPROP,EQ,        21.90,                    39755.00,1815
,BHANDARI,EQ,         1.20,                   119971.15,103388
,BHARATFORG,EQ,       476.70,                802936141.10,1682862
,BHARATGEAR,EQ,        52.00,                   320815.25,6123
,BHARATRAS,EQ,      9492.15,                 29865756.65,3144
,BHARATWIRE,EQ,        27.80,                   434545.70,15725
,BHEL,EQ,        35.95,               1089237805.60,30178732
,BIGBLOC,BE,        49.80,                   341954.60,7043
,BIL,BE,       165.65,                    84660.75,503
,BILENERGY,EQ,          .90,                   877713.30,982040
,BINDALAGRO,EQ,        12.50,                    88937.50,7115
,BIOFILCHEM,BE,        47.50,                  7902991.60,170483
,BIRLACABLE,EQ,        56.45,                  1768740.70,31146
,BIRLACORPN,EQ,       715.05,                436603582.30,627824
,BIRLAMONEY,EQ,        40.30,                  4633048.65,114076
,BIRLATYRE,EQ,        22.60,                  7069786.80,311125
,BKMINDST,EQ,         1.00,                    51623.25,52288
,BLBLIMITED,BE,         5.75,                    53213.10,9179
,BLISSGVS,EQ,       153.65,                128225587.30,831201
,BLKASHYAP,BE,         7.15,                   834106.55,112415
,BLS,EQ,       104.05,                  5117430.35,48554
,BLUEDART,EQ,      2894.05,                 93249112.50,31689
,BLUESTARCO,EQ,       698.10,                212145045.95,304594
,BODALCHEM,EQ,        71.45,                 34287495.80,478463
,BOMDYEING,EQ,        70.60,                243535533.70,3473468
,BOROLTD,BE,       161.90,                  5988947.00,37062
,BORORENEW,EQ,        79.00,                 27138642.10,341408
,BPL,EQ,        19.45,                   762706.35,39331
,BRFL,BE,        12.35,                  1665800.00,135463
,BRIGADE,EQ,       171.15,                 29213575.80,170892
,BRITANNIA,N2,        31.70,                   114425.68,3614
,BRNL,EQ,        33.40,                   685120.10,20429
,BROOKS,EQ,        42.60,                   668862.60,15701
,BSE,EQ,       585.60,               1930158369.70,3359783
,BSELINFRA,EQ,         1.00,                    70472.15,68712
,BSHSL,SM,        89.20,                   313920.00,3200
,BSL,EQ,        22.75,                    75207.20,3276
,BSLGOLDETF,EQ,      4765.45,                  3497637.80,736
,BSLNIFTY,EQ,       126.95,                     9438.91,75
,BSOFT,EQ,       179.15,                385263285.70,2152268
,BURNPUR,EQ,         1.65,                   113637.75,67194
,BUTTERFLY,BE,       239.60,                  8464348.60,35445
,BVCL,BE,        15.50,                    26500.70,1681
,BYKE,EQ,        14.30,                   459510.85,31899
,CALSOFT,BE,         8.20,                   103000.20,12561
,CAMLINFINE,EQ,        94.30,                 41339129.75,443860
,CANBK,EQ,       100.55,                452118438.65,4499994
,CANDC,BZ,         2.70,                    10068.60,3617
