,04-Dec-2020
The Nifty witnessed an intraday movement of about 127.2 points.The closing index was 0.95 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 72020.34
, Traded Quantity (in Lakhs), 34943.59
, Number of Trades, 20013963
, Total Market Capitalisation (Rs. Crores), 17790826.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,124.65
,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,151.55
,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,115.35
,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,63.2
,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,48.05
,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,28.1
,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,14.65
,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,28.85
,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,28.45
,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,82.65
,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,91.15
,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,77.7
,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,101.7
,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,16.8
,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,107.6
,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,119.7
,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,603.65
,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,70.05
,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,85.25
,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,116
,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,30.3
,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,3.2
,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,37.35
,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,-17.7
,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,448.1
,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,61.7
,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,146.65
,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,8.6
,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,24.9
,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,193.55
,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,-0.9725
,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,56.9
,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,35.25
,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,1.6
,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,24
,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,55.5
,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,22.05
,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,17.55
,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,75.05
,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,147.7
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,44.2
,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,8.55
,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,87.65
,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,101.6
,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,-3.15
,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,134.95
,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,-2.7
,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,65.2
,Nifty Mid Liq 15,      4956.20,      4980.15,      5023.70,      4937.10,      4992.30,36.1
,Nifty Pvt Bank,     16321.60,     16397.55,     16711.65,     16346.95,     16648.10,326.5
,NIFTY100 Qualty30,      3108.15,      3115.40,      3133.05,      3110.20,      3130.25,22.1
,Nifty GS 8 13Yr,      2242.18,      2242.55,      2247.08,      2242.55,      2246.74,4.56
,Nifty GS 10Yr,      2021.18,      2021.50,      2027.05,      2021.44,      2025.60,4.42
,Nifty GS 10Yr Cln,       966.57,       966.57,       969.28,       966.54,       968.57,2
,Nifty GS 4 8Yr,      2388.58,      2388.96,      2397.81,      2388.96,      2397.81,9.23
,Nifty GS 11 15Yr,      2433.80,      2434.22,      2438.01,      2434.22,      2436.22,2.42
,Nifty GS 15YrPlus,      2655.07,      2655.55,      2665.92,      2655.55,      2665.92,10.85
,Nifty GS Compsite,      2287.94,      2288.32,      2294.18,      2288.32,      2293.71,5.77

,ADVANCES,1088
,DECLINES,846
,UNCHANGED,96

,Total securities that have hit their price bands today,416

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       256.30,       263.50,2.81,2054.09
,RUCHINFRA,BE,         7.90,                  1654985.00,209793
,RUCHIRA,EQ,        56.30,                  5609775.50,100756
,RUPA,EQ,       228.95,                 28065054.35,121413
,RUSHIL,EQ,       144.60,                  8510512.90,58176
,RVNL,EQ,        24.05,                278203594.50,11524622
,SABEVENTS,BE,         1.15,                      805.00,700
,SABTN,EQ,         1.70,                     3773.25,2246
,SADBHAV,EQ,        67.15,                270202798.00,4072140
,SADBHIN,EQ,        22.30,                 83279393.55,4009308
,SAFARI,EQ,       531.45,                  5596977.65,10495
,SAGARDEEP,BE,        39.65,                   797308.80,19559
,SAGCEM,EQ,       734.05,                 39701493.70,53840
,SAIL,EQ,        54.90,               3575046670.00,65064684
,SAKAR,EQ,        91.65,                  8710519.40,97518
,SAKHTISUG,EQ,         9.30,                   900563.10,96757
,SAKSOFT,EQ,       333.85,                 10509924.35,31334
,SAKUMA,EQ,         5.70,                  4914121.10,909017
,SALASAR,EQ,       214.80,                 14329421.00,66968
,SALONA,EQ,        65.00,                    71763.10,1120
,SALSTEEL,EQ,         3.60,                   180126.00,50035
,SALZERELEC,EQ,       135.55,                 46783362.00,336978
,SAMBHAAV,EQ,         1.95,                    44888.90,23049
,SANCO,EQ,        13.95,                   410884.95,29430
,SANDESH,EQ,       573.05,                   174058.85,302
,SANDHAR,EQ,       246.90,                  4495021.00,17980
,SANGAMIND,EQ,        54.95,                  2208273.15,39724
,SANGHIIND,EQ,        34.10,                104024667.60,2977558
,SANGHVIFOR,BE,        24.50,                   184215.65,7345
,SANGHVIMOV,EQ,       110.05,                 18656282.85,171031
,SANGINITA,EQ,        25.70,                  2004522.90,77997
,SANOFI,EQ,      7899.90,                171944346.90,21758
,SANWARIA,BZ,         1.40,                  1263904.75,876721
,SARDAEN,EQ,       346.00,                 61570869.40,177475
,SAREGAMA,EQ,       762.45,                 34237884.65,45640
,SARLAPOLY,EQ,        21.95,                 17523920.95,778765
,SARVESHWAR,SM,        13.70,                    21920.00,1600
,SASKEN,EQ,       702.95,                 15993498.25,22754
,SASTASUNDR,EQ,       131.35,                  1349544.00,10220
,SATIA,EQ,        97.05,                 49355702.40,509175
,SATIN,EQ,        75.80,                 26058313.75,345496
,SATINPP,E1,        38.65,                  2385390.45,61733
,SBIETFIT,EQ,       223.84,                   253247.28,1131
,SBIETFPB,EQ,       165.99,                   199881.29,1215
,SBIETFQLTY,EQ,       118.28,                   187690.75,1589
,SBIN,N6,     10870.00,                    43540.00,4
,SBIN,N5,     10945.91,                  6698170.19,613
,SCAPDVR,EQ,         1.25,                    93118.90,73989
,SCHAEFFLER,EQ,      3913.10,                292771470.15,74623
,SCHAND,EQ,        68.95,                  3968913.50,57746
,SCHNEIDER,EQ,        89.45,                 21021744.20,234685
,SCI,EQ,        64.55,                629263972.25,9721394
,SDBL,EQ,        30.55,                 21388932.40,727335
,SEAMECLTD,EQ,       416.20,                  3980118.25,9503
,SECURCRED,SM,        15.05,                    27270.00,1800
,SELAN,EQ,       130.65,                 25567583.15,193793
,SELMCL,BZ,         2.10,                   165373.40,78407
,SEPOWER,EQ,         2.50,                    25262.65,10170
,SEQUENT,EQ,       160.00,                140939291.95,876730
,SESHAPAPER,EQ,       141.95,                  3960605.95,27743
,SETCO,EQ,        12.35,                  2228084.95,182159
,SETF10GILT,EQ,       202.15,                   107610.11,530
,SETFGOLD,EQ,      4410.85,                 39495052.10,8955
,SETFNIF50,EQ,       137.47,                  9692649.46,70800
,SETFNIFBK,EQ,       299.87,                 29541326.04,99300
,SETFNN50,EQ,       324.74,                  3443752.04,10610
,SETUINFRA,EQ,          .70,                   120038.25,176999
,SEYAIND,EQ,        62.45,                  1304571.90,20806
,SEZAL,BZ,         2.00,                     4047.00,2101
,SFL,EQ,      1652.10,                 44410956.40,26850
,SGBAPR28I,GB,      4776.18,                   977322.00,204
,SGBAUG24,GB,      4779.57,                  5656109.20,1179
,SGBAUG27,GB,      4790.00,                   125406.06,26
,SGBAUG28V,GB,      4811.74,                  8226502.53,1707
,SGBDC27VII,GB,      4825.00,                    48250.00,10
,SGBDEC2513,GB,      4750.00,                    42875.00,9
,SGBDEC25XI,GB,      4938.00,                     4938.00,1
,SGBFEB24,GB,      4820.33,                   308792.61,64
,SGBFEB27,GB,      4860.00,                   111739.99,23
,SGBJAN26,GB,      4797.99,                    19191.99,4
,SGBJAN27,GB,      4799.99,                     4799.99,1
,SGBJUL25,GB,      4750.00,                   162880.00,34
,SGBJUL27,GB,      4845.00,                     4845.00,1
,SGBJUL28IV,GB,      4771.94,                  3814122.69,800
,SGBJUN28,GB,      4775.03,                  1093576.18,229
,SGBMAR24,GB,      4880.00,                   146400.00,30
,SGBMAR25,GB,      4799.60,                   293369.95,61
,SGBMAR28X,GB,      4740.00,                  1429710.00,301
,SGBMAY25,GB,      4737.94,                   720007.00,152
,SGBMAY26,GB,      4785.00,                    57454.00,12
,SGBMAY28,GB,      4745.00,                  2273443.85,480
,SGBN28VIII,GB,      4856.23,                  1144541.30,235
,SGBNOV23,GB,      4898.90,                   161258.30,33
,SGBNOV24,GB,      4830.00,                   512086.00,106
,SGBNOV258,GB,      4710.65,                  5260642.71,1118
,SGBNOV25IX,GB,      4700.21,                  3690424.51,785
,SGBOC28VII,GB,      4805.00,                   513117.20,106
,SGBOCT25,GB,      4840.00,                    33830.00,7
,SGBOCT25IV,GB,      4711.50,                   236850.10,50
,SGBOCT26,GB,      4837.00,                    48370.00,10
,SGBOCT27,GB,      4805.00,                    28815.00,6
,SGBOCT27VI,GB,      4743.33,                   199049.60,42
,SGBSEP24,GB,      4800.00,                   245467.30,51
,SGBSEP27,GB,      4738.66,                   156234.00,33
,SGBSEP28VI,GB,      4752.78,                  9706402.10,2057
,SGL,EQ,         6.75,                   322443.45,47918
,SHAHALLOYS,EQ,        10.20,                   115229.40,11413
,SHAKTIPUMP,BE,       277.60,                 30271519.60,111626
,SHALBY,EQ,       108.60,                 64613711.85,585488
,SHALPAINTS,EQ,        71.65,                 13796180.00,191000
,SHANKARA,EQ,       352.10,                 54946754.55,152634
,SHANTIGEAR,EQ,       120.00,                 50288752.15,419579
,SHARDACROP,EQ,       279.30,                  8243865.50,29417
,SHARDAMOTR,EQ,      1657.85,                 25308523.60,15465
,SHAREINDIA,EQ,       109.90,                  1359794.30,12324
,SHARIABEES,EQ,       328.00,                    89031.72,271
,SHEMAROO,EQ,        69.05,                 25515208.00,366530
,SHIL,EQ,       125.70,                 44379259.75,344948
,SHILPAMED,EQ,       456.70,                116074648.40,253064
,SHIRPUR-G,BE,         8.10,                   178368.85,22158
,SHIVAMAUTO,EQ,        21.85,                  2712916.30,124411
,SHIVAMILLS,EQ,        27.75,                   319793.45,11434
,SHIVATEX,EQ,        89.25,                   747839.30,8226
,SHK,EQ,       136.60,                100690964.30,729264
,SHOPER-RE,BE,        37.10,                  2779066.50,77219
,SHOPERSTOP,EQ,       186.65,                 18303822.75,97709
,SHRADHA,EQ,        59.20,                    95485.30,1638
,SHREDIGCEM,EQ,        61.15,                 33774826.45,550973
,SHREEPUSHK,EQ,       114.05,                 44038774.25,378055
,SHREERAMA,EQ,         7.40,                   348191.95,47676
,SHRENIK,EQ,         5.30,                  4646053.65,870557
,SHREYANIND,EQ,        83.50,                  2260737.25,27212
,SHREYAS,EQ,        64.45,                  2323231.75,36360
,SHRIPISTON,BE,       639.95,                   349618.00,545
,SHRIRAMCIT,EQ,      1079.40,                 57307671.50,53002
,SHRIRAMEPC,EQ,         4.00,                  2168608.15,554772
,SHUBHLAXMI,SM,        12.60,                   103500.00,8000
,SHYAMCENT,EQ,         4.50,                   464906.30,103885
,SHYAMTEL,EQ,         4.75,                    15033.75,3165
,SICAGEN,EQ,        14.05,                   350944.40,25212
,SICAL,EQ,        10.05,                  7284329.20,725191
,SIGIND,EQ,        23.00,                   189122.50,8165
,SIGMA,SM,        45.00,                   541200.00,12000
,SIKKO,SM,        26.50,                   106000.00,4000
,SIL,BE,         8.95,                   143199.35,16010
,SILGO,SM,        44.00,                   132000.00,3000
,SILINV,EQ,       165.20,                   674059.40,4095
,SILLYMONKS,BE,        20.90,                    16373.95,746
,SIMBHALS,EQ,         6.10,                    71434.55,11707
,SIMPLEXINF,EQ,        40.35,                 41877532.65,1011291
,SINTERCOM,EQ,        74.65,                   847217.90,11532
,SINTEX,BE,         3.80,                  3000875.20,789704
,SIRCA,EQ,       237.85,                  9410412.90,38885
,SIS,EQ,       452.45,                 72367682.95,158140
,SITINET,BE,          .85,                  8029357.65,9274013
,SIYSIL,EQ,       173.40,                 65824874.10,376845
,SJVN,EQ,        24.10,                 44180680.05,1823902
,SKFINDIA,EQ,      1684.80,                 99164839.00,59313
,SKIL,EQ,         2.40,                  1472339.85,607025
,SKIPPER,EQ,        56.25,                  3293573.60,58280
,SKMEGGPROD,EQ,        51.50,                  3899216.50,74835
,SMARTLINK,EQ,        99.95,                 28090971.20,278618
,SMLISUZU,EQ,       460.75,                 50370843.10,109435
,SMPL,BZ,          .15,                     1106.35,5709
,SMSLIFE,EQ,       657.55,                 30040462.30,45714
,SMSPHARMA,EQ,        95.60,                 26537357.00,279795
,SMVD,SM,         9.40,                    18800.00,2000
,SNOWMAN,EQ,        57.70,                185560650.40,3189302
,SOBHA,EQ,       325.65,                244277688.30,744055
,SOLARA,EQ,      1277.00,                339553607.35,270560
,SOLARINDS,EQ,      1061.45,                 33038080.60,31247
,SOLEX,SM,        34.45,                   204400.00,6000
,SOMANYCERA,EQ,       299.90,                 47970066.80,159932
,SOMATEX,BE,         2.55,                     6885.00,2700
,SOMICONVEY,EQ,        22.30,                   238717.60,10666
,SONATSOFTW,EQ,       343.85,                 70373864.15,203966
,SORILINFRA,EQ,        83.00,                 29691905.45,360513
,SOTL,EQ,       704.75,                  9901385.30,14048
,SOUTHBANK,EQ,         8.95,                646739108.55,70699930
,SOUTHWEST,EQ,        35.05,                  1285807.40,37101
,SPAL,EQ,       142.95,                  3746714.05,25967
,SPANDANA,EQ,       742.95,                 20585751.15,27518
,SPARC,EQ,       191.95,                559279387.85,2906031
,SPECIALITY,EQ,        43.00,                  6701004.20,155466
,SPENCERS,EQ,        78.90,                 47412490.35,592422
,SPENTEX,BZ,          .60,                    15948.80,24721
,SPIC,EQ,        21.35,                  8673714.85,404883
,SPICEJET,EQ,        89.35,               3167765704.25,35616662
,SPLIL,EQ,        32.65,                  3128221.50,93304
,SPMLINFRA,EQ,         8.30,                   667256.65,78101
,SPTL,EQ,         2.80,                  2095161.60,748272
,SREEL,EQ,       150.95,                  1019240.15,6723
,SREIBNPNCD,N9,       860.00,                     8600.00,10
,SREIBNPNCD,Y7,       580.63,                   168385.20,290
,SREIBNPNCD,NL,       755.00,                    14180.00,19
,SREIBNPNCD,NJ,       800.00,                     4000.00,5
,SREIBNPNCD,NU,       610.00,                    57950.00,95
,SREIBNPNCD,NY,       790.00,                    17380.00,22
,SREIBNPNCD,NQ,       890.00,                    17800.00,20
,SREIBNPNCD,Y8,       639.20,                     3196.00,5
,SREINFRA,EQ,         7.10,                 35584825.80,4948134
,SRF,EQ,      5332.90,                696526372.10,131550
,SRHHYPOLTD,EQ,       237.45,                  5377319.60,22447
,SRIPIPES,EQ,       142.45,                 20793631.75,145235
,SRPL,EQ,        30.35,                   439601.60,14360
,SRTRANSFIN,EQ,      1003.10,               5126994628.55,5059913
,SRTRANSFIN,Z9,      1033.00,                    41320.00,40
,SRTRANSFIN,YP,      1035.00,                   362250.00,350
,SRTRANSFIN,YL,      1023.00,                    25575.00,25
,SRTRANSFIN,YQ,      1010.00,                    60595.00,60
,SRTRANSFIN,ZG,      1050.00,                    10500.00,10
,SRTRANSFIN,YJ,      1035.25,                    53836.50,52
,SRTRANSFIN,YZ,      1130.00,                     2248.00,2
,SRTRANSFIN,YK,      1039.05,                  1211075.12,1167
,SRTRANSFIN,YN,      1240.00,                   184200.00,150
,SRTRANSFIN,YY,      1079.00,                   668667.20,620
,SRTRANSFIN,YX,      1075.00,                    49450.10,46
,SRTRANSFIN,YU,      1196.00,                   101660.00,85
,SRTRANSFIN,YM,      1231.00,                     6155.00,5
,SRTRANSFIN,ZD,       990.00,                   124525.00,125
,SRTRANSFIN,Z4,      1000.00,                   250000.00,250
,SRTRANSFIN,Z7,      1050.00,                   206276.84,200
,SRTRANSFIN,Z3,      1000.01,                    10000.18,10
,SRTRANSFIN,YB,      1031.00,                   103080.90,100
,SRTRANSFIN,YI,      1005.10,                    23117.30,23
,SRTRANSFIN,Z2,      1160.00,                   190854.40,162
,SRTRANSFIN,YV,      1010.00,                    61518.20,61
,SRTRANSFIN,YR,      1016.24,                  1093119.00,1075
,SRTRANSFIN,Y9,      1050.00,                    52500.00,50
,SRTRANSFIN,YT,      1197.00,                    29970.00,25
,SRTRANSFIN,YO,      1004.00,                   136524.10,136
,SRTRANSFIN,YS,      1079.00,                    59338.80,55
,SSINFRA,SM,         6.80,                   102000.00,15000
,SSWL,EQ,       531.00,                 31553664.55,58671
,STAR,EQ,       799.25,                627722407.85,797360
,STARCEMENT,EQ,        95.65,                254444412.45,2636106
,STARPAPER,EQ,        98.15,                  9499385.20,95889
,STCINDIA,EQ,        80.90,                  7256327.70,87495
,STEELCITY,EQ,        35.65,                  2088304.35,56955
,STEELXIND,EQ,        32.25,                  1188626.65,36653
,STEL,EQ,        64.75,                  2253697.60,35304
,STERTOOLS,EQ,       195.95,                  5305892.85,27153
,STLTECH,EQ,       164.10,                261734950.05,1589007
,SUBEXLTD,EQ,        30.45,                665383763.10,22889755
,SUBROS,EQ,       301.15,                 31719129.50,105427
,SUDARSCHEM,EQ,       507.45,                743311973.40,1478498
,SUJANAUNI,BE,          .35,                    90958.60,257568
,SUMEETINDS,EQ,         2.15,                   289613.40,136567
,SUMICHEM,EQ,       306.55,                927103224.30,3059932
,SUMIT,EQ,         9.20,                  2191674.85,236768
,SUMMITSEC,EQ,       491.20,                  2119514.10,4308
,SUNCLAYLTD,EQ,      2105.70,                 17260667.35,8074
,SUNDARAM,EQ,         1.60,                   315220.80,197013
,SUNDARMFIN,EQ,      1774.95,                211432486.65,119650
,SUNDARMHLD,EQ,        55.95,                  7434048.35,132555
,SUNDRMBRAK,EQ,       295.35,                  4244476.65,14533
,SUNDRMFAST,EQ,       539.40,                 55528765.90,102864
,SUNFLAG,EQ,        60.25,                 35152065.45,573616
,SUNTECK,EQ,       328.35,                249137040.60,759470
,SUNTV,EQ,       443.80,               4674479325.50,10355986
,SUPERHOUSE,EQ,       114.95,                 16001430.45,142092
,SUPERSPIN,EQ,         5.40,                   246546.95,46241
,SUPPETRO,EQ,       369.50,                 76295717.50,204133
,SUPRAJIT,EQ,       202.35,                 23142732.10,113655
,SUPREMEENG,EQ,        25.45,                  7136323.60,291513
,SUPREMEIND,EQ,      1663.00,                208983377.60,127231
,SUPREMEINF,BZ,        10.10,                    21315.50,2147
,SURANASOL,EQ,         7.95,                   503162.65,62574
,SURANAT&P,EQ,         4.10,                   132254.90,31787
,SURYALAXMI,EQ,        21.35,                    97270.60,4556
,SURYAROSNI,EQ,       270.35,                 59501112.40,218353
,SUTLEJTEX,EQ,        33.05,                 17389357.30,517702
,SUULD,EQ,       102.00,                  7644098.45,74697
,SUVEN,EQ,        54.90,                176649492.00,3171477
,SUVENPHAR,EQ,       385.40,                 83573890.50,218119
,SUZLON,BE,         3.50,                 98175119.45,27119715
,SVLL,SM,        85.40,                    85400.00,1000
,SWANENERGY,EQ,       135.95,                 26331250.00,190675
,SWARAJENG,EQ,      1411.00,                 10057759.90,7107
,SWELECTES,EQ,       164.85,                  2570585.85,15744
,SWSOLAR,EQ,       244.20,                113379863.25,458794
,SYMPHONY,EQ,       871.80,                426058990.70,487004
,SYNCOM,BZ,         1.85,                    81892.10,44266
,SYNGENE,EQ,       572.10,                149473037.45,261710
,TAINWALCHM,EQ,        72.00,                  1175812.90,16274
,TAJGVK,EQ,       141.50,                 17567175.35,123899
,TAKE,EQ,        43.45,                 99878838.25,2259240
,TALBROAUTO,EQ,       147.30,                 10446016.75,69812
,TANLA,EQ,       744.60,               1557072643.95,2126034
,TANTIACONS,BZ,         1.45,                     6540.00,4600
,TARACHAND,SM,        31.00,                   116000.00,4000
,TARMAT,EQ,        40.50,                 12663038.30,317482
,TASTYBITE,EQ,     11173.15,                  6377821.35,570
,TATACAPHSG,N4,      1061.00,                   148796.01,140
,TATACAPHSG,N2,      1081.00,                   135174.30,125
,TATACAPHSG,NB,      1176.90,                    63334.50,55
,TATACHEM,EQ,       490.90,              11240303450.90,23777698
,TATACOFFEE,EQ,       107.30,                121370112.70,1121154
,TATACOMM,EQ,      1014.20,                110193689.30,108515
,TATAELXSI,EQ,      1669.80,                521807741.15,311097
,TATAINVEST,EQ,       984.70,                 25749193.30,26337
,TATAMETALI,EQ,       606.40,                185338824.05,310980
,TATAMTRDVR,EQ,        77.25,                486579937.70,6246333
,TATAPOWER,EQ,        71.65,               7021313439.30,97738908
,TATASTLBSL,EQ,        38.80,                300596019.70,7731110
,TATASTLLP,EQ,       542.35,                128479083.20,235874
,TATASTLPP,E1,       168.60,                505433092.00,2966330
,TBZ,EQ,        48.40,                102538101.90,2094135
,TCFSL,ND,      1092.25,                  1195892.91,1096
,TCFSL,NA,      1110.00,                     1110.00,1
,TCFSL,NJ,      1071.00,                   240863.75,225
,TCFSL,NH,      1040.55,                   469207.50,450
,TCFSL,NB,      1031.10,                   128909.35,125
,TCFSL,NN,      1119.00,                    11190.00,10
,TCI,EQ,       261.30,                 17065181.15,65418
,TCIDEVELOP,EQ,       307.00,                  1120546.00,3662
,TCIEXP,EQ,       870.35,                 20148326.75,23034
,TCIFINANCE,EQ,         4.30,                    22999.95,5451
,TCNSBRANDS,EQ,       407.95,                  9671793.35,23724
,TCPLPACK,EQ,       377.40,                   980967.15,2592
,TDPOWERSYS,EQ,       130.85,                 13412172.05,103929
,TEAMLEASE,EQ,      2755.10,                 89419764.65,32083
,TECHIN,EQ,         2.65,                     1305.45,502
,TECHNOE,EQ,       217.55,                  7943418.30,36754
,TECHNOFAB,BZ,        10.10,                    86873.50,8720
,TEJASNET,EQ,       124.85,                284163450.50,2305094
,TERASOFT,EQ,        30.30,                  1064676.15,35057
,TEXINFRA,EQ,        38.80,                  5510716.85,141501
,TEXMOPIPES,EQ,        21.35,                  2614920.00,120807
,TEXRAIL,EQ,        27.40,                 32698524.30,1186023
,TFCILTD,EQ,        46.40,                 55212185.75,1159042
,TGBHOTELS,EQ,         5.25,                   153293.30,28627
,THANGAMAYL,EQ,       463.65,                 22074158.35,47737
,THEINVEST,EQ,       145.30,                  3186615.40,21430
,THEJO,SM,      1190.00,                   119000.00,100
,THEMISMED,EQ,       390.60,                 56602323.40,145876
,THERMAX,EQ,       917.70,                 31813451.10,34808
,THIRUSUGAR,BZ,         3.65,                      771.15,214
,THOMASCOOK,EQ,        51.95,                201751995.35,3703038
,THOMASCOTT,BE,         6.05,                    13957.20,2464
,THYROCARE,EQ,      1049.60,                 59843217.25,56965
,TI,EQ,        21.35,                 20559488.45,980747
,TIDEWATER,EQ,      4438.40,                  5072503.15,1145
,TIIL,EQ,       310.25,                  2832998.55,9101
,TIINDIA,EQ,       839.90,                 79227946.80,94344
,TIJARIA,BE,         7.50,                   134327.35,18345
,TIL,EQ,       156.90,                  2602331.25,16315
,TIMESGTY,EQ,        29.45,                    49789.35,1666
,TIMETECHNO,EQ,        49.20,                 96683823.70,1920049
,TIMKEN,EQ,      1127.30,                 49925411.10,43867
,TINPLATE,EQ,       148.85,                 58876516.10,394137
,TIPSINDLTD,EQ,       263.95,                  1708693.20,6448
,TIRUMALCHM,EQ,       115.05,                326379414.80,2873347
,TIRUPATIFL,BE,        25.35,                    14636.95,585
,TMRVL,EQ,        12.15,                  2518188.60,200837
,TNPETRO,EQ,        42.70,                 22027248.40,508581
,TNPL,EQ,       113.10,                 27237802.85,238642
,TOKYOPLAST,EQ,        69.40,                   488146.10,7075
,TORNTPOWER,EQ,       323.00,               1309341794.90,4020334
,TOTAL,EQ,        66.45,                  2325997.45,35661
,TOUCHWOOD,EQ,        49.05,                   160797.80,3227
,TPLPLASTEH,EQ,       150.75,                  1670285.45,10978
,TREEHOUSE,EQ,         6.30,                   535884.75,86213
,TREJHARA,EQ,        40.45,                   465296.35,11503
,TRENT,EQ,       677.00,                555918549.15,818535
,TRF,EQ,        88.15,                  1615262.90,18112
,TRIDENT,EQ,         9.20,                299565855.30,32953002
,TRIGYN,EQ,        66.75,                  8106313.10,121142
,TRIL,EQ,        18.35,                115486868.15,6435650
,TRITURBINE,EQ,        83.95,                 24309925.85,291018
,TRIVENI,EQ,        72.50,                 47724764.65,654697
,TTKHLTCARE,EQ,       491.20,                  2124082.85,4269
,TTKPRESTIG,EQ,      5806.65,                 30828209.90,5323
,TTL,EQ,        44.70,                   839668.50,18676
,TTML,BE,         7.55,                 14065480.90,1863282
,TV18BRDCST,EQ,        32.70,                265168046.75,8029659
,TVSELECT,EQ,       103.90,                  6989469.80,66549
,TVSMOTOR,EQ,       498.10,                824117780.75,1655404
,TVSSRICHAK,EQ,      1627.10,                 23991044.70,14806
,TVTODAY,EQ,       216.70,                 25313186.50,115292
,TVVISION,EQ,         1.40,                      140.00,100
,TWL,EQ,        48.25,                 46270956.85,935939
,UCALFUEL,EQ,       133.20,                 29197035.20,217473
,UCOBANK,EQ,        12.95,                 63135343.85,4845456
,UFLEX,EQ,       390.20,                132194354.10,339279
,UFO,EQ,        82.20,                 34218961.25,417443
,UGARSUGAR,EQ,        15.25,                  6946945.45,445896
,UJAAS,EQ,         3.05,                  4546950.65,1512264
,UJJIVAN,EQ,       277.30,                193082960.05,692158
,UJJIVANSFB,EQ,        38.05,                 44896273.75,1175489
