,13-Nov-2020
The Nifty witnessed an intraday movement of about 128.25 points.The closing index was 0.23 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 58226.48
, Traded Quantity (in Lakhs), 22267.35
, Number of Trades, 14972793
, Total Market Capitalisation (Rs. Crores), 16626686.36

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12690.80,     12659.70,     12735.95,     12607.70,     12719.95,29.15
,NIFTY50 EQL Wgt,     12901.10,     12860.40,     12972.90,     12825.95,     12965.45,64.35
,NIFTY100 EQL Wgt,     13780.95,     13755.00,     13879.10,     13727.75,     13866.55,85.6
,NIFTY100 LowVol30,      9945.30,      9932.90,      9957.30,      9897.95,      9943.75,-1.55
,NIFTY Alpha 50,     17705.05,     17725.50,     17972.05,     17713.00,     17958.25,253.2
,NIFTY MIDCAP 150,      6870.65,      6868.55,      6940.00,      6854.60,      6935.20,64.55
,NIFTY SMLCAP 50,      2963.70,      2965.80,      2986.65,      2959.90,      2982.15,18.45
,NIFTY SMLCAP 250,      5129.85,      5135.40,      5184.60,      5126.90,      5178.20,48.35
,NIFTY MIDSML 400,      6246.50,      6247.20,      6309.40,      6238.50,      6305.20,58.7
,NIFTY200 QUALTY30,     10899.00,     10900.40,     10964.55,     10886.30,     10944.30,45.3
,Nifty FinSrv25 50,     13104.95,     13044.75,     13184.75,     12937.90,     13171.65,66.7
,NIFTY AlphaLowVol,     12514.95,     12522.30,     12596.70,     12508.70,     12585.75,70.8
,Nifty200Momentm30,     12376.05,     12394.75,     12495.80,     12387.50,     12487.20,111.15
,Nifty100ESGSecLdr,      2205.45,      2201.45,      2210.75,      2191.10,      2206.80,1.35
,Nifty IT,     21363.35,     21305.35,     21462.00,     21219.80,     21436.85,73.5
,Nifty Next 50,     29050.00,     29029.75,     29340.45,     29002.70,     29310.05,260.05
,Nifty Bank,     28278.80,     28108.70,     28520.55,     27703.30,     28465.70,186.9
,NIFTY MIDCAP 100,     18182.90,     18170.55,     18367.65,     18127.20,     18353.40,170.5
,Nifty 500,     10342.70,     10324.10,     10394.15,     10293.25,     10387.20,44.5
,Nifty 100,     12764.05,     12735.60,     12815.55,     12691.90,     12804.25,40.2
,Nifty Midcap 50,      5069.20,      5062.15,      5111.20,      5048.30,      5105.70,36.5
,Nifty Realty,       238.60,       239.55,       242.65,       239.20,       241.80,3.2
,Nifty Infra,      3344.10,      3331.60,      3358.50,      3324.40,      3355.30,11.2
,Nifty Energy,     15743.20,     15691.95,     15917.55,     15667.55,     15869.25,126.05
,Nifty FMCG,     31240.20,     31270.20,     31393.45,     31151.00,     31222.10,-18.1
,Nifty MNC,     14435.30,     14434.70,     14444.30,     14378.65,     14406.50,-28.8
,Nifty Pharma,     11600.80,     11640.50,     11744.75,     11619.85,     11726.45,125.65
,Nifty PSE,      2483.45,      2474.50,      2502.25,      2450.50,      2500.80,17.35
,Nifty PSU Bank,      1400.20,      1392.10,      1416.25,      1369.45,      1412.00,11.8
,Nifty Serv Sector,     17704.35,     17628.10,     17755.95,     17488.70,     17740.30,35.95
,India VIX,20.6200,20.6200,29.5250,19.5575,19.7025,-0.9175
,Nifty Auto,      8284.05,      8282.75,      8347.60,      8251.80,      8308.90,24.85
,Nifty Metal,      2636.90,      2626.45,      2684.45,      2606.25,      2681.00,44.1
,Nifty Media,      1494.30,      1491.80,      1493.25,      1464.10,      1480.20,-14.1
,NIFTY SMLCAP 100,      5994.80,      5998.55,      6052.40,      5987.85,      6043.50,48.7
,Nifty 200,      6523.40,      6509.95,      6552.80,      6488.90,      6548.40,25
,Nifty Div Opps 50,      2555.65,      2550.95,      2565.75,      2541.60,      2564.55,8.9
,Nifty Commodities,      3447.45,      3438.40,      3484.05,      3435.30,      3482.25,34.8
,Nifty Consumption,      5284.75,      5289.00,      5310.80,      5274.15,      5291.00,6.25
,Nifty Fin Service,     13743.35,     13676.60,     13798.20,     13531.60,     13779.75,36.4
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3027.10,      3015.60,      3042.40,      2996.40,      3038.85,11.75
,Nifty CPSE,      1414.50,      1409.90,      1430.20,      1396.85,      1429.10,14.6
,Nifty GrowSect 15,      6391.80,      6373.60,      6411.60,      6319.80,      6400.45,8.65
,Nifty50 PR 2x Lev,      5034.50,      5009.40,      5069.20,      4968.65,      5057.25,22.75
,Nifty50 PR 1x Inv,       345.85,       346.70,       348.10,       344.65,       345.05,-.8
,Nifty50 TR 2x Lev,      6685.65,      6652.35,      6731.75,      6598.20,      6715.85,30.2
,Nifty50 TR 1x Inv,       300.25,       301.05,       302.25,       299.25,       299.60,-.65
,Nifty50 Value 20,      6104.95,      6089.15,      6108.85,      6058.50,      6103.35,-1.6
,Nifty Mid Liq 15,      4478.25,      4472.45,      4554.65,      4465.60,      4546.00,67.75
,Nifty Pvt Bank,     15727.85,     15627.30,     15885.50,     15407.75,     15846.50,118.65
,NIFTY100 Qualty30,      2942.80,      2940.15,      2957.95,      2935.00,      2953.85,11.05
,Nifty GS 8 13Yr,      2233.33,      2233.71,      2238.62,      2233.71,      2238.62,5.29
,Nifty GS 10Yr,      2016.79,      2017.11,      2022.06,      2017.11,      2021.50,4.71
,Nifty GS 10Yr Cln,       967.72,       967.72,       970.13,       967.72,       969.86,2.14
,Nifty GS 4 8Yr,      2375.72,      2376.09,      2380.51,      2376.09,      2380.27,4.55
,Nifty GS 11 15Yr,      2414.74,      2415.17,      2419.19,      2415.17,      2419.19,4.45
,Nifty GS 15YrPlus,      2617.35,      2617.84,      2618.57,      2617.84,      2618.57,1.22
,Nifty GS Compsite,      2277.72,      2278.10,      2282.72,      2278.10,      2282.72,5

,ADVANCES,1134
,DECLINES,730
,UNCHANGED,127

,Total securities that have hit their price bands today,349

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1980.00,      1996.40,0.83,4204.83
,ALICON,EQ,       307.85,                   248077.15,805
,ALKALI,EQ,        47.65,                   915233.50,19068
,ALKYLAMINE,EQ,      3368.90,                111206366.30,32877
,ALLCARGO,EQ,       123.10,                 16473263.30,133631
,ALLSEC,EQ,       240.15,                  1566829.25,6549
,ALMONDZ,EQ,        12.70,                    23333.05,1860
,ALOKINDS,EQ,        25.75,                913473370.05,35616122
,ALPA,BE,        35.75,                  2908665.10,81366
,ALPHAGEO,EQ,       156.90,                  1487778.70,9427
,ALPSINDUS,EQ,         1.05,                     1254.75,1195
,AMARAJABAT,EQ,       817.65,                893006879.00,1082347
,AMBER,EQ,      2310.55,                492448645.55,213578
,AMBIKCO,EQ,       705.10,                  3799811.40,5396
,AMDIND,EQ,        15.50,                   408799.45,26057
,AMJLAND,EQ,        22.30,                    96532.30,4349
,AMRUTANJAN,EQ,       474.05,                302796164.05,631223
,ANANTRAJ,EQ,        17.95,                  1588492.40,88490
,ANDHRACEMT,EQ,         4.90,                   923629.40,187737
,ANDHRAPAP,EQ,       192.95,                  3642048.95,18908
,ANDHRSUGAR,EQ,       282.10,                  9176139.55,32469
,ANGELBRKG,EQ,       352.20,                323280369.00,915610
,ANIKINDS,EQ,        11.70,                   185917.65,15965
,ANKITMETAL,EQ,         1.10,                    23199.60,21556
,ANSALAPI,EQ,         4.30,                   150904.55,35272
,ANSALHSG,EQ,         4.05,                    49009.25,12219
,ANUP,EQ,       597.05,                  9027051.60,15153
,APARINDS,EQ,       311.30,                  8606550.25,27882
,APCL,EQ,       211.70,                 16439579.25,78491
,APCOTEXIND,EQ,       167.15,                226941536.85,1360128
,APEX,EQ,       276.80,                179983865.10,650168
,APLAPOLLO,EQ,      3308.95,                152190370.90,46299
,APLLTD,EQ,       978.35,                150607188.25,154505
,APOLLO,EQ,       114.50,                 26676140.40,231084
,APOLLOHOSP,EQ,      2265.80,              10386004330.15,4605948
,APOLLOPIPE,EQ,       653.25,                 92625469.00,142545
,APOLLOTYRE,EQ,       164.00,                608856960.60,3719379
,APOLSINHOT,EQ,       588.15,                   633607.55,1077
,APTECHT,EQ,       119.20,                124681813.60,1031721
,ARCHIDPLY,EQ,        24.30,                  1123880.45,45443
,ARCHIES,EQ,        11.55,                   712289.65,61660
,ARCOTECH,EQ,         2.00,                    36509.25,18468
,ARENTERP,EQ,         9.75,                    43810.90,4416
,ARIES,EQ,        85.65,                 16391562.50,192166
,ARIHANT,EQ,        15.50,                     1685.50,107
,ARIHANTSUP,EQ,        22.20,                   392021.05,18158
,ARMANFIN,EQ,       573.15,                  4900087.45,8529
,AROGRANITE,EQ,        29.60,                   269613.20,9160
,ARROWGREEN,EQ,        46.75,                   386097.30,8381
,ARSHIYA,EQ,        13.15,                   167848.80,12455
,ARSSINFRA,EQ,        11.95,                   140426.00,11710
,ARTEMISMED,EQ,       158.85,                    39436.60,250
,ARVIND,EQ,        39.35,                 78491774.95,2019656
,ARVINDFASN,EQ,       126.80,                 45907795.85,359121
,ARVSMART,EQ,        87.70,                  8367222.05,94406
,ASAHIINDIA,EQ,       239.70,                 32802954.90,136881
,ASAHISONG,EQ,       226.45,                  6627869.10,29345
,ASAL,EQ,        22.55,                   381131.60,17201
,ASALCBR,EQ,       263.35,                 10579059.25,40280
,ASHAPURMIN,EQ,        74.45,                 31616254.60,433370
,ASHIANA,EQ,        80.15,                  2547046.40,31637
,ASHIMASYN,EQ,         7.85,                    59174.00,7532
,ASHOKA,EQ,        69.00,                 80239548.70,1164545
,ASHOKLEY,EQ,        90.55,               2023289530.05,22444501
,ASIANHOTNR,EQ,        55.70,                   101885.50,1836
,ASIANTILES,EQ,       292.10,                189815266.15,653211
,ASPINWALL,EQ,       118.00,                    18154.00,151
,ASTEC,EQ,      1027.65,                434982791.35,418615
,ASTERDM,EQ,       161.65,                194312917.85,1223319
,ASTRAL,EQ,      1279.25,                111744891.05,86917
,ASTRAMICRO,EQ,       108.75,                 12153273.05,111201
,ASTRAZEN,EQ,      4331.50,                147728101.75,34221
,ASTRON,EQ,        44.10,                   261408.30,5936
,ATFL,EQ,       711.30,                  2362234.30,3332
,ATLANTA,EQ,         6.40,                   103460.95,16336
,ATLASCYCLE,BE,        37.80,                   119178.25,3179
,ATUL,EQ,      6361.00,                247228180.15,38875
,ATULAUTO,EQ,       158.30,                  7133203.00,45076
,AUBANK,EQ,       844.20,                302925194.80,366552
,AURDIS,SM,        26.00,                    52000.00,2000
,AURIONPRO,EQ,        71.45,                   496077.10,6997
,AUSOMENT,EQ,        63.25,                  4632682.70,74980
,AUTOAXLES,EQ,       770.20,                  9692071.25,12615
,AUTOIND,EQ,        28.70,                   591464.60,20780
,AUTOLITIND,EQ,        18.65,                    47701.00,2558
,AVADHSUGAR,EQ,       178.30,                  4235530.45,23833
,AVANTIFEED,EQ,       487.85,                240247454.85,489467
,AVTNPL,EQ,        43.05,                  3830656.30,90306
,AXISBNKETF,EQ,       284.33,                   818550.70,2935
,AXISCADES,EQ,        43.50,                  6726864.30,155729
,AXISGOLD,EQ,        44.28,                  6771319.24,152843
,AXISNIFTY,EQ,       130.64,                   207250.61,1582
,AYMSYNTEX,EQ,        28.65,                   396430.25,13908
,BAFNAPH,BE,       187.75,                   403850.25,2151
,BAGFILMS,EQ,         2.40,                    76936.95,32362
,BAJAJCON,EQ,       179.45,                 77415395.40,430106
,BAJAJELEC,EQ,       541.10,                225868897.45,415246
,BAJAJHIND,EQ,         4.45,                  9744631.10,2202656
,BALAJITELE,EQ,        60.30,                  5514728.30,91062
,BALAMINES,EQ,       955.10,                372861130.65,388584
,BALAXI,EQ,       708.80,                  3122180.65,4446
,BALKRISHNA,EQ,        13.80,                    75361.85,5484
,BALKRISIND,EQ,      1589.25,               2485506507.75,1569250
,BALLARPUR,EQ,         1.15,                   424489.20,357655
,BALMLAWRIE,EQ,       100.60,                 23977702.90,237374
,BALPHARMA,BE,        56.75,                  2469975.00,43847
,BALRAMCHIN,EQ,       149.30,                 59258943.95,396611
,BANARBEADS,EQ,        53.15,                   143000.85,2690
,BANARISUG,EQ,      1302.00,                   179651.45,138
,BANCOINDIA,EQ,       106.85,                230928853.60,2205959
,BANG,EQ,        20.60,                   103802.15,5179
,BANKA,EQ,        40.00,                   170447.65,4278
,BANKBEES,EQ,       286.43,                276804546.26,977385
,BANKINDIA,EQ,        40.45,                 49616636.60,1233360
,BANSWRAS,EQ,        72.10,                   901533.15,12459
,BARTRONICS,BZ,         1.40,                    18972.90,12890
,BASF,EQ,      1506.55,                 81380470.75,53695
,BASML,EQ,        87.65,                    28502.10,325
,BATAINDIA,EQ,      1354.20,                594499075.10,440830
,BAYERCROP,EQ,      5092.60,                113592456.25,22262
,BBL,EQ,       860.10,                 56326612.50,65463
,BBTC,EQ,      1256.65,                122998195.60,97637
,BBTCL,SM,        30.00,                   180000.00,6000
,BCG,EQ,         5.30,                 17521425.15,3302715
,BCP,EQ,         4.75,                   285072.50,60023
,BDL,EQ,       306.45,                 71002101.50,230034
,BEARDSELL,EQ,         9.20,                    55767.60,5882
,BEDMUTHA,EQ,        18.20,                    34222.55,1874
,BEL,EQ,        96.70,                738783643.60,7740513
,BEML,EQ,       609.85,                170327443.10,277521
,BEPL,EQ,        96.80,                 98315678.15,1023247
,BETA,SM,       118.90,                   554160.00,4800
,BFINVEST,EQ,       279.55,                  3082655.60,10980
,BFUTILITIE,EQ,       247.20,                 23138958.35,93588
,BGRENERGY,EQ,        32.85,                  2566426.00,78377
,BHAGERIA,EQ,       127.05,                  2236068.95,17488
,BHAGYANGR,EQ,        18.20,                   365319.70,19936
,BHAGYAPROP,EQ,        22.90,                      631.65,27
,BHANDARI,EQ,         1.10,                    75114.80,68383
,BHARATFORG,EQ,       481.10,               1335420114.00,2769394
,BHARATGEAR,EQ,        49.35,                   524837.30,10624
,BHARATRAS,EQ,      8695.30,                 89019961.90,10202
,BHARATWIRE,EQ,        22.75,                   121350.25,5316
,BHEL,EQ,        27.95,                411995528.65,14725782
,BIGBLOC,BE,        93.95,                   699837.65,7585
,BIL,EQ,       138.35,                   236880.90,1725
,BILENERGY,EQ,          .80,                    47008.35,60388
,BINDALAGRO,EQ,        11.35,                   251783.10,22203
,BIOFILCHEM,BE,       134.40,                 11350957.80,84595
,BIRLACABLE,EQ,        49.40,                  2361835.20,47875
,BIRLACORPN,EQ,       750.35,                381688823.50,502776
,BIRLAMONEY,EQ,        42.75,                  8879093.30,206737
,BIRLATYRE,EQ,        19.60,                  2881564.10,147310
,BKMINDST,EQ,          .60,                    12637.20,21062
,BLBLIMITED,EQ,         5.00,                     8891.00,1790
,BLISSGVS,EQ,       163.05,                 57518112.45,352178
,BLKASHYAP,EQ,         7.00,                   487441.35,70095
,BLS,EQ,        79.90,                  3168681.55,39655
,BLUECOAST,EQ,         3.90,                       81.90,21
,BLUEDART,EQ,      4086.00,                131961400.75,32308
,BLUESTARCO,EQ,       678.70,                 88256509.25,129513
,BODALCHEM,EQ,        63.00,                 15066474.00,236637
,BOMDYEING,EQ,        64.45,                 52633044.25,814274
,BOROLTD,BE,       149.05,                  6276474.60,41577
,BORORENEW,EQ,       102.00,                 69612957.20,679810
,BPL,EQ,        19.65,                  3565272.50,179640
,BRFL,EQ,         9.25,                   156925.20,17115
,BRIGADE,EQ,       204.70,                121334352.35,598561
,BRIGHT,SM,         6.45,                    77250.00,12000
,BRITANNIA,N2,        31.81,                   119604.37,3760
,BRNL,EQ,        29.60,                   651811.15,22252
,BROOKS,EQ,        59.45,                  3395571.20,57427
,BSE,EQ,       507.10,                110538753.10,220562
,BSELINFRA,EQ,          .95,                    32780.85,34110
,BSHSL,EQ,        94.30,                     9428.00,100
,BSL,BE,        29.25,                   212135.10,7353
