,27-Jul-2021
The Nifty witnessed an intraday movement of about 180.55 points.The closing index was 0.49 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70711.31
, Traded Quantity (in Lakhs), 30441.26
, Number of Trades, 23575397
, Total Market Capitalisation (Rs. Crores), 23229005.63

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15824.45,     15860.50,     15881.55,     15701.00,     15746.45,-78
,NIFTY50 EQL Wgt,     17848.05,     17899.95,     17934.60,     17690.95,     17752.15,-95.9
,NIFTY100 EQL Wgt,     19135.25,     19189.90,     19229.20,     18967.20,     19018.60,-116.65
,NIFTY100 LowVol30,     12480.75,     12501.55,     12515.35,     12345.80,     12370.00,-110.75
,NIFTY Alpha 50,     28502.15,     28571.35,     28717.00,     28217.10,     28468.90,-33.25
,NIFTY MIDCAP 150,     10423.15,     10467.30,     10505.75,     10339.95,     10376.15,-47
,NIFTY SMLCAP 50,      5262.60,      5286.15,      5333.75,      5237.75,      5268.65,6.05
,NIFTY SMLCAP 250,      9059.20,      9120.60,      9168.10,      9007.35,      9052.45,-6.75
,NIFTY MIDSML 400,      9928.85,      9979.00,     10019.65,      9857.10,      9896.10,-32.75
,NIFTY200 QUALTY30,     13737.95,     13764.65,     13785.80,     13631.25,     13665.50,-72.45
,Nifty FinSrv25 50,     16639.15,     16686.25,     16789.35,     16604.75,     16646.35,7.2
,NIFTY AlphaLowVol,     16159.60,     16192.40,     16210.05,     15931.80,     15971.80,-187.8
,Nifty200Momentm30,     18246.95,     18325.65,     18433.50,     18129.20,     18229.15,-17.8
,Nifty100ESGSecLdr,      2689.75,      2695.60,      2698.00,      2666.05,      2672.90,-16.85
,Nifty IT,     29940.40,     29967.90,     30048.35,     29698.95,     29892.55,-47.85
,Nifty Next 50,     39351.30,     39454.65,     39572.20,     39007.30,     39105.40,-245.9
,Nifty Bank,     34949.70,     35029.30,     35186.10,     34713.55,     34797.45,-152.25
,NIFTY MIDCAP 100,     27573.85,     27680.75,     27782.85,     27318.25,     27455.10,-118.75
,Nifty 500,     13675.10,     13715.15,     13740.90,     13569.35,     13610.30,-64.8
,Nifty 100,     16094.20,     16131.45,     16152.70,     15967.15,     16011.05,-83.15
,Nifty Midcap 50,      7549.05,      7577.55,      7609.45,      7475.65,      7495.95,-53.1
,Nifty Realty,       397.20,       400.05,       404.45,       391.95,       394.30,-2.9
,Nifty Infra,      4446.50,      4458.25,      4463.60,      4400.80,      4416.00,-30.5
,Nifty Energy,     19300.10,     19320.00,     19353.70,     19070.90,     19116.15,-183.95
,Nifty FMCG,     36486.75,     36551.45,     36620.30,     36307.35,     36360.80,-125.95
,Nifty MNC,     17779.35,     17831.75,     17858.10,     17658.00,     17710.90,-68.45
,Nifty Pharma,     14652.55,     14702.95,     14713.15,     13866.80,     14018.65,-633.9
,Nifty PSE,      3589.90,      3600.00,      3609.65,      3555.60,      3562.50,-27.4
,Nifty PSU Bank,      2408.55,      2413.20,      2450.75,      2404.45,      2417.60,9.05
,Nifty Serv Sector,     21989.00,     22031.50,     22063.20,     21860.00,     21917.50,-71.5
,India VIX,12.4500,12.4500,13.5250,12.1025,13.2325,0.7825
,Nifty Auto,     10137.95,     10153.15,     10217.10,     10047.65,     10094.35,-43.6
,Nifty Metal,      5387.40,      5432.55,      5499.65,      5405.55,      5465.90,78.5
,Nifty Media,      1759.55,      1765.90,      1795.50,      1743.25,      1751.00,-8.55
,NIFTY SMLCAP 100,     10434.75,     10486.50,     10563.95,     10378.20,     10432.95,-1.8
,Nifty 200,      8411.00,      8432.15,      8445.30,      8343.15,      8368.50,-42.5
,Nifty Div Opps 50,      3395.90,      3405.75,      3410.65,      3376.70,      3388.70,-7.2
,Nifty Commodities,      5307.00,      5328.15,      5349.80,      5269.20,      5295.45,-11.55
,Nifty Consumption,      6426.25,      6444.40,      6453.00,      6387.35,      6405.75,-20.5
,Nifty Fin Service,     16574.85,     16615.60,     16685.35,     16497.65,     16529.15,-45.7
,Nifty50 Div Point,        89.87,        91.37,        91.37,        91.37,        91.37,1.5
,Nifty100 Liq 15,      4072.90,      4083.60,      4101.20,      4043.05,      4061.85,-11.05
,Nifty CPSE,      2042.65,      2048.35,      2055.65,      2028.35,      2034.80,-7.85
,Nifty GrowSect 15,      7663.35,      7676.80,      7692.05,      7508.05,      7534.85,-128.5
,Nifty50 PR 2x Lev,      7504.90,      7538.40,      7558.15,      7388.05,      7430.25,-74.65
,Nifty50 PR 1x Inv,       278.35,       277.75,       280.55,       277.40,       279.75,1.4
,Nifty50 TR 2x Lev,     10132.05,     10179.20,     10205.85,      9976.25,     10033.15,-98.9
,Nifty50 TR 1x Inv,       239.70,       239.15,       241.55,       238.80,       240.85,1.15
,Nifty50 Value 20,      8118.45,      8137.65,      8152.65,      8065.35,      8097.70,-20.75
,Nifty Mid Liq 15,      6339.20,      6358.40,      6373.20,      6260.05,      6269.75,-69.45
,Nifty Pvt Bank,     18270.80,     18324.00,     18387.60,     18082.35,     18116.00,-154.8
,NIFTY100 Qualty30,      3647.70,      3654.55,      3659.80,      3624.95,      3636.15,-11.55
,Nifty GS 8 13Yr,      2262.43,      2262.82,      2262.96,      2262.81,      2262.81,.38
,Nifty GS 10Yr,      2044.75,      2045.10,      2045.19,      2043.60,      2044.01,-.74
,Nifty GS 10Yr Cln,       941.39,       941.39,       941.43,       940.70,       940.89,-.5
,Nifty GS 4 8Yr,      2436.35,      2436.74,      2436.74,      2433.92,      2435.45,-.9
,Nifty GS 11 15Yr,      2420.61,      2421.06,      2421.06,      2419.26,      2419.72,-.89
,Nifty GS 15YrPlus,      2589.15,      2589.65,      2589.77,      2587.13,      2587.13,-2.02
,Nifty GS Compsite,      2317.63,      2318.03,      2318.03,      2316.41,      2316.90,-.73

,ADVANCES,855
,DECLINES,1153
,UNCHANGED,60

,Total securities that have hit their price bands today,373

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ZOMATO,EQ,       140.65,       132.90,-5.51,3390.97
,AKSHARCHEM,EQ,       454.75,                 24181666.55,53548
,AKSHOPTFBR,BE,        11.20,                  4428290.90,388188
,AKZOINDIA,EQ,      2265.00,                 11917468.40,5244
,ALANKIT,EQ,        19.80,                 67907347.75,3390737
,ALBERTDAVD,EQ,       563.85,                 19726619.85,34793
,ALEMBICLTD,EQ,       124.30,                285738350.00,2302572
,ALICON,EQ,       825.10,                 28368045.50,34422
,ALKALI,EQ,        89.35,                  4761752.40,52591
,ALKYLAMINE,EQ,      4622.65,               2144939832.60,464047
,ALLCARGO,EQ,       192.15,                903866478.90,4716496
,ALLSEC,EQ,       445.85,                 10915138.20,24588
,ALMONDZ,EQ,        62.05,                   221952.85,3564
,ALOKINDS,EQ,        24.95,                235898554.45,9406606
,ALPA,EQ,        49.30,                  2356506.05,47506
,ALPHAGEO,EQ,       314.60,                  8567311.90,27304
,ALPSINDUS,BE,         2.85,                   104652.00,36720
,AMARAJABAT,EQ,       718.30,                454645258.00,628319
,AMBANIORG,SM,        70.40,                   140800.00,2000
,AMBER,EQ,      3019.80,                126375957.85,41691
,AMBICAAGAR,EQ,        19.50,                   542836.85,28030
,AMBIKCO,EQ,      1475.25,                155076129.85,106673
,AMDIND,EQ,        30.45,                  1640334.40,52478
,AMJLAND,EQ,        33.10,                  2569601.65,76948
,AMRUTANJAN,EQ,       662.30,                 26211049.95,39200
,ANANTRAJ,BE,        68.00,                 14458144.40,211230
,ANDHRACEMT,BE,        27.95,                 48525356.10,1743225
,ANDHRAPAP,EQ,       249.00,                  5452924.85,21762
,ANDHRSUGAR,EQ,       563.75,                156244263.25,276151
,ANGELBRKG,EQ,      1204.00,                523460100.60,424833
,ANIKINDS,EQ,        22.50,                  1042709.75,45668
,ANKITMETAL,BE,         1.95,                    59129.85,30323
,ANMOL,EQ,       166.25,                  3758596.70,22351
,ANSALAPI,EQ,         9.10,                  1782405.45,197606
,ANSALHSG,EQ,         8.80,                  2023633.50,230824
,ANUP,EQ,       931.85,                129551695.30,135601
,ANURAS,EQ,       730.85,                113736828.35,154048
,APARINDS,EQ,       660.40,                701114568.50,1085022
,APCL,EQ,       504.35,                 56179386.35,111459
,APCOTEXIND,EQ,       346.70,                156773883.50,445185
,APEX,EQ,       368.00,                 30895763.15,83125
,APLAPOLLO,EQ,      1750.60,               1399141208.45,815571
,APLLTD,EQ,       807.95,               4192708876.85,5074657
,APOLLO,EQ,       114.80,                 33073869.90,283199
,APOLLOHOSP,EQ,      4078.25,               3540089024.80,859687
,APOLLOPIPE,EQ,      1164.60,                180366586.00,154144
,APOLLOTYRE,EQ,       221.75,                539976323.85,2417871
,APOLSINHOT,EQ,       769.80,                  2529793.10,3262
,APTECHT,EQ,       264.75,                154843031.60,579053
,ARCHIDPLY,BE,        33.55,                   352459.90,10338
,ARCHIES,BE,        24.20,                 17504813.80,710327
,ARENTERP,EQ,        18.75,                   114201.05,6123
,ARIES,EQ,       171.80,                 14663239.20,83899
,ARIHANT,EQ,        26.35,                   551535.50,21316
,ARIHANTCAP,EQ,       174.40,                 99065676.15,572251
,ARIHANTSUP,EQ,        92.00,                 10102891.30,109884
,ARMANFIN,EQ,       722.85,                 17116279.45,23114
,AROGRANITE,EQ,        72.65,                 36722477.60,506870
,ARROWGREEN,EQ,       151.05,                   546694.30,3615
,ARSHIYA,EQ,        30.20,                  3177062.50,103677
,ARSSINFRA,EQ,        31.80,                  2139461.95,67596
,ARTEMISMED,EQ,       371.95,                  8228145.35,21915
,ARVEE,BE,       107.25,                   156008.25,1441
,ARVIND,EQ,       102.30,                160406450.35,1584303
,ARVINDFASN,EQ,       209.25,                335015628.15,1582221
,ARVSMART,EQ,       133.95,                 22739001.40,169189
,ASAHIINDIA,EQ,       362.10,                 29262745.30,80696
,ASAHISONG,EQ,       363.00,                  6256841.20,16882
,ASAL,BE,        63.85,                  1712690.45,26537
,ASALCBR,EQ,       464.15,                 13260517.25,28339
,ASHAPURMIN,BE,       135.35,                  5224301.85,38209
,ASHIANA,EQ,       166.10,                 36037916.90,214920
,ASHIMASYN,EQ,        19.45,                   837795.15,42698
,ASHOKA,EQ,       101.45,                123855857.85,1206325
,ASHOKLEY,EQ,       122.40,               1483389583.55,12160329
,ASIANHOTNR,EQ,        91.75,                  1425388.20,15517
,ASIANTILES,EQ,       177.45,                 36695663.55,206184
,ASLIND,SM,        20.25,                   157000.00,8000
,ASPINWALL,EQ,       248.05,                 16359339.85,65354
,ASTEC,EQ,      1400.00,                 35178931.35,24838
,ASTERDM,EQ,       158.95,                 66267350.40,415788
,ASTRAL,EQ,      2029.80,                434925642.85,212227
,ASTRAMICRO,EQ,       172.15,                107502233.05,616149
,ASTRAZEN,EQ,      3453.25,                 64307828.90,18510
,ASTRON,EQ,        63.60,                 20281100.40,313148
,ATALREAL,SM,        63.95,                 20645200.00,347200
,ATFL,EQ,       994.30,                 17388144.00,17343
,ATGL,BE,       931.05,                267880131.95,292819
,ATLANTA,BE,        15.10,                   389248.35,25988
,ATUL,EQ,      9062.95,                112378362.30,12308
,ATULAUTO,EQ,       211.65,                 51890687.05,242843
,AUBANK,EQ,      1194.85,               1378662762.65,1155050
,AURIONPRO,EQ,       216.90,                 78759167.90,350759
,AUSOMENT,BE,        95.15,                   819868.00,8572
,AUTOAXLES,EQ,      1499.95,               1168067819.10,774841
,AUTOIND,EQ,        59.70,                  3032163.00,50790
,AVADHSUGAR,EQ,       496.45,                214712596.50,427293
,AVANTIFEED,EQ,       635.55,                166141586.75,260714
,AVG,SM,        80.00,                   288000.00,3600
,AVTNPL,EQ,        78.50,                 57947589.60,729200
,AWHCL,EQ,       348.65,                 38820597.75,113127
,AXISBNKETF,EQ,       347.36,                   300298.45,862
,AXISBPSETF,EQ,        10.17,                    61392.51,6035
,AXISCADES,EQ,        95.95,                  6399299.45,66144
,AXISGOLD,EQ,        41.23,                  4835975.70,117441
,AXISHCETF,EQ,        88.48,                   957989.52,10815
,AXISNIFTY,EQ,       164.38,                   833492.54,5047
,AXISTECETF,EQ,       293.57,                   166974.35,567
,AYMSYNTEX,EQ,        77.85,                  3323308.20,43097
,BAFNAPH,EQ,       159.10,                  2933296.90,17993
,BAGFILMS,EQ,         3.90,                   947852.00,243472
,BAJAJCON,EQ,       283.25,                108602686.90,379455
,BAJAJELEC,EQ,      1125.55,                155333960.25,136557
,BAJAJHIND,BE,        18.95,                301726629.10,15956093
,BALAJITELE,EQ,        69.55,                 55170571.00,784581
,BALAMINES,EQ,      3390.75,                812901550.00,240859
,BALAXI,EQ,       593.05,                  2219903.85,3700
,BALKRISHNA,BE,        31.95,                   199410.65,6278
,BALKRISIND,EQ,      2315.85,                332993807.05,142940
,BALLARPUR,BZ,         1.55,                  3187238.70,2038600
,BALMLAWRIE,EQ,       135.90,                 25649653.65,188183
,BALPHARMA,EQ,        96.80,                  2353610.45,24390
,BALRAMCHIN,EQ,       349.90,                739721643.00,2101545
,BANARBEADS,EQ,        87.40,                 56467610.25,647576
,BANARISUG,EQ,      1850.00,                 14968604.95,8125
,BANCOINDIA,EQ,       162.00,                 25704307.95,157325
,BANG,BE,        41.95,                  1008809.70,24233
,BANKA,EQ,        68.60,                  2932749.25,41793
,BANKBEES,EQ,       350.06,                111056132.57,315958
,BANKINDIA,EQ,        70.85,                146655428.65,2044140
,BANSWRAS,EQ,       205.35,                  8278379.35,39547
,BARBEQUE,EQ,       868.60,                 33581713.20,38123
,BARTRONICS,BZ,         3.55,                    29095.85,8199
,BASF,EQ,      2815.40,                303981594.65,105766
,BASML,EQ,        98.80,                 58444319.80,591711
,BATAINDIA,EQ,      1582.70,                566125639.65,357983
,BAYERCROP,EQ,      5773.95,                 58291715.70,10004
,BBL,EQ,      1357.40,                 37382123.75,27270
,BBTC,EQ,      1283.45,                331956575.70,259020
,BBTCL,SM,        79.00,                   237000.00,3000
,BCG,BE,        53.05,                 11081667.55,208891
,BCLIND,EQ,       265.45,                 68091182.15,261235
,BCONCEPTS,SM,        29.60,                   267300.00,9000
,BCP,EQ,         3.90,                  1807199.55,462268
,BDL,EQ,       403.55,                158263722.25,392426
,BEARDSELL,EQ,        14.70,                   496245.20,34188
,BECTORFOOD,EQ,       445.75,                158307847.60,351513
,BEDMUTHA,BE,        38.20,                  2018842.20,52871
,BEL,EQ,       183.05,                883417836.85,4812249
,BEML,EQ,      1307.10,                212375193.95,162083
,BEPL,EQ,       189.80,                728605656.35,3803082
,BESTAGRO,EQ,       485.55,                 55437164.05,114166
,BETA,SM,       376.00,                  2416800.00,6400
,BFINVEST,EQ,       386.70,                 19833368.50,50410
,BFUTILITIE,EQ,       485.00,                110510004.50,225964
,BGRENERGY,EQ,        65.05,                  8626477.35,131714
,BHAGERIA,EQ,       271.45,                 66646658.80,239497
,BHAGYANGR,EQ,        49.20,                  1561445.75,31148
,BHAGYAPROP,EQ,        29.60,                   414487.45,13988
,BHANDARI,EQ,         3.40,                  1069340.85,312435
,BHARATFORG,EQ,       780.35,                496375745.25,634528
,BHARATGEAR,EQ,       116.55,                  3867863.95,32846
,BHARATRAS,EQ,     13378.80,                 21973946.20,1628
,BHARATWIRE,BE,        74.10,                  3733009.45,49705
,BHEL,EQ,        61.50,               1975308569.90,31595300
,BIGBLOC,EQ,       109.50,                 11215801.95,98862
,BIL,EQ,       226.95,                   517857.20,2277
,BINDALAGRO,EQ,        26.85,                  9151738.75,333686
,BIOFILCHEM,EQ,        71.55,                  6455900.60,89394
,BIRET,RR,       265.19,                 42329916.00,159800
