,16-Jul-2021
The Nifty witnessed an intraday movement of about 79.65 points.The closing index was 0.01 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 63177.53
, Traded Quantity (in Lakhs), 29181.77
, Number of Trades, 21599255
, Total Market Capitalisation (Rs. Crores), 23268220.26

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15924.20,     15958.35,     15962.25,     15882.60,     15923.40,-.8
,NIFTY50 EQL Wgt,     17900.20,     17942.35,     17946.35,     17866.40,     17905.75,5.55
,NIFTY100 EQL Wgt,     19082.20,     19126.30,     19159.55,     19088.85,     19146.85,64.65
,NIFTY100 LowVol30,     12420.60,     12447.00,     12482.40,     12399.20,     12416.65,-3.95
,NIFTY Alpha 50,     28137.90,     28228.05,     28393.50,     28102.10,     28361.35,223.45
,NIFTY MIDCAP 150,     10472.30,     10513.95,     10518.10,     10474.30,     10501.05,28.75
,NIFTY SMLCAP 50,      5231.00,      5261.00,      5338.10,      5260.00,      5327.25,96.25
,NIFTY SMLCAP 250,      8979.10,      9028.35,      9064.35,      9005.70,      9057.05,77.95
,NIFTY MIDSML 400,      9932.40,      9976.70,      9987.45,      9944.30,      9978.45,46.05
,NIFTY200 QUALTY30,     13668.95,     13697.80,     13700.45,     13607.75,     13623.65,-45.3
,Nifty FinSrv25 50,     16982.25,     17026.10,     17033.15,     16935.50,     16952.15,-30.1
,NIFTY AlphaLowVol,     16004.60,     16038.20,     16091.80,     15982.00,     15995.35,-9.25
,Nifty200Momentm30,     18173.15,     18237.75,     18267.45,     18169.10,     18246.15,73
,Nifty100ESGSecLdr,      2702.60,      2708.75,      2711.80,      2701.40,      2709.00,6.4
,Nifty IT,     29718.05,     29734.75,     29734.75,     29287.25,     29400.25,-317.8
,Nifty Next 50,     39001.85,     39082.75,     39217.25,     38982.10,     39188.15,186.3
,Nifty Bank,     35907.65,     35977.95,     35977.95,     35674.75,     35751.80,-155.85
,NIFTY MIDCAP 100,     27754.70,     27868.10,     27894.45,     27746.30,     27851.15,96.45
,Nifty 500,     13720.35,     13756.75,     13761.10,     13706.50,     13742.35,22
,Nifty 100,     16160.20,     16194.70,     16200.30,     16129.40,     16172.05,11.85
,Nifty Midcap 50,      7672.20,      7701.10,      7718.20,      7668.00,      7707.95,35.75
,Nifty Realty,       393.05,       395.45,       402.10,       390.05,       397.55,4.5
,Nifty Infra,      4420.95,      4430.65,      4460.35,      4420.65,      4456.75,35.8
,Nifty Energy,     19436.50,     19484.70,     19589.35,     19424.25,     19567.90,131.4
,Nifty FMCG,     36182.95,     36300.35,     36418.70,     36139.60,     36253.55,70.6
,Nifty MNC,     17676.05,     17727.05,     17735.90,     17672.40,     17720.35,44.3
,Nifty Pharma,     14467.45,     14486.10,     14715.15,     14478.15,     14635.05,167.6
,Nifty PSE,      3589.60,      3599.40,      3610.25,      3588.55,      3605.35,15.75
,Nifty PSU Bank,      2471.95,      2480.25,      2482.45,      2457.15,      2462.65,-9.3
,Nifty Serv Sector,     22254.25,     22287.20,     22289.70,     22104.95,     22150.50,-103.75
,India VIX,12.2700,12.2700,12.3700,11.6250,11.7050,-0.5650
,Nifty Auto,     10426.00,     10458.95,     10459.60,     10400.35,     10428.45,2.45
,Nifty Metal,      5335.40,      5362.10,      5396.80,      5350.50,      5391.30,55.9
,Nifty Media,      1807.85,      1815.65,      1818.60,      1797.30,      1800.90,-6.95
,NIFTY SMLCAP 100,     10333.15,     10393.50,     10462.15,     10364.85,     10447.05,113.9
,Nifty 200,      8448.20,      8468.40,      8469.20,      8435.85,      8457.45,9.25
,Nifty Div Opps 50,      3383.75,      3392.10,      3392.85,      3380.30,      3390.30,6.55
,Nifty Commodities,      5264.10,      5282.45,      5300.85,      5264.85,      5297.10,33
,Nifty Consumption,      6359.15,      6379.35,      6389.30,      6361.35,      6378.20,19.05
,Nifty Fin Service,     16926.30,     16968.45,     16974.05,     16857.40,     16884.10,-42.2
,Nifty50 Div Point,        83.96,        83.96,        83.96,        83.96,        83.96,0
,Nifty100 Liq 15,      4066.70,      4073.65,      4084.60,      4062.60,      4082.05,15.35
,Nifty CPSE,      2053.45,      2057.60,      2061.75,      2050.05,      2055.00,1.55
,Nifty GrowSect 15,      7630.85,      7655.35,      7694.85,      7647.30,      7670.70,39.85
,Nifty50 PR 2x Lev,      7609.90,      7641.85,      7644.65,      7570.10,      7608.45,-1.45
,Nifty50 PR 1x Inv,       276.45,       275.85,       277.20,       275.80,       276.50,.05
,Nifty50 TR 2x Lev,     10266.20,     10309.25,     10313.05,     10212.45,     10264.25,-1.95
,Nifty50 TR 1x Inv,       238.10,       237.65,       238.75,       237.60,       238.15,.05
,Nifty50 Value 20,      8145.40,      8163.55,      8163.70,      8103.20,      8125.90,-19.5
,Nifty Mid Liq 15,      6482.40,      6500.95,      6504.75,      6464.90,      6494.60,12.2
,Nifty Pvt Bank,     18810.00,     18840.85,     18840.85,     18678.55,     18710.00,-100
,NIFTY100 Qualty30,      3652.40,      3660.50,      3661.35,      3633.25,      3638.20,-14.2
,Nifty GS 8 13Yr,      2262.53,      2262.91,      2263.72,      2261.92,      2262.25,-.28
,Nifty GS 10Yr,      2048.26,      2048.60,      2049.22,      2046.25,      2046.83,-1.43
,Nifty GS 10Yr Cln,       944.74,       944.74,       945.03,       943.66,       943.92,-.82
,Nifty GS 4 8Yr,      2427.10,      2427.49,      2432.16,      2427.49,      2429.35,2.25
,Nifty GS 11 15Yr,      2418.70,      2419.15,      2419.34,      2415.83,      2416.95,-1.75
,Nifty GS 15YrPlus,      2572.57,      2573.07,      2573.07,      2569.00,      2569.00,-3.57
,Nifty GS Compsite,      2311.20,      2311.60,      2313.31,      2311.31,      2311.48,.28

,ADVANCES,1007
,DECLINES,975
,UNCHANGED,69

,Total securities that have hit their price bands today,331

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,WIPRO,EQ,       575.90,       577.75,0.32,2131.64
,RIIL,EQ,       771.55,                168966936.10,217935
,RITES,EQ,       284.70,                131016444.95,458557
,RKDL,EQ,        12.95,                   805483.80,61638
,RKEC,EQ,       103.80,                  6387223.80,60999
,RKFORGE,EQ,       746.65,                 47649105.80,63615
,RMCL,BZ,         2.50,                   202650.55,78351
,RML,EQ,       413.10,                 15286377.55,36636
,RNAVAL,BZ,         3.30,                  3300762.30,1000231
,ROHLTD,EQ,        87.40,                  8153137.30,92949
,ROLLT,EQ,         3.35,                   424666.75,127080
,ROLTA,EQ,         8.20,                  7718931.65,940278
,ROML,EQ,        80.25,                   798064.15,9900
,ROSSARI,EQ,      1167.45,                249624367.75,213114
,ROSSELLIND,EQ,       172.20,                 60621372.10,349893
,ROUTE,EQ,      2152.45,                972745279.20,452326
,RPGLIFE,EQ,       462.00,                 17407202.30,37527
,RPOWER,BE,        13.00,                180912742.35,13848856
,RPPINFRA,EQ,        86.95,                490969150.20,5531847
,RPPL,SM,       159.45,                  3744800.00,24000
,RPSGVENT,EQ,       638.20,                297926540.50,478785
,RSSOFTWARE,BE,        37.95,                  2221548.45,59176
,RSWM,EQ,       341.20,                 37434423.65,109714
,RSYSTEMS,EQ,       174.85,                 48069141.85,277932
,RTNINDIA,BE,        52.70,                 74103708.40,1407994
,RTNPOWER,BE,         7.65,                108659881.35,14397956
,RUBYMILLS,EQ,       275.80,                 12987638.00,46697
,RUCHI,EQ,      1123.55,                 27087785.40,24198
,RUCHINFRA,BE,         8.65,                   543190.85,62808
,RUCHIRA,EQ,        97.95,                  9483256.20,95874
,RUPA,EQ,       480.25,                 81968916.85,170174
,RUSHIL,BE,       292.20,                  2971982.15,10292
,RVHL,EQ,        22.70,                  2659700.85,117985
,RVNL,EQ,        31.55,                 83471376.75,2638302
,S&SPOWER,BE,        20.80,                    16592.00,827
,SABEVENTS,BE,         2.70,                    56550.35,21936
,SADBHAV,EQ,        79.30,                 72432646.20,904341
,SADBHIN,EQ,        34.70,                 64419355.75,1850118
,SAFARI,EQ,       763.40,                  8138630.95,10568
,SAGARDEEP,BE,        67.80,                 12266222.20,180240
,SAGCEM,EQ,      1115.15,                 39797113.70,35468
,SAIL,EQ,       127.20,               4040516448.45,31731431
,SAKAR,EQ,       175.90,                 10645582.10,60517
,SAKHTISUG,BE,        19.15,                  4877157.40,253321
,SAKSOFT,EQ,       685.80,                 37288148.00,53980
,SAKUMA,EQ,        14.00,                 16771306.70,1184933
,SALASAR,EQ,       340.10,                 19780601.65,57883
,SALONA,EQ,       183.90,                 17417492.65,92955
,SALSTEEL,BE,        10.50,                  1936851.00,184462
,SALZERELEC,EQ,       177.15,                 45981499.05,255282
,SAMBHAAV,BE,         3.90,                   157722.85,40727
,SANCO,BE,        10.25,                   170295.35,16871
,SANDESH,EQ,       920.85,                 14666899.05,15671
,SANDHAR,EQ,       293.65,                 48878251.35,165903
,SANGAMIND,EQ,       133.45,                 11165050.15,81035
,SANGHIIND,EQ,        60.05,                101884971.85,1697279
,SANGHVIMOV,EQ,       205.20,                 26124962.45,125896
,SANGINITA,EQ,        29.95,                  4470664.10,151957
,SANOFI,EQ,      7961.30,                257810977.30,32301
,SANWARIA,BZ,          .80,                  2299066.40,3014921
,SARDAEN,BE,       646.15,                 21593477.15,33235
,SAREGAMA,BE,      3323.05,                 31921723.75,9635
,SARLAPOLY,EQ,        41.65,                  8515220.40,203306
,SASKEN,EQ,      1301.90,                103556865.80,78276
,SASTASUNDR,BE,       330.15,                  7157870.10,21648
,SATIA,EQ,       106.95,                239304267.40,2237614
,SATIN,EQ,        93.75,                 55377937.85,596950
,SBCL,EQ,       127.55,                  6882796.85,54930
,SBIETFIT,EQ,       297.90,                   217261.39,727
,SBIETFPB,EQ,       187.89,                    34961.59,186
,SBIETFQLTY,EQ,       140.78,                   127150.35,903
,SCAPDVR,EQ,         2.25,                   288292.50,128130
,SCHAEFFLER,EQ,      5402.45,                 47100970.40,8724
,SCHAND,EQ,       140.25,                 93456567.00,672354
,SCHNEIDER,EQ,       129.25,                 68343744.95,524764
,SCI,EQ,       111.95,                143902119.50,1278233
,SDBL,BE,        47.15,                 23490345.20,523651
,SEAMECLTD,EQ,       472.35,                  3944371.15,8302
,SECL,SM,        21.50,                  1741500.00,81000
,SECURCRED,SM,        25.80,                    76920.00,3000
,SECURKLOUD,EQ,        86.35,                  3521548.35,40685
,SELAN,EQ,       153.65,                 18417177.15,120487
,SEPOWER,BE,         8.60,                   287222.80,33398
,SEQUENT,EQ,       303.45,               1297548780.90,4357999
,SESHAPAPER,EQ,       216.50,                 39470210.35,181903
,SETCO,EQ,        21.60,                  3488289.40,161714
,SETF10GILT,EQ,       204.16,                     9632.54,47
,SETFGOLD,EQ,      4292.80,                 22161396.30,5167
,SETFNIF50,EQ,       162.09,                 18596466.02,114757
,SETFNIFBK,EQ,       357.40,                118659215.29,331586
,SETFNN50,EQ,       406.16,                  1629961.41,4017
,SETUINFRA,BE,         1.80,                   341339.40,189633
,SEYAIND,EQ,        69.65,                 16693956.05,241413
,SFL,EQ,      2366.55,                 14123108.45,5932
,SGBAPR28I,GB,      4757.19,                   909874.87,191
,SGBAUG24,GB,      4795.90,                  1451315.01,305
,SGBAUG27,GB,      4760.00,                    99673.00,21
,SGBAUG28V,GB,      4803.06,                  7657929.00,1594
,SGBDC27VII,GB,      4800.00,                    14379.90,3
,SGBDEC26,GB,      4700.00,                     4700.00,1
,SGBFEB24,GB,      4730.00,                   141892.00,30
,SGBFEB27,GB,      4710.00,                    38082.00,8
,SGBFEB29XI,GB,      4760.00,                   247273.50,52
,SGBJ28VIII,GB,      4790.00,                     4790.00,1
,SGBJAN27,GB,      4703.10,                     4703.10,1
,SGBJAN29IX,GB,      4716.13,                   958637.42,203
,SGBJAN29X,GB,      4764.20,                  1160827.30,244
,SGBJU29III,GB,      4743.63,                   990053.11,209
,SGBJUL25,GB,      4710.01,                   687576.46,146
,SGBJUL27,GB,      4705.00,                     4705.00,1
,SGBJUL28IV,GB,      4713.06,                  5702777.07,1211
,SGBJUN27,GB,      4717.99,                    14153.97,3
,SGBJUN28,GB,      4706.85,                   691866.60,147
,SGBJUN29II,GB,      4711.12,                   871419.71,185
,SGBMAR24,GB,      4731.98,                   647584.65,137
,SGBMAR25,GB,      4715.00,                   329986.24,70
,SGBMAR28X,GB,      4710.20,                   235559.41,50
,SGBMAY25,GB,      4720.00,                  2024109.00,430
,SGBMAY26,GB,      4759.05,                     4759.05,1
,SGBMAY28,GB,      4704.73,                  3980698.89,847
,SGBMAY29I,GB,      4717.04,                  3376176.05,716
,SGBMR29XII,GB,      4719.61,                   953319.01,202
,SGBN28VIII,GB,      4742.66,                   601927.76,127
,SGBNOV23,GB,      4850.00,                    38615.50,8
,SGBNOV24,GB,      4740.00,                   156431.20,33
,SGBNOV258,GB,      4700.00,                   991825.00,211
,SGBNOV26,GB,      4690.05,                    14069.10,3
,SGBOC28VII,GB,      4725.45,                   990177.59,210
,SGBOCT25,GB,      4739.90,                    90288.90,19
,SGBOCT25IV,GB,      4828.00,                     9627.00,2
,SGBOCT27,GB,      4800.00,                    28625.00,6
,SGBOCT27VI,GB,      4712.00,                    51922.00,11
,SGBSEP24,GB,      4730.00,                   418916.10,89
,SGBSEP27,GB,      4744.00,                     4744.00,1
,SGBSEP28VI,GB,      4785.29,                   806181.95,169
,SGL,EQ,        14.95,                  1642036.95,110954
,SHAKTIPUMP,EQ,       850.00,                424607882.25,499312
,SHALBY,EQ,       191.15,                 31616606.70,165380
,SHALPAINTS,EQ,       112.70,                 31619181.00,278123
,SHANKARA,EQ,       527.50,                178272866.80,332000
,SHANTIGEAR,EQ,       148.70,                  4036893.75,27039
,SHARDACROP,EQ,       359.60,                 27559174.80,76564
,SHARDAMOTR,BE,       628.55,                 11018974.00,17608
,SHAREINDIA,EQ,       538.15,                270395315.70,509610
,SHARIABEES,EQ,       406.11,                   311231.62,767
,SHEMAROO,BE,       143.35,                 16642561.30,115473
,SHIL,BE,       396.60,                 42615889.95,107752
,SHILPAMED,EQ,       605.05,                393684408.35,646215
,SHIVAMAUTO,BE,        26.70,                  4138806.25,155504
,SHIVAMILLS,EQ,        90.80,                  5122812.75,55539
,SHIVATEX,EQ,       189.35,                 17454149.60,89479
,SHK,EQ,       167.95,                 22562592.10,133753
,SHOPERSTOP,EQ,       247.20,                 25438707.80,102060
,SHRADHA,EQ,        57.35,                   890963.25,15674
,SHREDIGCEM,EQ,        87.45,                 30714432.40,347862
,SHREEPUSHK,EQ,       180.90,                 14647727.20,80482
,SHREERAMA,EQ,        12.50,                  1116598.25,89745
,SHRENIK,BE,         2.10,                  2434317.20,1181975
,SHREYANIND,EQ,       116.10,                  3763340.65,32142
,SHREYAS,EQ,       197.95,                 12371048.65,63308
,SHRIPISTON,BE,       917.95,                   298463.45,320
,SHRIRAMCIT,EQ,      1764.10,                 15750689.80,8845
,SHRIRAMEPC,EQ,         5.30,                 13930038.15,2634244
,SHUBHLAXMI,SM,        13.05,                    26100.00,2000
,SHYAMCENT,EQ,        15.40,                 62776735.95,4118121
,SHYAMMETL,EQ,       413.30,                462737085.00,1120122
,SICAGEN,BE,        24.40,                  1142849.60,46339
,SICAL,EQ,        14.20,                  4689144.40,333092
,SIGIND,EQ,        51.60,                  2491222.70,47839
,SIL,BE,        17.30,                   206318.20,12123
,SILGO,EQ,        44.45,                 12578382.80,280403
,SILINV,EQ,       326.05,                  3400500.15,10331
,SILLYMONKS,BE,        21.70,                     5017.10,229
,SILVERTUC,SM,        88.25,                    88250.00,1000
,SIMBHALS,BE,        36.75,                   629637.75,17133
,SIMPLEXINF,EQ,        50.65,                  7194069.50,141351
,SINTERCOM,EQ,        79.20,                  2987247.50,37657
,SINTEX,BE,         4.80,                 16611099.40,3421730
,SIRCA,EQ,       344.50,                131833075.75,383073
,SIS,EQ,       507.10,                213489400.65,422837
,SITINET,BE,         1.50,                  1703995.50,1135997
,SIYSIL,EQ,       410.45,                 60733126.45,146133
,SJVN,EQ,        27.95,                 83456559.00,2967885
,SKFINDIA,EQ,      2569.05,                 17972868.35,6956
,SKIL,BE,         3.65,                   389510.75,103880
,SKIPPER,EQ,        87.80,                 63827774.55,713406
,SKMEGGPROD,EQ,        90.00,                  8486529.50,93972
,SMARTLINK,EQ,       126.45,                 63527720.15,488650
,SMCGLOBAL,EQ,        99.70,                741412072.35,7508473
,SMLISUZU,EQ,       605.30,                 42516904.65,70165
,SMSLIFE,EQ,       751.05,                  5680553.60,7570
,SMSPHARMA,EQ,       182.15,                 82901881.95,452387
,SNOWMAN,EQ,        53.00,                 70142698.85,1313451
,SOBHA,EQ,       658.30,               2934499948.15,4403090
,SOLARA,EQ,      1666.85,                 66706566.00,40175
,SOLARINDS,EQ,      1630.50,                118007010.55,71674
,SOLEX,SM,        53.40,                   318800.00,6000
,SOMANYCERA,BE,       673.60,                 17152955.60,25520
,SOMATEX,BE,         7.10,                   165486.75,23433
,SOMICONVEY,EQ,        60.65,                  1330714.15,22459
,SONACOMS,EQ,       401.50,                413555585.70,1023571
,SONAMCLOCK,SM,        57.55,                   517650.00,9000
,SONATSOFTW,EQ,       782.05,                118530775.60,150144
,SORILINFRA,EQ,       141.45,                  3509479.30,24698
,SOTL,EQ,      1495.40,                 61072692.50,40624
,SOUTHBANK,EQ,        12.45,                480449389.00,38286924
,SOUTHWEST,EQ,        53.05,                  4824185.40,90690
,SPAL,EQ,       305.45,                217364895.25,692018
,SPANDANA,EQ,       688.35,                 53386563.15,76637
,SPARC,EQ,       247.55,                189502409.55,757531
,SPECIALITY,EQ,        72.10,                 11760618.80,163152
,SPENCERS,EQ,        98.35,                337080792.75,3455907
,SPENTEX,BZ,         1.20,                    70051.20,58376
,SPIC,EQ,        66.35,                202266676.80,3031050
,SPICEJET,EQ,        78.70,                161596396.25,2051248
,SPLIL,EQ,        50.85,                  6290682.30,122101
,SPMLINFRA,BE,        11.85,                   312145.20,26787
,SPTL,BE,         5.90,                  6403315.70,1081320
,SREEL,EQ,       189.35,                  6923280.65,36427
,SREIBNPNCD,NU,       350.00,                    20800.00,64
,SREIBNPNCD,NV,       261.00,                     3132.00,12
,SREIBNPNCD,NR,       365.00,                     7300.00,20
,SREIBNPNCD,NL,       365.13,                     1142.24,3
,SREIBNPNCD,Y8,       347.80,                    25042.00,72
,SREIBNPNCD,NJ,       370.00,                    43470.25,117
,SREIBNPNCD,NZ,       450.00,                    12651.66,39
,SREIBNPNCD,Y3,       358.25,                      716.50,2
,SREIBNPNCD,Y2,       380.00,                     1140.00,3
,SREINFRA,EQ,        12.90,                 14539655.80,1127473
,SRF,EQ,      7761.85,                706922430.75,91419
,SRHHYPOLTD,EQ,       337.45,                 10731768.80,32435
,SRIPIPES,EQ,       222.55,                 42016665.55,185839
,SRPL,BE,        38.90,                    70264.40,1795
,SRTRANSFIN,EQ,      1449.35,                889470433.25,611746
,SRTRANSFIN,YP,      1095.00,                    14235.00,13
,SRTRANSFIN,ZK,      1135.25,                    85143.75,75
,SRTRANSFIN,YU,      1344.00,                   559535.00,420
,SRTRANSFIN,YN,      1340.02,                   266910.98,199
,SRTRANSFIN,YX,      1044.10,                    52205.00,50
,SRTRANSFIN,Z4,      1020.00,                    71420.00,70
,SRTRANSFIN,YY,      1064.37,                    28694.35,27
,SRTRANSFIN,Z1,      1260.00,                    63000.00,50
,SRTRANSFIN,Z9,      1140.25,                    86358.75,75
,SRTRANSFIN,YV,      1053.10,                   542821.70,523
,SRTRANSFIN,YR,      1099.99,                   223299.00,203
,SRTRANSFIN,YS,      1160.00,                   267983.00,230
,SRTRANSFIN,YH,      1025.00,                   292057.00,285
,SRTRANSFIN,YQ,      1065.10,                   319742.85,300
,SRTRANSFIN,YO,      1032.00,                   176150.00,170
,SRTRANSFIN,YT,      1279.99,                   286256.95,224
,SRTRANSFIN,YL,      1074.00,                   281469.97,263
,SRTRANSFIN,Z6,      1082.60,                   108260.00,100
,SRTRANSFIN,ZI,      1150.00,                    23600.00,20
,SRTRANSFIN,YK,      1036.10,                    51805.00,50
,SRTRANSFIN,YZ,      1120.00,                   304640.00,272
,SSINFRA,SM,         9.50,                    28500.00,3000
,SSWL,EQ,      1212.55,                116997079.80,95886
,STAR,EQ,       789.75,                228842111.20,290486
,STARCEMENT,EQ,       108.50,                 15253276.15,140189
,STARPAPER,EQ,       160.90,                 27376185.85,168998
,STCINDIA,EQ,       113.80,                  7838741.50,68424
,STEELCITY,EQ,        69.20,                 42897643.80,639308
,STEELXIND,EQ,        69.55,                 17794623.55,254238
,STEL,EQ,       109.15,                  3099875.40,28295
,STERTOOLS,EQ,       202.25,                 52055706.05,256524
,STLTECH,EQ,       300.40,                162109679.40,537876
,STOVEKRAFT,EQ,       753.15,                285458550.65,376128
,SUBCAPCITY,BE,        23.85,                      954.20,40
,SUBEXLTD,EQ,        68.70,                520567995.20,7492287
,SUBROS,EQ,       333.10,                 25543471.80,76011
,SUDARSCHEM,EQ,       751.25,                 95095385.85,126544
,SUMEETINDS,BE,        12.20,                  1867466.20,153071
,SUMICHEM,EQ,       437.45,                174437649.00,395946
,SUMIT,EQ,        18.45,                  8355183.85,458255
,SUMMITSEC,EQ,       657.80,                  2573895.40,3919
,SUNCLAYLTD,EQ,      3884.10,                928804981.05,231875
,SUNDARAM,BE,         2.25,                   539876.05,238213
,SUNDARMFIN,EQ,      2652.70,                 37103698.70,13993
,SUNDARMHLD,EQ,        80.45,                169528904.85,2137836
,SUNDRMBRAK,EQ,       439.75,                  4868256.80,10941
,SUNDRMFAST,EQ,       789.45,                 30006297.75,37839
,SUNFLAG,EQ,        82.55,                 57724231.55,692610
,SUNTECK,EQ,       366.90,                686757837.30,1854888
,SUNTV,EQ,       533.80,                655261673.60,1224509
,SUPERHOUSE,EQ,       163.55,                 10671335.30,64579
,SUPERSPIN,BE,        11.60,                  1360993.20,117327
,SUPPETRO,BE,       749.15,                 23870505.00,31890
,SUPRAJIT,EQ,       316.65,                 93939001.35,297921
,SUPREMEENG,BE,        34.60,                   508278.65,14531
,SUPREMEIND,EQ,      2129.05,                188490525.00,88414
,SURANASOL,EQ,        13.20,                  2748952.25,203730
,SURANAT&P,EQ,         7.05,                  1541441.15,218077
,SURYALAXMI,BE,        68.50,                  3114319.55,45657
,SURYAROSNI,EQ,       537.15,                 50317825.75,92823
,SURYODAY,EQ,       210.75,                 17172536.10,81532
,SUTLEJTEX,EQ,        74.50,                256922562.50,3552382
,SUULD,EQ,       518.60,                 72703519.90,140362
,SUVEN,EQ,        90.70,                 25732758.65,282635
,SUVENPHAR,EQ,       464.65,                183216761.30,394326
,SUVIDHAA,EQ,        25.15,                  3214057.25,124764
,SUZLON,EQ,         7.95,                224297210.60,27968620
,SVPGLOB,EQ,       109.80,                 33806504.55,309032
,SWANENERGY,EQ,       141.90,                 19475536.70,135360
,SWARAJENG,EQ,      1773.00,                 21628829.45,12187
,SWELECTES,EQ,       264.95,                  7981445.95,29772
,SWSOLAR,EQ,       282.25,                398672342.00,1418539
,SYMPHONY,EQ,      1072.30,                113425444.55,105540
,SYNGENE,EQ,       668.15,               4082011218.75,6100455
,TAINWALCHM,EQ,        81.10,                   842697.05,10334
,TAJGVK,EQ,       136.05,                 20862575.00,152736
,TAKE,EQ,        64.95,                138337072.50,2101342
,TALBROAUTO,EQ,       314.35,                 35350460.40,110208
,TANLA,BE,       927.55,                 72620730.70,77854
,TANTIACONS,BZ,         9.70,                   353153.20,36651
,TARACHAND,SM,        40.45,                   161900.00,4000
,TARAPUR,BE,         5.25,                    71649.35,13521
,TARC,EQ,        46.90,                238860053.20,4974896
,TARMAT,EQ,        78.35,                 33139231.25,433179
,TASTYBITE,EQ,     18827.05,                 66446352.80,3520
,TATACAPHSG,N4,      1079.99,                   134999.69,125
,TATACAPHSG,NA,      1109.90,                   221980.00,200
,TATACAPHSG,N2,      1048.03,                    63237.80,60
,TATACAPHSG,N6,      1096.90,                   109690.00,100
,TATACAPHSG,N8,      1097.00,                    10970.00,10
,TATACHEM,EQ,       781.00,                980784380.90,1256613
,TATACOFFEE,EQ,       190.25,                200092717.25,1045383
,TATACOMM,EQ,      1361.15,                370160922.00,267471
,TATAELXSI,EQ,      4302.65,               2389660892.95,549805
,TATAINVEST,EQ,      1164.60,                 33525974.05,28727
,TATAMETALI,EQ,      1273.35,                678618825.75,536136
,TATAMTRDVR,EQ,       144.65,                184322928.45,1264346
,TATAPOWER,EQ,       124.15,               1674657183.45,13479996
,TATASTLBSL,EQ,        89.50,                205711124.90,2294992
,TATASTLLP,BE,      1105.55,                178414217.25,157949
,TBZ,EQ,        81.50,                 15509933.30,189135
,TCFSL,NL,      1154.20,                    51939.10,45
,TCFSL,NF,      1205.00,                   321735.00,267
,TCFSL,ND,      1119.19,                   874884.57,781
,TCFSL,NB,      1070.50,                   353461.00,330
,TCFSL,NH,      1096.00,                   127982.00,117
,TCI,EQ,       400.70,                 27118195.30,66916
,TCIDEVELOP,EQ,       387.80,                  2186862.55,5519
,TCIEXP,EQ,      1576.95,                589514684.35,371830
,TCIFINANCE,EQ,         5.50,                    51905.65,9437
,TCNSBRANDS,EQ,       595.25,                 22704197.90,37973
,TCPLPACK,EQ,       528.55,                  3876060.85,7283
,TDPOWERSYS,EQ,       211.55,                 59233974.05,276978
,TEAMLEASE,EQ,      3856.95,                 21699714.55,5631
,TECHIN,BE,         5.15,                    37872.70,7422
,TECHNOE,EQ,       310.65,                 11257472.65,36053
,TEJASNET,BE,       184.10,                 17630996.50,95169
,TEMBO,BE,       217.80,                  2184367.00,10221
,TERASOFT,EQ,        78.95,                246492779.25,3074691
,TEXINFRA,EQ,        66.20,                  2432642.05,36448
,TEXMOPIPES,EQ,        52.10,                  9982837.15,191024
,TEXRAIL,EQ,        38.45,                 36128312.80,934911
,TFCILTD,EQ,        76.40,                 25925879.05,335664
,TFL,BE,         6.75,                   129996.95,19552
,TGBHOTELS,BE,         8.90,                   250919.90,28284
,THANGAMAYL,EQ,       835.95,                  7043854.55,8411
,THEINVEST,EQ,       111.00,                  3701289.55,33337
,THEJO,SM,      2500.10,                  3271195.00,1300
,THEMISMED,EQ,       872.85,                 30769291.60,34847
,THERMAX,EQ,      1427.45,                 92525807.30,65205
,THOMASCOOK,EQ,        62.45,                 14509857.65,232023
,THOMASCOTT,BE,        17.85,                    78540.00,4400
,THYROCARE,EQ,      1320.30,                393816840.15,296701
,TI,EQ,        43.35,                 21930948.10,504140
,TIDEWATER,BE,     15842.90,                186616191.00,12642
,TIIL,EQ,       628.15,                 45098534.80,70650
,TIINDIA,EQ,      1128.70,                 37596984.95,33059
,TIJARIA,EQ,         8.90,                   786494.10,86652
,TIL,BE,       190.60,                   815251.65,4282
,TIMESGTY,EQ,        54.20,                   368530.85,6956
,TIMETECHNO,EQ,        83.60,                 33682777.70,401634
,TIMKEN,EQ,      1526.50,                 89202865.55,58213
,TINPLATE,EQ,       249.05,                425503972.30,1695217
,TIPSINDLTD,BE,      1272.30,                 14074272.00,10959
,TIRUMALCHM,EQ,       167.65,                427936474.60,2587655
,TIRUPATIFL,BE,        47.75,                    90008.75,1885
,TMRVL,BE,        18.00,                   752974.50,41534
,TNPETRO,EQ,       121.85,                109146272.60,896806
,TNPL,EQ,       150.60,                 28114129.95,186011
,TNTELE,BE,        11.35,                   719383.15,63967
,TOKYOPLAST,EQ,       110.95,                  7009707.90,61979
,TORNTPOWER,EQ,       480.50,                300713296.70,627623
,TOTAL,EQ,        57.70,                 44118898.80,788375
,TOUCHWOOD,EQ,       105.80,                  4368362.65,41044
,TPLPLASTEH,EQ,       260.35,                 58947746.60,219977
,TRANSWIND,SM,         5.45,                    92000.00,16000
,TREEHOUSE,BE,        10.80,                   307934.15,28470
