,14-Jan-2021
The Nifty witnessed an intraday movement of about 146.3 points.The closing index was 0.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70195.9
, Traded Quantity (in Lakhs), 29426.75
, Number of Trades, 19096836
, Total Market Capitalisation (Rs. Crores), 19628052.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14564.85,     14550.05,     14617.80,     14471.50,     14595.60,30.75
,NIFTY50 EQL Wgt,     15519.35,     15537.00,     15573.25,     15420.10,     15552.60,33.25
,NIFTY100 EQL Wgt,     16497.25,     16535.30,     16567.45,     16413.85,     16548.60,51.35
,NIFTY100 LowVol30,     11405.15,     11410.00,     11446.30,     11327.95,     11427.60,22.45
,NIFTY Alpha 50,     20389.75,     20471.25,     20537.30,     20249.95,     20502.30,112.55
,NIFTY MIDCAP 150,      8328.30,      8349.35,      8371.60,      8289.80,      8335.15,6.85
,NIFTY SMLCAP 50,      3754.15,      3771.00,      3789.65,      3731.25,      3780.10,25.95
,NIFTY SMLCAP 250,      6360.45,      6383.90,      6395.45,      6331.35,      6388.40,27.95
,NIFTY MIDSML 400,      7624.25,      7646.20,      7661.10,      7589.35,      7638.90,14.65
,NIFTY200 QUALTY30,     12815.95,     12822.45,     12847.35,     12716.00,     12829.45,13.5
,Nifty FinSrv25 50,     15289.40,     15295.90,     15355.65,     15222.70,     15284.05,-5.35
,NIFTY AlphaLowVol,     14361.10,     14366.75,     14456.65,     14260.75,     14428.50,67.4
,Nifty200Momentm30,     14468.60,     14458.40,     14458.40,     14274.95,     14395.10,-73.5
,Nifty100ESGSecLdr,      2510.05,      2507.85,      2525.80,      2493.25,      2521.80,11.75
,Nifty IT,     27004.30,     26804.65,     27176.50,     26245.10,     26965.55,-38.75
,Nifty Next 50,     34156.00,     34264.55,     34357.05,     34018.00,     34318.45,162.45
,Nifty Bank,     32574.65,     32526.70,     32718.95,     32442.35,     32519.75,-54.9
,NIFTY MIDCAP 100,     22155.25,     22198.00,     22271.55,     22041.10,     22169.40,14.15
,Nifty 500,     12041.10,     12043.40,     12081.55,     11976.15,     12069.50,28.4
,Nifty 100,     14694.95,     14688.20,     14750.00,     14608.10,     14731.15,36.2
,Nifty Midcap 50,      6385.15,      6398.80,      6424.55,      6345.75,      6390.90,5.75
,Nifty Realty,       337.60,       338.30,       341.60,       334.75,       337.40,-.2
,Nifty Infra,      3894.70,      3911.75,      3928.40,      3888.00,      3922.60,27.9
,Nifty Energy,     17430.15,     17531.70,     17694.95,     17463.00,     17669.40,239.25
,Nifty FMCG,     34617.60,     34669.10,     34942.20,     34616.00,     34885.70,268.1
,Nifty MNC,     16328.50,     16368.05,     16413.90,     16287.30,     16388.50,60
,Nifty Pharma,     13122.55,     13140.40,     13278.60,     13020.30,     13232.55,110
,Nifty PSE,      3029.50,      3043.95,      3057.95,      3024.40,      3050.70,21.2
,Nifty PSU Bank,      1972.65,      1969.90,      2002.45,      1958.55,      1978.10,5.45
,Nifty Serv Sector,     20688.55,     20628.25,     20741.25,     20479.40,     20675.70,-12.85
,India VIX,23.2925,23.2925,23.7025,22.8075,23.0275,-0.2650
,Nifty Auto,     10208.55,     10237.30,     10285.25,     10148.95,     10238.30,29.75
,Nifty Metal,      3523.25,      3521.05,      3533.95,      3471.10,      3487.40,-35.85
,Nifty Media,      1759.05,      1767.30,      1778.65,      1748.40,      1754.95,-4.1
,NIFTY SMLCAP 100,      7433.75,      7466.60,      7495.10,      7398.50,      7481.30,47.55
,Nifty 200,      7558.70,      7557.35,      7584.05,      7516.10,      7575.65,16.95
,Nifty Div Opps 50,      3041.95,      3042.50,      3061.65,      3023.55,      3058.65,16.7
,Nifty Commodities,      3999.45,      4013.35,      4024.55,      3979.35,      4014.80,15.35
,Nifty Consumption,      6125.70,      6142.85,      6159.90,      6106.50,      6136.80,11.1
,Nifty Fin Service,     15624.05,     15615.35,     15692.70,     15567.60,     15608.95,-15.1
,Nifty50 Div Point,        82.51,        83.98,        83.98,        83.98,        83.98,1.47
,Nifty100 Liq 15,      3513.90,      3517.55,      3528.35,      3500.90,      3515.85,1.95
,Nifty CPSE,      1767.40,      1782.25,      1787.30,      1763.20,      1772.75,5.35
,Nifty GrowSect 15,      7132.00,      7134.20,      7166.05,      7122.40,      7151.05,19.05
,Nifty50 PR 2x Lev,      6575.00,      6561.15,      6621.80,      6491.05,      6602.25,27.25
,Nifty50 PR 1x Inv,       302.00,       302.35,       303.95,       300.95,       301.40,-.6
,Nifty50 TR 2x Lev,      8735.25,      8718.55,      8799.10,      8625.45,      8773.15,37.9
,Nifty50 TR 1x Inv,       262.15,       262.40,       263.80,       261.20,       261.60,-.55
,Nifty50 Value 20,      7322.35,      7303.60,      7384.20,      7242.80,      7358.05,35.7
,Nifty Mid Liq 15,      5591.75,      5618.10,      5641.55,      5571.10,      5623.90,32.15
,Nifty Pvt Bank,     17803.30,     17782.25,     17912.65,     17742.45,     17782.10,-21.2
,NIFTY100 Qualty30,      3435.65,      3435.75,      3447.20,      3410.20,      3441.55,5.9
,Nifty GS 8 13Yr,      2252.35,      2252.72,      2255.46,      2252.62,      2255.46,3.11
,Nifty GS 10Yr,      2027.90,      2028.23,      2031.41,      2028.23,      2031.41,3.51
,Nifty GS 10Yr Cln,       963.51,       963.51,       965.03,       963.51,       965.03,1.52
,Nifty GS 4 8Yr,      2396.75,      2397.12,      2399.37,      2396.36,      2398.19,1.44
,Nifty GS 11 15Yr,      2433.60,      2434.03,      2437.78,      2433.04,      2436.53,2.93
,Nifty GS 15YrPlus,      2697.40,      2697.89,      2697.95,      2697.89,      2697.95,.55
,Nifty GS Compsite,      2294.71,      2295.09,      2297.34,      2294.57,      2297.02,2.31

,ADVANCES,912
,DECLINES,1022
,UNCHANGED,87

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1387.15,      1370.50,-1.2,3741.12
,SALSTEEL,EQ,         4.75,                   656212.60,136582
,SALZERELEC,EQ,       131.30,                  6842124.40,53124
,SAMBHAAV,EQ,         2.95,                    77101.20,26136
,SANCO,EQ,        16.60,                  2568637.35,154151
,SANDESH,EQ,       634.60,                   439431.15,690
,SANDHAR,EQ,       249.15,                 38996608.95,152380
,SANGAMIND,BE,        90.70,                   547508.65,5996
,SANGHIIND,EQ,        39.95,                 90256474.40,2254147
,SANGHVIFOR,BE,        22.45,                    11162.25,505
,SANGHVIMOV,EQ,       115.15,                  2151898.50,18543
,SANGINITA,EQ,        27.65,                   899780.00,32522
,SANOFI,EQ,      8404.50,                395689103.45,47009
,SANWARIA,BZ,         1.10,                  4882163.80,4410121
,SARDAEN,EQ,       372.10,                 25313642.90,68346
,SAREGAMA,EQ,       827.65,                  8480468.65,10220
,SARLAPOLY,EQ,        29.05,                  3700803.25,127970
,SARVESHWAR,SM,        13.00,                    42640.00,3200
,SASKEN,EQ,       849.65,                 11295754.75,13281
,SASTASUNDR,EQ,       127.90,                  2057143.35,16046
,SATIA,EQ,        90.85,                  9583419.15,104983
,SATIN,EQ,        80.45,                 13538097.70,167891
,SATINPP,E1,        34.60,                  1078601.20,31063
,SBIETFIT,EQ,       272.13,                  2068583.56,7672
,SBIETFPB,EQ,       178.29,                    48140.51,269
,SBIETFQLTY,EQ,       131.62,                   184273.44,1409
,SBIN,N5,     11004.19,                  6341446.87,576
,SBIN,N6,     10927.00,                    10927.00,1
,SCAPDVR,EQ,         1.40,                   199063.30,141694
,SCHAEFFLER,EQ,      4500.75,                 18501376.25,4116
,SCHAND,EQ,        66.95,                  9019180.80,134160
,SCHNEIDER,EQ,        99.20,                177100322.70,1816072
,SCI,EQ,        86.55,                108344647.15,1254924
,SDBL,EQ,        31.80,                  3040005.20,94914
,SEAMECLTD,EQ,       471.75,                 52595908.20,111863
,SECL,SM,        18.65,                   223800.00,12000
,SECURCRED,SM,        15.30,                   184650.00,12000
,SELAN,EQ,       137.50,                 19782930.20,143834
,SELMCL,BZ,         2.20,                   225717.30,101705
,SEPOWER,BE,         5.00,                   393203.15,78790
,SEQUENT,EQ,       204.90,               1028621804.30,5175439
,SESHAPAPER,EQ,       152.35,                  2736850.40,17950
,SETCO,EQ,        15.45,                  2790120.35,179822
,SETF10GILT,EQ,       203.00,                    16050.80,79
,SETFGOLD,EQ,      4381.60,                137700036.00,31419
,SETFNIF50,EQ,       151.42,                 10899492.05,72177
,SETFNIFBK,EQ,       324.00,                  6982294.76,21539
,SETFNN50,EQ,       355.77,                  4949104.92,13927
,SETUINFRA,BE,         1.15,                   201682.35,181263
,SEYAIND,EQ,        65.15,                  1079658.85,16533
,SEZAL,BZ,         4.75,                     5267.75,1109
,SFL,EQ,      1944.55,                 13384418.70,6837
,SGBAPR28I,GB,      4978.50,                   958429.40,194
,SGBAUG24,GB,      4980.00,                  3868227.43,785
,SGBAUG27,GB,      4942.33,                   743917.66,151
,SGBAUG28V,GB,      4972.62,                 18286328.87,3681
,SGBDC27VII,GB,      4987.00,                     4987.00,1
,SGBDEC25,GB,      5097.00,                    50970.00,10
,SGBDEC25XI,GB,      4902.00,                     9804.00,2
,SGBDEC26,GB,      4975.00,                    24875.00,5
,SGBFEB24,GB,      4960.26,                   224367.05,45
,SGBFEB27,GB,      4921.08,                   216448.00,44
,SGBFEB28IX,GB,      4950.00,                   178030.00,36
,SGBJ28VIII,GB,      4994.35,                    99887.17,20
,SGBJAN26,GB,      4958.99,                    54510.90,11
,SGBJUL25,GB,      4929.92,                  3214166.84,655
,SGBJUL27,GB,      4988.00,                    19877.01,4
,SGBJUL28IV,GB,      4941.95,                  5270550.18,1070
,SGBJUN27,GB,      4950.00,                     9900.00,2
,SGBJUN28,GB,      4996.43,                  1509216.33,303
,SGBMAR24,GB,      4912.00,                    49141.70,10
,SGBMAR25,GB,      5200.94,                  3018050.40,609
,SGBMAY25,GB,      4903.01,                     9783.01,2
,SGBMAY28,GB,      4971.99,                  1776382.85,360
,SGBN28VIII,GB,      4940.00,                   493710.51,100
,SGBNOV23,GB,      4960.00,                  1188533.79,242
,SGBNOV24,GB,      4950.00,                   902690.96,183
,SGBNOV258,GB,      4925.00,                     4925.00,1
,SGBNOV25IX,GB,      4918.01,                  1182546.65,241
,SGBNOV25VI,GB,      4900.00,                     4900.00,1
,SGBNOV26,GB,      4934.89,                    79099.46,16
,SGBOC28VII,GB,      4938.66,                   271263.10,55
,SGBOCT25,GB,      5020.00,                    30120.00,6
,SGBOCT25IV,GB,      4937.92,                  1463715.14,298
,SGBOCT25V,GB,      4901.00,                    29409.00,6
,SGBOCT26,GB,      4940.00,                    98900.00,20
,SGBOCT27,GB,      4950.00,                   128170.10,26
,SGBOCT27VI,GB,      4925.00,                   275679.70,56
,SGBSEP24,GB,      4946.99,                   605112.47,123
,SGBSEP27,GB,      4950.00,                   103655.00,21
,SGBSEP28VI,GB,      4977.75,                  1480347.65,297
,SGL,EQ,         9.25,                   662225.60,73097
,SHAHALLOYS,BE,        11.25,                   144218.75,12305
,SHAKTIPUMP,BE,       367.85,                 10684736.15,29197
,SHALBY,EQ,       117.30,                 30430923.35,259969
,SHALPAINTS,EQ,       104.80,                 92249124.60,870147
,SHANKARA,EQ,       349.60,                  9825585.25,28094
,SHANTIGEAR,EQ,       122.50,                 11755493.05,95733
,SHARDACROP,EQ,       277.45,                 13593144.35,48516
,SHARDAMOTR,EQ,      1930.85,                  4964215.45,2568
,SHAREINDIA,EQ,       196.70,                  7265824.30,37208
,SHARIABEES,EQ,       372.70,                   303768.77,817
,SHEMAROO,BE,        73.70,                  1138917.05,15502
,SHIL,EQ,       178.45,                 13187532.70,75011
,SHILPAMED,EQ,       436.70,                 51215739.70,116991
,SHIRPUR-G,BZ,         8.75,                   145517.75,16925
,SHIVAMAUTO,EQ,        22.50,                  2129104.55,95601
,SHIVAMILLS,BE,        35.50,                   305818.55,8777
,SHIVATEX,EQ,       136.15,                  2586115.10,19053
,SHK,EQ,       126.80,                 33164200.70,261320
,SHOPERSTOP,EQ,       212.55,                 39671100.50,185203
,SHRADHA,EQ,        63.80,                   235069.90,3716
,SHREDIGCEM,EQ,        59.30,                 21167897.50,354744
,SHREEPUSHK,EQ,       130.15,                  9759395.15,74779
,SHREERAMA,EQ,         9.10,                  1894174.50,204496
,SHRENIK,EQ,         4.00,                  5561840.60,1396622
,SHREYANIND,EQ,        85.95,                  2417419.25,27930
,SHREYAS,EQ,        80.00,                  7839498.80,99320
,SHRIPISTON,BE,       603.00,                   291868.95,475
,SHRIRAMCIT,EQ,      1099.70,                 31862637.45,28914
,SHRIRAMEPC,EQ,         5.10,                  1973546.10,382854
,SHUBHLAXMI,SM,        18.90,                    18900.00,1000
,SHYAMCENT,EQ,         6.10,                   519777.20,84757
,SHYAMTEL,BE,         6.10,                    86902.75,14789
,SICAGEN,EQ,        16.45,                   247616.95,15406
,SICAL,BE,        18.00,                  1061275.85,59009
,SIGIND,EQ,        30.90,                  1328685.35,42805
,SIGMA,SM,        44.80,                   134400.00,3000
,SIKKO,SM,        27.30,                   109200.00,4000
,SIL,BE,        12.15,                   702985.70,58629
,SILINV,EQ,       215.35,                  1117890.25,5210
,SILLYMONKS,BE,        27.55,                     9390.40,347
,SIMBHALS,EQ,         8.00,                    34133.80,4266
,SIMPLEXINF,EQ,        39.05,                  4143543.35,105358
,SINTERCOM,EQ,        81.10,                   722604.10,8852
,SINTEX,BE,         5.20,                 15270811.40,2981957
,SIRCA,EQ,       346.55,                 17313395.80,50322
,SIS,EQ,       410.30,                 42303398.95,103004
,SITINET,BE,         1.35,                   817245.45,605367
,SIYSIL,EQ,       198.85,                  8086450.55,40444
,SJVN,EQ,        26.60,                 36855627.00,1385515
,SKFINDIA,EQ,      1834.25,                 44618007.35,24307
,SKIL,BE,         3.70,                   489478.65,130859
,SKIPPER,EQ,        69.05,                 13199941.60,192262
,SKMEGGPROD,EQ,        57.80,                  7213439.75,125936
,SKSTEXTILE,SM,        27.00,                    27000.00,1000
,SMARTLINK,BE,        88.20,                   594422.60,6738
,SMLISUZU,EQ,       487.10,                 13986531.40,28489
,SMPL,BZ,          .40,                    48546.00,121365
,SMSLIFE,EQ,       606.35,                  3309527.95,5523
,SMSPHARMA,EQ,       120.25,                 16528617.15,137546
,SNOWMAN,EQ,        59.55,                 97399079.10,1635703
,SOBHA,EQ,       485.10,                 82493959.40,169851
,SOLARA,EQ,      1245.60,                128389315.25,103306
,SOLARINDS,EQ,      1181.20,                 18235463.70,15463
,SOLEX,SM,        33.00,                    66000.00,2000
,SOMANYCERA,EQ,       346.20,                 21522268.20,61646
,SOMATEX,BE,         3.50,                   190855.00,54530
,SOMICONVEY,EQ,        35.50,                  1715044.10,47923
,SONAHISONA,SM,        10.20,                   102000.00,10000
,SONATSOFTW,EQ,       408.10,                 74529238.65,181701
,SORILINFRA,EQ,       135.80,                  6320062.35,46040
,SOTL,EQ,       709.80,                  5582878.85,7867
,SOUTHBANK,EQ,         9.50,                142120141.90,14990726
,SOUTHWEST,EQ,        44.85,                  2797700.15,64012
,SPAL,EQ,       168.95,                  4946925.55,29475
,SPANDANA,EQ,       793.55,                234798592.85,296979
,SPARC,EQ,       196.55,                207189159.40,1060738
,SPECIALITY,EQ,        46.15,                  1289823.35,27997
,SPENCERS,EQ,        83.80,                 21083078.10,250465
,SPENTEX,BZ,         1.15,                     6737.40,5981
,SPIC,EQ,        27.10,                 17467345.00,638819
,SPICEJET,EQ,        91.25,                223958566.95,2440027
,SPLIL,EQ,        48.75,                 13686007.35,277368
,SPMLINFRA,BE,        16.80,                   647992.15,40139
,SPTL,BE,         3.50,                  4942419.75,1377781
,SREEL,EQ,       146.20,                  1603497.60,10953
,SREIBNPNCD,NY,       710.00,                      710.00,1
,SREIBNPNCD,NU,       418.93,                   236647.15,492
,SREIBNPNCD,Y2,       507.00,                   124206.31,239
,SREIBNPNCD,NP,       485.90,                    47129.00,95
,SREIBNPNCD,YA,       479.90,                      479.90,1
,SREIBNPNCD,N9,       799.99,                    23507.99,27
,SREIBNPNCD,NO,       429.58,                   182599.15,414
,SREIBNPNCD,NV,       440.00,                    13200.00,30
,SREIBNPNCD,NR,       501.00,                     6012.00,12
,SREIBNPNCD,NQ,       580.00,                     6380.00,11
,SREIBNPNCD,NL,       535.00,                    62321.10,130
,SREIBNPNCD,Y6,      1000.00,                    10000.00,10
,SREIBNPNCD,Y7,       455.88,                    22890.00,50
,SREIBNPNCD,NJ,       462.47,                   354574.84,758
,SREIBNPNCD,Y1,       403.50,                   128986.30,310
,SREINFRA,EQ,         8.10,                 10628181.45,1302709
,SRF,EQ,      5979.55,                650514364.00,108940
,SRHHYPOLTD,EQ,       244.55,                  2983893.00,12135
,SRIPIPES,EQ,       158.05,                 24617594.40,156076
,SRPL,EQ,        32.85,                    25117.35,763
,SRTRANSFIN,EQ,      1218.45,               5168587355.15,4239655
,SRTRANSFIN,ZB,      1140.27,                    31926.00,28
,SRTRANSFIN,Z5,      1019.00,                    50950.00,50
,SRTRANSFIN,YX,      1098.00,                    97835.00,90
,SRTRANSFIN,Z7,      1050.00,                    78750.00,75
,SRTRANSFIN,YT,      1225.00,                   205800.00,168
,SRTRANSFIN,Z1,      1185.30,                    29632.50,25
,SRTRANSFIN,Z3,      1005.00,                    20100.00,20
,SRTRANSFIN,YI,      1034.10,                   165456.00,160
,SRTRANSFIN,Z9,      1018.00,                    50900.00,50
,SRTRANSFIN,Y9,      1065.00,                    36164.92,34
,SRTRANSFIN,YW,      1114.56,                   126185.00,114
,SRTRANSFIN,ZK,      1120.00,                    41920.00,41
,SRTRANSFIN,ZC,      1165.00,                   208130.25,184
,SRTRANSFIN,YS,      1072.80,                   118008.00,110
,SRTRANSFIN,YK,      1056.00,                    92871.00,88
,SRTRANSFIN,ZH,      1005.20,                    45440.00,45
,SRTRANSFIN,YO,      1039.89,                   122773.69,120
,SRTRANSFIN,YH,      1014.00,                   111530.00,110
,SRTRANSFIN,YJ,      1045.50,                   926460.85,887
,SRTRANSFIN,ZG,      1004.04,                   182544.84,181
,SRTRANSFIN,YQ,      1028.67,                    33913.05,33
,SRTRANSFIN,YV,      1022.00,                   102200.00,100
,SRTRANSFIN,ZD,      1014.00,                   117499.27,117
,SSINFRA,SM,         7.90,                    94800.00,12000
,SSWL,EQ,       658.20,                 45667210.65,69142
,STAR,EQ,       922.25,                529332558.90,571022
,STARCEMENT,EQ,       102.85,                 32658179.85,316597
,STARPAPER,EQ,       115.40,                  8165848.35,70555
,STCINDIA,EQ,        78.25,                  1892119.95,24005
,STEELCITY,EQ,        40.55,                 12487621.15,304956
,STEELXIND,EQ,        50.00,                  3705428.20,73100
,STEL,EQ,        77.45,                  5929032.45,74849
,STERTOOLS,EQ,       212.35,                  3202023.10,14998
,STLTECH,EQ,       187.35,                128372940.10,689161
,SUBCAPCITY,BE,        21.65,                    41645.85,2051
,SUBEXLTD,EQ,        28.00,                140222247.65,5075841
,SUBROS,EQ,       336.15,                 11218897.55,33391
,SUDARSCHEM,EQ,       500.80,                 52520941.05,104520
,SUJANAUNI,BE,          .45,                   254411.75,590385
,SUMICHEM,EQ,       321.05,                141869011.35,448352
,SUMIT,BE,         9.95,                    70217.65,7230
,SUMMITSEC,EQ,       538.60,                  1463372.25,2713
,SUNCLAYLTD,EQ,      2666.80,                  4947016.80,1861
,SUNDARAM,EQ,         1.70,                   856523.20,489981
,SUNDARMFIN,EQ,      1839.95,                 51327338.10,27938
,SUNDARMHLD,EQ,        77.45,                 18688136.70,239545
,SUNDRMBRAK,EQ,       316.55,                  1475665.80,4563
,SUNDRMFAST,EQ,       550.00,                 66483594.70,122449
,SUNFLAG,EQ,        63.50,                 34295545.95,536431
,SUNTECK,EQ,       383.25,                142096772.50,367517
,SUNTV,EQ,       532.30,               2673419365.10,4975405
,SUPERHOUSE,EQ,       128.50,                  2869659.15,22303
,SUPERSPIN,EQ,         5.35,                   302794.95,57474
,SUPPETRO,EQ,       382.85,                 15956932.05,41691
,SUPRAJIT,EQ,       215.45,                 16073391.70,74159
,SUPREMEENG,EQ,        31.30,                 11240500.15,357487
,SUPREMEIND,EQ,      1738.90,                125330048.75,71653
,SUPREMEINF,BZ,        15.00,                      158.00,11
,SURANASOL,BE,        11.75,                  1326737.80,115145
,SURANAT&P,EQ,         5.95,                   881345.00,149123
,SURANI,SM,        19.00,                   188300.00,10000
,SURYALAXMI,BE,        32.10,                   225098.25,6871
,SURYAROSNI,EQ,       340.85,                 10709672.25,31342
,SUTLEJTEX,EQ,        47.60,                  2911653.25,61327
,SUULD,EQ,       142.90,                  2120021.30,14876
,SUVEN,EQ,        85.90,                 87713982.85,1043256
,SUVENPHAR,EQ,       503.05,               1558421694.20,3170261
,SUZLON,BE,         6.35,                 31029306.75,4886505
,SWANENERGY,EQ,       129.95,                  9708427.70,74318
,SWARAJENG,EQ,      1378.65,                 31261513.20,22584
,SWELECTES,EQ,       198.70,                  3001996.05,15190
,SWSOLAR,EQ,       270.55,                 73941601.20,272918
,SYMPHONY,EQ,      1043.05,                 35156831.65,33387
,SYNCOM,BZ,         3.80,                   582977.00,153415
,SYNGENE,EQ,       614.25,                146205879.00,238763
,TAINWALCHM,EQ,        85.45,                 18731454.60,221014
,TAJGVK,EQ,       139.50,                 10336937.00,73902
,TAKE,EQ,        63.80,                149987126.70,2365046
,TALBROAUTO,EQ,       181.00,                 10320037.45,56262
,TANLA,EQ,       725.85,                 78223674.95,106640
,TARC,EQ,        26.65,                 18631596.35,704592
,TARMAT,EQ,        53.50,                 17424602.25,307994
,TASTYBITE,EQ,     12077.50,                 38847358.90,3213
,TATACHEM,EQ,       535.95,               3107876217.20,5733798
,TATACOFFEE,EQ,       115.05,                181950910.65,1576342
,TATACOMM,EQ,      1088.55,                301056944.50,277680
,TATAELXSI,EQ,      2490.15,              17682135818.25,7133891
,TATAINVEST,EQ,      1084.60,                 72555723.40,66935
,TATAMETALI,EQ,       719.40,                540338619.65,753971
,TATAMTRDVR,EQ,        97.60,               1088064614.70,11195803
,TATAPOWER,EQ,        85.95,               1772656362.40,20620191
,TATASTLBSL,EQ,        44.20,                194309779.00,4408368
,TATASTLLP,EQ,       719.10,                483640942.10,685306
,TATASTLPP,E1,       268.65,                173500283.80,644389
,TBZ,EQ,        79.95,                 48604470.55,598042
,TCFSL,NH,      1058.00,                    36796.00,35
,TCFSL,NB,      1044.90,                  1227756.35,1178
,TCFSL,NF,      1146.00,                    21785.89,19
,TCFSL,NL,      1129.79,                   344830.30,307
,TCFSL,ND,      1105.32,                   859518.08,778
,TCI,EQ,       248.25,                  5631482.20,22691
,TCIDEVELOP,EQ,       318.65,                   135300.85,425
,TCIEXP,EQ,       970.35,                 11913660.05,12313
,TCIFINANCE,BE,         5.05,                    80810.45,16001
,TCNSBRANDS,EQ,       434.40,                  4580896.45,10532
,TCPLPACK,EQ,       363.60,                  1706039.50,4680
,TDPOWERSYS,EQ,       141.60,                  6531260.35,45692
,TEAMLEASE,EQ,      2769.45,                 42517431.00,15414
,TECHIN,EQ,         3.00,                     6507.85,2206
,TECHNOE,EQ,       256.40,                220689511.80,836109
,TECHNOFAB,BZ,        10.85,                   103823.90,9954
,TEJASNET,EQ,       135.85,                 81447094.00,605020
,TEMBO,SM,       194.95,                  7914700.00,42000
,TERASOFT,EQ,        55.60,                  6019638.15,106511
,TEXINFRA,EQ,        55.40,                  4729265.05,85839
,TEXMOPIPES,EQ,        23.60,                  1844689.05,77151
,TEXRAIL,EQ,        34.75,                 44355265.60,1265145
,TFCILTD,EQ,        53.90,                 11054218.50,203748
,TFL,EQ,         2.95,                      781.75,265
,TGBHOTELS,BE,         6.00,                    49780.45,8363
,THANGAMAYL,EQ,       632.80,                 34306841.20,53728
,THEINVEST,BZ,       119.75,                   506147.60,4216
,THEJO,SM,      1159.20,                  2585845.00,2200
,THEMISMED,EQ,       344.80,                  2351088.40,6819
,THERMAX,EQ,      1016.85,                 67694448.70,67417
,THOMASCOOK,EQ,        45.95,                 22778916.05,493152
,THOMASCOTT,BE,         8.85,                     8931.00,1009
,THYROCARE,EQ,       968.60,                 25264248.00,26058
,TI,EQ,        28.25,                  5038466.45,176588
,TIDEWATER,EQ,      4480.85,                  8254515.25,1838
,TIIL,EQ,       354.10,                  4722926.50,13546
,TIINDIA,EQ,       833.70,                 20861698.80,25049
,TIJARIA,BE,         9.05,                    93982.30,10666
,TIL,EQ,       174.90,                   750352.60,4321
,TIMESGTY,EQ,        25.70,                   188012.25,7086
,TIMETECHNO,EQ,        54.50,                 18130093.05,331682
,TIMKEN,EQ,      1236.20,                 26538688.40,21358
,TINPLATE,EQ,       180.70,                120948155.00,668344
,TIPSINDLTD,EQ,       376.15,                 19713567.60,52433
,TIRUMALCHM,EQ,        98.85,                 43042537.15,431818
,TIRUPATI,SM,        69.30,                   207900.00,3000
,TMRVL,EQ,        11.80,                   686828.80,57574
,TNPETRO,EQ,        44.00,                 21406318.65,479484
,TNPL,EQ,       129.00,                 18345558.65,141383
,TNTELE,BE,         3.00,                     1800.00,600
,TOKYOPLAST,EQ,        81.95,                 20723938.40,255675
,TORNTPOWER,EQ,       333.00,                323899102.00,976978
,TOTAL,EQ,        72.05,                  4502749.05,62941
,TOUCHWOOD,BE,        89.85,                   219696.25,2418
,TPLPLASTEH,EQ,       171.20,                   498323.25,2888
,TREEHOUSE,EQ,         7.15,                   505293.05,71324
,TREJHARA,EQ,        36.50,                  1245411.75,34969
,TRENT,EQ,       654.60,                359198934.30,543503
,TRF,BE,       102.35,                   606032.55,5928
,TRIDENT,EQ,        14.35,                328989670.95,22772377
,TRIGYN,EQ,        80.40,                  8548017.90,105011
,TRIL,BE,        19.30,                  1805933.05,93788
,TRITURBINE,EQ,        94.45,                 27024573.50,285604
,TRIVENI,EQ,        75.00,                 55475074.40,741966
,TTKHLTCARE,EQ,       578.65,                  1060956.50,1856
,TTKPRESTIG,EQ,      6262.60,                 69425469.40,11077
,TTL,EQ,        50.90,                   299398.00,5898
,TTML,BE,        10.75,                 61554581.40,5912960
,TV18BRDCST,EQ,        32.00,                212877767.60,6628571
,TVSELECT,BE,       127.50,                  2105456.55,16547
,TVSMOTOR,EQ,       513.00,               1015893112.35,1989436
,TVSSRICHAK,EQ,      1908.10,                 19815276.35,10350
,TVTODAY,EQ,       254.55,                125627425.55,484632
,TVVISION,BE,         2.15,                    15588.25,7200
,TWL,EQ,        59.70,                 47987251.90,803321
,UCALFUEL,EQ,       128.25,                  2639561.65,20524
,UCL,SM,        35.15,                   349800.00,10000
,UCOBANK,EQ,        13.15,                 30164633.75,2285484
,UFLEX,EQ,       376.15,                 14622612.35,38907
,UFO,EQ,        90.60,                 17548677.90,192203
,UGARSUGAR,EQ,        17.30,                  2042387.80,117857
,UJAAS,BE,         3.50,                  3792442.50,1083555
,UJJIVAN,EQ,       295.00,                180482722.25,612451
,UJJIVANSFB,EQ,        41.60,                 64974092.60,1552202
,UMANGDAIRY,EQ,        65.95,                  4536927.30,68288
,UMESLTD,BE,         4.05,                   295325.55,74426
,UNICHEMLAB,EQ,       284.10,                 63365771.75,223946
,UNIDT,EQ,       311.70,                  4245882.50,13402
,UNIENTER,EQ,        72.40,                  4047820.40,55825
,UNIINFO,SM,        22.70,                    90900.00,4000
,UNIONBANK,EQ,        33.20,                358902610.60,10758845
,UNITECH,BZ,         1.90,                  3437360.20,1802365
,UNITEDPOLY,SM,        42.25,                   378750.00,9000
,UNITEDTEA,EQ,       318.70,                   876566.40,2759
,UNITY,BZ,         1.20,                     5927.00,4877
,UNIVASTU,EQ,        35.55,                   143971.60,4038
,UNIVCABLES,EQ,       143.20,                 10452133.20,71709
