,28-Jun-2021
The Nifty witnessed an intraday movement of about 123.5 points.The closing index was 0.29 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 58149.56
, Traded Quantity (in Lakhs), 34856.8
, Number of Trades, 20446298
, Total Market Capitalisation (Rs. Crores), 22859868.07

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15860.35,     15915.35,     15915.65,     15792.15,     15814.70,-45.65
,NIFTY50 EQL Wgt,     17822.55,     17886.65,     17887.30,     17791.00,     17816.70,-5.85
,NIFTY100 EQL Wgt,     18910.95,     18977.50,     18998.90,     18922.80,     18952.80,41.85
,NIFTY100 LowVol30,     12315.65,     12351.20,     12357.95,     12299.00,     12308.05,-7.6
,NIFTY Alpha 50,     27106.20,     27171.05,     27221.05,     27015.55,     27098.15,-8.05
,NIFTY MIDCAP 150,     10137.30,     10182.75,     10199.35,     10153.30,     10187.75,50.45
,NIFTY SMLCAP 50,      4853.95,      4881.85,      4890.30,      4865.05,      4878.50,24.55
,NIFTY SMLCAP 250,      8363.10,      8414.30,      8422.90,      8387.10,      8406.50,43.4
,NIFTY MIDSML 400,      9499.05,      9546.45,      9559.15,      9519.15,      9546.95,47.9
,NIFTY200 QUALTY30,     13433.10,     13471.70,     13477.30,     13411.35,     13423.20,-9.9
,Nifty FinSrv25 50,     16775.75,     16835.95,     16859.00,     16691.95,     16720.75,-55
,NIFTY AlphaLowVol,     15559.55,     15621.90,     15673.15,     15597.90,     15615.25,55.7
,Nifty200Momentm30,     17829.65,     17897.95,     17971.40,     17847.45,     17926.20,96.55
,Nifty100ESGSecLdr,      2701.15,      2707.90,      2707.90,      2691.15,      2693.60,-7.55
,Nifty IT,     29210.55,     29259.60,     29259.60,     28977.75,     29068.55,-142
,Nifty Next 50,     38603.45,     38724.90,     38874.30,     38602.25,     38754.35,150.9
,Nifty Bank,     35364.65,     35488.20,     35576.95,     35236.45,     35359.45,-5.2
,NIFTY MIDCAP 100,     26895.00,     26998.00,     27066.85,     26906.45,     27036.50,141.5
,Nifty 500,     13539.40,     13589.75,     13589.85,     13515.05,     13533.05,-6.35
,Nifty 100,     16087.20,     16141.45,     16141.70,     16032.75,     16055.20,-32
,Nifty Midcap 50,      7477.30,      7519.35,      7535.65,      7480.35,      7520.25,42.95
,Nifty Realty,       346.55,       346.50,       348.85,       345.75,       346.70,.15
,Nifty Infra,      4371.50,      4395.65,      4395.95,      4356.75,      4362.10,-9.4
,Nifty Energy,     19961.05,     20097.30,     20101.30,     19827.35,     19858.50,-102.55
,Nifty FMCG,     36006.55,     36104.20,     36159.75,     35955.90,     36054.45,47.9
,Nifty MNC,     17517.60,     17588.80,     17599.90,     17502.15,     17533.55,15.95
,Nifty Pharma,     14069.60,     14120.35,     14308.90,     14095.00,     14247.60,178
,Nifty PSE,      3617.65,      3639.95,      3649.05,      3622.20,      3631.35,13.7
,Nifty PSU Bank,      2507.25,      2530.75,      2580.95,      2521.55,      2567.35,60.1
,Nifty Serv Sector,     22154.75,     22214.90,     22214.90,     22040.90,     22078.05,-76.7
,India VIX,13.3675,13.3675,13.7700,13.1175,13.4025,0.0350
,Nifty Auto,     10706.80,     10746.10,     10746.10,     10676.90,     10709.90,3.1
,Nifty Metal,      5223.95,      5253.05,      5316.95,      5206.85,      5290.80,66.85
,Nifty Media,      1835.75,      1842.20,      1842.20,      1820.35,      1824.05,-11.7
,NIFTY SMLCAP 100,      9691.10,      9734.90,      9754.05,      9713.00,      9726.50,35.4
,Nifty 200,      8380.60,      8409.35,      8409.45,      8359.95,      8371.70,-8.9
,Nifty Div Opps 50,      3352.15,      3362.35,      3362.65,      3347.05,      3350.85,-1.3
,Nifty Commodities,      5179.15,      5205.80,      5216.10,      5177.00,      5190.15,11
,Nifty Consumption,      6356.45,      6378.05,      6378.05,      6344.50,      6352.30,-4.15
,Nifty Fin Service,     16722.35,     16773.60,     16806.70,     16635.25,     16667.40,-54.95
,Nifty50 Div Point,        65.14,        65.14,        65.14,        65.14,        65.14,0
,Nifty100 Liq 15,      4014.45,      4034.55,      4036.10,      3996.35,      4006.15,-8.3
,Nifty CPSE,      2059.55,      2070.80,      2081.65,      2064.85,      2067.55,8
,Nifty GrowSect 15,      7601.95,      7624.65,      7636.15,      7605.30,      7620.75,18.8
,Nifty50 PR 2x Lev,      7564.65,      7615.10,      7615.10,      7498.05,      7519.05,-45.6
,Nifty50 PR 1x Inv,       277.15,       276.25,       278.40,       276.25,       278.00,.85
,Nifty50 TR 2x Lev,     10180.80,     10248.65,     10248.65,     10091.15,     10119.40,-61.4
,Nifty50 TR 1x Inv,       239.00,       238.25,       240.10,       238.25,       239.75,.75
,Nifty50 Value 20,      8102.65,      8124.20,      8124.80,      8078.00,      8090.25,-12.4
,Nifty Mid Liq 15,      6270.05,      6302.80,      6315.45,      6274.45,      6289.40,19.35
,Nifty Pvt Bank,     18586.40,     18649.85,     18695.90,     18526.10,     18599.15,12.75
,NIFTY100 Qualty30,      3627.00,      3638.40,      3638.90,      3617.40,      3621.30,-5.7
,Nifty GS 8 13Yr,      2273.05,      2273.43,      2273.43,      2269.17,      2269.17,-3.88
,Nifty GS 10Yr,      2067.48,      2067.82,      2067.82,      2061.98,      2062.19,-5.29
,Nifty GS 10Yr Cln,       956.51,       956.51,       956.51,       953.80,       953.89,-2.62
,Nifty GS 4 8Yr,      2419.71,      2420.10,      2420.10,      2415.85,      2416.07,-3.64
,Nifty GS 11 15Yr,      2424.47,      2424.92,      2424.92,      2415.95,      2416.09,-8.38
,Nifty GS 15YrPlus,      2598.51,      2599.02,      2599.02,      2591.11,      2593.01,-5.5
,Nifty GS Compsite,      2312.29,      2312.68,      2312.68,      2307.09,      2307.30,-4.99

,ADVANCES,1069
,DECLINES,940
,UNCHANGED,66

,Total securities that have hit their price bands today,404

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      2104.45,      2086.00,-0.88,1965.44
,AJMERA,EQ,       282.75,                411631970.25,1510831
,AJOONI,BE,        56.50,                 18064561.15,319822
,AKASH,EQ,       223.10,                  7920076.35,35030
,AKG,EQ,        28.30,                   321002.80,11289
,AKSHARCHEM,EQ,       342.75,                  8565389.55,24619
,AKSHOPTFBR,BE,         8.30,                  5616303.30,679708
,AKZOINDIA,EQ,      2289.65,                 55892976.75,24343
,ALANKIT,EQ,        25.55,                 53128613.50,2152322
,ALBERTDAVD,EQ,       484.50,                  7156790.60,14842
,ALCHEM,BZ,         3.65,                    37131.70,10794
,ALEMBICLTD,EQ,       128.40,                 82765630.45,643384
,ALICON,EQ,       565.45,                  8021948.55,14222
,ALKALI,EQ,        70.85,                  1571327.80,22017
,ALKYLAMINE,EQ,      3606.55,                140073933.50,38798
,ALLCARGO,EQ,       158.75,                605302354.25,3829160
,ALLSEC,EQ,       373.60,                  3784941.25,10018
,ALMONDZ,EQ,        51.40,                  2648552.45,52109
,ALOKINDS,EQ,        25.15,                337404168.85,13268996
,ALPA,BE,        57.35,                  4473955.15,78276
,ALPHAGEO,EQ,       311.85,                180416830.50,566691
,ALPSINDUS,BE,         3.25,                    60856.25,18725
,AMARAJABAT,EQ,       750.90,                544382545.40,723952
,AMBANIORG,SM,        70.55,                   291100.00,4000
,AMBER,EQ,      2950.75,                320903730.40,109501
,AMBICAAGAR,EQ,        20.45,                   640792.35,31468
,AMBIKCO,EQ,      1168.70,                 15185278.00,12907
,AMDIND,EQ,        26.35,                  3572022.75,134418
,AMJLAND,EQ,        30.55,                  1658730.60,54535
,AMRUTANJAN,EQ,       677.50,                 14363547.45,21155
,ANANTRAJ,BE,        57.15,                  8678424.65,151500
,ANDHRACEMT,BE,        15.85,                  1639064.35,103411
,ANDHRAPAP,EQ,       244.10,                  8018943.40,32827
,ANDHRSUGAR,EQ,       558.15,               1612242063.30,2945647
,ANGELBRKG,EQ,       811.10,                 63717520.10,78530
,ANIKINDS,EQ,        21.45,                  3397253.70,156800
,ANKITMETAL,BE,         1.85,                   155876.95,83465
,ANMOL,EQ,       145.35,                  3789756.00,26446
,ANSALAPI,BE,         8.00,                  1240738.40,155888
,ANSALHSG,EQ,         7.80,                   993881.10,126886
,ANTGRAPHIC,BE,          .70,                  1125678.35,1620493
,ANUP,EQ,       878.10,                 34231936.70,38682
,ANURAS,EQ,       744.00,                 63458451.70,85557
,APARINDS,EQ,       520.60,                 11402740.70,21815
,APCL,EQ,       346.90,                 43234900.50,123445
,APCOTEXIND,EQ,       319.25,                 33225435.30,104415
,APEX,EQ,       271.75,                 29774607.00,108820
,APLAPOLLO,EQ,      1603.35,                167451717.40,104074
,APLLTD,EQ,      1001.65,                301468719.30,302192
,APOLLO,EQ,       114.10,                 12292375.95,106889
,APOLLOHOSP,EQ,      3454.15,               4185944168.95,1213113
,APOLLOPIPE,EQ,      1032.30,                 39587753.40,38577
,APOLLOTYRE,EQ,       229.05,               1178533408.45,5205547
,APOLSINHOT,EQ,       793.40,                   967420.60,1216
,APTECHT,EQ,       239.75,                 40023209.80,165805
,ARCHIDPLY,BE,        35.00,                   733600.70,21141
,ARCHIES,EQ,        16.95,                  7080821.25,413101
,ARCOTECH,BZ,         1.65,                    99186.00,60424
,ARENTERP,EQ,        16.80,                    35570.15,2164
,ARIES,EQ,       146.25,                327704331.70,2236185
,ARIHANT,BE,        26.65,                   127236.70,4951
,ARIHANTCAP,EQ,       129.15,                  3426219.95,26518
,ARIHANTSUP,BE,        93.75,                  1334420.80,14230
,ARMANFIN,EQ,       667.50,                 15705519.60,23698
,AROGRANITE,EQ,        60.45,                 41672956.00,680838
,ARROWGREEN,BE,       169.55,                  1607449.15,9485
,ARSHIYA,EQ,        34.40,                  6592822.35,193407
,ARSSINFRA,BE,        30.80,                   105888.15,3399
,ARTEMISMED,BE,       312.80,                  7632924.70,24693
,ARVEE,BE,       113.80,                   159131.10,1406
,ARVIND,EQ,        79.55,                 33360515.60,418769
,ARVINDFASN,EQ,       137.75,                 47186944.75,338554
,ARVSMART,EQ,       106.10,                  6570139.95,61523
,ASAHIINDIA,EQ,       320.45,                 23971492.60,74816
,ASAHISONG,EQ,       342.70,                  6180260.60,18064
,ASAL,EQ,        69.65,                  5993647.35,86491
,ASALCBR,EQ,       483.75,                 29246532.35,60114
,ASHAPURMIN,BE,       159.30,                 20691732.70,129461
,ASHIANA,EQ,       137.00,                 18246034.05,133305
,ASHIMASYN,BE,        19.50,                  1858903.75,94967
,ASHOKA,EQ,       105.90,                388651004.15,3654780
,ASHOKLEY,EQ,       124.75,               2711582439.25,21772326
,ASIANHOTNR,EQ,        89.15,                  1514279.05,16820
,ASIANTILES,EQ,       184.45,                207050540.90,1114343
,ASPINWALL,EQ,       194.00,                   738393.90,3787
,ASTEC,EQ,      1363.75,                 36395365.10,26634
,ASTERDM,EQ,       155.75,                129402228.75,819797
,ASTRAL,EQ,      1946.05,                400723331.80,205508
,ASTRAMICRO,EQ,       170.85,                200608341.55,1163230
,ASTRAZEN,EQ,      3651.45,                 62473000.40,17106
,ASTRON,EQ,        54.85,                  8772061.45,159814
,ATFL,EQ,       948.35,                  9129512.40,9568
,ATGL,BE,      1129.95,                123732914.85,109503
,ATLANTA,BE,        13.55,                   567890.25,43161
,ATLASCYCLE,BZ,        33.35,                   345317.25,10375
,ATUL,EQ,      8936.05,                199378595.25,22200
,ATULAUTO,EQ,       185.00,                 53479988.45,288219
,AUBANK,EQ,      1050.45,                691527425.95,662050
,AURIONPRO,EQ,       150.15,                 18771621.30,129456
,AUSOMENT,EQ,        85.65,                  1572390.85,18433
,AUTOAXLES,EQ,      1328.05,                  3958341.90,2965
,AUTOIND,BE,        45.55,                  1086033.05,23852
,AUTOLITIND,BZ,        16.10,                   202703.35,12968
,AVADHSUGAR,EQ,       513.75,               1277120041.05,2543789
,AVANTIFEED,EQ,       542.00,                134893633.40,246729
,AVROIND,SM,        38.00,                   220200.00,6000
,AVTNPL,EQ,        67.50,                  9019993.30,134049
,AWHCL,EQ,       323.30,                 41962440.35,128163
,AXISBNKETF,EQ,       351.09,                   244343.87,694
,AXISBPSETF,EQ,        10.14,                    31705.29,3125
,AXISCADES,BE,        80.10,                  2870500.70,35809
,AXISGOLD,EQ,        40.74,                  4349596.08,106419
,AXISHCETF,EQ,        86.91,                   599824.03,6927
,AXISNIFTY,EQ,       164.54,                   723734.40,4391
,AXISTECETF,EQ,       291.88,                   582064.28,2013
,AYMSYNTEX,EQ,        75.70,                  5404921.95,70900
,BAFNAPH,EQ,       145.40,                  2928577.20,20087
,BAGFILMS,BE,         3.65,                   909907.60,256710
,BAJAJCON,EQ,       285.60,                107287823.80,374266
,BAJAJELEC,EQ,      1034.35,                 48177649.05,46340
,BAJAJHIND,EQ,        18.50,                 31684931.50,1712699
,BALAJITELE,EQ,        65.00,                 12012058.60,184687
,BALAMINES,EQ,      2701.25,                246493449.70,90779
,BALAXI,EQ,       576.80,                  3675838.25,6411
,BALKRISHNA,BE,        18.85,                    16509.60,905
,BALKRISIND,EQ,      2258.20,                447884301.40,197951
,BALLARPUR,BZ,         1.75,                   863716.00,493552
,BALMLAWRIE,EQ,       142.05,                101455859.30,710236
,BALPHARMA,BE,        97.65,                  1190942.10,12190
,BALRAMCHIN,EQ,       361.90,               1334696058.90,3678423
,BANARBEADS,EQ,        55.45,                   464377.30,8383
,BANARISUG,EQ,      1933.55,                 84077834.25,43394
,BANCOINDIA,EQ,       163.20,                250456411.60,1514431
,BANG,EQ,        34.35,                  3683798.55,105425
,BANKA,EQ,        67.65,                   433158.90,6422
,BANKBEES,EQ,       355.24,                134627361.64,378989
,BANKINDIA,EQ,        80.50,                775403680.50,9694122
,BANSWRAS,BE,       167.05,                  2637083.95,15780
,BARBEQUE,EQ,       885.10,                100829423.00,112389
,BARTRONICS,BZ,         3.80,                   145674.50,37431
,BASF,EQ,      2562.60,                 64186855.15,24850
,BASML,BE,        76.25,                  2028021.65,26651
,BATAINDIA,EQ,      1625.60,                147014543.05,90381
,BAYERCROP,EQ,      5649.65,                 99415103.85,17585
,BBL,EQ,      1223.00,                 21754675.10,17720
,BBTC,EQ,      1370.30,                340261848.85,248768
,BBTCL,SM,        75.10,                  9462000.00,126000
,BCG,EQ,        20.30,                541194228.20,28403675
,BCLIND,EQ,       258.80,                137965716.50,525414
,BCONCEPTS,SM,        31.60,                   751350.00,24000
,BCP,BE,         3.95,                   981698.75,248490
,BDL,EQ,       361.20,                 49704976.65,138379
,BEARDSELL,BE,        13.60,                   213309.25,16291
,BECTORFOOD,EQ,       399.45,                 37990430.60,94525
,BEDMUTHA,BE,        35.80,                   708755.05,19673
,BEL,EQ,       173.75,               2264953092.10,12960351
,BEML,EQ,      1344.45,                240353418.40,178958
,BEPL,EQ,       173.35,                106675369.85,612220
,BESTAGRO,EQ,       330.20,                 30128312.45,91893
,BETA,SM,       286.50,                   461200.00,1600
,BFINVEST,EQ,       377.55,                 39367996.00,102177
,BFUTILITIE,EQ,       504.25,                274150390.30,534999
,BGLOBAL,BE,         1.60,                    35251.20,22032
,BGRENERGY,EQ,        70.70,                 14360127.90,203340
,BHAGERIA,EQ,       247.40,                 17834358.40,71658
,BHAGYANGR,EQ,        49.70,                  1626660.10,32146
,BHAGYAPROP,EQ,        29.15,                  1715210.50,58732
,BHANDARI,EQ,         3.40,                  1352169.55,397026
,BHARATFORG,EQ,       738.85,                786948338.15,1062356
,BHARATGEAR,EQ,       100.15,                  4017548.70,40042
,BHARATRAS,EQ,     12672.50,                 22889105.00,1809
,BHARATWIRE,EQ,        68.95,                  8969900.05,131037
