,14-Jul-2021
The Nifty witnessed an intraday movement of about 113.15 points.The closing index was 0.26 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 57970.23
, Traded Quantity (in Lakhs), 23186.97
, Number of Trades, 20439300
, Total Market Capitalisation (Rs. Crores), 23126772.77

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15812.35,     15808.70,     15877.35,     15764.20,     15853.95,41.6
,NIFTY50 EQL Wgt,     17806.40,     17801.35,     17873.20,     17772.75,     17849.00,42.6
,NIFTY100 EQL Wgt,     18996.15,     19010.50,     19037.35,     18962.90,     19025.20,29.05
,NIFTY100 LowVol30,     12300.20,     12300.80,     12357.65,     12290.80,     12347.55,47.35
,NIFTY Alpha 50,     27407.45,     27520.55,     27600.15,     27430.65,     27522.80,115.35
,NIFTY MIDCAP 150,     10401.20,     10425.50,     10454.45,     10420.50,     10435.85,34.65
,NIFTY SMLCAP 50,      5093.00,      5101.70,      5154.90,      5095.20,      5147.55,54.55
,NIFTY SMLCAP 250,      8901.45,      8928.00,      8951.15,      8908.05,      8917.10,15.65
,NIFTY MIDSML 400,      9859.10,      9884.15,      9906.75,      9879.45,      9887.00,27.9
,NIFTY200 QUALTY30,     13471.55,     13500.30,     13557.45,     13477.45,     13549.50,77.95
,Nifty FinSrv25 50,     16911.35,     16894.60,     16936.85,     16814.55,     16874.15,-37.2
,NIFTY AlphaLowVol,     15804.70,     15837.70,     15912.10,     15816.35,     15899.85,95.15
,Nifty200Momentm30,     17982.00,     18046.00,     18093.95,     17977.90,     18063.60,81.6
,Nifty100ESGSecLdr,      2683.15,      2684.25,      2693.85,      2675.85,      2691.30,8.15
,Nifty IT,     28439.75,     28581.25,     29376.90,     28534.85,     29339.85,900.1
,Nifty Next 50,     38873.50,     38965.40,     38973.35,     38801.65,     38874.00,.5
,Nifty Bank,     35673.40,     35585.85,     35804.05,     35434.75,     35668.25,-5.15
,NIFTY MIDCAP 100,     27560.75,     27616.85,     27689.70,     27571.70,     27623.30,62.55
,Nifty 500,     13628.85,     13638.30,     13678.80,     13606.35,     13661.10,32.25
,Nifty 100,     16055.60,     16058.15,     16112.00,     16009.10,     16091.50,35.9
,Nifty Midcap 50,      7641.10,      7657.50,      7672.50,      7642.05,      7654.50,13.4
,Nifty Realty,       380.80,       381.20,       381.20,       376.50,       377.20,-3.6
,Nifty Infra,      4398.25,      4397.90,      4411.75,      4394.75,      4402.15,3.9
,Nifty Energy,     19570.60,     19602.95,     19681.20,     19454.85,     19524.75,-45.85
,Nifty FMCG,     36110.30,     36124.75,     36153.20,     35912.25,     36073.20,-37.1
,Nifty MNC,     17605.80,     17626.85,     17663.95,     17605.30,     17647.95,42.15
,Nifty Pharma,     14460.05,     14457.00,     14547.55,     14424.05,     14507.00,46.95
,Nifty PSE,      3615.50,      3617.80,      3637.15,      3611.00,      3615.90,.4
,Nifty PSU Bank,      2492.65,      2492.10,      2496.35,      2476.30,      2480.15,-12.5
,Nifty Serv Sector,     22031.80,     22027.20,     22162.10,     21956.25,     22130.60,98.8
,India VIX,12.6225,12.6225,12.9600,10.4850,12.5900,-0.0325
,Nifty Auto,     10497.80,     10503.75,     10510.65,     10455.75,     10467.90,-29.9
,Nifty Metal,      5295.60,      5319.85,      5331.55,      5283.55,      5299.95,4.35
,Nifty Media,      1810.75,      1813.10,      1826.15,      1809.50,      1814.25,3.5
,NIFTY SMLCAP 100,     10190.45,     10221.90,     10259.50,     10204.20,     10235.80,45.35
,Nifty 200,      8392.90,      8396.35,      8421.40,      8373.85,      8411.75,18.85
,Nifty Div Opps 50,      3333.95,      3340.00,      3364.40,      3337.10,      3361.75,27.8
,Nifty Commodities,      5246.75,      5254.15,      5260.65,      5236.10,      5246.45,-.3
,Nifty Consumption,      6374.00,      6377.15,      6381.30,      6350.75,      6365.95,-8.05
,Nifty Fin Service,     16852.15,     16821.55,     16889.95,     16739.60,     16823.05,-29.1
,Nifty50 Div Point,        79.09,        80.35,        80.35,        80.35,        80.35,1.26
,Nifty100 Liq 15,      4045.90,      4042.60,      4059.40,      4032.25,      4048.70,2.8
,Nifty CPSE,      2068.25,      2071.45,      2083.15,      2070.15,      2076.30,8.05
,Nifty GrowSect 15,      7640.10,      7645.60,      7652.50,      7605.85,      7631.50,-8.6
,Nifty50 PR 2x Lev,      7504.90,      7500.75,      7565.55,      7458.85,      7543.70,38.8
,Nifty50 PR 1x Inv,       278.35,       278.45,       279.25,       277.25,       277.65,-.7
,Nifty50 TR 2x Lev,     10118.35,     10114.40,     10201.75,     10057.90,     10172.30,53.95
,Nifty50 TR 1x Inv,       239.85,       239.90,       240.55,       238.85,       239.20,-.65
,Nifty50 Value 20,      7991.35,      7999.00,      8085.05,      7991.55,      8075.35,84
,Nifty Mid Liq 15,      6475.15,      6481.15,      6483.30,      6452.90,      6474.30,-.85
,Nifty Pvt Bank,     18708.55,     18660.40,     18768.15,     18580.35,     18694.00,-14.55
,NIFTY100 Qualty30,      3623.30,      3627.50,      3634.80,      3618.90,      3632.10,8.8
,Nifty GS 8 13Yr,      2261.53,      2261.92,      2261.94,      2261.44,      2261.73,.2
,Nifty GS 10Yr,      2046.71,      2047.05,      2047.09,      2046.15,      2046.77,.06
,Nifty GS 10Yr Cln,       944.34,       944.34,       944.36,       943.92,       944.21,-.13
,Nifty GS 4 8Yr,      2424.63,      2425.02,      2427.23,      2423.62,      2427.10,2.47
,Nifty GS 11 15Yr,      2420.00,      2420.45,      2420.45,      2416.57,      2419.87,-.13
,Nifty GS 15YrPlus,      2575.34,      2575.84,      2575.84,      2571.23,      2571.68,-3.66
,Nifty GS Compsite,      2309.77,      2310.17,      2311.07,      2308.56,      2311.02,1.25

,ADVANCES,1029
,DECLINES,957
,UNCHANGED,64

,Total securities that have hit their price bands today,373

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,MINDTREE,EQ,      2495.70,      2703.05,8.31,2230.47
,RKDL,EQ,        13.95,                  3461643.35,254724
,RKEC,EQ,       107.75,                  2450703.80,22586
,RKFORGE,EQ,       737.20,                 22940910.90,30968
,RMCL,BZ,         2.45,                    42551.60,17368
,RMDRIP,SM,        21.30,                   213000.00,10000
,RML,EQ,       416.35,                 42925798.10,101310
,RNAVAL,BZ,         3.60,                  2932210.80,814503
,ROHLTD,EQ,        84.70,                  3208071.60,37821
,ROLLT,EQ,         3.05,                   288712.00,96010
,ROLTA,EQ,         8.35,                 18589373.10,2216062
,ROML,EQ,        81.20,                   816566.25,9993
,ROSSARI,EQ,      1164.25,                150652279.25,129146
,ROSSELLIND,EQ,       170.00,                 61383467.20,355912
,ROUTE,EQ,      2165.35,               4419702959.40,2055385
,RPGLIFE,EQ,       463.85,                 14365914.75,31046
,RPOWER,BE,        13.35,                158055046.25,11748979
,RPPINFRA,EQ,        78.00,                 53762858.50,692856
,RPPL,SM,       163.50,                   485500.00,3000
,RPSGVENT,EQ,       589.50,                 45191090.85,75804
,RSSOFTWARE,BE,        35.35,                   572190.25,16253
,RSWM,EQ,       335.60,                 72110389.80,213145
,RSYSTEMS,EQ,       164.70,                 30185440.70,180475
,RTNINDIA,BE,        47.85,                202370511.30,4309611
,RTNPOWER,BE,         7.60,                109999265.25,14358278
,RUBYMILLS,EQ,       294.50,                 58167231.05,200850
,RUCHI,EQ,      1127.15,                 79366037.30,70015
,RUCHINFRA,BE,         8.85,                  2339482.05,267653
,RUCHIRA,EQ,       103.75,                 54649653.40,530791
,RUPA,EQ,       486.75,                442476485.55,904374
,RUSHIL,BE,       296.50,                  4681860.40,15914
,RVHL,EQ,        20.80,                  1972940.40,95537
,RVNL,EQ,        31.85,                 77961641.10,2443675
,S&SPOWER,BE,        20.10,                    38067.50,1848
,SABEVENTS,BE,         2.60,                    20574.80,7913
,SADBHAV,EQ,        81.90,                236996517.80,2852377
,SADBHIN,EQ,        34.60,                122580373.15,3479889
,SAFARI,EQ,       769.30,                 14038507.00,18132
,SAGARDEEP,BE,        64.70,                  4362366.10,68118
,SAGCEM,EQ,      1115.20,                 22173157.35,19865
,SAIL,EQ,       124.50,               1966869919.75,15709364
,SAKAR,EQ,       173.75,                 17539267.00,99413
,SAKHTISUG,BE,        20.25,                  6896772.20,338132
,SAKSOFT,EQ,       682.55,                172759804.70,258410
,SAKUMA,EQ,        13.95,                 18893415.25,1350877
,SALASAR,EQ,       352.35,                 52928378.10,148554
,SALONA,EQ,       182.60,                 10121599.55,55522
,SALSTEEL,BE,         9.55,                   187772.10,19662
,SALZERELEC,EQ,       183.30,                 56481588.35,308962
,SAMBHAAV,BE,         3.90,                    77710.50,19785
,SANCO,BE,        10.30,                   442846.65,43815
,SANDESH,EQ,       956.10,                106321167.35,104064
,SANDHAR,EQ,       286.65,                113332708.25,397488
,SANGAMIND,EQ,       147.75,                 20623868.00,140341
,SANGHIIND,EQ,        58.65,                193329385.30,3288615
,SANGHVIMOV,EQ,       209.15,                 74262131.40,356696
,SANGINITA,EQ,        29.05,                  2379012.70,81109
,SANOFI,EQ,      8000.15,                273502196.20,34077
,SANWARIA,BZ,          .80,                  2676268.45,3303131
,SARDAEN,BE,       642.10,                 15884398.65,24642
,SAREGAMA,BE,      3434.10,                119237403.05,36710
,SARLAPOLY,EQ,        43.20,                 13248667.75,304064
,SASKEN,EQ,      1319.90,                419618298.00,328717
,SASTASUNDR,BE,       345.05,                 25488005.30,75330
,SATIA,EQ,       103.55,                101292934.95,967057
,SATIN,EQ,        89.75,                 16685365.90,184923
,SATINPP1,E1,        67.30,                  1933722.45,28722
,SBCL,EQ,       120.70,                  2305422.60,19046
,SBIETFIT,EQ,       296.52,                   977822.01,3329
,SBIETFPB,EQ,       187.45,                   264605.11,1417
,SBIETFQLTY,EQ,       138.86,                   391208.58,2824
,SCAPDVR,EQ,         2.45,                  1006066.45,403754
,SCHAEFFLER,EQ,      5405.30,                 25913155.25,4750
,SCHAND,EQ,       128.30,                123340656.85,981125
,SCHNEIDER,EQ,       131.60,                113347852.45,860679
,SCI,EQ,       115.20,               1314642346.80,11395976
,SDBL,BE,        45.55,                  2853279.20,62703
,SEAMECLTD,EQ,       479.70,                 10474160.95,21769
,SECL,SM,        21.25,                  3570000.00,168000
,SECURCRED,SM,        24.50,                   191100.00,7800
,SECURKLOUD,EQ,        87.95,                  4973588.25,56208
,SELAN,EQ,       154.35,                  8061118.15,51960
,SEPOWER,BE,         7.85,                  2209739.50,287540
,SEQUENT,EQ,       267.60,                202698305.75,752602
,SERVOTECH,SM,        18.15,                  1805400.00,100000
,SESHAPAPER,EQ,       223.70,                 79593033.00,358554
,SETCO,EQ,        22.15,                  5853232.15,268470
,SETF10GILT,EQ,       204.12,                   197209.12,965
,SETFGOLD,EQ,      4273.75,                 28128163.60,6584
,SETFNIF50,EQ,       161.34,                 28668651.58,177891
,SETFNIFBK,EQ,       356.46,                 62474266.36,175491
,SETFNN50,EQ,       403.83,                  3528071.79,8737
,SETUINFRA,BE,         1.70,                   201625.10,118603
,SEYAIND,EQ,        64.35,                   650072.95,10083
,SFL,EQ,      2413.00,                138618759.00,56884
,SGBAPR28I,GB,      4725.00,                   260535.64,55
,SGBAUG24,GB,      4763.87,                  1685072.67,354
,SGBAUG27,GB,      4715.50,                   197380.00,41
,SGBAUG28V,GB,      4786.30,                  7840614.87,1637
,SGBDC27VII,GB,      4707.47,                   108838.15,23
,SGBDEC25,GB,      4990.00,                    19876.00,4
,SGBDEC2513,GB,      4848.00,                   152710.83,32
,SGBDEC26,GB,      4800.00,                     4800.00,1
,SGBFEB24,GB,      4720.00,                   259804.70,55
,SGBFEB28IX,GB,      4931.99,                    49319.90,10
,SGBFEB29XI,GB,      4736.00,                   132807.20,28
,SGBJAN26,GB,      4700.00,                   164500.00,35
,SGBJAN29IX,GB,      4715.24,                  2044101.91,433
,SGBJAN29X,GB,      4742.01,                  2694391.65,568
,SGBJU29III,GB,      4712.30,                   834710.18,177
,SGBJUL25,GB,      4717.33,                   202440.21,43
,SGBJUL27,GB,      4701.00,                    56609.98,12
,SGBJUL28IV,GB,      4703.66,                  8437458.45,1796
,SGBJUN27,GB,      4700.05,                    93980.45,20
,SGBJUN28,GB,      4694.83,                  1262971.93,269
,SGBJUN29II,GB,      4710.00,                  1600512.97,340
,SGBMAR24,GB,      4737.79,                  1310044.51,278
,SGBMAR25,GB,      4700.00,                   714517.05,152
,SGBMAR28X,GB,      4730.00,                    23610.98,5
,SGBMAY25,GB,      4707.41,                   230617.42,49
,SGBMAY26,GB,      4699.50,                    51694.50,11
,SGBMAY28,GB,      4695.32,                   431946.32,92
,SGBMAY29I,GB,      4704.48,                  8353956.88,1776
,SGBMR29XII,GB,      4711.63,                   179059.90,38
,SGBN28VIII,GB,      4755.00,                   683386.37,144
,SGBNOV23,GB,      4776.00,                   105552.05,22
,SGBNOV24,GB,      4722.86,                  1451469.88,307
,SGBNOV25,GB,      4800.00,                     4800.00,1
,SGBNOV26,GB,      4685.50,                    94414.00,20
,SGBOC28VII,GB,      4717.68,                   892988.75,189
,SGBOCT25,GB,      4723.00,                    56638.00,12
,SGBOCT25V,GB,      4849.00,                    14381.00,3
,SGBOCT27,GB,      4700.00,                    37600.00,8
,SGBOCT27VI,GB,      4695.00,                    51762.00,11
,SGBSEP24,GB,      4720.05,                   109208.76,23
,SGBSEP27,GB,      4700.00,                     9410.00,2
,SGBSEP28VI,GB,      4724.06,                  2069662.12,436
,SGL,EQ,        14.70,                  1097308.80,74979
,SHAKTIPUMP,EQ,       820.75,                273597916.15,328456
,SHALBY,EQ,       191.30,                 37413971.90,193964
,SHALPAINTS,EQ,       114.15,                 87755767.20,779090
,SHANKARA,EQ,       518.55,                153489935.50,292239
,SHANTIGEAR,EQ,       152.75,                 73378870.10,477045
,SHARDACROP,EQ,       360.50,                 39175697.20,108589
,SHARDAMOTR,BE,       646.65,                 10152923.70,15739
,SHAREINDIA,EQ,       476.40,                 24333038.80,51144
,SHARIABEES,EQ,       406.80,                   201544.63,496
,SHEMAROO,BE,       143.70,                  9536075.70,66361
,SHIL,BE,       362.00,                 19798561.00,55166
,SHILPAMED,EQ,       579.40,                533772147.85,903948
,SHIVAMAUTO,BE,        24.25,                  1345398.05,55947
,SHIVAMILLS,EQ,        91.70,                  2341596.05,25612
,SHIVATEX,EQ,       186.95,                  2161840.70,11561
,SHK,EQ,       168.25,                 81789286.95,479593
,SHOPERSTOP,EQ,       250.70,                 48208322.50,190272
,SHRADHA,EQ,        56.85,                   436199.35,7633
,SHREDIGCEM,EQ,        88.00,                 52454801.70,596438
,SHREEPUSHK,EQ,       181.25,                 15885538.90,86855
,SHREERAMA,EQ,        12.70,                   777515.50,61081
,SHRENIK,BE,         2.10,                  2726711.70,1322659
,SHREYANIND,EQ,       117.40,                  5817033.55,48881
,SHREYAS,EQ,       201.40,                 34248586.60,173004
,SHRIPISTON,BE,       933.90,                   875924.65,938
,SHRIRAMCIT,EQ,      1809.05,                 35392617.60,19589
,SHRIRAMEPC,EQ,         5.45,                 55964714.15,10051299
,SHYAMCENT,EQ,        11.70,                 60597908.10,5206307
,SHYAMMETL,EQ,       413.55,                408525788.95,985470
,SICAGEN,BE,        25.10,                  1070353.80,43015
,SICAL,EQ,        13.90,                  6293656.75,449725
,SIDDHIKA,SM,        68.25,                   409600.00,6000
,SIGIND,EQ,        53.95,                 11159489.30,207208
,SIGMA,SM,       173.00,                   519000.00,3000
,SIL,BE,        16.95,                   510728.45,29888
,SILGO,EQ,        42.10,                   696205.90,16600
,SILINV,EQ,       323.95,                  4303841.15,13256
,SILLYMONKS,BE,        22.00,                    11408.55,517
,SILVERTUC,SM,        89.50,                    89500.00,1000
,SIMBHALS,BE,        40.65,                 10144942.05,239297
,SIMPLEXINF,EQ,        51.35,                 17380708.95,344243
,SINTERCOM,EQ,        79.30,                  6491965.75,82614
,SINTEX,BE,         4.50,                  6989230.30,1555398
,SIRCA,EQ,       328.05,                 12781798.25,38881
,SIS,EQ,       502.60,                201589938.65,397105
,SITINET,BE,         1.60,                  4398782.50,2737203
,SIYSIL,EQ,       420.15,                164705135.60,391958
,SJVN,EQ,        28.85,                 47442724.15,1641458
,SKFINDIA,EQ,      2601.90,                200830087.80,77052
,SKIL,BE,         3.75,                   883610.90,238032
,SKIPPER,EQ,        88.65,                 60893481.90,679065
,SKMEGGPROD,EQ,        91.35,                 24701367.20,266688
,SKSTEXTILE,SM,        20.65,                    20650.00,1000
,SMARTLINK,EQ,       121.95,                 11333028.35,91815
,SMCGLOBAL,EQ,        92.35,                129104039.50,1390448
,SMLISUZU,EQ,       616.30,                198269026.65,316638
,SMSLIFE,EQ,       745.75,                  6355918.85,8565
,SMSPHARMA,EQ,       176.30,                 18579667.40,104891
,SNOWMAN,EQ,        53.55,                165828575.65,3064719
,SOBHA,EQ,       565.25,                149594625.40,263172
,SOLARA,EQ,      1669.00,                 85754040.00,51083
,SOLARINDS,EQ,      1656.25,                533789700.65,319157
,SOLEX,SM,        48.50,                    97000.00,2000
,SOMANYCERA,BE,       662.85,                  8935250.35,13499
,SOMATEX,BE,         6.70,                   156646.50,23467
,SOMICONVEY,EQ,        61.10,                  1405034.85,23037
,SONACOMS,EQ,       401.80,                252131910.85,625983
,SONAMCLOCK,SM,        57.25,                   513600.00,9000
,SONATSOFTW,EQ,       767.50,                477875391.70,614711
,SORILINFRA,EQ,       143.90,                  5299063.80,36831
,SOTL,EQ,      1509.60,                141830390.60,94175
,SOUTHBANK,EQ,        12.45,                126607141.50,10084910
,SOUTHWEST,EQ,        56.40,                 66826850.20,1214937
,SPAL,EQ,       285.75,                154318021.80,557788
,SPANDANA,EQ,       689.90,                 77145045.30,110863
,SPARC,EQ,       255.45,                808657602.50,3146890
,SPECIALITY,EQ,        69.75,                 13724529.25,193669
,SPENCERS,EQ,        88.45,                 77645417.40,866751
,SPENTEX,BZ,         1.10,                    18267.70,16607
,SPIC,EQ,        61.75,                607447729.60,9911732
,SPICEJET,EQ,        78.75,                153354127.15,1944281
,SPLIL,EQ,        51.90,                 91488134.35,1741268
,SPMLINFRA,BE,        11.85,                   323816.00,27306
,SPTL,BE,         6.00,                  8424112.15,1400446
,SREEL,EQ,       191.20,                  2528671.85,13169
,SREIBNPNCD,NU,       331.05,                    28371.50,90
,SREIBNPNCD,Y2,       360.00,                     6740.10,19
,SREIBNPNCD,NP,       303.80,                    22818.20,75
,SREIBNPNCD,NO,       322.00,                    13204.48,42
,SREIBNPNCD,NV,       281.20,                     9850.90,31
,SREIBNPNCD,NL,       400.00,                     1200.00,3
,SREIBNPNCD,Y8,       348.00,                   139200.00,400
,SREIBNPNCD,Y7,       370.00,                    34331.80,101
,SREIBNPNCD,NT,       364.80,                     7864.00,22
,SREINFRA,EQ,        13.20,                 43333342.25,3244120
,SRF,EQ,      7581.05,                330868467.95,43525
,SRHHYPOLTD,EQ,       326.90,                  4597780.60,13973
,SRIPIPES,EQ,       227.10,                 61049927.30,265116
,SRIRAM,SM,        13.55,                    81300.00,6000
,SRPL,BE,        37.35,                    86676.65,2315
,SRTRANSFIN,EQ,      1420.90,               1843982144.20,1295492
,SRTRANSFIN,YP,      1090.00,                     5450.00,5
,SRTRANSFIN,Z7,      1102.00,                   179201.88,163
,SRTRANSFIN,Z1,      1252.00,                    65095.00,52
,SRTRANSFIN,YI,      1064.94,                    93967.72,88
,SRTRANSFIN,Z8,      1115.00,                   292130.00,262
,SRTRANSFIN,YS,      1125.00,                    56250.00,50
,SRTRANSFIN,YV,      1034.00,                    15510.00,15
,SRTRANSFIN,YY,      1148.00,                    17220.00,15
,SRTRANSFIN,YX,      1045.01,                   104501.00,100
,SRTRANSFIN,YK,      1030.28,                   103028.25,100
,SRTRANSFIN,YH,      1020.00,                   254702.50,250
,SRTRANSFIN,YQ,      1065.01,                   745429.08,700
,SRTRANSFIN,YL,      1067.80,                     2135.60,2
,SRTRANSFIN,YR,      1095.00,                    93063.07,85
,SRTRANSFIN,YO,      1032.00,                    51600.00,50
,SRTRANSFIN,ZD,      1006.30,                    15094.50,15
,SSINFRA,SM,         9.70,                    87600.00,9000
,SSWL,EQ,      1277.15,                980971040.25,765151
,STAR,EQ,       789.10,                131221280.25,166205
,STARCEMENT,EQ,       110.05,                 26743954.40,241678
,STARPAPER,EQ,       163.15,                 39933373.35,243372
,STCINDIA,EQ,       113.45,                  9378879.55,81969
,STEELCITY,EQ,        62.75,                  8866740.95,140914
,STEELXIND,EQ,        69.00,                 38539056.25,557843
,STEL,EQ,       110.35,                  5412705.10,48343
,STERTOOLS,EQ,       193.90,                 16038978.70,82059
,STLTECH,EQ,       294.40,                284991364.10,969219
,STOVEKRAFT,EQ,       754.00,                324578535.40,421367
,SUBCAPCITY,BE,        22.85,                       45.70,2
,SUBEXLTD,EQ,        70.05,               1431200397.20,20457452
,SUBROS,EQ,       328.60,                 33311531.85,99833
,SUDARSCHEM,EQ,       755.55,                111104401.75,146024
,SUMEETINDS,BE,        11.10,                  1330712.20,119956
,SUMICHEM,EQ,       443.70,               1006122047.60,2242021
,SUMIT,EQ,        19.80,                 51479553.75,2701659
,SUMMITSEC,EQ,       647.40,                 12411955.40,18748
,SUNCLAYLTD,EQ,      3716.60,                 45241616.55,12130
,SUNDARAM,BE,         2.35,                  1197845.60,527213
,SUNDARMFIN,EQ,      2659.20,                 17038687.60,6408
,SUNDARMHLD,EQ,        76.30,                 12990203.20,170269
,SUNDRMBRAK,EQ,       444.65,                  5684863.45,12693
,SUNDRMFAST,EQ,       800.70,                 53858483.90,66819
,SUNFLAG,EQ,        83.60,                180205853.90,2133260
,SUNTECK,EQ,       359.45,                377076484.80,1055646
,SUNTV,EQ,       528.30,               1228910949.75,2341312
,SUPERHOUSE,EQ,       162.60,                 18176182.55,112319
,SUPERSPIN,BE,        10.55,                   193655.80,18356
,SUPPETRO,BE,       754.65,                 32295367.45,42747
,SUPRAJIT,EQ,       310.30,                786249167.15,2502990
,SUPREMEENG,BE,        33.05,                  1075611.30,32361
,SUPREMEIND,EQ,      2149.10,                 96027357.75,44558
,SURANASOL,EQ,        13.20,                  1747398.10,134664
,SURANAT&P,EQ,         7.40,                  1533685.00,205673
,SURANI,SM,        29.15,                   174800.00,6000
,SURYALAXMI,BE,        63.90,                  2753506.65,43227
,SURYAROSNI,EQ,       541.90,                 43741445.00,79701
,SURYODAY,EQ,       215.55,                 16250405.80,75432
,SUTLEJTEX,EQ,        65.90,                 42920484.50,645302
,SUULD,EQ,       515.00,                 35175118.75,68044
,SUVEN,EQ,        91.40,                 48865656.55,537081
,SUVENPHAR,EQ,       468.15,                 93156945.10,199366
,SUVIDHAA,EQ,        26.20,                  1168640.45,43871
,SUZLON,EQ,         7.90,                381220563.50,47824479
,SVLL,SM,        95.00,                   287000.00,3000
,SVPGLOB,EQ,       108.20,                 41977795.45,376354
,SWANENERGY,EQ,       143.45,                 22899433.60,160164
,SWARAJENG,EQ,      1773.30,                134632590.65,75109
,SWELECTES,EQ,       273.00,                 91976880.25,344527
,SWSOLAR,EQ,       284.05,                983061337.25,3453475
,SYMPHONY,EQ,      1063.35,                110280848.10,103082
,SYNGENE,EQ,       581.05,                147906646.80,253989
,TAINWALCHM,EQ,        84.95,                 17350742.75,203706
,TAJGVK,EQ,       137.10,                 10105007.10,73446
,TAKE,EQ,        64.30,                150061290.15,2310871
,TALBROAUTO,EQ,       325.65,                 98625324.20,300971
,TANLA,BE,       946.10,                142287521.85,151181
,TANTIACONS,BZ,         9.35,                   215511.75,23088
,TARACHAND,SM,        39.85,                   682400.00,18000
,TARAPUR,BE,         5.20,                   106956.60,20294
,TARC,EQ,        45.30,                109713296.60,2370676
,TARMAT,EQ,        66.80,                  3333473.25,49668
,TASTYBITE,EQ,     19169.90,                 77828868.55,4045
,TATACAPHSG,NA,      1110.00,                     1110.00,1
,TATACAPHSG,N2,      1050.00,                   347556.91,330
,TATACAPHSG,NB,      1165.00,                     4648.90,4
,TATACHEM,EQ,       777.30,               1529466574.15,1952407
,TATACOFFEE,EQ,       192.20,                595729917.95,3088396
,TATACOMM,EQ,      1403.35,               1080032081.30,767444
,TATAELXSI,EQ,      4371.80,                910289461.70,207777
,TATAINVEST,EQ,      1160.25,                 34291337.45,29400
,TATAMETALI,EQ,      1244.75,               4836415497.50,3811359
,TATAMTRDVR,EQ,       144.65,                132692024.50,913962
,TATAPOWER,EQ,       124.55,               2906352579.75,23276074
,TATASTLBSL,EQ,        89.05,                216186833.55,2411995
,TATASTLLP,BE,      1097.45,                139621815.35,127402
,TBZ,EQ,        82.80,                 69240867.85,824811
,TCFSL,NJ,      1163.90,                   539089.79,464
,TCFSL,NB,      1071.75,                   113609.51,106
,TCFSL,NF,      1205.00,                    60250.00,50
,TCFSL,NL,      1156.86,                   259143.02,224
,TCFSL,ND,      1120.61,                  3471689.22,3097
,TCI,EQ,       400.05,                 10570751.50,26515
,TCIDEVELOP,EQ,       406.45,                  2227427.75,5422
,TCIEXP,EQ,      1475.15,                 54538223.90,36977
,TCIFINANCE,EQ,         6.00,                     7753.00,1335
,TCNSBRANDS,EQ,       594.95,                 31543811.15,52571
,TCPLPACK,EQ,       533.20,                  3906234.45,7332
,TDPOWERSYS,EQ,       206.95,                 25382105.80,123289
,TEAMLEASE,EQ,      3851.20,                117828637.15,30563
,TECHIN,BE,         5.20,                    78224.65,15149
,TECHNOE,EQ,       313.80,                 63750365.20,202157
,TEJASNET,BE,       188.45,                 23232943.85,124455
,TEMBO,BE,       208.55,                  2301000.95,11118
,TERASOFT,EQ,        59.35,                 26688451.90,451743
,TEXINFRA,EQ,        67.55,                 42717226.70,620859
,TEXMOPIPES,EQ,        53.10,                  9753490.45,182028
,TEXRAIL,EQ,        38.80,                 40876334.85,1048050
,TFCILTD,EQ,        78.45,                 61527988.10,776819
,TFL,BE,         6.15,                   101850.15,16561
,TGBHOTELS,BE,         9.10,                   418519.85,45308
,THANGAMAYL,EQ,       838.30,                 10220684.05,12027
,THEINVEST,EQ,       108.65,                  1644523.10,15137
,THEJO,SM,      2498.20,                 14562830.00,5900
,THEMISMED,EQ,       838.75,                 78165494.05,95063
,THERMAX,EQ,      1421.95,                 94065673.65,65819
,THOMASCOOK,EQ,        63.70,                 23704107.00,370323
,THOMASCOTT,BE,        16.20,                    61711.40,3891
,THYROCARE,EQ,      1342.25,                355003414.90,261700
,TI,EQ,        45.45,                 22115029.60,478605
,TIDEWATER,EQ,     15882.60,                231895958.20,14538
,TIIL,EQ,       592.80,                 47151148.25,79121
,TIINDIA,EQ,      1142.85,                107544467.25,93442
,TIJARIA,EQ,         9.15,                   527352.25,57790
,TIL,BE,       185.95,                   960717.20,5135
,TIMESGTY,EQ,        55.70,                  1151864.45,20213
,TIMETECHNO,EQ,        85.20,                 40820856.30,474366
,TIMKEN,EQ,      1517.55,                105006063.00,68877
,TINPLATE,EQ,       238.95,                590817524.00,2468497
,TIPSINDLTD,BE,      1298.20,                 25408897.50,20370
,TIRUMALCHM,EQ,       157.70,                175695339.95,1111748
,TIRUPATIFL,BE,        43.35,                   102436.05,2363
,TMRVL,BE,        18.45,                  1002477.30,55068
,TNPETRO,EQ,       117.75,                 54692649.70,464162
,TNPL,EQ,       153.80,                 45922775.00,296859
,TNTELE,BE,        10.35,                   119138.85,11511
,TOKYOPLAST,EQ,       107.50,                  1714154.90,15811
,TORNTPOWER,EQ,       473.20,                196229465.30,414137
,TOTAL,EQ,        47.85,                  1044549.35,21648
,TOUCHWOOD,EQ,       112.80,                 15499705.90,136008
,TPLPLASTEH,EQ,       235.80,                  1246624.75,5270
,TRANSWIND,SM,         5.55,                    45400.00,8000
,TREEHOUSE,BE,        10.75,                   227142.25,21019
