,26-Jul-2021
The Nifty witnessed an intraday movement of about 96.35 points.The closing index was 0.2 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 61528.46
, Traded Quantity (in Lakhs), 30087.53
, Number of Trades, 22351276
, Total Market Capitalisation (Rs. Crores), 23327563.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15856.05,     15849.30,     15893.35,     15797.00,     15824.45,-31.6
,NIFTY50 EQL Wgt,     17846.70,     17848.20,     17903.85,     17801.85,     17848.05,1.35
,NIFTY100 EQL Wgt,     19125.10,     19145.55,     19180.60,     19075.15,     19135.25,10.15
,NIFTY100 LowVol30,     12475.75,     12475.20,     12529.15,     12452.05,     12480.75,5
,NIFTY Alpha 50,     28522.80,     28550.90,     28591.80,     28332.05,     28502.15,-20.65
,NIFTY MIDCAP 150,     10418.50,     10441.40,     10482.75,     10389.60,     10423.15,4.65
,NIFTY SMLCAP 50,      5257.70,      5258.20,      5279.90,      5236.90,      5262.60,4.9
,NIFTY SMLCAP 250,      9026.25,      9043.70,      9099.50,      9018.65,      9059.20,32.95
,NIFTY MIDSML 400,      9914.25,      9935.20,      9981.25,      9898.25,      9928.85,14.6
,NIFTY200 QUALTY30,     13723.50,     13723.30,     13793.50,     13708.10,     13737.95,14.45
,Nifty FinSrv25 50,     16682.55,     16661.25,     16705.80,     16558.35,     16639.15,-43.4
,NIFTY AlphaLowVol,     16141.85,     16141.85,     16212.15,     16115.05,     16159.60,17.75
,Nifty200Momentm30,     18215.20,     18273.00,     18338.80,     18149.85,     18246.95,31.75
,Nifty100ESGSecLdr,      2696.35,      2694.40,      2701.15,      2687.75,      2689.75,-6.6
,Nifty IT,     29894.30,     29886.20,     30139.20,     29859.60,     29940.40,46.1
,Nifty Next 50,     39312.35,     39371.80,     39459.75,     39167.95,     39351.30,38.95
,Nifty Bank,     35034.40,     34947.85,     35138.20,     34669.55,     34949.70,-84.7
,NIFTY MIDCAP 100,     27584.80,     27639.10,     27758.70,     27486.10,     27573.85,-10.95
,Nifty 500,     13687.00,     13692.20,     13731.10,     13648.45,     13675.10,-11.9
,Nifty 100,     16119.10,     16117.25,     16156.20,     16066.15,     16094.20,-24.9
,Nifty Midcap 50,      7574.35,      7592.60,      7614.50,      7537.55,      7549.05,-25.3
,Nifty Realty,       401.05,       401.15,       406.90,       396.20,       397.20,-3.85
,Nifty Infra,      4456.35,      4455.30,      4474.25,      4435.70,      4446.50,-9.85
,Nifty Energy,     19503.80,     19491.50,     19496.55,     19273.45,     19300.10,-203.7
,Nifty FMCG,     36558.65,     36639.15,     36746.50,     36459.05,     36486.75,-71.9
,Nifty MNC,     17755.85,     17773.05,     17819.65,     17688.20,     17779.35,23.5
,Nifty Pharma,     14597.85,     14604.65,     14711.20,     14591.85,     14652.55,54.7
,Nifty PSE,      3597.90,      3597.25,      3614.20,      3580.45,      3589.90,-8
,Nifty PSU Bank,      2428.05,      2428.95,      2429.95,      2405.55,      2408.55,-19.5
,Nifty Serv Sector,     22015.30,     21980.65,     22067.35,     21893.80,     21989.00,-26.3
,India VIX,11.7625,11.7625,12.5400,10.3950,12.4500,0.6875
,Nifty Auto,     10201.35,     10204.65,     10212.65,     10127.15,     10137.95,-63.4
,Nifty Metal,      5353.80,      5402.60,      5421.90,      5350.00,      5387.40,33.6
,Nifty Media,      1754.00,      1760.10,      1786.35,      1755.95,      1759.55,5.55
,NIFTY SMLCAP 100,     10406.95,     10416.10,     10462.25,     10380.75,     10434.75,27.8
,Nifty 200,      8422.70,      8424.05,      8446.30,      8395.25,      8411.00,-11.7
,Nifty Div Opps 50,      3396.20,      3397.05,      3410.55,      3390.65,      3395.90,-.3
,Nifty Commodities,      5303.25,      5320.40,      5328.25,      5283.75,      5307.00,3.75
,Nifty Consumption,      6433.40,      6435.15,      6460.05,      6419.50,      6426.25,-7.15
,Nifty Fin Service,     16611.05,     16574.50,     16632.10,     16462.55,     16574.85,-36.2
,Nifty50 Div Point,        89.87,        89.87,        89.87,        89.87,        89.87,0
,Nifty100 Liq 15,      4086.60,      4087.85,      4096.10,      4060.65,      4072.90,-13.7
,Nifty CPSE,      2040.60,      2039.00,      2055.10,      2031.40,      2042.65,2.05
,Nifty GrowSect 15,      7671.30,      7683.15,      7701.85,      7657.40,      7663.35,-7.95
,Nifty50 PR 2x Lev,      7536.95,      7528.50,      7570.40,      7481.05,      7504.90,-32.05
,Nifty50 PR 1x Inv,       277.75,       277.90,       278.80,       277.15,       278.35,.6
,Nifty50 TR 2x Lev,     10175.30,     10163.90,     10220.45,     10099.85,     10132.05,-43.25
,Nifty50 TR 1x Inv,       239.15,       239.30,       240.05,       238.65,       239.70,.55
,Nifty50 Value 20,      8131.80,      8140.55,      8164.45,      8112.20,      8118.45,-13.35
,Nifty Mid Liq 15,      6388.10,      6386.05,      6422.20,      6314.00,      6339.20,-48.9
,Nifty Pvt Bank,     18287.15,     18281.05,     18386.90,     18137.90,     18270.80,-16.35
,NIFTY100 Qualty30,      3648.80,      3647.80,      3662.85,      3643.90,      3647.70,-1.1
,Nifty GS 8 13Yr,      2261.96,      2262.35,      2262.75,      2262.01,      2262.69,.73
,Nifty GS 10Yr,      2045.98,      2046.33,      2046.64,      2044.08,      2045.00,-.98
,Nifty GS 10Yr Cln,       942.11,       942.11,       942.26,       941.08,       941.50,-.61
,Nifty GS 4 8Yr,      2434.91,      2435.30,      2437.56,      2435.30,      2436.39,1.48
,Nifty GS 11 15Yr,      2419.72,      2420.17,      2422.11,      2420.17,      2420.56,.84
,Nifty GS 15YrPlus,      2582.03,      2582.53,      2590.21,      2582.53,      2588.93,6.9
,Nifty GS Compsite,      2316.27,      2316.67,      2318.83,      2316.67,      2317.72,1.45

,ADVANCES,969
,DECLINES,1062
,UNCHANGED,71

,Total securities that have hit their price bands today,452

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ZOMATO,EQ,       126.00,       140.65,11.63,3362.03
,RAMASTEEL,BE,       149.25,                 30933716.90,210501
,RAMCOCEM,EQ,      1123.15,                542728345.95,487973
,RAMCOIND,EQ,       360.20,                448212603.40,1250548
,RAMCOSYS,EQ,       641.40,                114307970.95,179592
,RAMKY,BE,       181.45,                  4572103.00,25021
,RANASUG,BE,        30.60,                 31789212.30,1082162
,RANEENGINE,EQ,       328.60,                 11864969.40,35205
,RANEHOLDIN,EQ,       754.65,                290138299.40,378060
,RATNAMANI,EQ,      2062.80,                 20380270.40,9882
,RAYMOND,EQ,       448.15,                180798644.30,401062
,RBL,EQ,      1026.90,                118069308.50,112190
,RBLBANK,EQ,       198.45,               1738916487.85,8651461
,RCF,EQ,        82.05,                336198937.55,4141367
,RCOM,EQ,         3.45,                250071953.30,71727864
,RECLTD,EQ,       150.75,                352388402.60,2317099
,RECLTD,NI,      1194.99,                   795855.39,676
,RECLTD,NA,      1439.99,                     1439.99,1
,RECLTD,NH,      1318.00,                    60708.00,46
,RECLTD,N9,      1289.55,                   355842.50,276
,RECLTD,N5,      1118.84,                    22373.40,20
,REDINGTON,EQ,       320.90,                289923835.80,901528
,REFEX,EQ,       138.50,                 25110806.55,181094
,RELAXO,EQ,      1182.30,                182308483.30,154693
,RELCAPITAL,EQ,        18.75,                112255137.60,6162316
,RELIANCEP1,E1,      1444.25,               1243221830.35,852513
,RELIGARE,EQ,       164.65,                565826443.35,3435860
,RELINFRA,BE,        77.15,                180860610.00,2447723
,REMSONSIND,BE,       247.75,                   520580.65,2110
,RENUKA,BE,        34.95,                168956787.95,4882975
,REPCOHOME,EQ,       354.35,                 29572987.75,83067
,REPL,EQ,       234.15,                  5563025.75,23530
,REPRO,EQ,       353.15,                  2132800.00,6035
,RESPONIND,EQ,       136.35,                 72378086.00,514224
,REVATHI,EQ,       665.70,                  2502331.15,3717
,RGL,EQ,       553.35,                 19179369.50,34691
,RHFL,BE,         4.70,                  5220264.50,1114573
,RHFL,N4,       230.00,                   134052.00,600
,RHIM,EQ,       334.30,                104352516.20,307989
,RICOAUTO,EQ,        58.95,                533480513.85,9017801
,RIIL,EQ,       725.65,                 95247267.90,130230
,RITES,EQ,       285.35,                108629512.50,382830
,RKDL,EQ,        17.95,                  9922693.50,534808
,RKEC,EQ,        99.00,                  5652874.35,56784
,RKFORGE,EQ,       819.35,                419400963.40,513171
,RMCL,BZ,         2.30,                   104000.50,44650
,RMDRIP,SM,        22.10,                   129000.00,6000
,RML,EQ,       404.35,                 28421469.90,69313
,RNAVAL,BZ,         3.40,                 13239439.35,4102714
,ROHITFERRO,BE,         3.30,                    50806.80,15396
,ROHLTD,EQ,        81.20,                 12962064.85,158741
,ROLLT,EQ,         3.30,                  3859424.60,1201291
,ROLTA,BE,         7.55,                  4138140.15,553946
,ROML,EQ,        77.90,                   616682.10,7820
,ROSSARI,EQ,      1235.65,                240025915.10,194211
,ROSSELLIND,EQ,       192.65,                 67670945.95,348799
,ROUTE,EQ,      2119.65,                468884313.05,220635
,RPGLIFE,EQ,       463.35,                 19708210.70,42321
,RPOWER,BE,        12.35,                360606984.45,30604253
,RPPINFRA,EQ,        91.50,                 47590268.95,516409
,RPPL,SM,       154.00,                  3094900.00,20000
,RPSGVENT,EQ,       717.55,                 36665274.40,50473
,RSSOFTWARE,EQ,        36.00,                  1705822.25,47378
,RSWM,EQ,       364.25,                 52135217.70,145595
,RSYSTEMS,EQ,       187.40,                 20304183.60,108051
,RTNINDIA,BE,        67.10,                184799680.50,2775831
,RTNPOWER,BE,         7.10,                 93656307.60,13361939
,RUBYMILLS,EQ,       276.90,                  3784596.30,13457
,RUCHI,EQ,      1082.45,                 28358876.25,26109
,RUCHINFRA,BE,         8.15,                   514576.90,63125
,RUCHIRA,EQ,        90.65,                  5907170.35,64367
,RUPA,EQ,       479.25,                176670536.25,368573
,RUSHIL,EQ,       276.00,                  7244017.75,25837
,RVHL,EQ,        21.10,                   526628.70,24757
,RVNL,EQ,        30.15,                 90063305.55,2962821
,S&SPOWER,EQ,        20.20,                   125556.35,6227
,SABEVENTS,BE,         3.05,                    96162.30,30392
,SABTN,BE,         2.25,                      243.00,108
,SADBHAV,EQ,        68.25,                 80185275.85,1152749
,SADBHIN,EQ,        28.80,                 46861400.00,1578561
,SAFARI,EQ,       738.90,                  8564026.15,11486
,SAGARDEEP,BE,        72.25,                  9671176.65,133126
,SAGCEM,EQ,      1288.00,                160228427.40,124653
,SAIL,EQ,       129.60,               8055709535.85,62471280
,SAKAR,EQ,       185.55,                 82039277.00,439421
,SAKHTISUG,BE,        19.80,                  3085803.10,160168
,SAKSOFT,EQ,       680.70,                 13784910.90,20198
,SAKUMA,BE,        12.35,                  5890077.90,468753
,SALASAR,EQ,       327.60,                 12862805.10,39503
,SALONA,EQ,       178.40,                  3819118.55,21356
,SALSTEEL,BE,        13.30,                   590280.60,44382
,SALZERELEC,EQ,       173.05,                 14248107.25,81543
,SAMBHAAV,BE,         3.70,                   214792.50,56920
,SANCO,EQ,         9.15,                   254721.35,27638
,SANDESH,EQ,       947.65,                  5869331.55,6091
,SANDHAR,EQ,       304.60,                 93562245.10,304988
,SANGAMIND,EQ,       129.30,                  5508685.75,42272
,SANGHIIND,EQ,        69.40,                465556449.15,6916285
,SANGHVIMOV,EQ,       205.95,                 36555934.50,173084
,SANGINITA,EQ,        32.90,                  8258408.90,253659
,SANOFI,EQ,      7987.80,                 80496687.35,10042
,SANWARIA,BZ,          .80,                  1207939.35,1572013
,SARDAEN,BE,       731.30,                128849703.20,176504
,SAREGAMA,BE,      3316.85,                 39145342.85,11976
,SARLAPOLY,EQ,        41.25,                 15540676.30,376409
,SARVESHWAR,SM,        22.50,                   368880.00,16000
,SASKEN,EQ,      1335.80,                 93244939.55,69728
,SASTASUNDR,BE,       338.65,                 14999235.85,43430
,SATHAISPAT,BE,         3.50,                    49262.50,14075
,SATIA,EQ,       103.65,                 82459720.50,787464
,SATIN,EQ,        88.90,                 22105510.15,248639
,SBCL,EQ,       132.55,                  6003637.55,45127
,SBIETFIT,EQ,       304.84,                   680254.73,2227
,SBIETFPB,EQ,       182.66,                   469724.87,2575
,SBIETFQLTY,EQ,       142.24,                    92905.96,652
,SCAPDVR,EQ,         2.10,                   782144.45,379422
,SCHAEFFLER,EQ,      6861.30,               1187622709.80,173842
,SCHAND,EQ,       131.90,                 11758064.05,88794
,SCHNEIDER,EQ,       126.80,                 40943683.30,322512
,SCI,EQ,       112.50,                119288814.70,1055676
,SDBL,EQ,        58.00,                 48022785.05,819297
,SEAMECLTD,EQ,       517.70,                134636822.80,256632
,SECURCRED,SM,        29.50,                   106200.00,3600
,SECURKLOUD,EQ,        89.00,                  3980851.30,44614
,SELAN,EQ,       143.50,                  6144371.10,42662
,SEPOWER,EQ,         9.00,                   552640.80,61400
,SEQUENT,EQ,       303.35,                952467649.45,3102604
,SERVOTECH,SM,        18.35,                  1314200.00,72000
,SESHAPAPER,EQ,       195.75,                 60140860.15,299084
,SETCO,EQ,        19.95,                  4745268.00,235521
,SETF10GILT,EQ,       205.02,                   848073.05,4204
,SETFGOLD,EQ,      4241.45,                 25468126.40,5997
,SETFNIF50,EQ,       160.83,                 96762467.71,600608
,SETFNIFBK,EQ,       348.55,                 10085211.05,28996
,SETFNN50,EQ,       407.97,                  2030838.81,4969
,SETUINFRA,BE,         1.65,                    93002.25,56365
,SEYAIND,EQ,        75.30,                  7510019.95,98934
,SFL,EQ,      2373.70,                 51747358.25,21874
,SGBAPR28I,GB,      4702.86,                   951618.67,202
,SGBAUG24,GB,      4780.00,                   492049.10,103
,SGBAUG27,GB,      4750.00,                    84715.15,18
,SGBAUG28V,GB,      4795.68,                  4048411.30,845
,SGBDC27VII,GB,      4710.00,                     9400.00,2
,SGBDEC26,GB,      4705.00,                    18818.54,4
,SGBFEB24,GB,      4730.00,                   321027.00,68
,SGBFEB27,GB,      4675.01,                    14025.03,3
,SGBFEB28IX,GB,      4700.00,                     4700.00,1
,SGBFEB29XI,GB,      4731.00,                   298768.05,63
,SGBJ28VIII,GB,      4675.00,                    37400.00,8
,SGBJAN26,GB,      4700.00,                     4700.00,1
,SGBJAN27,GB,      4676.01,                     9352.21,2
,SGBJAN29IX,GB,      4702.13,                   935605.06,199
,SGBJAN29X,GB,      4725.00,                   103818.07,22
,SGBJU29III,GB,      4720.67,                   774193.00,164
,SGBJUL25,GB,      4743.56,                   214173.25,45
,SGBJUL28IV,GB,      4683.31,                  4808552.38,1026
,SGBJUN27,GB,      4770.88,                    18992.64,4
,SGBJUN28,GB,      4686.99,                  2191388.74,467
,SGBJUN29II,GB,      4700.58,                   921549.70,196
,SGBMAR24,GB,      4710.00,                    37680.00,8
,SGBMAR25,GB,      4678.00,                    46802.50,10
,SGBMAR28X,GB,      4710.00,                    84744.99,18
,SGBMAY25,GB,      4692.10,                   235276.00,50
,SGBMAY26,GB,      4671.16,                   392496.31,84
,SGBMAY28,GB,      4679.28,                  3715628.33,793
,SGBMAY29I,GB,      4700.77,                  3765393.95,800
,SGBMR29XII,GB,      4701.06,                   776385.50,165
,SGBN28VIII,GB,      4720.06,                   269122.35,57
,SGBNOV23,GB,      4800.00,                   908811.00,192
,SGBNOV24,GB,      4750.00,                    99707.04,21
,SGBNOV25IX,GB,      4705.00,                    28247.14,6
,SGBNOV25VI,GB,      4690.00,                     9380.00,2
,SGBNOV26,GB,      4682.66,                    18725.32,4
,SGBOC28VII,GB,      4740.00,                    28421.50,6
,SGBOCT25,GB,      4749.00,                    23745.00,5
,SGBOCT25IV,GB,      4734.95,                    14204.90,3
,SGBOCT25V,GB,      4702.00,                    42560.00,9
,SGBOCT26,GB,      4735.00,                    42544.90,9
,SGBOCT27VI,GB,      4678.28,                   103104.52,22
,SGBSEP24,GB,      4711.15,                   454530.80,95
,SGBSEP27,GB,      4691.01,                   107757.34,23
,SGBSEP28VI,GB,      4735.73,                   553864.30,117
,SGL,EQ,        14.95,                  1778615.30,118630
,SHAHALLOYS,BE,        14.20,                   106414.80,7494
,SHAKTIPUMP,EQ,       756.10,                 97994993.45,129307
,SHALBY,EQ,       195.45,                113277502.75,568953
,SHALPAINTS,EQ,       111.20,                 17256033.35,154569
,SHANKARA,EQ,       610.75,               1317573503.65,2200595
,SHANTIGEAR,EQ,       152.90,                 78716773.40,508768
,SHARDACROP,EQ,       344.85,                 58828860.35,169130
,SHARDAMOTR,BE,       625.70,                  6834412.75,10768
,SHAREINDIA,EQ,       561.50,                 93354722.85,167677
,SHARIABEES,EQ,       409.54,                   541977.91,1329
,SHEMAROO,EQ,       145.05,                 45181844.15,314024
,SHIL,BE,       364.30,                 12183332.65,33680
,SHILPAMED,EQ,       650.20,                813221900.35,1245871
,SHIRPUR-G,BZ,         6.05,                    67018.20,11007
,SHIVAMAUTO,EQ,        26.30,                  3244301.35,123440
,SHIVAMILLS,EQ,        94.15,                  2127672.75,22812
,SHIVATEX,EQ,       188.10,                  2423875.75,12901
,SHK,EQ,       162.95,                 32368979.55,197903
,SHOPERSTOP,EQ,       248.25,                 50093142.00,201128
,SHRADHA,EQ,        53.60,                   122392.30,2261
,SHREDIGCEM,EQ,        95.50,                109129357.25,1147061
,SHREEPUSHK,EQ,       174.00,                 18587244.15,105862
,SHREERAMA,EQ,        14.65,                  3409115.15,231138
,SHRENIK,EQ,         1.85,                  6371477.70,3443728
,SHREYANIND,EQ,       116.50,                 10200936.90,87460
,SHREYAS,EQ,       232.15,                 32804911.35,144761
,SHRIPISTON,BE,       939.70,                  2644999.35,2849
,SHRIRAMCIT,EQ,      1777.35,                 56754929.40,31524
,SHRIRAMEPC,EQ,         5.00,                 11625959.20,2336691
,SHUBHLAXMI,SM,        13.90,                    41950.00,3000
,SHYAMCENT,EQ,        17.60,                   942427.20,53547
,SHYAMMETL,EQ,       427.90,                580163093.25,1356084
,SICAL,EQ,        14.95,                  5657498.60,375435
,SIDDHIKA,SM,        58.45,                   350800.00,6000
,SIGIND,EQ,        58.50,                 34340015.65,596500
,SIL,BE,        18.00,                  1312371.20,72225
,SILGO,EQ,        40.10,                  1244474.75,30700
,SILINV,BE,       318.60,                   626745.25,1965
,SILLYMONKS,EQ,        21.50,                     6247.10,284
,SILVERTUC,SM,       101.00,                  2256050.00,23000
,SIMBHALS,BE,        36.30,                  3737556.55,104620
,SIMPLEXINF,EQ,        48.85,                  5753855.50,117720
,SINTERCOM,EQ,        79.00,                  1269433.00,16109
,SINTEX,EQ,         4.65,                  6662791.15,1433759
,SIRCA,EQ,       346.15,                  8821349.05,25401
,SIS,EQ,       519.85,                635605022.55,1236219
,SITINET,EQ,         1.70,                 15289031.80,9061051
,SIYSIL,EQ,       402.45,                 41840393.85,102109
,SJVN,EQ,        27.35,                 44871159.25,1638406
,SKFINDIA,EQ,      2834.30,                204862945.35,72215
,SKIL,EQ,         3.65,                   160147.40,43876
,SKIPPER,EQ,        93.80,                119606141.15,1275866
,SKMEGGPROD,EQ,        88.95,                 22300307.25,251662
,SKSTEXTILE,SM,        21.55,                    21550.00,1000
,SMARTLINK,EQ,       119.85,                  4493018.30,37164
,SMCGLOBAL,EQ,        95.35,                 66344809.15,695612
,SMLISUZU,EQ,       578.30,                 72233363.70,123345
,SMSLIFE,EQ,       731.05,                  2564454.85,3510
,SMSPHARMA,EQ,       185.35,                 32463968.45,173487
,SNOWMAN,EQ,        52.95,                220834133.70,4089774
,SOBHA,EQ,       608.95,                239207565.95,387891
,SOFTTECH,SM,       110.00,                   348800.00,3200
,SOLARA,EQ,      1728.05,                186030575.35,108058
,SOLARINDS,EQ,      1589.10,                 38458645.00,23924
,SOMANYCERA,BE,       709.25,                 59414781.45,83850
,SOMATEX,EQ,         7.85,                   278187.50,35460
,SOMICONVEY,EQ,        59.20,                   971037.35,16361
,SONACOMS,EQ,       405.55,               1438930962.55,3491888
,SONAMCLOCK,SM,        58.00,                   519750.00,9000
,SONATSOFTW,EQ,       774.65,                 84206613.70,108284
,SORILINFRA,EQ,       133.60,                  7150432.50,53121
,SOTL,EQ,      1490.75,                 22325558.00,14902
,SOUTHBANK,EQ,        10.95,                204444223.85,18570283
,SOUTHWEST,EQ,        57.05,                  5957108.20,104570
,SPAL,EQ,       300.90,                 14948898.55,49913
,SPANDANA,EQ,       667.65,                 39275791.65,58640
,SPARC,EQ,       260.45,                880880827.70,3306726
,SPCENET,BE,         1.95,                     5783.70,2966
,SPECIALITY,EQ,        72.60,                  9988036.30,137880
,SPECTRUM,SM,        48.50,                    97000.00,2000
,SPENCERS,EQ,        94.20,                113799597.10,1224938
,SPENTEX,BZ,         1.45,                     2292.45,1581
,SPIC,EQ,        64.35,                147401980.60,2314119
,SPICEJET,EQ,        76.85,                144147971.05,1867082
,SPLIL,EQ,        51.65,                  3754654.50,71561
,SPMLINFRA,EQ,        11.70,                  1225683.05,104760
,SPTL,EQ,         5.90,                  6075342.10,1042086
,SPYL,BE,          .70,                   448191.80,640274
,SREEL,EQ,       213.55,                 78436053.25,363410
,SREIBNPNCD,NU,       305.05,                    93704.00,300
,SREIBNPNCD,NY,       400.00,                     4000.00,10
,SREIBNPNCD,Y2,       345.01,                     2415.07,7
,SREIBNPNCD,NO,       300.00,                   112443.00,378
,SREIBNPNCD,NL,       375.00,                    45599.90,121
,SREIBNPNCD,Y8,       301.80,                     6055.20,20
,SREIBNPNCD,NX,       350.00,                    35616.22,102
,SREIBNPNCD,NJ,       370.15,                    32573.20,88
,SREIBNPNCD,NZ,       365.56,                      731.12,2
,SREIBNPNCD,Y3,       414.00,                    41400.00,100
,SREIBNPNCD,Y1,       350.00,                     4900.00,14
,SREINFRA,BE,        11.60,                 11037173.40,998535
,SRF,EQ,      7834.35,                908842245.50,115168
,SRHHYPOLTD,EQ,       342.60,                 19136587.25,55735
,SRIPIPES,EQ,       230.15,                 82355555.65,360392
,SRPL,BE,        39.00,                    28988.40,743
,SRTRANSFIN,EQ,      1370.40,               1343266177.95,971604
,SRTRANSFIN,YS,      1164.80,                   408398.00,355
,SRTRANSFIN,YN,      1350.00,                   135000.00,100
,SRTRANSFIN,YU,      1321.50,                    33037.50,25
,SRTRANSFIN,ZD,      1008.75,                    10087.50,10
,SRTRANSFIN,Z7,      1108.00,                    88954.00,80
,SRTRANSFIN,ZC,      1234.50,                    49380.00,40
,SRTRANSFIN,ZF,      1075.00,                    52912.85,50
,SRTRANSFIN,YK,      1040.00,                    79040.00,76
,SRTRANSFIN,YR,      1086.16,                  1334713.75,1260
,SRTRANSFIN,YH,      1030.00,                   336451.90,328
,SRTRANSFIN,YQ,      1071.05,                   692016.50,642
,SRTRANSFIN,YV,      1072.97,                   106572.47,101
,SRTRANSFIN,Z8,      1105.00,                   537865.65,494
,SRTRANSFIN,Z1,      1255.13,                    81583.75,65
,SRTRANSFIN,Z5,      1063.33,                    56090.00,53
,SRTRANSFIN,YY,      1061.00,                   361530.25,340
,SRTRANSFIN,YZ,      1140.00,                    45480.00,40
,SSWL,EQ,      1260.30,                 44398489.85,34784
,STAMPEDE,BE,          .70,                   499654.40,713792
,STAR,EQ,       769.80,                352993908.35,455300
,STARCEMENT,EQ,       112.50,                 34760911.30,307108
,STARPAPER,EQ,       152.85,                 31531840.90,204117
,STCINDIA,EQ,       110.35,                  7248970.35,64787
,STEELCITY,EQ,        81.85,                 31937298.85,392005
,STEELXIND,EQ,        74.40,                 86074365.00,1142207
,STEL,EQ,       111.00,                  3360434.45,30057
,STERTOOLS,EQ,       211.60,                 62796714.30,294430
,STLTECH,EQ,       299.45,                205922076.60,684927
,STOVEKRAFT,EQ,       754.50,                146891400.90,194286
,SUBCAPCITY,BE,        24.85,                      124.25,5
,SUBEXLTD,EQ,        64.90,                718706605.10,11125026
,SUBROS,EQ,       316.00,                  8893269.55,28012
,SUDARSCHEM,EQ,       755.80,                 74232270.55,98101
,SUMEETINDS,BE,         9.50,                   645477.50,67945
,SUMICHEM,EQ,       432.85,                173955449.65,402399
,SUMIT,EQ,        18.05,                  1981321.35,108512
,SUMMITSEC,EQ,       643.95,                  3215926.40,4972
,SUNCLAYLTD,EQ,      3851.40,                 33437431.35,8565
,SUNDARAM,BE,         2.20,                   524349.65,234144
,SUNDARMFIN,EQ,      2483.05,                 98783868.70,39499
,SUNDARMHLD,EQ,        76.90,                 16985792.95,218985
,SUNDRMBRAK,EQ,       443.15,                  4277191.60,9578
,SUNDRMFAST,EQ,       742.00,                 48919530.35,65055
,SUNFLAG,EQ,        87.00,                273482380.65,3132735
,SUNTECK,EQ,       378.75,                320041671.85,847194
,SUNTV,EQ,       547.40,               2047368180.15,3758003
,SUPERHOUSE,EQ,       165.40,                 11765111.75,70324
,SUPERSPIN,BE,        13.70,                  2652662.35,194206
,SUPPETRO,BE,       725.90,                 25541391.40,34665
,SUPRAJIT,EQ,       312.30,                 79130493.40,250093
,SUPREMEENG,EQ,        34.90,                   392653.05,11203
,SUPREMEIND,EQ,      2095.60,                133311341.80,63478
,SUPREMEINF,BZ,        19.50,                   719412.40,34741
,SURANASOL,EQ,        13.75,                  1848635.00,132750
,SURANAT&P,EQ,         6.80,                   727923.25,108542
,SURANI,SM,        26.35,                    52700.00,2000
,SURYALAXMI,BE,        68.95,                  2256259.30,34521
,SURYAROSNI,EQ,       534.95,                 50506928.55,94033
,SURYODAY,EQ,       209.90,                 11932865.55,56684
,SUTLEJTEX,EQ,        75.30,                 57737765.55,761989
,SUULD,EQ,       523.25,                 75007128.65,141739
,SUVEN,EQ,        86.65,                 23993460.40,275326
,SUVENPHAR,EQ,       499.40,                178082885.95,353980
,SUVIDHAA,EQ,        24.90,                  1789258.10,70856
,SUZLON,EQ,         7.30,                250784867.85,34046440
,SVPGLOB,EQ,       106.65,                  6930560.60,64524
,SWANENERGY,EQ,       142.40,                 23004519.95,158674
,SWARAJENG,EQ,      1847.00,                189674273.40,103591
,SWELECTES,EQ,       252.10,                  5238239.50,20608
,SWSOLAR,EQ,       275.50,                226683409.25,814929
,SYMPHONY,EQ,      1020.45,                253119775.40,246387
,SYNGENE,EQ,       628.85,                279687727.70,443980
,TAINWALCHM,EQ,       116.75,                 94906402.70,796024
,TAJGVK,EQ,       129.85,                 15652558.45,119596
,TAKE,EQ,        62.20,                 58652676.90,932811
,TALBROAUTO,EQ,       319.55,                 13203641.00,41250
,TANLA,BE,       936.10,                 91401945.40,97454
,TANTIACONS,BZ,         9.05,                   189879.40,21105
,TARACHAND,SM,        37.05,                    74100.00,2000
,TARAPUR,EQ,         4.75,                    96363.10,20027
,TARC,BE,        44.15,                 11212311.45,251803
,TARMAT,EQ,        87.10,                 15391895.40,175559
,TASTYBITE,EQ,     18709.35,                 43236641.75,2307
,TATACAPHSG,N2,      1046.29,                  2937775.15,2805
,TATACAPHSG,NA,      1092.01,                   519805.90,476
,TATACAPHSG,N6,      1087.00,                    21770.00,20
,TATACHEM,EQ,       758.30,               1054607629.10,1390129
,TATACOFFEE,EQ,       215.50,               2267319157.20,10598322
,TATACOMM,EQ,      1349.55,                390621822.40,287624
,TATAELXSI,EQ,      4199.10,                513380712.95,121862
,TATAINVEST,EQ,      1160.45,                169259943.55,144097
,TATAMETALI,EQ,      1279.05,                460997150.30,360488
,TATAMTRDVR,EQ,       133.65,                213350408.50,1599455
,TATAPOWER,EQ,       122.60,               1824393455.80,14838935
,TATASTLBSL,EQ,        89.35,                376552639.80,4196719
,TATASTLLP,BE,      1103.40,                 40031730.85,36526
,TBZ,EQ,        87.50,                200643087.40,2302646
,TCFSL,NB,      1077.00,                   718240.25,667
,TCFSL,NF,      1200.23,                    45718.00,38
,TCFSL,NL,      1156.00,                    35836.06,31
,TCFSL,ND,      1127.99,                   202080.75,180
,TCI,EQ,       414.15,                 19854707.20,48225
