,09-Apr-2021
The Nifty witnessed an intraday movement of about 132.8 points.The closing index was 0.26 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70616.38
, Traded Quantity (in Lakhs), 26569.39
, Number of Trades, 20305986
, Total Market Capitalisation (Rs. Crores), 20819559.36

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14873.80,     14882.65,     14918.45,     14785.65,     14834.85,-38.95
,NIFTY50 EQL Wgt,     16445.45,     16452.50,     16489.35,     16361.95,     16432.25,-13.2
,NIFTY100 EQL Wgt,     17359.25,     17366.25,     17433.75,     17313.45,     17376.90,17.65
,NIFTY100 LowVol30,     11495.80,     11511.30,     11545.40,     11483.40,     11526.15,30.35
,NIFTY Alpha 50,     24304.60,     24288.00,     24706.75,     24234.60,     24657.50,352.9
,NIFTY MIDCAP 150,      9226.95,      9242.00,      9298.95,      9213.30,      9240.75,13.8
,NIFTY SMLCAP 50,      4231.40,      4235.95,      4266.40,      4227.55,      4246.75,15.35
,NIFTY SMLCAP 250,      7225.20,      7247.00,      7289.65,      7231.90,      7264.00,38.8
,NIFTY MIDSML 400,      8510.70,      8528.15,      8577.70,      8507.00,      8533.25,22.55
,NIFTY200 QUALTY30,     12685.65,     12711.55,     12756.40,     12671.95,     12721.25,35.6
,Nifty FinSrv25 50,     15415.60,     15388.85,     15468.20,     15260.75,     15301.35,-114.25
,NIFTY AlphaLowVol,     14563.45,     14595.95,     14723.00,     14569.60,     14689.50,126.05
,Nifty200Momentm30,     15930.80,     15954.50,     16067.50,     15895.10,     16033.10,102.3
,Nifty100ESGSecLdr,      2560.40,      2565.05,      2566.85,      2550.65,      2561.35,.95
,Nifty IT,     27148.40,     27322.05,     27520.10,     27109.95,     27367.05,218.65
,Nifty Next 50,     35321.15,     35346.95,     35538.90,     35235.85,     35358.90,37.75
,Nifty Bank,     32782.85,     32636.90,     32972.15,     32329.95,     32448.05,-334.8
,NIFTY MIDCAP 100,     24462.40,     24492.30,     24680.70,     24421.20,     24505.70,43.3
,Nifty 500,     12541.65,     12552.90,     12591.95,     12490.00,     12527.40,-14.25
,Nifty 100,     15036.15,     15045.20,     15081.90,     14957.60,     15004.15,-32
,Nifty Midcap 50,      6941.80,      6946.75,      6987.30,      6880.90,      6906.70,-35.1
,Nifty Realty,       334.10,       333.40,       336.95,       329.60,       332.05,-2.05
,Nifty Infra,      4177.25,      4179.05,      4190.80,      4139.00,      4147.90,-29.35
,Nifty Energy,     18275.55,     18289.70,     18305.10,     18058.00,     18077.15,-198.4
,Nifty FMCG,     34983.05,     35064.70,     35442.85,     34999.40,     35253.10,270.05
,Nifty MNC,     16481.80,     16537.15,     16610.20,     16434.70,     16459.35,-22.45
,Nifty Pharma,     12611.70,     12603.60,     13074.00,     12582.60,     12995.35,383.65
,Nifty PSE,      3135.90,      3141.00,      3149.85,      3101.45,      3110.25,-25.65
,Nifty PSU Bank,      2146.30,      2144.35,      2246.90,      2132.05,      2191.25,44.95
,Nifty Serv Sector,     20776.85,     20801.00,     20837.95,     20637.10,     20701.00,-75.85
,India VIX,20.3125,20.3125,20.9675,19.6825,19.7850,-0.5275
,Nifty Auto,      9959.35,      9961.55,     10032.85,      9885.60,      9922.95,-36.4
,Nifty Metal,      4494.95,      4510.20,      4550.45,      4399.30,      4467.30,-27.65
,Nifty Media,      1544.35,      1541.20,      1564.20,      1536.60,      1556.95,12.6
,NIFTY SMLCAP 100,      8519.10,      8536.40,      8587.15,      8513.00,      8559.10,40
,Nifty 200,      7806.10,      7811.40,      7835.05,      7769.80,      7793.30,-12.8
,Nifty Div Opps 50,      3130.40,      3140.45,      3146.95,      3118.45,      3129.85,-.55
,Nifty Commodities,      4722.05,      4741.10,      4744.20,      4646.75,      4674.35,-47.7
,Nifty Consumption,      6045.45,      6046.95,      6080.20,      6030.40,      6060.75,15.3
,Nifty Fin Service,     15525.15,     15490.00,     15591.70,     15369.60,     15412.50,-112.65
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3653.10,      3644.35,      3660.05,      3608.55,      3614.05,-39.05
,Nifty CPSE,      1778.15,      1781.70,      1788.55,      1762.05,      1766.00,-12.15
,Nifty GrowSect 15,      7207.20,      7218.25,      7290.60,      7198.10,      7274.50,67.3
,Nifty50 PR 2x Lev,      6730.90,      6738.40,      6770.65,      6651.05,      6695.10,-35.8
,Nifty50 PR 1x Inv,       294.80,       294.65,       296.55,       293.90,       295.60,.8
,Nifty50 TR 2x Lev,      8985.90,      8995.90,      9039.00,      8879.30,      8938.10,-47.8
,Nifty50 TR 1x Inv,       255.25,       255.15,       256.80,       254.50,       255.95,.7
,Nifty50 Value 20,      7658.05,      7694.40,      7708.95,      7645.55,      7685.00,26.95
,Nifty Mid Liq 15,      5824.30,      5825.50,      5854.85,      5781.70,      5800.75,-23.55
,Nifty Pvt Bank,     17553.00,     17477.40,     17622.60,     17311.55,     17392.15,-160.85
,NIFTY100 Qualty30,      3406.40,      3410.50,      3421.20,      3399.70,      3409.50,3.1
,Nifty GS 8 13Yr,      2244.20,      2244.57,      2247.67,      2244.57,      2245.53,1.33
,Nifty GS 10Yr,      2037.54,      2037.87,      2045.60,      2037.87,      2041.55,4.01
,Nifty GS 10Yr Cln,       954.74,       954.74,       958.44,       954.74,       956.51,1.77
,Nifty GS 4 8Yr,      2393.46,      2393.82,      2398.17,      2393.60,      2394.06,.6
,Nifty GS 11 15Yr,      2415.48,      2415.92,      2420.44,      2413.18,      2413.57,-1.91
,Nifty GS 15YrPlus,      2670.29,      2670.78,      2670.78,      2665.94,      2667.15,-3.14
,Nifty GS Compsite,      2291.23,      2291.61,      2295.54,      2291.20,      2291.45,.22

,ADVANCES,1071
,DECLINES,844
,UNCHANGED,105

,Total securities that have hit their price bands today,291

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,JSWSTEEL,EQ,       614.10,       621.00,1.12,3130.46
,ALEMBICLTD,EQ,       105.90,                 67032290.00,632022
,ALICON,EQ,       456.05,                   882872.80,1937
,ALKALI,EQ,        56.55,                  4103845.30,72290
,ALKYLAMINE,EQ,      6140.15,                200916693.55,32634
,ALLCARGO,EQ,       128.35,                 13280985.45,103281
,ALLSEC,EQ,       325.05,                  1518669.75,4622
,ALMONDZ,EQ,        28.70,                   226465.50,7987
,ALOKINDS,EQ,        20.90,                 85575090.55,4065267
,ALPA,EQ,        53.75,                 91137255.50,1658043
,ALPHAGEO,EQ,       203.35,                  2855324.50,13870
,ALPSINDUS,BE,         1.65,                     2641.00,1600
,AMARAJABAT,EQ,       816.05,               1587378886.70,1928547
,AMBER,EQ,      3262.20,                285918299.85,86966
,AMBIKCO,EQ,       927.45,                 27908885.95,30093
,AMDIND,BE,        19.25,                   198251.60,10405
,AMJLAND,EQ,        23.35,                   145585.30,6115
,AMRUTANJAN,EQ,       598.55,                122805189.65,206467
,ANANTRAJ,EQ,        53.25,                  9287291.75,173504
,ANDHRACEMT,EQ,         6.15,                  9458288.45,1518855
,ANDHRAPAP,EQ,       219.35,                  7935014.60,36127
,ANDHRSUGAR,EQ,       317.90,                 25524032.65,80831
,ANGELBRKG,EQ,       305.05,                 79511937.05,259944
,ANIKINDS,EQ,        15.30,                   460887.50,30213
,ANKITMETAL,EQ,          .95,                    63556.75,63765
,ANSALAPI,EQ,         6.70,                   217506.10,32109
,ANSALHSG,EQ,         5.60,                    81049.80,14330
,ANUP,EQ,       592.65,                 14964311.45,25189
,ANURAS,EQ,       555.25,                127147445.50,229741
,APARINDS,EQ,       468.65,                 16414452.20,34825
,APCL,EQ,       220.10,                 15142636.45,67539
,APCOTEXIND,EQ,       183.50,                 11051642.75,60395
,APEX,EQ,       215.30,                 34774636.05,160169
,APLAPOLLO,EQ,      1303.75,                269023285.15,207548
,APLLTD,EQ,      1014.00,                875938039.10,869724
,APOLLO,EQ,        94.65,                  8833936.65,92853
,APOLLOHOSP,EQ,      3132.15,               2931705832.55,934037
,APOLLOPIPE,EQ,      1045.35,                150536569.85,144007
,APOLLOTYRE,EQ,       223.50,                731748213.25,3251356
,APOLSINHOT,EQ,       576.40,                  2826292.50,4914
,APTECHT,EQ,       213.65,                 39908344.95,185172
,ARCHIDPLY,BE,        30.95,                   209498.25,6700
,ARCHIES,EQ,        11.50,                   350721.00,30439
,ARENTERP,EQ,        11.85,                     1895.75,161
,ARIES,EQ,        87.60,                  6971053.10,80474
,ARIHANT,EQ,        19.70,                    18239.10,916
,ARIHANTSUP,EQ,        40.00,                  5028869.30,125122
,ARMANFIN,EQ,       607.30,                  4826390.50,7778
,AROGRANITE,EQ,        41.30,                   405763.65,9800
,ARROWGREEN,BE,        74.45,                   300595.95,4094
,ARSHIYA,BE,        31.35,                   445231.90,14093
,ARSSINFRA,EQ,        24.90,                   511969.25,20338
,ARTEMISMED,EQ,       209.70,                  2034037.35,9644
,ARTNIRMAN,SM,        32.00,                   576000.00,18000
,ARVEE,BE,        74.15,                    40782.50,550
,ARVIND,EQ,        67.10,                 67765851.65,999800
,ARVINDFASN,EQ,       139.80,                 20485005.85,146352
,ARVSMART,EQ,        98.90,                 10082745.10,101399
,ASAHIINDIA,EQ,       329.40,                 37097451.75,112954
,ASAHISONG,EQ,       338.45,                 10378409.35,30436
,ASAL,BE,        34.15,                    97702.00,2867
,ASALCBR,EQ,       440.10,                 18751530.05,42426
,ASHAPURMIN,EQ,       126.50,                 45897363.05,364290
,ASHIANA,EQ,       140.70,                 10656616.00,75641
,ASHIMASYN,EQ,        16.75,                  3195841.05,190909
,ASHOKA,EQ,        96.95,                 36191805.60,373386
,ASHOKLEY,EQ,       121.20,               3376119355.50,27490662
,ASIANHOTNR,EQ,        67.00,                  1257736.80,18512
,ASIANTILES,EQ,       173.15,                113953948.95,656228
,ASPINWALL,EQ,       185.00,                   487082.75,2635
,ASTEC,EQ,      1109.15,                 49906841.45,45537
,ASTERDM,EQ,       148.40,                434035862.60,3040831
,ASTRAL,EQ,      1596.70,                331644071.50,208164
,ASTRAMICRO,EQ,       122.55,                 36947495.60,298675
,ASTRAZEN,EQ,      3314.80,                113065741.90,34087
,ASTRON,EQ,        42.10,                  1607894.10,37979
,ATFL,EQ,       849.90,                 23556830.15,27612
,ATGL,EQ,      1092.55,               3816242771.40,3599031
,ATLANTA,EQ,         7.45,                   283817.90,38448
,ATUL,EQ,      7972.10,                197479117.30,24634
,ATULAUTO,EQ,       176.75,                 17787515.35,100096
,AUBANK,EQ,      1174.50,               2185238833.60,1822389
,AURIONPRO,EQ,       165.60,                 47434475.00,304011
,AUSOMENT,EQ,        57.05,                  4900221.90,85742
,AUTOAXLES,EQ,      1068.35,                  9120405.75,8512
,AUTOIND,EQ,        39.05,                   558290.05,14006
,AVADHSUGAR,EQ,       204.25,                 41324734.15,201056
,AVANTIFEED,EQ,       485.15,                227329747.35,472948
,AVG,SM,        46.50,                   334860.00,7200
,AVTNPL,EQ,        45.85,                  3492149.20,75536
,AWHCL,EQ,       262.05,                  9334691.20,35544
,AXISBNKETF,EQ,       325.10,                   195822.00,598
,AXISCADES,EQ,        53.60,                 42112183.75,774582
,AXISGOLD,EQ,        40.52,                  4452451.25,109777
,AXISNIFTY,EQ,       154.04,                   875642.49,5674
,AXISTECETF,EQ,       272.99,                  4657695.23,17046
,AYMSYNTEX,EQ,        47.15,                   475003.35,9998
,BAFNAPH,BE,       137.25,                  3815400.05,26457
,BAGFILMS,EQ,         1.95,                   185144.60,93517
,BAJAJCON,EQ,       283.50,               1287734928.15,4459121
,BAJAJELEC,EQ,      1062.95,                157664184.65,148801
,BAJAJHIND,EQ,         6.70,                 31687497.80,4675329
,BALAJITELE,EQ,        57.90,                  5723202.15,97764
,BALAMINES,EQ,      1998.05,                438120071.25,219713
,BALAXI,EQ,       594.65,                  1676401.70,2796
,BALKRISHNA,BE,        21.20,                    47601.75,2354
,BALKRISIND,EQ,      1651.80,                894077738.20,539705
,BALLARPUR,BZ,         1.10,                   724374.25,649776
,BALMLAWRIE,EQ,       129.85,                 37405890.90,287029
,BALPHARMA,EQ,        65.55,                 22029485.85,334519
,BALRAMCHIN,EQ,       234.30,               1106598231.20,4610140
,BANARBEADS,EQ,        49.00,                   385342.00,7711
,BANARISUG,EQ,      1711.35,                  9164101.75,5283
,BANCOINDIA,EQ,       146.25,                 14741958.20,101841
,BANG,EQ,        27.05,                    92440.10,3402
,BANKA,EQ,        64.35,                  1432584.90,22106
,BANKBEES,EQ,       326.71,                283336191.86,863431
,BANKINDIA,EQ,        74.50,               1968093737.15,26856958
,BANSWRAS,EQ,       105.00,                   559512.60,5357
,BARBEQUE,EQ,       722.60,               2988187025.65,4120915
,BARTRONICS,BZ,         2.50,                    20479.90,8434
,BASF,EQ,      2068.80,                 30308275.20,14587
,BASML,EQ,        67.70,                  2153991.15,31237
,BATAINDIA,EQ,      1391.20,                569147611.30,407070
,BAYERCROP,EQ,      5224.65,                 43847575.10,8343
,BBL,EQ,      1117.55,                  7984257.00,7148
,BBTC,EQ,      1259.70,                237940499.40,186108
,BBTCL,SM,        80.00,                   240000.00,3000
,BCG,EQ,         8.00,                 32735516.65,4067397
,BCLIND,EQ,       125.15,                 53702168.75,435805
,BCONCEPTS,SM,        27.55,                   165300.00,6000
,BCP,EQ,         3.50,                   650997.85,187986
,BDL,EQ,       344.15,                 35948718.05,104769
,BEARDSELL,EQ,         9.95,                   418384.45,41057
,BECTORFOOD,EQ,       359.80,                 96320380.20,265244
,BEDMUTHA,EQ,        26.30,                  1388031.05,54082
,BEL,EQ,       129.90,                676569632.40,5197029
,BEML,EQ,      1267.05,                316419372.35,249155
,BEPL,EQ,       163.80,                138790451.10,850870
,BESTAGRO,EQ,       416.10,                  7648810.30,18238
,BETA,SM,       124.80,                   601600.00,4800
,BFINVEST,EQ,       296.80,                  4183187.15,13973
,BFUTILITIE,EQ,       259.95,                 37961099.85,145860
,BGRENERGY,EQ,        48.60,                 33410869.30,690538
,BHAGERIA,EQ,       166.20,                 10866993.70,65241
,BHAGYANGR,BE,        50.95,                  1976066.35,37592
,BHAGYAPROP,EQ,        30.45,                  8463242.60,261855
,BHANDARI,BE,         2.20,                   412458.50,186926
,BHARATFORG,EQ,       610.25,                840408911.50,1360268
,BHARATGEAR,EQ,        84.50,                  8301118.90,97596
,BHARATRAS,EQ,      9943.85,                 31244297.75,3094
,BHARATWIRE,BE,        43.20,                  1142949.35,26784
,BHEL,EQ,        51.50,               2170866754.45,41928206
,BIGBLOC,EQ,        92.70,                  1118994.40,12144
,BIL,EQ,       220.35,                  4549465.90,20218
,BINDALAGRO,EQ,        17.90,                  1840131.80,102083
,BIOFILCHEM,BE,        70.95,                  3564907.75,50528
,BIRET,RR,       234.62,                 47080066.00,198600
,BIRLACABLE,EQ,        61.65,                  3023357.75,48965
,BIRLACORPN,EQ,       989.80,                313963800.65,314609
,BIRLAMONEY,EQ,        42.20,                  2759021.00,65312
,BIRLATYRE,EQ,        24.75,                  7079180.95,282103
,BKMINDST,EQ,         1.00,                    52522.95,51776
,BLBLIMITED,BE,         6.00,                    26456.00,4293
,BLISSGVS,EQ,       101.35,                 40848770.60,403061
,BLKASHYAP,BE,        19.05,                  1795907.30,93140
,BLS,EQ,        95.25,                  6062375.35,63444
,BLUECHIP,BE,          .20,                       20.40,102
,BLUEDART,EQ,      5292.25,                 80525623.55,15227
,BLUESTARCO,EQ,       912.15,                 91584584.80,99785
,BODALCHEM,EQ,        99.70,                269816933.25,2748440
,BOHRA,SM,         1.95,                    39000.00,20000
,BOMDYEING,EQ,        73.40,                106887160.65,1450640
