,10-Mar-2021
The Nifty witnessed an intraday movement of about 117.6 points.The closing index was 0.51 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 54391.69
, Traded Quantity (in Lakhs), 25450.88
, Number of Trades, 17560913
, Total Market Capitalisation (Rs. Crores), 20808441.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15098.40,     15202.15,     15218.45,     15100.85,     15174.80,76.4
,NIFTY50 EQL Wgt,     16326.50,     16452.05,     16465.45,     16331.10,     16428.90,102.4
,NIFTY100 EQL Wgt,     17245.80,     17366.35,     17383.25,     17243.60,     17338.20,92.4
,NIFTY100 LowVol30,     11373.80,     11458.05,     11459.40,     11390.05,     11431.60,57.8
,NIFTY Alpha 50,     22215.10,     22383.10,     22623.55,     22344.10,     22599.15,384.05
,NIFTY MIDCAP 150,      9100.55,      9171.35,      9195.45,      9124.80,      9169.25,68.7
,NIFTY SMLCAP 50,      4157.10,      4192.65,      4237.50,      4178.55,      4231.80,74.7
,NIFTY SMLCAP 250,      7112.40,      7165.15,      7191.45,      7139.10,      7187.95,75.55
,NIFTY MIDSML 400,      8390.80,      8455.10,      8476.25,      8416.40,      8462.20,71.4
,NIFTY200 QUALTY30,     12346.30,     12424.10,     12472.45,     12401.40,     12457.20,110.9
,Nifty FinSrv25 50,     16328.70,     16435.15,     16454.45,     16277.30,     16369.50,40.8
,NIFTY AlphaLowVol,     13925.00,     14013.20,     14074.40,     13986.75,     14052.95,127.95
,Nifty200Momentm30,     14597.20,     14719.60,     14825.25,     14674.05,     14802.60,205.4
,Nifty100ESGSecLdr,      2553.95,      2569.90,      2573.65,      2557.20,      2568.40,14.45
,Nifty IT,     25582.35,     25862.05,     26136.55,     25782.30,     26010.10,427.75
,Nifty Next 50,     34927.50,     35143.95,     35223.60,     34947.75,     35138.00,210.5
,Nifty Bank,     35865.65,     36112.25,     36176.90,     35764.35,     35938.30,72.65
,NIFTY MIDCAP 100,     24024.25,     24220.20,     24287.20,     24075.40,     24220.10,195.85
,Nifty 500,     12617.20,     12705.10,     12722.60,     12627.80,     12691.35,74.15
,Nifty 100,     15206.00,     15309.10,     15327.00,     15209.65,     15284.85,78.85
,Nifty Midcap 50,      6931.65,      6992.75,      7019.80,      6945.65,      6996.95,65.3
,Nifty Realty,       350.10,       353.85,       356.65,       350.85,       352.25,2.15
,Nifty Infra,      4247.50,      4278.65,      4281.30,      4234.40,      4256.30,8.8
,Nifty Energy,     19385.15,     19544.25,     19548.45,     19238.70,     19331.25,-53.9
,Nifty FMCG,     33215.85,     33393.05,     33424.50,     33220.00,     33402.75,186.9
,Nifty MNC,     16199.15,     16276.75,     16309.90,     16233.45,     16276.25,77.1
,Nifty Pharma,     12133.85,     12218.45,     12335.90,     12180.15,     12313.25,179.4
,Nifty PSE,      3277.60,      3308.70,      3309.15,      3250.30,      3270.50,-7.1
,Nifty PSU Bank,      2355.55,      2379.65,      2389.60,      2342.90,      2351.90,-3.65
,Nifty Serv Sector,     21308.85,     21452.80,     21491.60,     21326.30,     21416.55,107.7
,India VIX,22.4950,22.4950,22.4950,19.3150,20.7475,-1.7475
,Nifty Auto,     10464.25,     10525.75,     10613.60,     10511.15,     10559.30,95.05
,Nifty Metal,      3802.70,      3838.00,      3886.25,      3786.60,      3873.65,70.95
,Nifty Media,      1724.75,      1735.00,      1745.80,      1724.90,      1730.10,5.35
,NIFTY SMLCAP 100,      8323.90,      8392.20,      8446.05,      8362.60,      8439.35,115.45
,Nifty 200,      7865.90,      7920.60,      7930.90,      7869.65,      7909.55,43.65
,Nifty Div Opps 50,      3063.20,      3087.05,      3087.90,      3065.10,      3080.95,17.75
,Nifty Commodities,      4463.95,      4500.30,      4501.10,      4448.80,      4491.80,27.85
,Nifty Consumption,      5938.70,      5966.70,      5982.55,      5953.55,      5975.85,37.15
,Nifty Fin Service,     16649.75,     16745.45,     16772.55,     16610.35,     16689.70,39.95
,Nifty50 Div Point,       110.23,       110.23,       110.23,       110.23,       110.23,0
,Nifty100 Liq 15,      3790.20,      3815.10,      3821.25,      3786.25,      3810.20,20
,Nifty CPSE,      1892.15,      1905.35,      1906.20,      1870.20,      1881.90,-10.25
,Nifty GrowSect 15,      7252.10,      7287.95,      7299.40,      7247.10,      7268.95,16.85
,Nifty50 PR 2x Lev,      6972.35,      7067.50,      7081.00,      6974.55,      7042.25,69.9
,Nifty50 PR 1x Inv,       290.30,       288.35,       290.30,       288.05,       288.90,-1.4
,Nifty50 TR 2x Lev,      9297.95,      9424.85,      9442.90,      9300.95,      9391.20,93.25
,Nifty50 TR 1x Inv,       251.50,       249.80,       251.50,       249.55,       250.25,-1.25
,Nifty50 Value 20,      7382.15,      7445.25,      7466.25,      7410.00,      7447.70,65.55
,Nifty Mid Liq 15,      5841.50,      5892.70,      5925.55,      5873.75,      5904.10,62.6
,Nifty Pvt Bank,     19192.50,     19328.20,     19371.40,     19154.15,     19250.75,58.25
,NIFTY100 Qualty30,      3366.25,      3388.20,      3397.30,      3379.85,      3393.65,27.4
,Nifty GS 8 13Yr,      2201.44,      2201.82,      2202.88,      2199.88,      2199.88,-1.56
,Nifty GS 10Yr,      2003.01,      2003.34,      2005.31,      1997.22,      1998.03,-4.98
,Nifty GS 10Yr Cln,       942.79,       942.79,       943.73,       939.86,       940.24,-2.55
,Nifty GS 4 8Yr,      2355.59,      2355.95,      2357.38,      2354.07,      2354.48,-1.11
,Nifty GS 11 15Yr,      2352.46,      2352.89,      2354.19,      2350.03,      2350.26,-2.2
,Nifty GS 15YrPlus,      2606.90,      2607.39,      2607.39,      2603.63,      2605.34,-1.56
,Nifty GS Compsite,      2247.98,      2248.36,      2249.53,      2246.27,      2246.31,-1.67

,ADVANCES,1080
,DECLINES,851
,UNCHANGED,101

,Total securities that have hit their price bands today,321

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATAMOTORS,EQ,       315.20,       321.45,1.98,1883.22
,RSYSTEMS,EQ,       116.25,                  1531538.90,13216
,RTNINFRA,EQ,         6.40,                  1646884.20,257196
,RTNPOWER,EQ,         2.90,                 16186920.30,5579923
,RUBYMILLS,EQ,       186.20,                   556674.05,2967
,RUCHI,EQ,       719.60,                 10102278.15,14005
,RUCHINFRA,BE,         6.70,                   462361.25,68829
,RUCHIRA,EQ,        69.25,                  1159188.85,16615
,RUPA,EQ,       324.90,                 67080144.85,208995
,RUSHIL,EQ,       246.10,                  4374427.50,17775
,RVHL,EQ,        21.15,                  1712268.75,79804
,RVNL,EQ,        31.70,                142891159.15,4518363
,S&SPOWER,BE,        21.10,                   357757.75,16895
,SABEVENTS,EQ,         1.30,                     2398.50,1845
,SABTN,EQ,         1.50,                    28081.50,18721
,SADBHAV,EQ,        76.00,                227914853.00,3009988
,SADBHIN,EQ,        25.15,                 79802506.70,3159395
,SAFARI,EQ,       650.35,                  5976829.80,9158
,SAGARDEEP,EQ,        39.40,                   695338.35,17733
,SAGCEM,EQ,       725.00,                 29722300.90,41491
,SAIL,EQ,        73.00,               2633854123.65,36382925
,SAKAR,EQ,        94.70,                  1003952.10,10638
,SAKHTISUG,EQ,         9.90,                  1963011.15,196498
,SAKSOFT,EQ,       362.50,                  8252858.05,22755
,SAKUMA,EQ,         5.25,                   746487.90,141440
,SALASAR,EQ,       374.00,                 22386215.15,59668
,SALONA,EQ,        94.20,                   133232.75,1430
,SALSTEEL,EQ,         3.65,                   183037.05,50444
,SALZERELEC,EQ,       144.35,                224247957.45,1623058
,SAMBHAAV,EQ,         2.65,                    67431.90,24981
,SANCO,EQ,        10.50,                  1342870.30,123776
,SANDESH,EQ,       746.15,                  2182314.85,2921
,SANDHAR,EQ,       220.80,                  7478080.60,33944
,SANGAMIND,BE,        74.10,                   909469.05,12226
,SANGHIIND,EQ,        43.65,                 56083996.65,1278451
,SANGHVIFOR,BE,        25.90,                    78009.85,3006
,SANGHVIMOV,EQ,       118.35,                 12779314.05,111217
,SANGINITA,EQ,        25.20,                   892888.75,35385
,SANOFI,EQ,      8318.75,                140787750.25,16921
,SANWARIA,BZ,          .80,                  1330373.50,1694655
,SARDAEN,EQ,       360.05,                 16828467.20,46651
,SAREGAMA,EQ,      1444.40,                 64321764.50,44655
,SARLAPOLY,EQ,        28.75,                  4883246.45,167473
,SASKEN,EQ,       857.60,                  8924897.75,10385
,SASTASUNDR,EQ,       129.85,                  6061959.10,46455
,SATIA,EQ,        85.35,                  6785360.15,78868
,SATIN,EQ,       109.00,                 56019144.40,513725
,SBIETFIT,EQ,       260.43,                   589867.42,2263
,SBIETFPB,EQ,       191.36,                   134490.36,701
,SBIETFQLTY,EQ,       126.99,                   679266.57,5360
,SCAPDVR,BE,         1.90,                    29180.80,15237
,SCHAEFFLER,EQ,      5287.85,                151002760.15,28670
,SCHAND,EQ,       104.70,                 31679255.25,303998
,SCHNEIDER,EQ,       105.50,                 75646720.00,711266
,SCI,EQ,       124.25,                301741937.55,2412682
,SDBL,EQ,        33.35,                  1445755.90,43174
,SEAMECLTD,EQ,       469.80,                 22493601.20,47811
,SECURKLOUD,EQ,        87.55,                  1993393.25,22687
,SELAN,EQ,       135.00,                 13195886.60,97610
,SEPOWER,BE,         4.30,                   180417.25,43324
,SEQUENT,EQ,       239.95,                 85418307.85,360489
,SERVOTECH,SM,        20.40,                   159400.00,8000
,SESHAPAPER,EQ,       158.85,                  3583268.75,22633
,SETCO,EQ,        16.70,                  3156883.75,187051
,SETF10GILT,EQ,       198.64,                    47125.72,235
,SETFGOLD,EQ,      3997.85,                 91860953.75,22970
,SETFNIF50,EQ,       156.24,                 12855939.23,82336
,SETFNIFBK,EQ,       357.39,                  5565922.91,15565
,SETFNN50,EQ,       363.74,                  2091757.73,5761
,SETUINFRA,BE,          .85,                    31640.55,38790
,SEYAIND,EQ,        63.00,                  6583934.90,105781
,SEZAL,BZ,         7.00,                   221242.00,31606
,SFL,EQ,      2092.80,                100286234.45,47351
,SGBAPR28I,GB,      4700.15,                   413176.79,88
,SGBAUG24,GB,      4685.18,                   365399.91,78
,SGBAUG27,GB,      4603.43,                   898611.02,195
,SGBAUG28V,GB,      4704.84,                  7880889.12,1673
,SGBDC27VII,GB,      4615.00,                    27696.00,6
,SGBDEC25,GB,      4900.00,                     9800.00,2
,SGBDEC2512,GB,      4603.07,                   253558.94,55
,SGBDEC26,GB,      4601.00,                    36806.04,8
,SGBFEB24,GB,      4635.80,                   263955.99,57
,SGBFEB27,GB,      4605.00,                     9210.00,2
,SGBFEB28IX,GB,      4621.60,                    64702.40,14
,SGBFEB29XI,GB,      4682.00,                    60853.67,13
,SGBJ28VIII,GB,      4610.00,                   175419.10,38
,SGBJAN27,GB,      4582.36,                   108307.10,23
,SGBJAN29IX,GB,      4696.66,                  1402191.17,299
,SGBJAN29X,GB,      4750.00,                    94292.10,20
,SGBJUL25,GB,      4738.00,                    37754.00,8
,SGBJUL27,GB,      4574.00,                   268080.90,58
,SGBJUL28IV,GB,      4650.00,                  1211072.10,261
,SGBJUN27,GB,      4570.00,                  3800861.82,831
,SGBJUN28,GB,      4638.00,                   680170.92,147
,SGBMAR24,GB,      4613.12,                   530332.08,115
,SGBMAR25,GB,      4619.33,                   488690.00,106
,SGBMAR28X,GB,      4649.99,                    50649.99,11
,SGBMAY25,GB,      4642.00,                   292369.31,63
,SGBMAY26,GB,      4572.24,                   946013.05,206
,SGBMAY28,GB,      4632.68,                   772940.22,167
,SGBN28VIII,GB,      4792.00,                  1073883.90,223
,SGBNOV23,GB,      4664.19,                   478900.99,103
,SGBNOV24,GB,      4635.00,                   897270.00,193
,SGBNOV25,GB,      4980.00,                     4980.00,1
,SGBNOV258,GB,      4633.88,                    41705.00,9
,SGBNOV25IX,GB,      4575.00,                    64765.00,14
,SGBNOV25VI,GB,      4660.00,                    41819.00,9
,SGBNOV26,GB,      4560.00,                   109760.00,24
,SGBOC28VII,GB,      4675.05,                   910970.70,195
,SGBOCT25,GB,      4596.30,                  7061613.98,1540
,SGBOCT25IV,GB,      4745.00,                     9490.00,2
,SGBOCT26,GB,      4620.00,                    46160.00,10
,SGBOCT27,GB,      4728.00,                   132121.00,28
,SGBOCT27VI,GB,      4600.00,                    13800.00,3
,SGBSEP24,GB,      4650.00,                   190026.06,41
,SGBSEP27,GB,      4693.99,                    28055.98,6
,SGBSEP28VI,GB,      4645.04,                   783391.04,168
,SGL,EQ,         9.15,                    53530.55,5871
,SHAHALLOYS,EQ,         7.80,                    10218.00,1310
,SHAKTIPUMP,EQ,       544.10,                 20873740.85,38223
,SHALBY,EQ,       106.55,                  6269037.90,58752
,SHALPAINTS,EQ,        91.55,                  4489878.55,48859
,SHANKARA,EQ,       458.85,                 42011661.80,91199
,SHANTI,SM,        24.00,                   108000.00,4500
,SHANTIGEAR,EQ,       132.10,                  8141695.05,60761
,SHARDACROP,EQ,       314.00,                 12729155.15,40154
,SHARDAMOTR,EQ,      2018.20,                  5511829.80,2724
,SHAREINDIA,EQ,       269.30,                  4788991.35,17634
,SHARIABEES,EQ,       363.44,                   112370.10,310
,SHEMAROO,EQ,        72.05,                  6766276.25,93039
,SHIL,EQ,       274.00,                 16593327.20,59417
,SHILPAMED,EQ,       370.05,                 70373985.75,190226
,SHIVAMAUTO,EQ,        20.00,                  2729479.95,136109
,SHIVAMILLS,BE,        46.55,                   283055.60,5966
,SHIVATEX,EQ,       145.75,                  1202942.45,8211
,SHIVAUM,SM,        59.00,                  2478000.00,42000
,SHK,EQ,       123.30,                 79216389.90,640111
,SHOPERSTOP,EQ,       244.65,                 59723552.25,242464
,SHRADHA,BE,        47.00,                     2053.00,41
,SHREDIGCEM,EQ,        63.70,                 33424453.50,526008
,SHREEPUSHK,EQ,       135.35,                 12762743.75,94433
,SHREERAMA,EQ,        11.20,                  2334274.60,211408
,SHRENIK,EQ,         2.30,                  5139338.30,2222376
,SHREYANIND,EQ,        89.25,                  3758765.05,41812
,SHREYAS,EQ,        81.90,                  2589970.95,31635
,SHRIPISTON,BE,       780.00,                    80964.20,105
,SHRIRAMCIT,EQ,      1510.70,                 12677363.50,8414
,SHRIRAMEPC,EQ,         4.70,                  9705222.35,1992231
,SHUBHLAXMI,SM,        13.55,                   162650.00,12000
,SHYAMCENT,EQ,         5.45,                   143088.95,26457
,SHYAMTEL,BE,        14.35,                   101196.20,7052
,SICAGEN,EQ,        14.30,                  1019046.00,70299
,SICAL,EQ,        14.70,                 19426538.85,1289138
,SIGIND,EQ,        33.50,                  1225949.05,36399
,SIKKO,SM,        23.40,                   468000.00,20000
,SIL,BE,        18.60,                   682278.40,36682
,SILGO,EQ,        50.30,                  1322183.40,25772
,SILINV,EQ,       218.35,                  3414847.90,15698
,SILLYMONKS,BE,        21.30,                    45059.65,2066
,SIMBHALS,EQ,         8.10,                   268688.50,32776
,SIMPLEXINF,EQ,        36.60,                 15456149.25,433782
,SINTERCOM,EQ,        88.20,                   123491.30,1401
,SINTEX,BE,         3.75,                  6000686.25,1600183
,SIRCA,BE,       318.75,                  5080077.65,15928
,SIS,EQ,       413.10,                 52606650.30,126391
,SITINET,EQ,          .90,                  5768753.95,6332497
,SIYSIL,EQ,       213.95,                 14345690.25,67901
,SJVN,EQ,        26.25,                 37599631.40,1424726
,SKFINDIA,EQ,      2252.85,                 20307336.10,8976
,SKIL,BE,         2.95,                   101682.20,33850
,SKIPPER,EQ,        60.90,                  8328198.20,135381
,SKMEGGPROD,EQ,        51.40,                  2564301.30,49550
,SMARTLINK,EQ,        87.75,                   841996.25,9529
,SMCGLOBAL,EQ,        80.20,                 37150852.35,444321
,SMLISUZU,EQ,       487.35,                  3887745.90,7938
,SMSLIFE,EQ,       534.85,                  1681413.35,3141
,SMSPHARMA,EQ,       129.60,                 10531153.30,80771
,SNOWMAN,EQ,        56.10,                326664747.95,5884088
,SOBHA,EQ,       447.70,                 36934928.50,82185
,SOFTTECH,SM,        95.80,                  1688880.00,17600
,SOLARA,EQ,      1308.95,                180748208.25,141007
,SOLARINDS,EQ,      1375.35,                 65223263.90,46666
,SOLEX,SM,        37.00,                   215000.00,6000
,SOMANYCERA,EQ,       437.65,                 21802223.15,49553
,SOMATEX,BE,         9.80,                   571045.40,58277
,SOMICONVEY,BE,        30.60,                   155245.90,5038
,SONAMCLOCK,SM,        59.90,                   539550.00,9000
,SONATSOFTW,EQ,       487.50,                195965226.15,398899
,SORILINFRA,EQ,       183.80,                 51960135.85,283622
,SOTL,EQ,      1018.20,                 16337214.00,15951
,SOUTHBANK,EQ,         9.55,                194192632.80,20287224
,SOUTHWEST,EQ,        44.40,                   806056.35,17875
,SPAL,EQ,       173.80,                  5274522.40,29924
,SPANDANA,EQ,       617.65,                 28106448.30,45040
,SPARC,EQ,       163.80,                127583424.45,773710
,SPECIALITY,EQ,        49.75,                  4785239.40,95868
,SPENCERS,EQ,        78.75,                 15809647.85,198991
,SPENTEX,BZ,          .75,                    13948.50,18607
,SPIC,EQ,        32.10,                 14064375.00,433332
,SPICEJET,EQ,        83.10,                265224637.55,3145509
,SPLIL,EQ,        37.05,                  1093148.30,29355
,SPMLINFRA,EQ,        12.45,                   824344.75,65787
,SPTL,EQ,         3.50,                 26473924.00,7574565
,SPYL,EQ,          .40,                   317333.60,777370
,SREEL,EQ,       147.00,                  4265928.95,29106
,SREIBNPNCD,NJ,       438.00,                     2190.00,5
,SREIBNPNCD,NV,       290.00,                     1450.00,5
,SREIBNPNCD,NX,       497.60,                     4976.00,10
,SREIBNPNCD,NN,       578.00,                     3468.00,6
,SREIBNPNCD,Y2,       415.00,                     8300.00,20
,SREIBNPNCD,NR,       400.00,                     8000.00,20
,SREIBNPNCD,NL,       514.99,                    60755.69,152
,SREIBNPNCD,NO,       383.96,                    67471.00,189
,SREINFRA,EQ,         7.00,                 13999436.60,1980961
,SRF,EQ,      5658.60,                370186248.90,65597
,SRHHYPOLTD,EQ,       277.30,                  9175611.00,33340
,SRIPIPES,EQ,       180.00,                 12709271.85,70526
,SRIRAM,SM,        16.05,                   385500.00,24000
,SRPL,BE,        30.50,                     2863.10,94
,SRTRANSFIN,EQ,      1315.40,               3998400668.40,3041247
,SRTRANSFIN,Z8,      1060.00,                    26500.00,25
,SRTRANSFIN,YV,      1020.00,                   305323.49,300
,SRTRANSFIN,YR,      1036.00,                   103608.60,100
,SRTRANSFIN,YW,      1059.00,                     5295.00,5
,SRTRANSFIN,Y9,      1084.00,                    32520.00,30
,SRTRANSFIN,YT,      1237.00,                    74220.00,60
,SRTRANSFIN,YX,      1015.20,                    10152.00,10
,SRTRANSFIN,YY,      1020.07,                   224414.00,220
,SRTRANSFIN,ZE,      1000.00,                     1000.00,1
,SRTRANSFIN,Z9,      1090.00,                   102460.00,94
,SRTRANSFIN,YI,      1025.00,                   102500.00,100
,SRTRANSFIN,YB,      1015.00,                   135264.70,133
,SRTRANSFIN,YZ,      1038.17,                   452936.70,439
,SRTRANSFIN,YK,      1071.00,                   791521.00,739
,SRTRANSFIN,YH,      1010.00,                    60388.00,60
,SRTRANSFIN,YJ,      1060.03,                   161122.00,152
,SRTRANSFIN,ZG,      1008.00,                    24209.96,24
,SRTRANSFIN,YQ,      1040.50,                    15607.50,15
,SRTRANSFIN,YG,      2074.99,                   975039.60,470
,SRTRANSFIN,YL,      1070.00,                    53500.00,50
,SSINFRA,SM,         9.25,                    83100.00,9000
,SSWL,EQ,       748.90,                 48638527.75,63942
,STAR,EQ,       849.00,                149970416.15,175495
,STARCEMENT,EQ,       101.40,                 41378887.05,406095
,STARPAPER,EQ,       121.70,                  4809936.90,39374
,STCINDIA,EQ,        89.25,                 13408359.35,150861
,STEELCITY,EQ,        36.80,                   404525.40,10899
,STEELXIND,EQ,        55.70,                  7814057.70,139264
,STEL,BE,        81.15,                   585656.20,7154
,STERTOOLS,EQ,       217.90,                  1160023.65,5319
,STLTECH,EQ,       216.45,                 52926350.05,245039
,STOVEKRAFT,EQ,       495.20,                 73172198.90,146707
,SUBEXLTD,EQ,        39.50,                639718814.40,16256920
,SUBROS,EQ,       336.50,                 57832152.05,177859
,SUDARSCHEM,EQ,       561.30,                 78180780.30,139581
,SUMEETINDS,BE,         3.00,                   217719.70,70658
,SUMICHEM,EQ,       289.30,                 81220502.30,279906
,SUMIT,EQ,         9.25,                   358660.35,39743
,SUMMITSEC,EQ,       559.95,                  4212461.20,7496
,SUNCLAYLTD,EQ,      3362.65,                  2665477.75,789
,SUNDARAM,EQ,         1.25,                   414497.35,328963
,SUNDARMFIN,EQ,      2675.65,                103790499.45,38744
,SUNDARMHLD,EQ,        82.05,                 14886164.40,181169
,SUNDRMBRAK,EQ,       351.60,                   579488.10,1639
,SUNDRMFAST,EQ,       728.90,                 65387011.65,89513
,SUNFLAG,EQ,        65.10,                 26420388.60,408953
,SUNTECK,EQ,       328.65,                 40990417.50,125485
,SUNTV,EQ,       489.00,                880235468.90,1793946
,SUPERHOUSE,EQ,       130.70,                  1236754.95,9415
,SUPERSPIN,EQ,         4.70,                   100826.00,21592
,SUPPETRO,EQ,       431.00,                 24990639.70,57684
,SUPRAJIT,EQ,       299.10,                110543225.50,367956
,SUPREMEENG,EQ,        29.00,                  9281625.65,320011
,SUPREMEIND,EQ,      2028.80,                206813781.85,103775
,SURANASOL,BE,         8.90,                   393934.30,43752
,SURANAT&P,EQ,         4.65,                    41848.00,8950
,SURYALAXMI,EQ,        34.95,                  1831319.95,52658
,SURYAROSNI,EQ,       398.65,                 99346362.60,248972
,SUTLEJTEX,EQ,        42.90,                  1687589.50,39314
,SUULD,BE,       214.70,                  2856321.40,13355
,SUVEN,EQ,        83.15,                 33849522.30,408587
,SUVENPHAR,EQ,       481.05,                 94973312.65,197217
,SUZLON,EQ,         5.65,                122925318.25,21757504
,SWANENERGY,EQ,       144.70,                 45323407.60,315502
,SWARAJENG,EQ,      1425.85,                  8739616.00,6129
,SWELECTES,EQ,       208.60,                  5614618.50,27278
,SWSOLAR,EQ,       268.60,                897544562.80,3437580
,SYMPHONY,EQ,      1328.00,                 34208328.70,25578
,SYNCOM,BZ,         2.40,                   264567.15,108925
,SYNGENE,EQ,       541.05,                 88313574.95,163095
,TAINWALCHM,EQ,        66.10,                   188887.80,2869
,TAJGVK,EQ,       123.60,                 20193424.45,163041
,TAKE,EQ,        59.35,                782386831.40,13302945
,TALBROAUTO,EQ,       230.55,                 16888251.80,73515
,TANLA,EQ,       992.85,                196213306.15,197280
,TANTIACONS,BZ,         1.75,                     9010.75,5149
,TARACHAND,SM,        39.90,                   403400.00,10000
,TARC,EQ,        34.90,                 10414023.50,297840
,TARMAT,EQ,        53.20,                  2990153.55,55876
,TASTYBITE,EQ,     14868.30,                 18914918.80,1275
,TATACAPHSG,NA,      1070.50,                    26762.50,25
,TATACAPHSG,N4,      1044.99,                   174968.36,169
,TATACHEM,EQ,       767.00,               2201930149.30,2868563
,TATACOFFEE,EQ,       126.60,                129888577.80,1022862
,TATACOMM,EQ,      1290.35,                378068527.80,288145
,TATAELXSI,EQ,      2696.55,               1424205379.85,526950
,TATAINVEST,EQ,      1105.20,                 20278885.90,18336
,TATAMETALI,EQ,       784.75,                145006749.00,187354
,TATAMTRDVR,EQ,       138.30,                380843507.70,2750998
,TATAPOWER,EQ,       107.35,               4700041557.60,43852673
,TATASTLBSL,EQ,        46.65,                230413361.30,4993693
,TATASTLLP,EQ,       698.55,                102049504.00,148029
,TBZ,EQ,        72.25,                  5854646.45,80651
,TCFSL,NN,      1140.00,                     6840.00,6
,TCFSL,NB,      1049.00,                   706453.40,674
,TCFSL,NF,      1143.20,                   200180.10,175
,TCFSL,NL,      1120.00,                    56000.00,50
,TCFSL,ND,      1088.04,                   393908.05,362
,TCI,EQ,       247.30,                 33367505.15,133671
,TCIDEVELOP,EQ,       310.35,                   975849.80,3121
,TCIEXP,EQ,       869.35,                 49696118.65,56859
,TCIFINANCE,EQ,         5.90,                   190704.15,31098
,TCNSBRANDS,EQ,       505.40,                 27997750.90,55534
,TCPLPACK,EQ,       412.85,                  3140587.25,7581
,TDPOWERSYS,EQ,       158.70,                  2029283.65,12704
,TEAMLEASE,EQ,      3521.40,                 72523882.95,20653
,TECHIN,BE,         3.00,                      630.00,210
,TECHNOE,EQ,       293.50,                 32231902.15,109021
,TEJASNET,EQ,       190.20,                 92916126.15,492093
,TEMBO,SM,       116.50,                  4588300.00,40000
,TERASOFT,EQ,        40.60,                   996493.45,24347
,TEXINFRA,EQ,        70.30,                  3197848.10,45085
,TEXMOPIPES,EQ,        31.25,                 14041133.70,451977
,TEXRAIL,EQ,        31.05,                 19532913.70,629035
,TFCILTD,EQ,        71.50,                442214616.55,6128692
,TGBHOTELS,EQ,         5.00,                   282034.85,55189
,THANGAMAYL,EQ,       605.05,                  5945457.45,9779
,THEINVEST,EQ,        97.70,                  3239863.65,34481
,THEJO,SM,      1235.55,                  1507615.00,1200
,THEMISMED,EQ,       310.85,                  1683751.85,5379
,THERMAX,EQ,      1435.10,                 49082224.25,34262
,THIRUSUGAR,BZ,         8.20,                     5318.10,650
,THOMASCOOK,EQ,        58.00,                 75542379.85,1308637
,THYROCARE,EQ,       895.80,                 30218625.65,33652
,TI,EQ,        29.70,                  6619099.05,222092
,TIDEWATER,EQ,      4616.70,                  4291527.40,937
,TIIL,EQ,       383.40,                  2616012.60,6754
,TIINDIA,EQ,      1206.05,                972566352.25,803900
,TIJARIA,BE,         6.90,                    37966.85,5415
,TIL,EQ,       166.30,                   692917.00,4187
,TIMESGTY,EQ,        26.70,                    74226.90,2800
,TIMETECHNO,EQ,        59.00,                 34884369.70,587050
,TIMKEN,EQ,      1289.45,                 20705933.30,16014
,TINPLATE,EQ,       169.55,                 52762622.60,310200
,TIPSINDLTD,BE,       488.80,                  4587000.75,9494
,TIRUMALCHM,EQ,       101.50,                 65838673.85,644863
,TIRUPATIFL,BE,        25.10,                    11257.50,448
,TMRVL,EQ,        13.25,                   562307.25,42455
,TNPETRO,EQ,        50.90,                 38425683.35,741832
,TNPL,EQ,       139.95,                 14407103.20,102371
,TNTELE,BE,         4.55,                   187673.85,41247
,TOKYOPLAST,EQ,        70.20,                   546988.15,7751
,TORNTPOWER,EQ,       417.50,                362105556.60,866937
,TOTAL,EQ,        49.25,                  2535112.35,50624
,TOUCHWOOD,BE,       117.15,                   603088.20,5148
,TPLPLASTEH,EQ,       159.10,                   908677.00,5678
,TREEHOUSE,EQ,         7.15,                   552462.10,75460
,TREJHARA,EQ,        32.50,                  1316808.70,40415
,TRENT,EQ,       912.20,                553262589.70,606764
,TRF,EQ,        99.30,                  1027810.10,10321
,TRIDENT,EQ,        14.40,                131038810.20,9150968
,TRIGYN,EQ,        74.20,                 20942828.65,287133
,TRIL,EQ,        17.15,                  2006597.95,115209
,TRITURBINE,EQ,       104.75,                 15205212.90,144701
,TRIVENI,EQ,        92.25,                 60253165.10,651235
,TTKHLTCARE,EQ,       565.55,                   498272.60,879
,TTKPRESTIG,EQ,      7635.00,                 62868846.70,8246
,TTL,EQ,        48.75,                   562565.95,11634
,TTML,BE,        13.80,                 15344874.20,1107367
,TV18BRDCST,EQ,        34.80,                272626945.75,7812379
,TVSELECT,EQ,       151.95,                 11515014.05,74704
,TVSMOTOR,EQ,       603.15,               1422495699.05,2342196
,TVSSRICHAK,EQ,      1799.25,                 33792292.20,18661
,TVTODAY,EQ,       271.30,                  8895041.25,32671
,TVVISION,EQ,         1.65,                    56795.00,34333
,TWL,EQ,        52.75,                 26448000.60,499955
,UCALFUEL,EQ,       159.40,                 12189763.20,76589
,UCL,SM,        34.25,                   348600.00,10000
,UCOBANK,EQ,        13.00,                 87665536.25,6692307
,UFLEX,EQ,       402.40,                 57507734.65,142479
