,02-Aug-2021
The Nifty witnessed an intraday movement of about 58.25 points.The closing index was 0.77 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66848.9
, Traded Quantity (in Lakhs), 29942.47
, Number of Trades, 23059355
, Total Market Capitalisation (Rs. Crores), 23581999.1

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15763.05,     15874.90,     15892.90,     15834.65,     15885.15,122.1
,NIFTY50 EQL Wgt,     17858.85,     17981.90,     18017.60,     17932.60,     18005.50,146.65
,NIFTY100 EQL Wgt,     19140.55,     19263.70,     19323.50,     19210.20,     19312.10,171.55
,NIFTY100 LowVol30,     12337.95,     12406.50,     12415.90,     12369.45,     12397.70,59.75
,NIFTY Alpha 50,     28513.05,     28792.30,     28864.25,     28687.30,     28778.80,265.75
,NIFTY MIDCAP 150,     10506.15,     10574.30,     10651.65,     10567.60,     10644.90,138.75
,NIFTY SMLCAP 50,      5292.50,      5329.80,      5349.75,      5314.60,      5343.35,50.85
,NIFTY SMLCAP 250,      9131.30,      9207.25,      9234.35,      9186.60,      9206.20,74.9
,NIFTY MIDSML 400,     10007.90,     10078.70,     10127.90,     10071.60,     10124.00,116.1
,NIFTY200 QUALTY30,     13745.75,     13832.30,     13841.55,     13783.60,     13818.70,72.95
,Nifty FinSrv25 50,     16636.85,     16751.60,     16797.75,     16692.05,     16762.30,125.45
,NIFTY AlphaLowVol,     16112.75,     16201.50,     16252.40,     16162.80,     16204.10,91.35
,Nifty200Momentm30,     18737.05,     18873.40,     18979.70,     18755.20,     18936.45,199.4
,Nifty100ESGSecLdr,      2677.00,      2695.50,      2699.40,      2688.30,      2698.15,21.15
,Nifty IT,     30480.05,     30681.95,     30832.30,     30547.00,     30803.00,322.95
,Nifty Next 50,     39363.65,     39607.60,     39757.20,     39485.95,     39721.35,357.7
,Nifty Bank,     34584.35,     34760.90,     34861.75,     34588.25,     34710.00,125.65
,NIFTY MIDCAP 100,     27815.25,     27984.45,     28274.65,     27973.55,     28250.40,435.15
,Nifty 500,     13664.25,     13759.80,     13789.90,     13732.85,     13783.70,119.45
,Nifty 100,     16040.15,     16151.80,     16174.95,     16112.80,     16166.95,126.8
,Nifty Midcap 50,      7658.40,      7704.10,      7785.30,      7688.05,      7778.85,120.45
,Nifty Realty,       398.65,       400.65,       420.75,       400.10,       417.75,19.1
,Nifty Infra,      4432.30,      4460.35,      4503.30,      4450.35,      4500.00,67.7
,Nifty Energy,     18934.15,     19045.90,     19252.45,     18982.05,     19229.15,295
,Nifty FMCG,     36051.90,     36250.15,     36385.45,     36123.70,     36199.95,148.05
,Nifty MNC,     17762.40,     17883.20,     17994.40,     17866.00,     17957.65,195.25
,Nifty Pharma,     14425.30,     14516.00,     14588.65,     14381.65,     14474.95,49.65
,Nifty PSE,      3584.95,      3609.90,      3638.15,      3589.75,      3632.25,47.3
,Nifty PSU Bank,      2441.35,      2462.50,      2478.85,      2454.95,      2461.90,20.55
,Nifty Serv Sector,     21930.60,     22080.90,     22091.45,     21981.55,     22058.05,127.45
,India VIX,12.8025,12.8025,13.0900,11.5175,12.8050,0.0025
,Nifty Auto,     10048.50,     10162.75,     10190.30,     10114.10,     10183.45,134.95
,Nifty Metal,      5770.35,      5815.65,      5832.35,      5752.70,      5781.30,10.95
,Nifty Media,      1796.00,      1808.25,      1811.20,      1783.10,      1796.70,.7
,NIFTY SMLCAP 100,     10522.10,     10609.40,     10634.60,     10578.15,     10617.45,95.35
,Nifty 200,      8396.15,      8453.60,      8475.40,      8435.50,      8471.15,75
,Nifty Div Opps 50,      3402.85,      3422.75,      3435.00,      3414.60,      3432.30,29.45
,Nifty Commodities,      5387.05,      5416.45,      5459.65,      5390.25,      5448.00,60.95
,Nifty Consumption,      6372.35,      6418.55,      6430.80,      6407.80,      6424.15,51.8
,Nifty Fin Service,     16468.65,     16577.95,     16603.45,     16484.55,     16539.55,70.9
,Nifty50 Div Point,        99.58,       100.57,       100.57,       100.57,       100.57,.99
,Nifty100 Liq 15,      4088.10,      4115.90,      4125.85,      4104.25,      4113.95,25.85
,Nifty CPSE,      2043.00,      2049.00,      2052.10,      2036.35,      2045.75,2.75
,Nifty GrowSect 15,      7464.50,      7515.85,      7530.20,      7491.45,      7510.20,45.7
,Nifty50 PR 2x Lev,      7443.70,      7547.30,      7563.90,      7513.10,      7557.00,113.3
,Nifty50 PR 1x Inv,       279.55,       277.60,       278.25,       277.30,       277.45,-2.1
,Nifty50 TR 2x Lev,     10061.85,     10203.10,     10225.60,     10156.90,     10216.20,154.35
,Nifty50 TR 1x Inv,       240.55,       238.90,       239.45,       238.60,       238.75,-1.8
,Nifty50 Value 20,      8173.45,      8222.35,      8248.05,      8197.70,      8241.35,67.9
,Nifty Mid Liq 15,      6387.35,      6425.20,      6503.85,      6410.35,      6498.10,110.75
,Nifty Pvt Bank,     17975.85,     18055.70,     18130.95,     17980.70,     18036.65,60.8
,NIFTY100 Qualty30,      3634.95,      3660.35,      3661.25,      3647.70,      3655.50,20.55
,Nifty GS 8 13Yr,      2261.84,      2262.22,      2265.04,      2262.22,      2264.76,2.92
,Nifty GS 10Yr,      2041.77,      2042.12,      2043.80,      2042.12,      2042.88,1.11
,Nifty GS 10Yr Cln,       939.21,       939.21,       939.99,       939.21,       939.56,.35
,Nifty GS 4 8Yr,      2434.30,      2434.69,      2437.03,      2434.69,      2436.03,1.73
,Nifty GS 11 15Yr,      2414.79,      2415.23,      2419.38,      2415.23,      2418.07,3.28
,Nifty GS 15YrPlus,      2591.89,      2592.40,      2595.51,      2592.40,      2595.00,3.11
,Nifty GS Compsite,      2315.65,      2316.05,      2319.07,      2316.05,      2318.04,2.39

,ADVANCES,1329
,DECLINES,709
,UNCHANGED,69

,Total securities that have hit their price bands today,432

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IRCTC,EQ,      2331.30,      2468.90,5.9,1815.96
,AKSHOPTFBR,BE,        11.20,                  4447786.35,402324
,AKZOINDIA,EQ,      2280.40,                 14460814.05,6342
,ALANKIT,EQ,        18.15,                112545609.40,6064181
,ALBERTDAVD,EQ,       548.15,                  9054320.80,16373
,ALCHEM,BZ,         3.75,                   133673.70,37161
,ALEMBICLTD,EQ,       122.65,                 53103963.50,433654
,ALICON,EQ,       803.35,                 32195429.35,40200
,ALKALI,EQ,        91.70,                  7261053.70,80256
,ALKYLAMINE,EQ,      4413.90,                322285436.30,72874
,ALLCARGO,EQ,       212.35,               1347572742.35,6474688
,ALLSEC,EQ,       444.70,                  9546311.70,21468
,ALMONDZ,EQ,        64.05,                   466735.15,7204
,ALOKINDS,EQ,        24.50,                130977797.15,5326708
,ALPA,EQ,        49.35,                  2290674.45,46309
,ALPHAGEO,EQ,       340.40,                176721481.40,522718
,ALPSINDUS,BE,         2.85,                   157745.00,53054
,AMARAJABAT,EQ,       720.45,                608867274.20,841959
,AMBER,EQ,      3017.65,                120163494.95,39605
,AMBICAAGAR,EQ,        18.00,                   396222.35,22089
,AMBIKCO,EQ,      1670.90,                303921823.95,182484
,AMDIND,EQ,        30.35,                  2649097.75,86335
,AMJLAND,EQ,        36.80,                  7264953.65,194883
,AMRUTANJAN,EQ,       696.15,                 25985320.75,37310
,ANANTRAJ,BE,        66.60,                 35306130.75,542409
,ANDHRACEMT,BE,        33.85,                 80376806.75,2381351
,ANDHRAPAP,EQ,       258.10,                 18538642.25,71293
,ANDHRSUGAR,EQ,       558.65,                 34833032.50,61988
,ANGELBRKG,EQ,      1305.95,               1337958579.70,1032947
,ANIKINDS,EQ,        22.05,                   349723.80,15685
,ANKITMETAL,BE,         2.15,                   353259.00,157549
,ANMOL,EQ,       167.60,                  4315449.15,25659
,ANSALAPI,EQ,         9.35,                  1202276.30,129080
,ANSALHSG,EQ,         8.75,                  1007585.30,115728
,ANTGRAPHIC,BE,          .70,                    70347.90,100497
,ANUP,EQ,      1036.05,                 43814047.55,42343
,ANURAS,EQ,       723.45,                132550738.25,182554
,APARINDS,EQ,       659.20,                 64379425.40,97153
,APCL,EQ,       487.85,                 22864678.05,46748
,APCOTEXIND,EQ,       352.75,                130138535.80,370773
,APEX,EQ,       378.90,                 94044132.10,245639
,APLAPOLLO,EQ,      1773.45,                321231901.50,181463
,APLLTD,EQ,       781.00,                423377170.90,540881
,APOLLO,EQ,       117.40,                 14893290.70,126180
,APOLLOHOSP,EQ,      4048.15,               1397652304.35,344295
,APOLLOPIPE,EQ,      1337.65,                571628754.00,440663
,APOLLOTYRE,EQ,       228.60,                840602915.95,3693403
,APOLSINHOT,EQ,       714.80,                  2401466.95,3314
,APTECHT,EQ,       285.65,                155168384.40,535888
,ARCHIDPLY,BE,        34.80,                   713245.50,20396
,ARCHIES,BE,        22.55,                  3065699.10,135793
,ARCOTECH,BZ,         1.90,                    51056.80,26872
,ARENTERP,EQ,        17.05,                    97383.50,5679
,ARIES,EQ,       179.05,                 57910603.65,325033
,ARIHANT,EQ,        27.55,                   910772.05,33047
,ARIHANTCAP,EQ,       168.05,                 12199848.55,71742
,ARIHANTSUP,EQ,       101.55,                 12112218.70,119344
,ARMANFIN,EQ,       753.05,                 16554005.90,22313
,AROGRANITE,EQ,        76.05,                 16470752.40,213954
,ARROWGREEN,EQ,       153.80,                  2205637.20,14347
,ARSHIYA,EQ,        28.75,                  2209520.40,76200
,ARSSINFRA,EQ,        31.75,                  1019100.90,32225
,ARTEMISMED,EQ,       384.60,                  4610925.80,12031
,ARVEE,BE,       105.00,                    79199.05,750
,ARVIND,EQ,       105.90,                210082237.20,1984634
,ARVINDFASN,EQ,       210.45,                100235278.25,475635
,ARVSMART,EQ,       135.30,                 59670269.70,443570
,ASAHIINDIA,EQ,       377.30,                 88849646.25,232667
,ASAHISONG,EQ,       413.25,                 96929429.40,233599
,ASAL,BE,        61.45,                  1136080.05,18501
,ASALCBR,EQ,       453.55,                 77340860.05,166260
,ASHAPURMIN,BE,       145.35,                  5870823.05,40113
,ASHIANA,EQ,       179.10,                116438623.75,641562
,ASHIMASYN,EQ,        19.70,                  1774756.90,89229
,ASHOKA,EQ,       106.05,                176382281.40,1643593
,ASHOKLEY,EQ,       134.80,               2377080142.90,17574942
,ASIANHOTNR,EQ,        92.20,                  1106907.65,12126
,ASIANTILES,EQ,       185.60,                285243381.45,1552561
,ASLIND,SM,        22.45,                   257200.00,12000
,ASPINWALL,EQ,       227.55,                  3974575.85,17558
,ASTEC,EQ,      1374.50,                154695137.45,112804
,ASTERDM,EQ,       161.85,                 59208324.55,361631
,ASTRAL,EQ,      2179.70,               1531738147.75,709339
,ASTRAMICRO,EQ,       172.80,                115505090.40,663355
,ASTRAZEN,EQ,      3363.15,                 52788031.05,15618
,ASTRON,EQ,        57.40,                 88902787.90,1506943
,ATALREAL,SM,        83.05,                 10507520.00,131200
,ATFL,EQ,       995.75,                  7722507.30,7703
,ATGL,BE,       888.35,                101909272.95,115434
,ATLANTA,BE,        14.00,                   332541.25,23530
,ATLASCYCLE,BZ,        28.85,                   145125.50,5030
,ATUL,EQ,      9097.30,                 90209666.45,9909
,ATULAUTO,EQ,       220.40,                141918198.90,636902
,AUBANK,EQ,      1223.70,               1672561651.35,1371183
,AURDIS,SM,        39.90,                    79800.00,2000
,AURIONPRO,BE,       219.40,                 16415592.20,74874
,AUSOMENT,BE,        92.55,                   644173.50,6936
,AUTOAXLES,EQ,      1398.50,                 50934943.40,35873
,AUTOIND,EQ,        72.45,                  5662792.30,78163
,AUTOLITIND,BZ,        17.00,                    96932.40,5900
,AVADHSUGAR,EQ,       501.65,                179623656.20,358176
,AVANTIFEED,EQ,       645.25,                926317057.35,1412089
,AVROIND,SM,        79.75,                   457500.00,6000
,AVTNPL,EQ,        77.45,                 22089757.25,280977
,AWHCL,EQ,       344.80,                 13992489.05,40460
,AXISBNKETF,EQ,       347.22,                   254540.04,736
,AXISBPSETF,EQ,        10.19,                   390807.72,38339
,AXISCADES,EQ,        94.15,                  7687547.30,80988
,AXISGOLD,EQ,        41.46,                  2900503.42,69831
,AXISHCETF,EQ,        87.78,                   513749.01,5824
,AXISNIFTY,EQ,       166.19,                  1021453.21,6179
,AXISTECETF,EQ,       304.00,                   369895.71,1217
,AYMSYNTEX,EQ,        77.40,                 12162123.30,156253
,BAFNAPH,EQ,       159.80,                  2032202.00,12739
,BAGFILMS,EQ,         3.85,                   471988.85,123509
,BAJAJCON,EQ,       289.15,                112544361.15,390055
,BAJAJELEC,EQ,      1150.20,                124628660.50,106925
,BAJAJHIND,BE,        18.20,                 57765110.00,3130527
,BALAJITELE,EQ,        70.30,                 41317069.60,583097
,BALAMINES,EQ,      3318.25,                361602712.20,109334
,BALAXI,EQ,       580.45,                  3559461.90,6103
,BALKRISHNA,BE,        30.55,                     3055.00,100
,BALKRISIND,EQ,      2499.40,               3507303736.10,1419956
,BALLARPUR,BZ,         1.50,                  2826679.35,1845334
,BALMLAWRIE,EQ,       135.95,                 28026868.75,205669
,BALPHARMA,EQ,        99.80,                  5388097.40,54423
,BALRAMCHIN,EQ,       367.35,                595334530.85,1605435
,BANARBEADS,EQ,        87.90,                  8958833.90,99865
,BANARISUG,EQ,      1828.60,                  4067113.75,2224
,BANCOINDIA,EQ,       172.20,                 74408703.25,429248
,BANG,BE,        39.85,                   646565.80,16370
,BANKA,EQ,        68.45,                  1017732.55,15006
,BANKBEES,EQ,       349.30,                135625029.21,387561
,BANKINDIA,EQ,        74.20,                335721880.95,4479220
,BANSWRAS,EQ,       232.80,                 10304033.30,44362
,BARBEQUE,EQ,       890.05,                104597798.70,116362
,BARTRONICS,BZ,         3.50,                   156492.20,45483
,BASF,EQ,      2921.80,                156509192.65,53549
,BASML,EQ,       102.80,                 21346780.70,207887
,BATAINDIA,EQ,      1681.70,               1263055632.70,761229
,BAYERCROP,EQ,      5780.20,                 29141414.90,5025
,BBL,EQ,      1372.95,                 13253995.00,9593
,BBTC,EQ,      1246.45,                 79511860.40,63525
,BBTCL,SM,        82.00,                  1952850.00,24000
,BCG,BE,        47.80,                275749893.60,6155087
,BCLIND,EQ,       260.45,                 21626243.85,82827
,BCONCEPTS,SM,        29.95,                   817650.00,27000
,BCP,EQ,         3.90,                  1806602.25,463545
,BDL,EQ,       416.05,                260067401.80,618158
,BEARDSELL,EQ,        17.75,                  1761793.35,99459
,BECTORFOOD,EQ,       427.30,                 94851497.55,219718
,BEDMUTHA,BE,        42.15,                  1340791.95,32025
,BEL,EQ,       183.80,               1298357907.25,7028068
,BEML,EQ,      1317.20,                239628648.75,183168
,BEPL,EQ,       200.75,               1558084668.80,7871736
,BESTAGRO,EQ,       579.90,                 29167406.25,50694
,BETA,SM,       359.50,                  2885920.00,8000
,BFINVEST,EQ,       393.60,                 21686139.30,54946
,BFUTILITIE,EQ,       491.55,                176799113.55,356389
,BGLOBAL,BE,         1.85,                    40888.70,22102
,BGRENERGY,EQ,        64.50,                  7420797.25,114510
,BHAGERIA,EQ,       273.20,                 18836312.60,68345
,BHAGYANGR,EQ,        49.80,                  2483913.90,49739
,BHAGYAPROP,EQ,        30.30,                  1845763.50,60386
,BHANDARI,EQ,         3.45,                  1001555.25,294959
,BHARATFORG,EQ,       785.30,               1060530277.00,1360852
,BHARATGEAR,EQ,       125.10,                  7523228.35,59581
,BHARATRAS,EQ,     13644.30,                 34937331.65,2559
,BHARATWIRE,BE,        80.70,                  3325545.25,40897
,BHEL,EQ,        59.85,               4413916901.60,73899617
,BIGBLOC,EQ,       113.30,                  3726490.20,32776
,BIL,EQ,       224.30,                  1264063.30,5586
,BILENERGY,BZ,          .60,                   397672.75,657502
,BINDALAGRO,EQ,        30.65,                 17932986.60,589406
,BIOFILCHEM,EQ,        70.90,                  2967253.30,41925
