,15-Jun-2021
The Nifty witnessed an intraday movement of about 59.2 points.The closing index was 0.36 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 67123.48
, Traded Quantity (in Lakhs), 34416.34
, Number of Trades, 22698476
, Total Market Capitalisation (Rs. Crores), 22997088.23

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15811.85,     15866.95,     15901.60,     15842.40,     15869.25,57.4
,NIFTY50 EQL Wgt,     17908.15,     17957.65,     17994.00,     17914.10,     17929.85,21.7
,NIFTY100 EQL Wgt,     19109.00,     19159.55,     19189.60,     19118.80,     19134.30,25.3
,NIFTY100 LowVol30,     12372.85,     12401.05,     12447.40,     12394.45,     12407.55,34.7
,NIFTY Alpha 50,     27557.30,     27608.55,     27669.65,     27480.15,     27537.15,-20.15
,NIFTY MIDCAP 150,     10233.45,     10264.80,     10316.30,     10253.95,     10292.10,58.65
,NIFTY SMLCAP 50,      4903.25,      4931.90,      4949.60,      4905.85,      4911.00,7.75
,NIFTY SMLCAP 250,      8362.80,      8408.75,      8443.80,      8393.95,      8404.45,41.65
,NIFTY MIDSML 400,      9561.30,      9597.70,      9639.30,      9593.65,      9613.90,52.6
,NIFTY200 QUALTY30,     13365.90,     13409.30,     13453.80,     13400.15,     13432.60,66.7
,Nifty FinSrv25 50,     16642.75,     16703.00,     16740.90,     16656.30,     16705.45,62.7
,NIFTY AlphaLowVol,     15657.85,     15686.65,     15771.55,     15680.90,     15724.90,67.05
,Nifty200Momentm30,     17930.60,     18020.35,     18057.70,     17958.55,     17998.60,68
,Nifty100ESGSecLdr,      2703.20,      2712.05,      2715.55,      2706.75,      2709.00,5.8
,Nifty IT,     28314.10,     28384.70,     28544.60,     28325.90,     28377.85,63.75
,Nifty Next 50,     39121.95,     39246.90,     39351.60,     39172.35,     39248.75,126.8
,Nifty Bank,     34950.60,     35038.05,     35317.40,     34917.90,     35247.75,297.15
,NIFTY MIDCAP 100,     27198.50,     27260.95,     27432.05,     27236.65,     27364.35,165.85
,Nifty 500,     13554.15,     13601.35,     13634.35,     13587.75,     13607.80,53.65
,Nifty 100,     16079.70,     16134.30,     16167.60,     16113.60,     16136.65,56.95
,Nifty Midcap 50,      7572.00,      7603.65,      7656.15,      7593.00,      7623.80,51.8
,Nifty Realty,       352.40,       355.00,       358.60,       354.05,       357.05,4.65
,Nifty Infra,      4472.35,      4496.90,      4499.10,      4469.35,      4475.90,3.55
,Nifty Energy,     20902.70,     21022.95,     21066.10,     20851.75,     20900.10,-2.6
,Nifty FMCG,     35659.95,     35691.40,     35953.65,     35673.90,     35921.50,261.55
,Nifty MNC,     17309.85,     17345.35,     17426.90,     17321.05,     17412.85,103
,Nifty Pharma,     14449.60,     14464.50,     14505.00,     14309.55,     14322.65,-126.95
,Nifty PSE,      3723.45,      3739.10,      3755.35,      3712.60,      3716.45,-7
,Nifty PSU Bank,      2488.75,      2489.70,      2514.20,      2478.70,      2482.40,-6.35
,Nifty Serv Sector,     21815.25,     21904.90,     21965.40,     21858.80,     21931.85,116.6
,India VIX,14.7150,14.7150,15.1625,13.2775,14.6050,-0.1100
,Nifty Auto,     10753.10,     10768.20,     10803.25,     10739.40,     10754.40,1.3
,Nifty Metal,      5371.60,      5397.55,      5412.75,      5356.15,      5368.95,-2.65
,Nifty Media,      1869.85,      1878.70,      1923.05,      1875.70,      1907.30,37.45
,NIFTY SMLCAP 100,      9717.05,      9766.35,      9811.70,      9749.15,      9760.45,43.4
,Nifty 200,      8389.25,      8416.55,      8437.30,      8406.90,      8421.75,32.5
,Nifty Div Opps 50,      3329.65,      3339.65,      3348.50,      3334.55,      3336.25,6.6
,Nifty Commodities,      5283.15,      5295.85,      5323.50,      5276.40,      5288.85,5.7
,Nifty Consumption,      6300.25,      6316.45,      6361.10,      6313.20,      6357.40,57.15
,Nifty Fin Service,     16581.70,     16642.35,     16700.50,     16587.30,     16676.80,95.1
,Nifty50 Div Point,        59.80,        59.80,        59.80,        59.80,        59.80,0
,Nifty100 Liq 15,      4039.15,      4054.55,      4068.60,      4048.30,      4055.60,16.45
,Nifty CPSE,      2109.05,      2120.55,      2125.45,      2097.90,      2100.20,-8.85
,Nifty GrowSect 15,      7601.20,      7606.75,      7627.30,      7593.95,      7602.35,1.15
,Nifty50 PR 2x Lev,      7527.45,      7579.25,      7611.85,      7560.10,      7581.45,54
,Nifty50 PR 1x Inv,       277.75,       276.85,       277.20,       276.25,       276.80,-.95
,Nifty50 TR 2x Lev,     10123.80,     10193.45,     10237.35,     10167.75,     10196.40,72.6
,Nifty50 TR 1x Inv,       239.60,       238.80,       239.10,       238.30,       238.75,-.85
,Nifty50 Value 20,      8017.60,      8031.05,      8055.40,      8017.95,      8023.20,5.6
,Nifty Mid Liq 15,      6403.15,      6425.10,      6446.15,      6412.15,      6431.60,28.45
,Nifty Pvt Bank,     18352.70,     18412.35,     18577.20,     18352.55,     18549.95,197.25
,NIFTY100 Qualty30,      3606.10,      3616.90,      3633.15,      3614.70,      3626.05,19.95
,Nifty GS 8 13Yr,      2277.09,      2277.47,      2277.47,      2271.08,      2271.63,-5.46
,Nifty GS 10Yr,      2064.80,      2065.14,      2065.14,      2058.83,      2060.08,-4.72
,Nifty GS 10Yr Cln,       957.31,       957.31,       957.31,       954.38,       954.96,-2.35
,Nifty GS 4 8Yr,      2435.97,      2436.35,      2436.35,      2426.03,      2426.50,-9.47
,Nifty GS 11 15Yr,      2440.46,      2440.91,      2440.91,      2430.37,      2430.65,-9.81
,Nifty GS 15YrPlus,      2635.40,      2635.90,      2636.06,      2630.34,      2630.47,-4.93
,Nifty GS Compsite,      2323.22,      2323.61,      2323.61,      2314.91,      2315.46,-7.76

,ADVANCES,1188
,DECLINES,810
,UNCHANGED,67

,Total securities that have hit their price bands today,357

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,ADANIPORTS,EQ,       768.45,       761.85,-0.86,3488.7
,REPL,EQ,       247.50,                 21948177.45,89572
,REPRO,EQ,       376.50,                  2582923.35,6924
,RESPONIND,EQ,       162.45,                 13048435.10,80020
,REVATHI,EQ,       718.20,                 98468397.00,141384
,RGL,EQ,       545.10,                 29402692.80,54311
,RHFL,EQ,         4.65,                  1543637.25,331965
,RHFL,N4,       205.00,                    25080.50,130
,RHFL,N6,       223.00,                    34319.00,153
,RHFL,N8,       176.14,                    23695.20,131
,RICOAUTO,EQ,        51.00,                116591674.10,2258506
,RIIL,EQ,       740.60,               6410312578.00,9133868
,RITES,EQ,       282.25,                284334692.30,1007384
,RKDL,EQ,        12.90,                  1718756.85,136778
,RKEC,EQ,        85.00,                  2295116.50,26847
,RKFORGE,EQ,       639.65,                 20791220.20,32363
,RMCL,BE,         3.30,                   947818.95,290570
,RMDRIP,SM,        27.95,                   730100.00,26000
,RML,EQ,       380.50,                  9235596.75,24060
,RNAVAL,BZ,         5.05,                  1422696.10,281722
,ROHLTD,EQ,        88.45,                  8640941.00,96431
,ROLLT,EQ,         3.10,                   936233.50,293028
,ROLTA,EQ,         6.95,                 10459888.30,1523148
,ROML,EQ,        95.75,                   563835.30,5950
,ROSSARI,EQ,      1240.20,                 58918140.45,47211
,ROSSELLIND,EQ,       139.60,                 86777099.60,608684
,ROUTE,EQ,      1742.45,                630967818.55,361233
,RPGLIFE,EQ,       465.90,                 52839404.65,110986
,RPOWER,BE,        13.75,                140210853.75,10197153
,RPPINFRA,EQ,        66.00,                 14402222.75,217209
,RPPL,SM,       146.90,                  8211000.00,55000
,RPSGVENT,EQ,       548.40,                 31964389.05,57704
,RSSOFTWARE,EQ,        41.70,                 19339838.45,447787
,RSWM,EQ,       252.05,                 18741693.20,73393
,RSYSTEMS,EQ,       141.00,                 14999437.85,104383
,RTNINDIA,BE,        26.40,                 34465009.45,1300973
,RTNPOWER,EQ,         4.90,                 81173548.95,16925788
,RUBYMILLS,EQ,       233.95,                  2245391.40,9640
,RUCHI,EQ,      1249.65,                106011336.75,84271
,RUCHINFRA,BE,         9.65,                  3344871.15,347508
,RUCHIRA,EQ,        86.00,                 58217187.85,677173
,RUPA,EQ,       483.75,                185841343.30,388543
,RUSHIL,BE,       246.20,                  3611749.35,14925
,RVHL,EQ,        20.70,                   680165.70,32818
,RVNL,EQ,        32.70,                448719069.80,13441049
,S&SPOWER,EQ,        23.90,                   150480.95,6308
,SABEVENTS,BE,         1.75,                    28243.25,16139
,SABTN,EQ,         2.10,                    33789.00,16090
,SADBHAV,EQ,        82.85,                609981996.65,7064443
,SADBHIN,EQ,        31.15,                612503693.80,19276244
,SAFARI,EQ,       679.40,                 14766801.70,21408
,SAGARDEEP,BE,        46.65,                  3729030.25,82092
,SAGCEM,EQ,      1034.80,                558085362.75,551726
,SAIL,EQ,       137.30,               7490076421.60,54148549
,SAKAR,EQ,       149.10,                 17062298.75,114665
,SAKHTISUG,BE,        15.15,                  6821371.40,443448
,SAKSOFT,EQ,       498.85,                 12801278.75,25588
,SAKUMA,EQ,        10.70,                 38960432.70,3690971
,SALASAR,EQ,       685.05,                 52228405.10,76342
,SALONA,EQ,       153.55,                  2658174.45,17709
,SALSTEEL,BE,         5.75,                   847151.20,147890
,SALZERELEC,EQ,       160.80,                 87628730.80,527347
,SAMBHAAV,BE,         3.60,                   254901.30,71350
,SANCO,EQ,        11.15,                  1575003.10,143144
,SANDESH,EQ,       824.35,                  1849951.35,2255
,SANDHAR,EQ,       248.75,                 17167171.30,68570
,SANGAMIND,EQ,       108.65,                  1609202.45,14659
,SANGHIIND,EQ,        55.80,                 59781748.95,1063447
,SANGHVIMOV,EQ,       203.30,                206702355.55,1054659
,SANGINITA,EQ,        23.20,                  1252349.30,53844
,SANOFI,EQ,      7748.00,                143438634.95,18378
,SANWARIA,BZ,          .95,                  1208723.95,1272341
,SARDAEN,EQ,       682.35,                406908121.20,571880
,SAREGAMA,BE,      2642.20,                 81354933.60,31704
,SARLAPOLY,EQ,        36.65,                 22832644.30,625729
,SARVESHWAR,SM,        27.55,                    88160.00,3200
,SASKEN,EQ,      1028.15,                244478913.55,237508
,SASTASUNDR,EQ,       266.35,                 13164915.55,49545
,SATIA,EQ,        84.25,                  8264968.10,98643
,SATIN,EQ,        97.20,                190204813.45,1963041
,SATINPP1,E1,        71.40,                  2868517.80,40169
,SBIETFIT,EQ,       288.07,                   318360.94,1102
,SBIETFPB,EQ,       185.06,                   130213.12,704
,SBIETFQLTY,EQ,       137.86,                   126675.73,915
,SCAPDVR,EQ,         2.20,                   365586.25,169892
,SCHAEFFLER,EQ,      5242.05,                 44301777.20,8458
,SCHAND,EQ,       117.15,                 13909243.90,118043
,SCHNEIDER,EQ,       129.00,                 78929146.65,602103
,SCI,EQ,       113.55,                243988579.85,2162357
,SDBL,BE,        47.30,                  7294020.00,152082
,SEAMECLTD,EQ,       453.85,                  6627957.55,14435
,SECURKLOUD,EQ,        95.95,                  7064014.30,74982
,SELAN,EQ,       158.25,                 88071869.30,544186
,SEPOWER,BE,         7.30,                   540082.00,73944
,SEQUENT,EQ,       276.25,                260427930.75,942869
,SESHAPAPER,EQ,       179.10,                 60796175.15,337563
,SETCO,EQ,        21.50,                 21919429.10,1025749
,SETF10GILT,EQ,       205.99,                     6386.85,31
,SETFGOLD,EQ,      4315.90,                 63855058.50,14792
,SETFNIF50,EQ,       161.26,                 43332790.64,268761
,SETFNIFBK,EQ,       350.56,                  7751446.60,22121
,SETFNN50,EQ,       408.19,                  5333428.30,13076
,SETUINFRA,BE,         1.20,                   405914.85,338368
,SEYAIND,EQ,        71.20,                  9941432.25,139053
,SFL,EQ,      2190.50,                 36974582.70,16888
,SGBAPR28I,GB,      4789.19,                  2132110.21,450
,SGBAUG24,GB,      4835.25,                   590545.10,122
,SGBAUG27,GB,      4755.00,                   318869.40,67
,SGBAUG28V,GB,      4858.64,                  5358097.51,1103
,SGBDC27VII,GB,      4792.00,                     9584.00,2
,SGBDEC25,GB,      5088.00,                    25146.00,5
,SGBDEC25XI,GB,      4825.00,                     4825.00,1
,SGBDEC26,GB,      4775.00,                     9550.00,2
,SGBFEB24,GB,      4849.00,                    48492.00,10
,SGBFEB27,GB,      4827.99,                     9657.99,2
,SGBFEB28IX,GB,      4825.00,                    81650.05,17
,SGBFEB29XI,GB,      4770.00,                    76418.02,16
,SGBJ28VIII,GB,      4784.90,                     4784.90,1
,SGBJAN26,GB,      4845.00,                     9690.00,2
,SGBJAN27,GB,      4828.99,                    28534.04,6
,SGBJAN29IX,GB,      4785.00,                   707185.97,148
,SGBJAN29X,GB,      4796.10,                   325416.20,68
,SGBJU29III,GB,      4756.81,                  1214011.59,255
,SGBJUL25,GB,      4770.00,                    61921.51,13
,SGBJUL27,GB,      4809.99,                    28485.04,6
,SGBJUL28IV,GB,      4781.37,                  4016665.20,842
,SGBJUN27,GB,      4765.00,                  1775664.50,373
,SGBJUN28,GB,      4735.60,                  1951771.69,412
,SGBJUN29II,GB,      4760.00,                   485005.20,102
,SGBMAR24,GB,      4810.00,                   390927.90,82
,SGBMAR25,GB,      4766.33,                   400595.85,84
,SGBMAR28X,GB,      4750.00,                   508250.22,107
,SGBMAY25,GB,      4750.00,                   545378.29,116
,SGBMAY26,GB,      4728.12,                   132644.95,28
,SGBMAY28,GB,      4726.03,                  1923734.23,407
,SGBMAY29I,GB,      4729.15,                  9090666.09,1921
,SGBMR29XII,GB,      4760.50,                   773833.04,163
,SGBN28VIII,GB,      4783.52,                   550428.29,115
,SGBNOV23,GB,      4885.00,                   241196.50,50
,SGBNOV24,GB,      4815.00,                   269585.00,56
,SGBNOV25,GB,      4841.00,                     4841.00,1
,SGBNOV258,GB,      4742.25,                   537196.71,114
,SGBNOV26,GB,      4710.07,                    23550.41,5
,SGBOC28VII,GB,      4785.00,                  1193390.85,250
,SGBOCT25,GB,      4820.00,                    76482.00,16
,SGBOCT25IV,GB,      4753.00,                    19016.00,4
,SGBOCT27,GB,      4765.01,                    43037.02,9
,SGBOCT27VI,GB,      4718.08,                    61275.89,13
,SGBSEP24,GB,      4850.00,                    28975.00,6
,SGBSEP28VI,GB,      4790.00,                   531809.68,111
,SGL,EQ,        12.35,                   793228.20,64183
,SHAHALLOYS,BE,        11.20,                    58896.55,5352
,SHAKTIPUMP,EQ,       827.30,                140181140.00,169505
,SHALBY,EQ,       165.20,                 63052216.80,380149
,SHALPAINTS,EQ,       111.55,                 54400799.80,488698
,SHANKARA,EQ,       439.75,                 50706956.65,114915
,SHANTIGEAR,EQ,       139.90,                 28898984.75,202969
,SHARDACROP,EQ,       368.35,                 76421773.50,207312
,SHARDAMOTR,EQ,       401.05,                 13883418.65,34753
,SHAREINDIA,EQ,       458.35,                  9211428.05,20049
,SHARIABEES,EQ,       400.69,                   247418.51,616
,SHEMAROO,BE,       131.75,                 10802806.60,81599
,SHIL,BE,       337.15,                 38203197.30,114248
,SHILPAMED,EQ,       550.20,                155718203.45,279908
,SHIVAMAUTO,BE,        24.50,                  1628538.90,66055
,SHIVAMILLS,EQ,        79.50,                  3933888.50,49576
,SHIVATEX,EQ,       199.35,                  7867298.05,39766
,SHK,EQ,       152.30,                 27061118.20,176693
,SHOPERSTOP,EQ,       233.30,                 18727492.90,79743
,SHRADHA,EQ,        52.25,                   214632.50,4065
,SHREDIGCEM,EQ,        83.85,                 60004359.75,713235
,SHREEPUSHK,EQ,       186.75,                 19940635.65,105941
,SHREERAMA,EQ,        15.05,                  1601278.85,105532
,SHRENIK,BE,         2.45,                  3731091.60,1518233
,SHREYANIND,EQ,       107.25,                 44968216.60,411140
,SHREYAS,EQ,       181.90,                 22983305.15,125638
,SHRIPISTON,BE,       798.55,                   358757.05,450
,SHRIRAMCIT,EQ,      1741.55,                263038262.80,151135
,SHRIRAMEPC,EQ,         4.90,                  3848042.35,787157
,SHUBHLAXMI,SM,        14.40,                    28800.00,2000
,SHYAMCENT,EQ,        10.15,                  3716219.40,364172
,SHYAMTEL,EQ,        13.70,                   334185.45,25413
,SICAGEN,BE,        22.75,                   829766.70,36244
,SICAL,EQ,        16.15,                 15392215.80,944008
,SIDDHIKA,SM,        75.20,                  4917900.00,70000
,SIGIND,EQ,        51.80,                  2673293.80,51327
,SIGMA,SM,       158.00,                   474000.00,3000
,SIL,BE,        17.50,                   679156.10,39297
,SILGO,EQ,        39.90,                  1412275.85,35136
,SILINV,EQ,       243.45,                  2256955.60,9268
,SILLYMONKS,BE,        23.65,                    75082.80,3335
,SILVERTUC,SM,        80.00,                    80000.00,1000
,SIMBHALS,BE,        21.80,                   746628.20,34249
,SIMPLEXINF,EQ,        44.30,                 22204117.80,509580
,SINTERCOM,EQ,        76.70,                  2506594.35,31977
,SINTEX,EQ,         5.10,                 30352703.50,6072960
,SIRCA,EQ,       345.00,                 16646290.95,48217
,SIS,EQ,       423.00,                235794880.15,551151
,SITINET,BE,         1.80,                 15164972.90,8435807
,SIYSIL,EQ,       320.35,                132712057.95,416026
,SJVN,EQ,        29.65,                118708176.00,4007935
,SKFINDIA,EQ,      2582.65,                 45383955.00,17490
,SKIL,EQ,         4.90,                  4597209.80,972451
,SKIPPER,EQ,        83.15,                 54625927.80,646348
,SKMEGGPROD,EQ,        83.05,                109171128.00,1301868
,SMARTLINK,EQ,        97.50,                  7432655.05,76285
,SMCGLOBAL,EQ,        77.95,                 59098113.00,754484
,SMLISUZU,EQ,       482.35,                 11133513.15,23014
,SMPL,BZ,          .35,                   124351.85,355291
,SMSLIFE,EQ,       636.25,                  6064336.35,9508
,SMSPHARMA,EQ,       181.40,                 22474677.00,123070
,SMVD,SM,        23.20,                    46400.00,2000
,SNOWMAN,EQ,        55.60,                127657585.30,2270441
,SOBHA,EQ,       514.85,                160113290.70,312402
,SOFTTECH,SM,       101.50,                   811200.00,8000
,SOLARA,EQ,      1677.10,                 70328036.75,41834
,SOLARINDS,EQ,      1617.80,                 28541451.15,17542
,SOLEX,SM,        63.20,                   774600.00,12000
,SOMANYCERA,EQ,       500.55,                190656895.70,386044
,SOMATEX,EQ,         8.80,                  1020213.80,116038
,SOMICONVEY,EQ,        56.05,                  1864448.95,32717
,SONAMCLOCK,SM,        47.00,                   408750.00,9000
,SONATSOFTW,EQ,       716.25,                 51019171.60,70717
,SORILINFRA,EQ,       158.00,                 12718846.40,79441
,SOTL,EQ,      1323.95,                 51726516.45,38946
,SOUTHBANK,EQ,        10.55,                 94887069.50,8928811
,SOUTHWEST,EQ,        42.30,                  3354052.65,77857
,SPAL,EQ,       222.75,                 25158041.75,112752
,SPANDANA,EQ,       715.55,                236932338.65,327286
,SPARC,EQ,       245.65,                289861695.85,1171559
,SPECIALITY,EQ,        61.85,                 64174559.25,1033987
,SPENCERS,EQ,        79.90,                221048898.15,2697295
,SPENTEX,BZ,         1.20,                   106797.35,90069
,SPIC,EQ,        44.90,                 26833001.65,596088
,SPICEJET,EQ,        78.55,                185487436.15,2348276
,SPLIL,EQ,        49.35,                  5686261.00,114974
,SPMLINFRA,BE,        12.65,                  1121693.95,88924
,SPTL,EQ,         6.05,                 10737616.70,1777110
,SREEL,EQ,       204.40,                  4629226.50,22399
,SREIBNPNCD,NJ,       430.00,                   139360.00,315
,SREIBNPNCD,Y7,       322.00,                     1981.00,6
,SREIBNPNCD,NP,       360.55,                      360.55,1
,SREIBNPNCD,NQ,       400.00,                    40000.00,100
,SREIBNPNCD,NR,       389.00,                      389.00,1
,SREIBNPNCD,NO,       360.01,                    82873.74,240
,SREIBNPNCD,NL,       450.00,                     9000.00,20
,SREIBNPNCD,NV,       363.00,                   136104.85,375
,SREIBNPNCD,Y1,       439.80,                    25664.40,58
,SREINFRA,EQ,         9.90,                418744798.25,43254316
,SRF,EQ,      7149.70,               1363927800.75,191343
,SRHHYPOLTD,EQ,       301.20,                 11469414.20,38058
,SRIPIPES,EQ,       217.15,                139756087.85,646096
,SRPL,BE,        29.15,                    44447.75,1444
,SRTRANSFIN,EQ,      1450.65,               3429620597.10,2355758
,SRTRANSFIN,Z4,      1020.21,                   148290.00,145
,SRTRANSFIN,Z7,      1076.66,                    53833.00,50
,SRTRANSFIN,YB,      1006.00,                     5030.00,5
,SRTRANSFIN,YR,      1070.90,                   410114.50,385
,SRTRANSFIN,Y9,      1105.01,                  1126627.90,1020
,SRTRANSFIN,YT,      1260.11,                     6300.55,5
,SRTRANSFIN,YO,      1030.00,                    58710.00,57
,SRTRANSFIN,YY,      1081.00,                     4270.31,4
,SRTRANSFIN,ZE,      1005.00,                   100500.00,100
,SRTRANSFIN,YN,      1316.31,                    85562.15,65
,SRTRANSFIN,YK,      1104.84,                   160202.50,145
,SRTRANSFIN,YM,      1290.00,                   535810.00,415
,SRTRANSFIN,YJ,      1083.00,                  1279295.30,1181
,SRTRANSFIN,ZG,      1034.10,                    31023.00,30
,SRTRANSFIN,YQ,      1060.00,                    54993.20,52
,SRTRANSFIN,YL,      1125.00,                   195625.00,175
,SRTRANSFIN,YG,      2125.10,                   435781.99,205
,SRTRANSFIN,YP,      1070.00,                   320100.00,302
,SRTRANSFIN,ZD,      1017.00,                    20340.00,20
,SSWL,EQ,       748.05,                 17135892.70,22838
,STAR,EQ,       812.55,                637741776.60,773486
,STARCEMENT,EQ,       110.90,                 27276134.45,244770
,STARPAPER,EQ,       144.90,                 51428662.25,355597
,STCINDIA,EQ,       120.20,                 26744370.60,219346
,STEELCITY,EQ,        53.05,                 42045117.40,769103
,STEELXIND,EQ,        57.75,                 10786235.85,184112
,STEL,EQ,       104.50,                 19807268.40,181369
,STERTOOLS,EQ,       199.15,                 13393299.20,67183
,STLTECH,EQ,       266.00,                 71068088.05,265480
,STOVEKRAFT,EQ,       587.30,                 29873466.00,50615
,SUBCAPCITY,BE,        25.30,                    75962.65,3013
,SUBEXLTD,EQ,        59.80,                516776242.75,8610419
,SUBROS,EQ,       326.35,                 13602525.95,41615
,SUDARSCHEM,EQ,       693.25,                118138797.40,170843
,SUMEETINDS,BE,         6.00,                   498320.60,83398
,SUMICHEM,EQ,       388.25,                616192767.15,1560076
,SUMIT,EQ,        12.90,                   359101.45,27993
,SUMMITSEC,EQ,       597.80,                  5798005.40,9740
,SUNCLAYLTD,EQ,      3524.25,                 28804506.55,8076
,SUNDARAM,EQ,         2.00,                   143440.00,71720
,SUNDARMFIN,EQ,      2651.95,                227281089.50,87011
,SUNDARMHLD,EQ,        73.15,                 27039960.55,368945
,SUNDRMBRAK,EQ,       435.20,                  7407080.40,17075
,SUNDRMFAST,EQ,       847.65,                 87347557.70,103055
,SUNFLAG,EQ,        86.00,                133532016.25,1538374
,SUNTECK,EQ,       301.30,                108963438.45,360112
,SUNTV,EQ,       521.40,               1415016785.95,2713813
,SUPERHOUSE,EQ,       151.95,                  7271942.05,47697
,SUPERSPIN,BE,         7.55,                  1151869.55,153290
,SUPPETRO,BE,       758.50,                 22791298.50,30031
,SUPRAJIT,EQ,       310.30,                320154153.45,1030209
,SUPREMEENG,BE,        36.70,                  1127822.40,30791
,SUPREMEIND,EQ,      2271.05,                230862877.80,102007
,SURANASOL,EQ,        12.20,                  1292906.65,106443
,SURANAT&P,EQ,         6.65,                  2587646.45,389438
,SURYALAXMI,BE,        46.95,                   393442.95,8497
,SURYAROSNI,EQ,       505.90,                648969419.80,1247963
,SURYODAY,EQ,       225.80,                 27593445.30,121880
,SUTLEJTEX,EQ,        56.60,                 11561065.30,204139
,SUULD,EQ,       458.00,                 21706666.80,47949
,SUVEN,EQ,        97.70,                 42133308.80,429089
,SUVENPHAR,EQ,       486.80,                 83092809.60,170519
,SUVIDHAA,EQ,        25.05,                  9771163.50,391521
,SUZLON,EQ,         7.20,                571905501.25,78581714
,SVLL,SM,        90.00,                    90000.00,1000
,SWANENERGY,EQ,       141.00,                 23856833.50,170035
,SWARAJENG,EQ,      1600.95,                 47103713.10,29248
,SWELECTES,EQ,       223.30,                 25923219.15,114831
,SWSOLAR,EQ,       239.65,                127010727.15,525682
,SYMPHONY,EQ,      1076.75,                 76100295.00,70552
,SYNCOM,BZ,         4.85,                   503953.80,103908
,SYNGENE,EQ,       586.10,                108940146.45,185490
,TAINWALCHM,EQ,        78.65,                   910629.60,11375
,TAJGVK,EQ,       141.90,                 20414902.30,143268
,TAKE,EQ,        69.85,                197203816.75,2787741
,TALBROAUTO,EQ,       294.85,                 87172875.90,297385
,TANLA,BE,       808.95,                 54026597.55,66832
,TANTIACONS,BZ,         7.90,                   227508.45,28550
,TARACHAND,SM,        43.25,                   679000.00,16000
,TARAPUR,BE,         6.10,                    36164.55,5785
,TARC,EQ,        30.30,                 10638987.20,350451
,TARMAT,EQ,        64.35,                 18368396.75,282790
,TASTYBITE,EQ,     15298.35,                 21662721.10,1409
,TATACAPHSG,N6,      1097.00,                   560945.00,510
,TATACAPHSG,N2,      1040.11,                    18820.85,18
,TATACAPHSG,N8,      1089.00,                     2178.00,2
,TATACHEM,EQ,       744.00,               1817296311.50,2428741
,TATACOFFEE,EQ,       181.80,                377653945.25,2056486
,TATACOMM,EQ,      1326.30,                852478066.70,640500
,TATAELXSI,EQ,      3797.70,                315407454.05,82969
,TATAINVEST,EQ,      1187.85,                132733868.15,111840
,TATAMETALI,EQ,      1174.00,                452774591.20,384525
,TATAMTRDVR,EQ,       165.00,                638957451.00,3818792
,TATAPOWER,EQ,       122.15,               5600277845.90,45450324
,TATASTLBSL,EQ,        92.60,               1003993240.40,10672361
,TATASTLLP,BE,       966.90,                 33979012.50,34787
,TBZ,EQ,        79.40,                 30685193.55,383999
,TCFSL,NB,      1069.00,                   656910.00,615
,TCFSL,NH,      1086.82,                   195628.06,180
,TCFSL,NF,      1200.05,                    99773.25,83
,TCFSL,ND,      1122.75,                   465702.00,414
,TCI,EQ,       440.50,                 35584087.80,79997
,TCIDEVELOP,EQ,       398.00,                   527501.40,1325
,TCIEXP,EQ,      1525.45,                 51627306.60,33661
,TCIFINANCE,EQ,         6.50,                   108159.10,16379
,TCNSBRANDS,EQ,       552.65,                 13631270.00,24673
,TCPLPACK,EQ,       493.05,                 10825213.70,22385
,TDPOWERSYS,EQ,       202.60,                  7395776.90,36432
,TEAMLEASE,EQ,      3594.05,                 74465433.35,20490
,TECHIN,BE,         5.90,                   266455.20,45258
,TECHNOE,EQ,       332.05,                 14797027.40,44296
,TEJASNET,BE,       175.35,                 23681162.15,135095
,TEMBO,EQ,       223.85,                 43561694.95,195555
,TERASOFT,EQ,        51.25,                  2314571.20,44286
,TEXINFRA,EQ,        69.90,                  3610412.35,51625
,TEXMOPIPES,EQ,        49.70,                 21828403.75,444098
,TEXRAIL,EQ,        34.35,                 65282893.45,1857597
,TFCILTD,EQ,        76.85,                 56840699.20,735984
,TFL,BE,         4.80,                    43505.80,9007
,TGBHOTELS,BE,         8.95,                    89589.20,10010
,THANGAMAYL,EQ,       814.80,                  9482145.75,11550
,THEINVEST,EQ,       105.80,                   574378.70,5409
,THEJO,SM,      2662.45,                 34429040.00,13700
,THEMISMED,EQ,       747.35,                 19121491.55,25916
,THERMAX,EQ,      1486.70,                 55500684.85,37064
,THOMASCOOK,EQ,        65.80,                 65795956.15,985632
,THOMASCOTT,BE,        10.05,                    18341.25,1825
,THYROCARE,EQ,      1250.90,                936933983.95,750557
,TI,EQ,        37.35,                 15530906.35,412911
,TIDEWATER,EQ,     12124.90,                661284159.10,54044
,TIIL,EQ,       463.95,                 17159858.45,37417
,TIINDIA,EQ,      1325.70,                 82893695.30,62484
,TIJARIA,EQ,         8.30,                   116490.50,14035
,TIL,BE,       178.50,                  1121097.50,6264
,TIMESGTY,EQ,        50.40,                  2577840.30,52103
,TIMETECHNO,EQ,        85.80,                 49318626.45,570055
,TIMKEN,EQ,      1372.50,                 34866953.10,25160
,TINPLATE,EQ,       219.60,                177268633.70,800791
