,30-Apr-2021
The Nifty witnessed an intraday movement of about 253.75 points.The closing index was 1.77 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 80367.63
, Traded Quantity (in Lakhs), 33514.98
, Number of Trades, 21913859
, Total Market Capitalisation (Rs. Crores), 20556970.9

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14894.90,     14747.35,     14855.45,     14601.70,     14631.10,-263.8
,NIFTY50 EQL Wgt,     16456.00,     16337.10,     16521.55,     16290.55,     16331.40,-124.6
,NIFTY100 EQL Wgt,     17278.95,     17175.20,     17365.50,     17138.35,     17189.45,-89.5
,NIFTY100 LowVol30,     11273.10,     11224.05,     11310.40,     11175.75,     11196.10,-77
,NIFTY Alpha 50,     24681.25,     24481.45,     24781.80,     24437.60,     24547.70,-133.55
,NIFTY MIDCAP 150,      9168.30,      9113.55,      9203.90,      9090.65,      9128.70,-39.6
,NIFTY SMLCAP 50,      4309.20,      4285.10,      4329.25,      4270.15,      4283.05,-26.15
,NIFTY SMLCAP 250,      7293.05,      7250.80,      7333.75,      7238.40,      7271.15,-21.9
,NIFTY MIDSML 400,      8496.40,      8446.15,      8533.25,      8427.60,      8463.05,-33.35
,NIFTY200 QUALTY30,     12194.00,     12142.60,     12224.85,     12076.30,     12108.80,-85.2
,Nifty FinSrv25 50,     15806.50,     15601.10,     15676.25,     15375.80,     15403.75,-402.75
,NIFTY AlphaLowVol,     14340.05,     14286.40,     14408.45,     14264.25,     14288.40,-51.65
,Nifty200Momentm30,     16466.65,     16370.30,     16587.15,     16303.95,     16351.85,-114.8
,Nifty100ESGSecLdr,      2540.95,      2519.95,      2535.85,      2492.00,      2496.30,-44.65
,Nifty IT,     25874.30,     25777.75,     26154.30,     25593.90,     25664.45,-209.85
,Nifty Next 50,     34926.20,     34746.35,     35129.30,     34676.35,     34759.20,-167
,Nifty Bank,     33714.50,     33112.40,     33455.25,     32663.40,     32781.80,-932.7
,NIFTY MIDCAP 100,     24286.45,     24109.70,     24410.50,     24032.70,     24195.90,-90.55
,Nifty 500,     12532.80,     12425.80,     12524.10,     12341.20,     12364.35,-168.45
,Nifty 100,     15029.95,     14891.25,     15005.40,     14760.30,     14790.60,-239.35
,Nifty Midcap 50,      6765.50,      6710.95,      6821.50,      6677.15,      6725.20,-40.3
,Nifty Realty,       312.20,       308.50,       313.35,       307.70,       309.60,-2.6
,Nifty Infra,      4067.35,      4040.90,      4117.20,      4031.60,      4053.10,-14.25
,Nifty Energy,     18063.10,     17926.70,     18387.35,     17897.05,     18031.10,-32
,Nifty FMCG,     34009.00,     33970.25,     34098.90,     33544.85,     33623.45,-385.55
,Nifty MNC,     16051.65,     16018.35,     16089.35,     15905.60,     15935.75,-115.9
,Nifty Pharma,     13298.65,     13271.35,     13619.55,     13263.35,     13469.25,170.6
,Nifty PSE,      3125.05,      3104.60,      3226.00,      3093.30,      3175.85,50.8
,Nifty PSU Bank,      2076.80,      2045.00,      2103.60,      2035.00,      2055.25,-21.55
,Nifty Serv Sector,     20863.90,     20595.65,     20766.55,     20345.90,     20387.55,-476.35
,India VIX,23.3050,23.3050,23.7650,22.5975,23.0275,-0.2775
,Nifty Auto,      9773.70,      9701.30,      9780.35,      9619.00,      9640.85,-132.85
,Nifty Metal,      4855.30,      4819.60,      4936.50,      4791.65,      4847.95,-7.35
,Nifty Media,      1553.55,      1540.65,      1571.60,      1536.35,      1547.95,-5.6
,NIFTY SMLCAP 100,      8599.15,      8544.70,      8645.10,      8524.80,      8565.10,-34.05
,Nifty 200,      7796.30,      7726.25,      7787.25,      7668.50,      7683.95,-112.35
,Nifty Div Opps 50,      3053.35,      3039.70,      3070.45,      3027.85,      3033.90,-19.45
,Nifty Commodities,      4714.85,      4687.00,      4760.70,      4668.90,      4699.85,-15
,Nifty Consumption,      5917.80,      5887.30,      5917.35,      5820.80,      5836.95,-80.85
,Nifty Fin Service,     16047.05,     15790.80,     15872.95,     15526.60,     15560.10,-486.95
,Nifty50 Div Point,         6.67,         6.67,         6.67,         6.67,         6.67,0
,Nifty100 Liq 15,      3730.35,      3684.15,      3737.85,      3673.50,      3684.45,-45.9
,Nifty CPSE,      1787.30,      1776.25,      1845.85,      1770.85,      1813.75,26.45
,Nifty GrowSect 15,      7190.40,      7173.45,      7219.45,      7123.55,      7138.30,-52.1
,Nifty50 PR 2x Lev,      6721.05,      6587.30,      6684.75,      6456.45,      6482.40,-238.65
,Nifty50 PR 1x Inv,       294.25,       297.20,       300.05,       295.05,       299.50,5.25
,Nifty50 TR 2x Lev,      8978.45,      8799.75,      8929.95,      8625.00,      8659.65,-318.8
,Nifty50 TR 1x Inv,       254.70,       257.25,       259.70,       255.40,       259.20,4.5
,Nifty50 Value 20,      7470.60,      7433.35,      7515.45,      7391.10,      7409.35,-61.25
,Nifty Mid Liq 15,      5757.90,      5721.75,      5820.90,      5686.50,      5700.25,-57.65
,Nifty Pvt Bank,     18006.30,     17711.95,     17927.45,     17524.15,     17582.45,-423.85
,NIFTY100 Qualty30,      3299.20,      3277.70,      3299.20,      3259.10,      3266.80,-32.4
,Nifty GS 8 13Yr,      2247.94,      2248.32,      2251.57,      2247.62,      2250.57,2.63
,Nifty GS 10Yr,      2042.20,      2042.53,      2046.59,      2040.77,      2044.41,2.21
,Nifty GS 10Yr Cln,       953.67,       953.67,       955.61,       952.83,       954.57,.9
,Nifty GS 4 8Yr,      2411.75,      2412.12,      2414.06,      2410.62,      2412.41,.66
,Nifty GS 11 15Yr,      2411.47,      2411.91,      2415.67,      2411.37,      2412.42,.95
,Nifty GS 15YrPlus,      2655.65,      2656.14,      2658.54,      2656.14,      2657.12,1.47
,Nifty GS Compsite,      2297.73,      2298.12,      2300.50,      2297.39,      2298.59,.86

,ADVANCES,799
,DECLINES,1087
,UNCHANGED,105

,Total securities that have hit their price bands today,275

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,      1031.35,      1034.00,0.26,2902.85
,MANINFRA,EQ,        38.65,                 48750053.00,1228614
,MANUGRAPH,EQ,        10.95,                   133323.80,12006
,MANXT50,EQ,       345.66,                  1373370.14,3962
,MARALOVER,EQ,        37.00,                  1734550.00,47118
,MARATHON,EQ,        49.55,                  1237709.65,24863
,MARINE,EQ,        72.75,                  6503711.20,88797
,MARKSANS,EQ,        71.50,                649402763.40,9050653
,MASFIN,EQ,       796.85,                 11021465.55,13608
,MASKINVEST,BE,        27.10,                      108.40,4
,MASTEK,EQ,      1648.15,                492993310.85,296892
,MATRIMONY,EQ,       946.10,                 45552430.55,47007
,MAWANASUG,EQ,        43.80,                 15102496.20,347706
,MAXHEALTH,EQ,       226.95,                165957645.75,724867
,MAXIND,EQ,        65.70,                  9126336.60,139385
,MAXVIL,EQ,        54.80,                  2907234.65,52940
,MAYURUNIQ,EQ,       436.90,                 26169918.75,58966
,MAZDA,EQ,       451.05,                 15897360.75,35255
,MAZDOCK,EQ,       200.30,                 97494170.15,479986
,MBAPL,EQ,        82.35,                    73735.25,908
,MBECL,BE,         7.75,                   130000.40,16683
,MBLINFRA,EQ,        17.80,                   950347.20,53281
,MCDHOLDING,EQ,        38.30,                   825471.75,21010
,MCL,EQ,        87.75,                  4946403.30,55994
,MCLEODRUSS,EQ,        22.65,                 17939701.30,783828
,MCX,EQ,      1476.25,                377630764.85,252288
,MEGASOFT,EQ,        12.70,                  4546942.65,356679
,MEGH,EQ,       141.15,               1063458108.65,7418420
,MELSTAR,BZ,         2.00,                     7033.40,3439
,MENONBE,EQ,        57.35,                 15080678.20,259566
,MEP,EQ,        15.80,                  3347830.35,210029
,MERCATOR,EQ,         1.00,                  1070787.85,1071680
,METALFORGE,BZ,         5.15,                    10147.75,1903
,METROPOLIS,EQ,      2395.05,                 85567231.95,35258
,MFSL,EQ,       895.90,                604985392.85,669783
,MGEL,EQ,        46.00,                    85955.55,1848
,MGL,EQ,      1125.35,                657130671.70,584164
,MHRIL,EQ,       210.70,                  6469863.15,30833
,MIC,EQ,          .80,                   180582.40,225728
,MIDHANI,EQ,       184.45,                100706191.70,539409
,MILTON,SM,        23.20,                   301840.00,13200
,MINDACORP,EQ,       101.25,                 49243576.15,489381
,MINDAIND,EQ,       524.95,                123500720.55,233876
,MINDSPACE,RR,       299.49,                157905664.00,527200
,MINDTECK,EQ,        51.40,                  1525146.00,28942
,MINDTREE,EQ,      2106.00,               1257172970.50,593831
,MIRCELECTR,EQ,        14.05,                  5531306.00,406457
,MIRZAINT,EQ,        45.50,                 11160749.90,243733
,MITTAL,EQ,        10.15,                   413729.50,40487
,MMFL,EQ,       446.60,                 10823116.45,23896
,MMP,EQ,        89.05,                   650956.05,7380
,MMTC,EQ,        40.85,                128247923.50,3115420
,MODIRUBBER,BE,        78.60,                   320299.90,4005
,MOHITIND,EQ,         6.40,                   227344.45,36078
,MOHOTAIND,EQ,         6.30,                   329719.15,52148
,MOIL,EQ,       165.05,                510758975.40,3058279
,MOLDTECH,EQ,        45.95,                  1243370.10,26931
,MOLDTEKPP,E1,       305.00,                   353480.05,1149
,MOLDTKPAC,EQ,       445.55,                 21759855.20,48165
,MOLDTKPAC,W1,       301.00,                    15050.00,50
,MONTECARLO,EQ,       224.05,                  6223118.85,27522
,MORARJEE,EQ,        13.80,                   119248.50,8551
,MOREPENLAB,EQ,        65.40,               2250319070.60,35230120
,MOTILALOFS,EQ,       637.70,                592235597.10,913923
,MOTOGENFIN,EQ,        20.25,                    27827.55,1360
,MPHASIS,EQ,      1764.80,                809578696.30,457673
,MPSLTD,EQ,       591.55,                 12176123.80,20667
,MPTODAY,SM,        21.80,                    87600.00,4000
,MRF,EQ,     80720.55,               4804683745.80,60005
,MRO-TEK,EQ,        23.25,                    33259.80,1452
,MRPL,EQ,        43.25,                397021395.25,9254259
,MSPL,BE,        11.55,                  2630801.05,227951
,MSTCLTD,EQ,       253.45,                 70577430.05,274311
,MTARTECH,EQ,       933.55,                 77167376.55,82133
,MTEDUCARE,EQ,         6.80,                   618802.25,91542
,MTNL,EQ,        16.10,                 17132035.90,1058659
,MUKANDLTD,P1,         5.30,                     8729.65,1666
,MUKANDLTD,BE,       109.75,                 20862593.70,192829
,MUKTAARTS,EQ,        28.20,                    84478.15,2957
,MUNJALAU,EQ,        52.55,                  4635565.95,87980
,MUNJALSHOW,EQ,       132.95,                  5295120.45,39730
,MURUDCERA,EQ,        19.55,                  1300255.10,65422
,MUTHOOTCAP,EQ,       369.55,                  9962523.25,26663
,N100,EQ,      1020.77,                 69249892.95,67950
,NABARD,N2,      1244.00,                   195051.96,158
,NACLIND,EQ,        37.80,                  1692818.20,44749
,NAGAFERT,EQ,         5.70,                  1500141.65,262991
,NAGREEKCAP,EQ,         6.05,                    72044.70,12510
,NAGREEKEXP,EQ,        17.50,                    58909.55,3333
,NAHARCAP,EQ,        99.90,                  6787341.20,66899
,NAHARINDUS,EQ,        45.55,                  1597018.65,34713
,NAHARPOLY,EQ,       129.85,                104528443.70,799953
,NAHARSPING,EQ,       104.80,                  6040407.75,58022
,NAM-INDIA,EQ,       341.70,                160970533.75,470876
,NATCOPHARM,EQ,       896.35,                204040256.45,227542
,NATHBIOGEN,EQ,       352.05,                 11274280.30,31710
,NATIONALUM,EQ,        64.65,               4142897827.90,63336705
,NATNLSTEEL,BE,         4.80,                    53959.20,11026
,NAVINFLUOR,EQ,      3428.20,               1848633206.50,535939
,NAVKARCORP,EQ,        34.00,                 10401115.30,302606
,NAVNETEDUL,EQ,        74.60,                  3939009.90,52916
,NAZARA,EQ,      1736.75,                452482287.20,258523
,NBCC,EQ,        40.60,                224906757.80,5497141
,NBIFIN,EQ,      1958.80,                   691848.25,354
,NBVENTURES,EQ,        78.30,                363647277.45,4649102
,NCC,EQ,        74.65,                114295059.95,1522862
,NCLIND,EQ,       184.65,                121878190.15,658463
,NCPSESDL24,EQ,       104.16,                  1553012.24,14919
,NDGL,EQ,       774.50,                    48472.15,64
,NDL,EQ,        30.10,                  2126495.35,70347
,NDRAUTO,EQ,       193.40,                   345528.10,1783
,NDTV,EQ,        54.25,                   793863.90,14519
,NECCLTD,EQ,         8.35,                   123948.95,14857
,NECLIFE,EQ,        24.95,                 29044583.00,1153143
,NELCAST,EQ,        66.60,                 22734635.85,338409
,NELCO,EQ,       200.30,                 37899002.70,187203
,NEOGEN,EQ,       864.50,                 21660791.55,24886
,NESCO,EQ,       497.60,                 16660101.60,33185
,NETF,EQ,       180.96,                   181265.68,996
,NETFCONSUM,EQ,        63.25,                   731690.06,11530
,NETFDIVOPP,EQ,        36.52,                   119210.49,3259
,NETFGILT5Y,EQ,        48.13,                    60840.29,1264
,NETFIT,EQ,        25.95,                 12133088.15,463667
,NETFLTGILT,EQ,        22.33,                   734904.82,32996
,NETFMID150,EQ,        92.09,                  6010449.19,64993
,NETFNIF100,EQ,       152.39,                   106535.47,694
,NETFNV20,EQ,        80.00,                   461801.66,5727
,NETFSDL26,EQ,       102.40,                      307.20,3
,NETWORK18,EQ,        39.50,                 44707288.25,1117636
,NEULANDLAB,EQ,      2521.20,                120514921.50,48408
,NEWGEN,EQ,       315.00,                 19765354.05,62297
,NEXTMEDIA,EQ,         4.30,                    60695.45,13899
,NFL,EQ,        57.95,                251543977.15,4292969
,NH,EQ,       406.95,                 44751824.05,109261
,NHAI,NA,      1243.25,                  3547682.22,2854
,NHAI,N4,      1205.00,                  1207410.00,1002
,NHAI,N6,      1283.72,                  1075710.01,839
,NHAI,N8,      1134.74,                   640536.81,566
,NHAI,N9,      1229.98,                    73799.06,60
,NHAI,N1,      1079.50,                  2047620.00,1900
,NHAI,ND,      1263.00,                    15144.00,12
,NHAI,N2,      1262.00,                 10743976.08,8509
,NHBTF2014,N6,      7160.00,                   637717.10,90
,NHBTF2023,N7,      6999.30,                    34996.50,5
,NHPC,EQ,        24.25,                 36085769.40,1483402
,NIACL,EQ,       145.85,                 45373588.75,309312
,NIBL,BE,        19.70,                   404319.70,20656
,NIFTYBEES,EQ,       157.00,                253836493.49,1610283
,NIITLTD,EQ,       165.90,                 30620142.80,183080
,NILAINFRA,EQ,         4.35,                   367151.55,84978
,NILASPACES,EQ,         1.45,                   367177.20,247243
,NILKAMAL,EQ,      1920.50,                 11734819.45,6053
,NIPPOBATRY,EQ,       753.40,                  1361193.90,1803
,NIRAJ,EQ,        39.75,                   232346.05,5814
,NITCO,EQ,        19.15,                   523846.65,27448
,NITINFIRE,BZ,          .65,                    11987.40,19078
,NITINSPIN,EQ,        87.85,                  5911236.15,67892
,NITIRAJ,EQ,        40.85,                    27835.85,685
,NKIND,EQ,        28.95,                   103348.20,3583
,NLCINDIA,EQ,        47.60,                 64205435.90,1339667
,NOCIL,EQ,       184.45,                221325808.40,1192863
,NOIDATOLL,EQ,         5.95,                   233372.45,39660
,NORBTEAEXP,EQ,         5.35,                     8820.50,1630
,NOVARTIND,EQ,       649.45,                 14650940.95,22369
,NPBET,EQ,       171.36,                    26167.33,152
,NRAIL,EQ,       206.35,                  5861470.60,28360
,NRBBEARING,EQ,       107.65,                 40375277.15,376224
,NSIL,EQ,      1551.95,                  3199106.95,2064
,NTL,EQ,          .70,                     6882.60,9500
,NTPC,NC,      1250.00,                    20000.00,16
,NTPC,ND,      1320.31,                   207288.67,157
,NTPC,N7,        13.58,                 12809138.32,941865
,NTPC,N4,      1180.00,                   402380.00,341
,NTPC,N6,      1444.00,                     8664.00,6
,NTPC,NB,      1153.00,                    57650.00,50
,NUCLEUS,EQ,       533.85,                 11435630.75,21314
,NURECA,EQ,      1209.60,                  4268678.40,3529
,NXTDIGITAL,EQ,       455.70,                  1202319.10,2635
,OAL,EQ,       891.95,                 46058066.10,50695
,OBEROIRLTY,EQ,       547.25,                104315159.05,191242
,OCCL,EQ,       925.95,                  8559934.35,9108
,OIL,EQ,       122.10,                151960784.40,1246044
,OILCOUNTUB,BE,         7.35,                   899162.25,122335
,OLECTRA,EQ,       181.50,                 44416399.00,242485
,OMAXAUTO,EQ,        40.55,                   645695.80,15893
,OMAXE,EQ,        69.55,                 11997738.35,173211
,OMINFRAL,EQ,        20.85,                  1872389.95,89498
,ONELIFECAP,EQ,         6.20,                    28940.80,4730
,ONEPOINT,EQ,        15.65,                   396955.40,25130
,ONMOBILE,EQ,       106.05,                376548734.70,3420314
,ONWARDTEC,EQ,       118.25,                 17831721.25,147179
,OPTIEMUS,EQ,       133.30,                 12030963.65,89980
,OPTOCIRCUI,BE,         4.80,                  1660396.80,345916
,ORBTEXP,EQ,        57.55,                   225923.60,3909
,ORCHPHARMA,BE,      1498.65,                  1560094.65,1041
,ORICONENT,EQ,        21.15,                  3242190.80,148182
,ORIENTABRA,EQ,        24.70,                  6012834.20,244271
,ORIENTALTL,EQ,         7.35,                   238988.90,32637
,ORIENTBELL,EQ,       215.05,                  2601367.85,12106
,ORIENTCEM,EQ,       105.25,                 45905215.15,433228
,ORIENTELEC,EQ,       269.70,                188972261.20,697012
,ORIENTHOT,EQ,        25.10,                  1110761.10,44396
,ORIENTLTD,EQ,        75.80,                   241729.80,3160
,ORIENTPPR,EQ,        22.95,                 14711841.30,635947
,ORIENTREF,EQ,       316.30,                134422796.75,421407
,ORISSAMINE,EQ,      2352.65,                 25336085.50,10602
,ORTEL,BZ,          .95,                    11922.65,12347
,ORTINLAB,EQ,        28.80,                  1789214.90,61578
,OSWALAGRO,EQ,         9.55,                   500408.80,51771
,PAEL,BZ,         7.35,                    27011.25,3675
,PAGEIND,EQ,     29660.60,                567692911.50,19104
,PAISALO,EQ,       604.95,                 21207427.15,34600
,PALASHSECU,EQ,        53.55,                   188004.60,3501
,PALREDTEC,EQ,       139.45,                  7158157.00,50812
,PANACEABIO,EQ,       331.85,                 18287921.65,55109
,PANACHE,EQ,        57.45,                   641442.45,11120
,PANAMAPET,EQ,       177.35,                 14900040.55,83022
,PANSARI,SM,        48.00,                   900000.00,18000
,PAR,SM,        69.90,                  1857400.00,28000
,PARACABLES,EQ,         9.00,                  1348412.80,149648
,PARAGMILK,EQ,       111.70,                 80454019.60,707041
,PARSVNATH,EQ,         7.90,                   424163.25,53949
,PARTYCRUS,SM,        21.50,                   172400.00,8000
,PATELENG,EQ,        12.25,                  1774647.05,145089
,PATINTLOG,EQ,        19.10,                  1030815.40,54136
,PATSPINLTD,EQ,         4.40,                    13466.10,3023
,PAVNAIND,SM,       165.10,                   529040.00,3200
,PCJEWELLER,EQ,        24.00,                 13076930.55,543334
,PDMJEPAPER,EQ,        23.20,                   823380.75,35399
,PDSMFL,EQ,       681.75,                  1465289.50,2149
,PEARLPOLY,EQ,        15.60,                    78169.60,5018
,PENIND,EQ,        18.00,                 14409487.25,796691
,PENINLAND,BE,         7.20,                   634247.75,88593
,PENTAGOLD,SM,       106.70,                   640200.00,6000
,PERSISTENT,EQ,      2038.30,               2205424113.30,1047889
,PFC,N8,      1435.00,                   884204.95,615
,PFC,N5,      1240.00,                   373917.00,302
,PFC,N3,      1345.01,                   270348.50,201
,PFC,N4,      1076.01,                   699406.50,650
,PFC,N2,      1195.00,                   239000.00,200
,PFIZER,EQ,      5273.50,                874409232.95,164210
,PFOCUS,BE,        65.60,                  5083781.30,76310
,PFS,EQ,        17.00,                  6428287.55,376971
,PGEL,EQ,       333.30,                 23219884.55,67155
,PGHL,EQ,      6373.35,                 28894739.65,4541
,PGIL,EQ,       177.90,                   222309.35,1250
,PHILIPCARB,EQ,       207.45,                189901522.80,905296
,PHOENIXLTD,EQ,       716.90,                183966131.85,261423
,PIGL,SM,        58.40,                  1158400.00,20000
,PIIND,EQ,      2511.65,                796944808.05,312484
,PILANIINVS,EQ,      1683.50,                 43611758.85,25834
,PILITA,EQ,        13.35,                  1253388.25,93094
,PIONDIST,EQ,       103.20,                  1673704.10,16169
,PIONEEREMB,EQ,        46.85,                  6925176.30,148282
,PITTIENG,EQ,        64.15,                 13178171.25,205500
,PKTEA,BE,       209.95,                    31845.60,152
,PLASTIBLEN,EQ,       229.75,                  2621867.10,11387
,PNBGILTS,EQ,        52.05,                 17450410.55,333059
,PNBHOUSING,EQ,       372.35,                 41577504.00,111750
,PNC,BE,        47.25,                  6418325.65,135827
,PNCINFRA,EQ,       237.45,                 43137534.55,180237
,PODDARHOUS,EQ,       172.50,                   539164.05,3106
,PODDARMENT,EQ,       209.10,                  1306841.70,6205
,POKARNA,EQ,       244.25,                 10484966.65,42998
,POLYCAB,EQ,      1467.05,                534264231.20,354788
,POLYMED,EQ,       992.75,                179883006.20,181752
,POLYPLEX,EQ,       958.40,                655272201.50,695033
,PONNIERODE,EQ,       175.15,                 17966121.60,100682
,POWERFUL,SZ,         2.30,                     9200.00,4000
,POWERINDIA,EQ,      1805.40,                263356497.05,145100
,POWERMECH,EQ,       576.10,                 13344198.85,23171
,PPAP,EQ,       190.30,                  9769845.10,50344
,PPL,EQ,       136.05,                 25262681.05,182342
,PRAENG,EQ,         8.85,                   257912.60,29224
,PRAJIND,EQ,       234.65,                972601195.25,4121902
,PRAKASH,EQ,        80.75,                261969475.25,3175730
,PRAKASHSTL,EQ,          .80,                   215805.00,270600
,PRAXIS,EQ,        33.75,                   320127.35,9353
,PRECAM,EQ,        43.25,                  3604944.25,82222
,PRECOT,EQ,       116.90,                  2801465.60,23988
,PRECWIRE,EQ,       197.55,                  7791614.80,39450
,PREMEXPLN,EQ,       148.05,                   358459.80,2403
,PREMIER,EQ,         2.10,                    12079.20,5752
,PREMIERPOL,EQ,        39.30,                  3518173.40,88415
,PRESSMN,EQ,        23.25,                  3649131.05,154014
,PRESTIGE,EQ,       271.85,                 95612115.15,349938
,PRICOLLTD,EQ,        74.85,                 26399867.90,354099
,PRIMESECU,EQ,        43.00,                   234636.20,5494
,PRINCEPIPE,EQ,       528.45,                571795354.10,1089885
,PRIVISCL,EQ,       885.30,                 29905018.30,33598
,PROLIFE,SM,        43.85,                   131550.00,3000
,PROZONINTU,EQ,        17.20,                  1407300.85,81981
,PRSMJOHNSN,EQ,       130.25,                 36771541.20,284962
,PSB,EQ,        18.20,                  7646989.70,417118
,PSPPROJECT,EQ,       412.65,                  5478821.70,13224
,PSUBNKBEES,EQ,        22.47,                 10403744.47,459422
,PTC,EQ,        81.25,                 86563810.55,1066111
,PTL,EQ,        36.10,                  4661058.15,129031
,PUNJABCHEM,EQ,       921.25,                  5533786.20,6083
,PUNJLLOYD,BZ,         1.35,                   437193.20,330321
,PURVA,EQ,        66.15,                 19977081.55,294685
,PVR,EQ,      1136.40,               1249127291.30,1077692
,QGOLDHALF,EQ,      2018.00,                  2660809.70,1319
,QNIFTY,EQ,      1525.27,                   164849.74,108
,QUESS,EQ,       628.30,                 45342674.85,72229
,QUICKHEAL,EQ,       185.05,                 65056699.20,349603
,RADAAN,EQ,          .80,                    28885.40,36809
,RADICO,EQ,       567.35,                 95287017.70,166675
,RADIOCITY,EQ,        23.15,                 11615118.75,495123
,RAILTEL,EQ,       121.70,                129059346.70,1053137
,RAIN,EQ,       179.25,               1644890109.00,8918521
,RAJESHEXPO,EQ,       521.50,                102977366.55,196037
,RAJMET,EQ,        90.50,                   665193.35,7291
,RAJRATAN,EQ,      1011.30,                 31267789.35,30684
,RAJRAYON,BZ,          .20,                   112604.25,515528
,RAJSREESUG,EQ,        20.65,                  2185621.30,105649
,RAJTV,EQ,        35.30,                   665737.60,18389
,RALLIS,EQ,       280.85,                120775760.10,429006
,RAMANEWS,EQ,        14.60,                   740763.80,50391
,RAMASTEEL,EQ,        84.15,                  2249942.80,26877
,RAMCOCEM,EQ,       985.50,                908155307.40,918768
,RAMCOIND,EQ,       282.50,                155915438.75,560696
,RAMCOSYS,EQ,       485.50,                 43992518.90,90715
,RAMKY,EQ,        73.20,                  3063883.05,42245
,RAMSARUP,BZ,          .55,                     8277.95,14869
,RANASUG,EQ,        14.15,                206085342.60,14940308
,RANEENGINE,EQ,       266.55,                   513619.70,1921
,RANEHOLDIN,EQ,       595.60,                  6074562.10,10157
,RATNAMANI,EQ,      1934.00,                 23005598.40,11825
,RAYMOND,EQ,       321.50,                 76705588.50,236412
,RBL,EQ,       796.50,                  2413013.75,3007
,RBLBANK,EQ,       185.75,               3385088804.10,18067172
,RCF,EQ,        73.35,                460320549.85,6163731
,RCOM,EQ,         1.60,                138832069.15,85260268
,RECLTD,EQ,       128.10,                519901623.70,4022431
,RECLTD,N1,      1079.50,                    10795.00,10
,RECLTD,N2,      1180.00,                   177500.00,150
,RECLTD,NH,      1312.00,                   280770.00,214
,RECLTD,N6,      1260.00,                   504000.00,400
,RECLTD,NI,      1254.99,                  1230153.84,982
,RECLTD,N9,      1283.33,                   449200.85,350
,REDINGTON,EQ,       178.45,                 29648350.20,164969
,REFEX,EQ,       127.10,                 50436409.95,393524
,RELAXO,EQ,       874.95,                189680636.95,215378
,RELCAPITAL,EQ,        10.25,                 38251974.25,3744005
,RELIANCEPP,E1,      1074.05,                611124249.25,566454
,RELIGARE,EQ,        85.50,                179742168.75,2074658
,RELINFRA,EQ,        42.40,               1044332414.70,24836921
,REMSONSIND,EQ,       158.70,                  1544867.60,9612
,RENUKA,EQ,        12.05,                406107712.70,34367634
,REPCOHOME,EQ,       330.55,                 27213756.60,83015
,REPL,EQ,       196.25,                  2484757.75,12576
,REPRO,EQ,       341.85,                  1183999.60,3423
,RESPONIND,EQ,       160.30,                  3279005.30,20300
,REVATHI,EQ,       559.50,                  2186386.90,4005
,RGL,EQ,       391.15,                 15317456.95,38320
,RHFL,EQ,         2.70,                 13131628.65,4802022
,RHFL,N8,       165.84,                    37417.04,246
,RICOAUTO,EQ,        40.50,                 38883551.15,950224
,RIIL,EQ,       367.90,                 70515887.00,188687
,RITES,EQ,       238.70,                 48453739.75,202581
,RKDL,EQ,         8.80,                   151996.85,17330
,RKEC,EQ,        59.80,                  1174574.35,19618
,RKFORGE,EQ,       583.00,                 39048321.00,67057
,RMCL,BE,         2.30,                    63719.05,27635
,RML,EQ,       346.15,                  3393355.60,9794
,RNAVAL,BZ,         2.85,                  3204664.85,1139432
,ROHITFERRO,EQ,         1.65,                    13340.25,8085
,ROHLTD,EQ,        61.15,                  1715119.30,27979
,ROLLT,EQ,         3.10,                   165614.10,53143
,ROLTA,EQ,         4.80,                 88335645.05,16805227
,ROML,EQ,       109.80,                  1688006.95,15546
,ROSSARI,EQ,      1243.50,                365197449.90,287382
,ROSSELLIND,EQ,       119.75,                  8433684.45,70004
,ROUTE,EQ,      1639.40,                528203825.50,321890
,RPGLIFE,EQ,       485.10,                 80489483.05,164331
,RPOWER,EQ,         4.85,                705894468.25,140857674
,RPPINFRA,EQ,        60.75,                  4926100.90,81114
,RPPL,SM,       100.55,                   100550.00,1000
,RPSGVENT,EQ,       349.70,                 19335594.50,55886
,RSSOFTWARE,EQ,        26.90,                   461991.50,16967
,RSWM,EQ,       177.60,                  3895881.95,21632
,RSYSTEMS,EQ,       116.50,                  1688486.65,14515
,RTNINDIA,EQ,        10.20,                  3699948.00,362740
,RTNPOWER,EQ,         2.70,                 16822234.15,6298138
,RUBYMILLS,EQ,       160.35,                  1415701.20,8747
,RUCHI,EQ,       683.05,                 15842216.05,22837
,RUCHINFRA,BE,         5.80,                   264763.20,45924
,RUCHIRA,EQ,        63.45,                  5072215.90,79732
,RUPA,EQ,       298.85,                  5735800.25,19072
,RUSHIL,EQ,       178.15,                 18029312.50,99906
,RVHL,EQ,        17.00,                   936077.10,55126
,RVNL,EQ,        27.20,                 74217376.60,2713152
,S&SPOWER,EQ,        22.00,                     6296.95,286
,SABEVENTS,BE,         1.35,                     8714.05,6590
,SADBHAV,EQ,        62.15,                 27689479.20,437357
,SADBHIN,EQ,        19.45,                  2925736.55,148423
