,02-Jul-2021
The Nifty witnessed an intraday movement of about 102.4 points.The closing index was 0.27 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 59964.19
, Traded Quantity (in Lakhs), 30209.85
, Number of Trades, 20738549
, Total Market Capitalisation (Rs. Crores), 22843487.15

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15680.00,     15705.85,     15738.35,     15635.95,     15722.20,42.2
,NIFTY50 EQL Wgt,     17660.00,     17714.00,     17716.15,     17606.95,     17672.40,12.4
,NIFTY100 EQL Wgt,     18831.10,     18873.85,     18876.35,     18777.60,     18828.40,-2.7
,NIFTY100 LowVol30,     12320.55,     12353.45,     12354.25,     12262.20,     12299.10,-21.45
,NIFTY Alpha 50,     27096.40,     27066.30,     27146.65,     26989.80,     27112.05,15.65
,NIFTY MIDCAP 150,     10160.45,     10184.70,     10230.10,     10169.00,     10224.15,63.7
,NIFTY SMLCAP 50,      4924.55,      4955.55,      4996.35,      4949.15,      4988.25,63.7
,NIFTY SMLCAP 250,      8502.10,      8560.00,      8596.75,      8546.70,      8580.75,78.65
,NIFTY MIDSML 400,      9562.85,      9598.90,      9637.35,      9584.15,      9631.70,68.85
,NIFTY200 QUALTY30,     13469.85,     13506.60,     13508.80,     13411.00,     13457.65,-12.2
,Nifty FinSrv25 50,     16434.50,     16477.65,     16508.45,     16405.60,     16487.55,53.05
,NIFTY AlphaLowVol,     15754.85,     15787.55,     15787.95,     15693.80,     15740.95,-13.9
,Nifty200Momentm30,     17834.25,     17881.15,     17903.80,     17735.65,     17789.20,-45.05
,Nifty100ESGSecLdr,      2675.40,      2678.00,      2679.80,      2662.45,      2677.30,1.9
,Nifty IT,     29003.10,     28983.50,     29028.35,     28704.00,     29007.95,4.85
,Nifty Next 50,     38642.25,     38681.80,     38726.70,     38443.55,     38533.85,-108.4
,Nifty Bank,     34684.00,     34728.10,     34894.45,     34632.60,     34809.90,125.9
,NIFTY MIDCAP 100,     26882.60,     26943.00,     27051.95,     26892.20,     27020.10,137.5
,Nifty 500,     13454.10,     13480.30,     13506.10,     13435.25,     13494.45,40.35
,Nifty 100,     15928.10,     15950.95,     15972.65,     15883.10,     15957.10,29
,Nifty Midcap 50,      7439.55,      7461.50,      7463.95,      7418.05,      7438.80,-.75
,Nifty Realty,       342.80,       344.70,       346.80,       343.90,       344.60,1.8
,Nifty Infra,      4327.35,      4341.80,      4346.15,      4326.70,      4338.30,10.95
,Nifty Energy,     19708.55,     19653.05,     19740.65,     19636.55,     19684.10,-24.45
,Nifty FMCG,     36234.90,     36298.55,     36328.25,     36053.35,     36216.70,-18.2
,Nifty MNC,     17504.25,     17551.25,     17557.80,     17412.40,     17479.05,-25.2
,Nifty Pharma,     14442.45,     14489.95,     14575.30,     14461.05,     14529.65,87.2
,Nifty PSE,      3604.65,      3618.60,      3624.95,      3591.85,      3598.95,-5.7
,Nifty PSU Bank,      2522.20,      2526.70,      2545.70,      2513.80,      2521.85,-.35
,Nifty Serv Sector,     21791.10,     21806.00,     21860.85,     21696.20,     21837.70,46.6
,India VIX,12.8400,12.8400,13.0200,12.0225,12.0900,-0.7500
,Nifty Auto,     10687.70,     10741.45,     10743.80,     10646.20,     10685.50,-2.2
,Nifty Metal,      5207.40,      5220.40,      5230.20,      5114.95,      5130.05,-77.35
,Nifty Media,      1794.75,      1806.35,      1811.25,      1799.35,      1805.10,10.35
,NIFTY SMLCAP 100,      9798.40,      9856.20,      9918.75,      9842.65,      9903.10,104.7
,Nifty 200,      8307.85,      8320.65,      8334.40,      8289.35,      8326.50,18.65
,Nifty Div Opps 50,      3340.35,      3347.95,      3348.35,      3320.85,      3333.60,-6.75
,Nifty Commodities,      5118.20,      5120.75,      5130.75,      5091.35,      5109.50,-8.7
,Nifty Consumption,      6370.00,      6395.50,      6395.50,      6352.50,      6377.85,7.85
,Nifty Fin Service,     16376.85,     16411.45,     16458.30,     16347.45,     16438.30,61.45
,Nifty50 Div Point,        72.08,        72.08,        72.08,        72.08,        72.08,0
,Nifty100 Liq 15,      3953.95,      3964.40,      3982.10,      3957.60,      3972.60,18.65
,Nifty CPSE,      2064.10,      2074.85,      2078.50,      2054.00,      2059.20,-4.9
,Nifty GrowSect 15,      7682.85,      7713.75,      7717.25,      7670.85,      7705.90,23.05
,Nifty50 PR 2x Lev,      7389.30,      7413.00,      7442.75,      7347.45,      7428.40,39.1
,Nifty50 PR 1x Inv,       280.45,       280.05,       281.30,       279.45,       279.75,-.7
,Nifty50 TR 2x Lev,      9953.60,      9985.55,     10025.60,      9897.25,     10006.30,52.7
,Nifty50 TR 1x Inv,       241.75,       241.40,       242.45,       240.90,       241.15,-.6
,Nifty50 Value 20,      8051.45,      8058.05,      8061.65,      7997.55,      8040.70,-10.75
,Nifty Mid Liq 15,      6296.85,      6320.25,      6322.20,      6283.75,      6302.80,5.95
,Nifty Pvt Bank,     18232.10,     18259.30,     18325.85,     18205.05,     18274.20,42.1
,NIFTY100 Qualty30,      3627.90,      3638.60,      3639.90,      3614.70,      3625.40,-2.5
,Nifty GS 8 13Yr,      2271.64,      2272.03,      2272.03,      2272.03,      2272.03,.39
,Nifty GS 10Yr,      2065.60,      2065.94,      2065.94,      2065.94,      2065.94,.34
,Nifty GS 10Yr Cln,       955.01,       955.01,       955.01,       955.01,       955.01,0
,Nifty GS 4 8Yr,      2421.52,      2421.91,      2421.91,      2419.56,      2420.21,-1.31
,Nifty GS 11 15Yr,      2423.42,      2423.87,      2423.87,      2420.48,      2421.35,-2.07
,Nifty GS 15YrPlus,      2591.75,      2592.25,      2592.25,      2591.40,      2591.40,-.35
,Nifty GS Compsite,      2312.62,      2313.01,      2313.01,      2311.00,      2311.53,-1.09

,ADVANCES,1165
,DECLINES,804
,UNCHANGED,60

,Total securities that have hit their price bands today,339

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HAPPSTMNDS,EQ,      1136.65,      1190.75,4.76,3325.26
,RPPINFRA,EQ,        66.45,                  8283839.00,123834
,RPPL,SM,       153.80,                  7201950.00,47000
,RPSGVENT,EQ,       572.60,                 44885353.05,77077
,RSSOFTWARE,BE,        36.90,                   672583.40,18288
,RSWM,EQ,       275.75,                 59085718.80,211818
,RSYSTEMS,EQ,       156.25,                 18846184.90,120882
,RTNINDIA,BE,        48.80,                 20304899.20,416084
,RTNPOWER,EQ,         8.85,                 10789973.10,1219206
,RUBYMILLS,EQ,       232.95,                  3693721.75,15731
,RUCHI,EQ,      1103.15,                 67061807.30,60860
,RUCHINFRA,BE,         8.80,                  1261780.35,143999
,RUCHIRA,EQ,        90.00,                 10789440.95,119215
,RUPA,EQ,       495.25,               1119096342.75,2230599
,RUSHIL,BE,       301.75,                 42664700.20,142114
,RVHL,EQ,        20.60,                   471683.95,23109
,RVNL,EQ,        32.20,                131729236.90,4071458
,S&SPOWER,BE,        21.30,                     9435.85,443
,SABEVENTS,BE,         2.80,                    37916.40,13613
,SADBHAV,EQ,        86.45,                278193954.05,3161564
,SADBHIN,EQ,        39.95,                168195303.90,4250175
,SAFARI,EQ,       666.60,                  5686184.05,8463
,SAGARDEEP,BE,        56.55,                  1889338.20,34428
,SAGCEM,EQ,      1121.40,                134218666.25,118662
,SAIL,EQ,       124.35,               4566450620.10,36404209
,SAKAR,EQ,       174.60,                105409507.10,582956
,SAKHTISUG,BE,        20.05,                  3601661.70,179634
,SAKSOFT,EQ,       640.55,                280933868.40,428472
,SAKUMA,EQ,        12.40,                 45963640.90,3789721
,SALASAR,EQ,       697.75,                 20189141.70,28786
,SALONA,EQ,       143.50,                  1250235.85,8813
,SALSTEEL,BE,         6.65,                   225002.60,33835
,SALZERELEC,EQ,       160.00,                  8770615.65,54264
,SAMBHAAV,BE,         4.10,                   221256.55,54024
,SANCO,BE,        10.65,                   167008.15,15844
,SANDESH,EQ,       804.65,                  2473334.35,3048
,SANDHAR,EQ,       246.40,                 19906945.60,80827
,SANGAMIND,EQ,       105.85,                  2040018.95,19145
,SANGHIIND,EQ,        54.30,                135780339.80,2442361
,SANGHVIMOV,EQ,       220.95,                164126288.25,759332
,SANGINITA,EQ,        22.60,                   527460.00,23444
,SANOFI,EQ,      7697.60,                 62097695.65,8072
,SANWARIA,BZ,          .85,                  3432096.60,4179269
,SARDAEN,BE,       637.85,                 22874808.45,35490
,SAREGAMA,BE,      3137.65,                 49132441.20,15699
,SARLAPOLY,EQ,        42.20,                205491343.55,4995400
,SARVESHWAR,SM,        26.00,                    41600.00,1600
,SASKEN,EQ,      1219.40,                241809059.40,199926
,SASTASUNDR,EQ,       310.45,                 49691589.70,161530
,SATIA,EQ,       104.40,                204915927.40,1956691
,SATIN,EQ,        86.50,                 13618268.20,157343
,SATINPP1,E1,        62.00,                   644433.40,10372
,SBCL,EQ,       120.05,                  6451956.35,53697
,SBIETFIT,EQ,       294.57,                   701628.88,2399
,SBIETFPB,EQ,       183.42,                   180463.29,986
,SBIETFQLTY,EQ,       138.15,                   614711.78,4446
,SCAPDVR,EQ,         2.55,                    43676.40,17128
,SCHAEFFLER,EQ,      5585.35,                 33087096.95,5929
,SCHAND,EQ,       114.75,                 10554018.40,91382
,SCHNEIDER,EQ,       123.40,                 71084360.90,567057
,SCI,EQ,       109.15,                135282492.20,1231859
,SDBL,BE,        45.90,                  4834924.80,105305
,SEAMECLTD,EQ,       482.65,                  3347614.40,6859
,SECURKLOUD,EQ,        91.65,                  2270918.95,24759
,SELAN,EQ,       155.70,                  8452518.75,53696
,SEPOWER,BE,         7.30,                   127737.65,17542
,SEQUENT,EQ,       286.40,                814706282.45,2844286
,SERVOTECH,SM,        17.40,                   341600.00,20000
,SESHAPAPER,EQ,       192.45,                 23250551.95,120129
,SETCO,EQ,        23.40,                 15457854.80,667643
,SETF10GILT,EQ,       206.70,                    36382.39,176
,SETFGOLD,EQ,      4219.65,                 39508756.90,9382
,SETFNIF50,EQ,       159.98,                 21431356.06,134152
,SETFNIFBK,EQ,       347.77,                  3639126.59,10480
,SETFNN50,EQ,       399.73,                  2903729.72,7261
,SETUINFRA,BE,         1.85,                   472298.55,255309
,SEYAIND,EQ,        66.85,                 10473075.65,159448
,SFL,EQ,      2276.75,                 66788929.00,28921
,SGBAPR28I,GB,      4750.00,                   388500.01,82
,SGBAUG24,GB,      4739.51,                   928179.29,195
,SGBAUG27,GB,      4760.25,                   118790.91,25
,SGBAUG28V,GB,      4797.87,                  4930559.87,1028
,SGBDC27VII,GB,      4775.00,                   255982.20,54
,SGBDEC2513,GB,      4690.00,                   625040.00,133
,SGBFEB24,GB,      4747.93,                  1873017.45,398
,SGBFEB28IX,GB,      4770.00,                    32990.00,7
,SGBFEB29XI,GB,      4730.00,                   406155.20,86
,SGBJ28VIII,GB,      4760.00,                   166049.96,35
,SGBJAN27,GB,      4750.00,                     4750.00,1
,SGBJAN29IX,GB,      4745.31,                  1723553.26,364
,SGBJAN29X,GB,      4732.00,                    75755.80,16
,SGBJU29III,GB,      4726.06,                   600474.44,127
,SGBJUL25,GB,      4730.00,                   147818.51,31
,SGBJUL28IV,GB,      4741.02,                  5096201.29,1076
,SGBJUN27,GB,      4722.00,                     4722.00,1
,SGBJUN28,GB,      4718.79,                  1285908.16,274
,SGBJUN29II,GB,      4712.69,                   507980.60,108
,SGBMAR24,GB,      4775.20,                   408928.00,86
,SGBMAR25,GB,      4700.00,                   618889.00,132
,SGBMAR28X,GB,      4794.99,                   318510.69,67
,SGBMAY25,GB,      4708.00,                   216480.16,46
,SGBMAY26,GB,      4670.00,                   158782.00,34
,SGBMAY28,GB,      4671.28,                  9916630.07,2126
,SGBMAY29I,GB,      4701.68,                  7712550.38,1641
,SGBMR29XII,GB,      4721.87,                   782253.04,166
,SGBN28VIII,GB,      4732.00,                  1029068.05,218
,SGBNOV23,GB,      4866.64,                   243098.90,50
,SGBNOV24,GB,      4716.57,                   282899.13,60
,SGBNOV258,GB,      4696.00,                    75136.00,16
,SGBNOV25IX,GB,      4697.50,                    28185.00,6
,SGBNOV26,GB,      4719.00,                    37549.00,8
,SGBOC28VII,GB,      4761.00,                   262108.88,55
,SGBOCT25,GB,      4820.00,                    38200.00,8
,SGBOCT25IV,GB,      4700.00,                   107590.00,23
,SGBOCT25V,GB,      4700.00,                    56127.10,12
,SGBOCT27,GB,      4690.00,                    70368.00,15
,SGBOCT27VI,GB,      4729.00,                   212068.00,45
,SGBSEP24,GB,      4750.00,                    99369.00,21
,SGBSEP27,GB,      4720.00,                   259244.90,55
,SGBSEP28VI,GB,      4747.06,                   863933.39,182
,SGL,EQ,        15.85,                 11450769.30,711890
,SHAKTIPUMP,EQ,       788.35,                288081235.20,365990
,SHALBY,EQ,       183.15,                214896625.65,1165051
,SHALPAINTS,EQ,       110.45,                 24061619.40,215011
,SHANKARA,EQ,       465.55,                 54720147.65,116761
,SHANTIGEAR,EQ,       150.80,                 14130378.05,94490
,SHARDACROP,EQ,       359.75,                 71723638.25,200083
,SHARDAMOTR,EQ,       712.00,               1103155028.75,1537637
,SHAREINDIA,EQ,       490.75,                 29596183.95,60248
,SHARIABEES,EQ,       410.78,                   759673.07,1851
,SHEMAROO,BE,       125.25,                  3201786.35,25496
,SHIL,BE,       320.45,                  7237399.40,22553
,SHILPAMED,EQ,       557.20,                297577508.75,529493
,SHIVAMAUTO,BE,        23.75,                   693269.90,29185
,SHIVAMILLS,EQ,        89.60,                  8946501.40,100361
,SHIVATEX,EQ,       179.15,                   800646.15,4472
,SHK,EQ,       183.05,                179723387.90,992972
,SHOPERSTOP,EQ,       237.75,                 55170459.15,228793
,SHRADHA,EQ,        55.95,                   200138.35,3580
,SHREDIGCEM,EQ,        82.10,                 24693902.55,299204
,SHREEPUSHK,EQ,       180.35,                 24301204.80,133096
,SHREERAMA,EQ,        12.90,                  1780984.50,140032
,SHRENIK,BE,         2.00,                  1574167.25,780907
,SHREYANIND,EQ,       111.15,                 30456366.20,274844
,SHREYAS,EQ,       191.15,                 15714593.10,81588
,SHRIPISTON,BE,       950.00,                   228208.15,241
,SHRIRAMCIT,EQ,      1685.75,                 28330998.85,16722
,SHRIRAMEPC,EQ,         4.90,                  3721565.40,759169
,SHUBHLAXMI,SM,        15.00,                    15000.00,1000
,SHYAMCENT,EQ,         9.70,                  3325561.90,341503
,SHYAMMETL,EQ,       371.50,                358362766.05,961818
,SHYAMTEL,EQ,        14.30,                   296231.00,20784
,SICAGEN,BE,        22.50,                   683341.70,30517
,SICAL,EQ,        14.85,                  9214868.40,624064
,SIGIND,EQ,        53.80,                  9108358.35,170643
,SIL,BE,        17.05,                   417714.10,24678
,SILGO,EQ,        46.30,                 39852888.80,883322
,SILINV,EQ,       278.45,                  3153277.80,11187
,SILLYMONKS,BE,        21.65,                    30590.80,1359
,SILVERTUC,SM,        79.90,                   155900.00,2000
,SIMBHALS,BE,        35.75,                  3139600.75,87821
,SIMPLEXINF,EQ,        47.40,                 76355881.95,1594820
,SINTERCOM,EQ,        78.35,                   443064.00,5627
,SINTEX,BE,         4.40,                  9875436.00,2232414
,SIRCA,EQ,       330.25,                 35751700.15,109565
,SIS,EQ,       429.80,                191241014.05,443425
,SITINET,BE,         1.35,                  1683202.95,1246817
,SIYSIL,EQ,       309.20,                 17332100.95,55872
,SJVN,EQ,        27.80,                 28111873.55,1012352
,SKFINDIA,EQ,      2737.00,                 84918067.15,31169
,SKIL,BE,         3.30,                  1088185.60,326964
,SKIPPER,EQ,        90.05,                 58623591.85,643395
,SKMEGGPROD,EQ,        89.55,                 12240878.15,136090
,SMARTLINK,EQ,       110.55,                  5132084.10,45757
,SMCGLOBAL,EQ,        77.50,                 12047198.85,154642
,SMLISUZU,EQ,       477.05,                 27347193.10,57281
,SMSLIFE,EQ,       785.75,                 17015110.80,21479
,SMSPHARMA,EQ,       181.45,                 73978049.60,401139
,SNOWMAN,EQ,        54.75,                231572290.30,4305548
,SOBHA,EQ,       464.80,                215864112.05,463751
,SOFTTECH,SM,       107.00,                  1011440.00,9600
,SOLARA,EQ,      1719.05,                420825313.65,241666
,SOLARINDS,EQ,      1611.10,                 30872975.90,19159
,SOMANYCERA,BE,       630.00,                 85578175.15,136797
,SOMATEX,BE,         7.35,                   184490.15,25454
,SOMICONVEY,EQ,        59.40,                  3152275.60,51988
,SONACOMS,EQ,       377.45,               1699120507.75,4600866
,SONAMCLOCK,SM,        58.45,                   525600.00,9000
,SONATSOFTW,EQ,       753.40,                134248214.15,176176
,SORILINFRA,EQ,       143.20,                  3343569.45,23283
,SOTL,EQ,      1392.85,                 87849298.40,63265
,SOUTHBANK,EQ,        12.90,                175765804.90,13581716
,SOUTHWEST,EQ,        40.50,                  1204882.85,29436
,SPAL,EQ,       226.35,                 22270344.40,99434
,SPANDANA,EQ,       669.10,                 39275123.40,58879
,SPARC,EQ,       238.75,                579125536.55,2409898
,SPECIALITY,EQ,        63.30,                  7040636.20,110180
,SPENCERS,EQ,        79.70,                 44371178.25,556387
,SPENTEX,BZ,          .85,                    45464.10,53196
,SPIC,EQ,        48.15,                 66037150.60,1372256
,SPICEJET,EQ,        78.00,                310734643.60,3953050
,SPLIL,EQ,        43.45,                  1487872.80,34256
,SPMLINFRA,BE,        11.50,                   495875.95,43959
,SPTL,BE,         5.50,                  9771738.50,1813208
,SREEL,EQ,       193.35,                  6268070.75,32197
,SREIBNPNCD,NU,       339.50,                    16567.50,48
,SREIBNPNCD,Y2,       361.00,                    18348.00,48
,SREIBNPNCD,YA,       440.00,                    28354.00,63
,SREIBNPNCD,NO,       334.00,                     3340.00,10
,SREIBNPNCD,NL,       386.00,                    19280.00,50
,SREIBNPNCD,Y8,       350.00,                    13575.00,38
,SREIBNPNCD,NX,       390.00,                    29250.00,75
,SREIBNPNCD,NY,       395.00,                     3950.00,10
,SREINFRA,EQ,        12.95,                  9160881.80,707404
,SRF,EQ,      7496.00,               1560295717.15,209002
,SRHHYPOLTD,EQ,       328.50,                 13245857.50,39874
,SRIPIPES,EQ,       220.95,                 40798068.65,183648
,SRPL,BE,        37.05,                    29045.80,776
,SRTRANSFIN,EQ,      1362.20,               1151840658.55,845710
,SRTRANSFIN,YN,      1332.22,                  1993323.25,1495
,SRTRANSFIN,YU,      1311.00,                     1311.00,1
,SRTRANSFIN,ZD,      1015.00,                    30450.00,30
,SRTRANSFIN,Z4,      1027.00,                    51350.00,50
,SRTRANSFIN,ZA,      1170.00,                    58500.00,50
,SRTRANSFIN,YI,      1075.00,                    11825.00,11
,SRTRANSFIN,YR,      1080.00,                    64800.00,60
,SRTRANSFIN,YY,      1119.78,                     2369.78,2
,SRTRANSFIN,YK,      1027.30,                   858357.15,836
,SRTRANSFIN,YQ,      1066.50,                   278106.12,261
,SRTRANSFIN,YL,      1075.85,                   107135.00,100
,SRTRANSFIN,Z6,      1090.00,                    16350.00,15
,SRTRANSFIN,ZJ,      1129.00,                    16650.25,15
,SRTRANSFIN,Z5,      1085.10,                   184512.00,170
,SRTRANSFIN,YP,      1075.00,                     1075.00,1
,SRTRANSFIN,YO,      1022.01,                   153301.00,150
,SSINFRA,SM,         9.20,                   110100.00,12000
,SSWL,EQ,       935.20,                118325580.95,127551
,STAR,EQ,       781.80,                618524161.15,790106
,STARCEMENT,EQ,       108.25,                 40962147.40,372884
,STARPAPER,EQ,       151.45,                127862130.00,852611
,STCINDIA,EQ,       108.70,                 10658438.80,97450
,STEELCITY,EQ,        51.45,                  1505602.30,29438
,STEELXIND,EQ,        74.05,                134820380.75,1860136
,STEL,EQ,       113.55,                  1658315.60,14479
,STERTOOLS,EQ,       182.65,                 16830962.25,91871
,STLTECH,EQ,       281.35,                758433748.60,2669330
,STOVEKRAFT,EQ,       732.75,                145654865.40,195987
,SUBCAPCITY,BE,        23.00,                     5750.00,250
,SUBEXLTD,EQ,        57.45,                661564301.10,11475116
,SUBROS,EQ,       313.40,                 24637737.75,78268
,SUDARSCHEM,EQ,       767.10,               2339955747.00,3029594
,SUMEETINDS,BE,         7.80,                   385421.40,49413
,SUMICHEM,EQ,       385.10,                344671534.75,888875
,SUMIT,EQ,        14.55,                  2899966.25,197038
,SUMMITSEC,EQ,       642.60,                  3699977.30,5729
,SUNCLAYLTD,EQ,      3400.00,                 14789489.00,4322
,SUNDARAM,BE,         1.90,                   715739.50,376705
,SUNDARMFIN,EQ,      2664.25,                 38956380.75,14642
,SUNDARMHLD,EQ,        75.25,                 16337366.80,217144
,SUNDRMBRAK,EQ,       428.05,                  2834954.75,6616
,SUNDRMFAST,EQ,       824.30,                165296308.65,201134
,SUNFLAG,EQ,        81.70,                 24180766.05,294821
,SUNTECK,EQ,       298.35,                 93915209.95,313141
,SUNTV,EQ,       528.40,                673987514.10,1275231
,SUPERHOUSE,EQ,       153.75,                  6550237.45,42923
,SUPERSPIN,BE,         8.25,                   476671.90,57059
,SUPPETRO,BE,       726.45,                 32458962.75,44471
,SUPRAJIT,EQ,       284.55,                 29186439.40,102141
,SUPREMEENG,BE,        37.40,                   382429.60,10209
,SUPREMEIND,EQ,      2203.85,                459918803.55,212522
,SURANASOL,EQ,        12.60,                   775415.75,61409
,SURANAT&P,EQ,         7.25,                  4174168.00,573927
,SURANI,SM,        21.90,                    43800.00,2000
,SURYALAXMI,BE,        56.65,                  2596898.35,46516
,SURYAROSNI,EQ,       535.05,                 45376410.30,85120
,SURYODAY,EQ,       221.15,                 10302440.50,46511
,SUTLEJTEX,EQ,        57.05,                 13818074.40,243866
,SUULD,EQ,       668.40,                 23112567.65,34565
,SUVEN,EQ,        89.05,                 40696837.35,452190
,SUVENPHAR,EQ,       490.20,                143508015.70,292933
,SUVIDHAA,EQ,        25.95,                 16082187.85,621863
,SUZLON,EQ,         8.80,                 51818289.60,5888442
,SWANENERGY,EQ,       142.75,                 20365021.10,144935
,SWARAJENG,EQ,      1776.05,                 73419408.05,41015
,SWELECTES,EQ,       223.15,                  3313396.60,14778
,SWSOLAR,EQ,       287.15,               1657021790.20,5906378
,SYMPHONY,EQ,      1019.50,                 90673201.30,88253
,SYNGENE,EQ,       588.60,                236159364.65,399447
,TAINWALCHM,EQ,        81.00,                  4541290.85,56508
,TAJGVK,EQ,       136.40,                 12332817.65,90195
,TAKE,EQ,        66.00,                445524125.25,6853386
,TALBROAUTO,EQ,       291.50,                 28624089.25,97512
,TANLA,BE,       842.85,                121442179.60,146334
,TANTIACONS,BZ,         7.10,                   143354.85,20275
,TARACHAND,SM,        38.35,                   384500.00,10000
,TARAPUR,BE,         5.45,                    33330.65,6226
,TARC,EQ,        34.55,                 38169523.25,1083229
,TARMAT,EQ,        61.30,                  1784196.55,28972
,TASTYBITE,EQ,     17488.35,                 28599210.95,1644
,TATACAPHSG,NA,      1115.00,                    32335.00,29
,TATACAPHSG,N2,      1050.00,                    78750.00,75
,TATACAPHSG,N6,      1070.01,                    57780.90,54
,TATACAPHSG,N8,      1050.10,                     2100.20,2
,TATACHEM,EQ,       767.70,              10076474162.65,13309645
,TATACOFFEE,EQ,       186.40,                442869557.50,2398669
,TATACOMM,EQ,      1329.00,                550569328.00,415271
,TATAELXSI,EQ,      4429.55,               1900345226.85,434335
,TATAINVEST,EQ,      1145.20,                 68862983.95,60089
,TATAMETALI,EQ,      1106.35,                 73868315.05,66604
,TATAMTRDVR,EQ,       156.00,                231574588.45,1482825
,TATAPOWER,EQ,       120.95,               2770147808.40,22789936
,TATASTLBSL,EQ,        89.10,                499784132.75,5612151
,TATASTLLP,BE,       939.75,                 17219945.30,18272
,TBZ,EQ,        78.75,                 23574813.00,297472
,TCFSL,NJ,      1155.00,                  1382749.55,1204
,TCFSL,NB,      1070.06,                   774631.00,724
,TCFSL,NF,      1210.00,                    90305.25,75
,TCFSL,NL,      1165.00,                   198030.00,170
,TCFSL,ND,      1127.93,                  1692542.60,1505
,TCI,EQ,       410.25,                 21521828.60,52284
,TCIDEVELOP,EQ,       388.45,                   208633.70,538
,TCIEXP,EQ,      1435.40,                 55367201.85,38551
,TCIFINANCE,EQ,         6.00,                    10452.80,1742
,TCNSBRANDS,EQ,       580.65,                 37860010.45,65092
,TCPLPACK,EQ,       539.30,                 53260088.95,97056
,TDPOWERSYS,EQ,       187.35,                  8017846.65,43063
,TEAMLEASE,EQ,      3599.95,                 52827365.20,14599
,TECHIN,BE,         5.65,                    33283.90,5786
,TECHNOE,EQ,       323.90,                 12555060.20,38660
,TEJASNET,BE,       181.95,                 23294940.10,128731
,TEMBO,BE,       186.95,                   468080.75,2495
,TERASOFT,EQ,        55.50,                  3063766.50,54932
,TEXINFRA,EQ,        66.40,                  2823670.20,42781
,TEXMOPIPES,EQ,        52.75,                 18757378.45,351368
,TEXRAIL,EQ,        37.60,                 82123412.95,2149102
,TFCILTD,EQ,        74.85,                 34822910.95,456940
,TFL,BE,         4.35,                    56364.65,12559
,TGBHOTELS,BE,         8.90,                   371312.30,41636
,THANGAMAYL,EQ,       825.40,                 10837928.55,13133
,THEINVEST,EQ,       109.10,                  2824833.35,26100
,THEJO,SM,      2900.00,                   579900.00,200
,THEMISMED,EQ,       669.30,                  6137549.90,9166
,THERMAX,EQ,      1490.10,                258461614.75,171287
,THOMASCOOK,EQ,        63.80,                 19834064.70,309711
,THOMASCOTT,BE,        18.60,                    52210.20,2807
,THYROCARE,EQ,      1318.05,                422409606.45,320098
,TI,EQ,        38.10,                 16453769.40,431664
,TIDEWATER,EQ,     13136.20,                 74578582.45,5750
,TIIL,EQ,       551.25,                 53589377.65,97445
,TIINDIA,EQ,      1175.65,                150853059.75,128006
,TIJARIA,EQ,         9.35,                   267827.35,28535
,TIL,BE,       177.00,                   477018.15,2686
,TIMESGTY,EQ,        52.60,                   413507.40,7834
,TIMETECHNO,EQ,        89.90,                 95955244.20,1069336
,TIMKEN,EQ,      1458.50,                 95238637.65,64580
,TINPLATE,EQ,       219.60,                169681624.10,765786
,TIPSINDLTD,BE,      1404.70,                 25987611.55,18455
,TIRUMALCHM,EQ,       156.80,                512203271.95,3274117
,TIRUPATIFL,BE,        33.50,                    31921.00,952
,TMRVL,BE,        18.20,                   729524.05,39848
,TNPETRO,EQ,       121.60,                117535519.10,966744
,TNPL,EQ,       155.95,                 41531217.15,263684
,TNTELE,BE,         7.80,                   183991.45,24104
,TOKYOPLAST,EQ,        99.00,                  3117705.30,31844
,TORNTPOWER,EQ,       464.65,                378475996.20,820426
,TOTAL,EQ,        50.35,                   800132.50,15888
,TOUCHWOOD,EQ,        85.75,                   594510.55,6883
,TPLPLASTEH,EQ,       242.30,                  1014000.00,4177
,TRANSWIND,SM,         5.50,                    88000.00,16000
,TREEHOUSE,BE,        11.95,                  2684262.70,228619
,TREJHARA,EQ,        62.80,                 10446771.75,170000
,TRENT,EQ,       899.80,               1742701428.55,1945993
,TRF,BE,       141.90,                  3897679.55,27407
,TRIDENT,EQ,        16.40,                 74485260.05,4533156
,TRIGYN,EQ,       126.70,                 17486539.45,136410
,TRIL,EQ,        31.40,                  8090104.05,256131
,TRITURBINE,EQ,       122.15,                 23145516.80,187868
,TRIVENI,EQ,       205.50,                415361430.80,2036338
,TTKHLTCARE,EQ,       679.35,                 20815428.25,30450
,TTKPRESTIG,EQ,      9425.65,                 99694209.55,10611
,TTL,BE,        66.20,                  1639778.05,25073
,TTML,BE,        49.10,                 23782272.40,484364
,TV18BRDCST,EQ,        42.65,                304863508.65,7127660
,TVSELECT,EQ,       172.00,                 36658098.75,214974
,TVSMOTOR,EQ,       612.00,               1420491401.65,2301039
,TVSSRICHAK,EQ,      2074.30,                 16653233.00,8034
,TVTODAY,EQ,       304.15,                 25860587.00,85357
,TVVISION,BE,         2.10,                     4155.75,2131
,TWL,EQ,        71.65,                155989869.65,2182201
