,15-Jul-2021
The Nifty witnessed an intraday movement of about 97.35 points.The closing index was 0.44 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 62013.69
, Traded Quantity (in Lakhs), 25222.53
, Number of Trades, 21792678
, Total Market Capitalisation (Rs. Crores), 23206523.8

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15853.95,     15872.15,     15952.35,     15855.00,     15924.20,70.25
,NIFTY50 EQL Wgt,     17849.00,     17867.15,     17928.90,     17827.00,     17900.20,51.2
,NIFTY100 EQL Wgt,     19025.20,     19064.40,     19099.40,     19044.45,     19082.20,57
,NIFTY100 LowVol30,     12347.55,     12371.55,     12431.30,     12356.90,     12420.60,73.05
,NIFTY Alpha 50,     27522.80,     27642.25,     28182.70,     27607.15,     28137.90,615.1
,NIFTY MIDCAP 150,     10435.85,     10469.30,     10483.00,     10457.20,     10472.30,36.45
,NIFTY SMLCAP 50,      5147.55,      5162.80,      5237.90,      5162.00,      5231.00,83.45
,NIFTY SMLCAP 250,      8917.10,      8950.90,      8993.40,      8950.15,      8979.10,62
,NIFTY MIDSML 400,      9887.00,      9920.55,      9943.50,      9916.15,      9932.40,45.4
,NIFTY200 QUALTY30,     13549.50,     13596.90,     13695.45,     13592.00,     13668.95,119.45
,Nifty FinSrv25 50,     16874.15,     16914.25,     17027.50,     16861.90,     16982.25,108.1
,NIFTY AlphaLowVol,     15899.85,     15927.15,     16018.50,     15916.45,     16004.60,104.75
,Nifty200Momentm30,     18063.60,     18088.55,     18208.10,     18075.65,     18173.15,109.55
,Nifty100ESGSecLdr,      2691.30,      2694.80,      2706.45,      2693.30,      2702.60,11.3
,Nifty IT,     29339.85,     29303.35,     29835.90,     29284.80,     29718.05,378.2
,Nifty Next 50,     38874.00,     38987.20,     39066.65,     38930.80,     39001.85,127.85
,Nifty Bank,     35668.25,     35757.45,     35985.25,     35625.70,     35907.65,239.4
,NIFTY MIDCAP 100,     27623.30,     27705.95,     27777.35,     27675.30,     27754.70,131.4
,Nifty 500,     13661.10,     13686.35,     13738.60,     13677.35,     13720.35,59.25
,Nifty 100,     16091.50,     16114.10,     16184.70,     16100.15,     16160.20,68.7
,Nifty Midcap 50,      7654.50,      7667.25,      7685.60,      7654.85,      7672.20,17.7
,Nifty Realty,       377.20,       378.70,       394.30,       376.30,       393.05,15.85
,Nifty Infra,      4402.15,      4412.85,      4436.90,      4408.15,      4420.95,18.8
,Nifty Energy,     19524.75,     19545.00,     19560.30,     19397.55,     19436.50,-88.25
,Nifty FMCG,     36073.20,     36181.15,     36223.20,     35948.40,     36182.95,109.75
,Nifty MNC,     17647.95,     17688.25,     17702.40,     17638.70,     17676.05,28.1
,Nifty Pharma,     14507.00,     14530.60,     14564.20,     14444.30,     14467.45,-39.55
,Nifty PSE,      3615.90,      3617.75,      3620.10,      3586.60,      3589.60,-26.3
,Nifty PSU Bank,      2480.15,      2489.15,      2491.75,      2465.55,      2471.95,-8.2
,Nifty Serv Sector,     22130.60,     22144.05,     22309.70,     22120.75,     22254.25,123.65
,India VIX,12.5900,12.5900,12.9450,11.0825,12.2700,-0.3200
,Nifty Auto,     10467.90,     10480.95,     10488.25,     10404.25,     10426.00,-41.9
,Nifty Metal,      5299.95,      5300.55,      5358.10,      5285.45,      5335.40,35.45
,Nifty Media,      1814.25,      1818.45,      1822.50,      1801.60,      1807.85,-6.4
,NIFTY SMLCAP 100,     10235.80,     10267.30,     10364.90,     10266.20,     10333.15,97.35
,Nifty 200,      8411.75,      8425.30,      8459.65,      8418.35,      8448.20,36.45
,Nifty Div Opps 50,      3361.75,      3363.90,      3390.50,      3362.35,      3383.75,22
,Nifty Commodities,      5246.45,      5249.45,      5272.85,      5236.05,      5264.10,17.65
,Nifty Consumption,      6365.95,      6380.15,      6380.15,      6345.00,      6359.15,-6.8
,Nifty Fin Service,     16823.05,     16866.95,     16976.65,     16803.80,     16926.30,103.25
,Nifty50 Div Point,        80.35,        83.96,        83.96,        83.96,        83.96,3.61
,Nifty100 Liq 15,      4048.70,      4057.25,      4074.75,      4047.85,      4066.70,18
,Nifty CPSE,      2076.30,      2073.45,      2075.50,      2051.30,      2053.45,-22.85
,Nifty GrowSect 15,      7631.50,      7645.10,      7646.40,      7606.05,      7630.85,-.65
,Nifty50 PR 2x Lev,      7543.70,      7560.35,      7636.45,      7547.30,      7609.90,66.2
,Nifty50 PR 1x Inv,       277.65,       277.35,       277.60,       275.95,       276.45,-1.2
,Nifty50 TR 2x Lev,     10172.30,     10199.40,     10302.00,     10181.80,     10266.20,93.9
,Nifty50 TR 1x Inv,       239.20,       238.90,       239.10,       237.70,       238.10,-1.1
,Nifty50 Value 20,      8075.35,      8073.15,      8161.80,      8069.20,      8145.40,70.05
,Nifty Mid Liq 15,      6474.30,      6483.70,      6504.60,      6475.30,      6482.40,8.1
,Nifty Pvt Bank,     18694.00,     18731.05,     18862.55,     18669.00,     18810.00,116
,NIFTY100 Qualty30,      3632.10,      3639.60,      3660.20,      3636.15,      3652.40,20.3
,Nifty GS 8 13Yr,      2261.75,      2262.14,      2263.21,      2262.11,      2262.77,1.02
,Nifty GS 10Yr,      2047.00,      2047.34,      2049.20,      2047.11,      2048.36,1.36
,Nifty GS 10Yr Cln,       944.32,       944.32,       945.18,       944.21,       944.79,.47
,Nifty GS 4 8Yr,      2426.64,      2427.03,      2429.46,      2426.46,      2427.14,.5
,Nifty GS 11 15Yr,      2419.23,      2419.68,      2422.46,      2417.73,      2418.38,-.85
,Nifty GS 15YrPlus,      2571.66,      2572.16,      2574.34,      2571.00,      2571.00,-.66
,Nifty GS Compsite,      2310.65,      2311.05,      2313.20,      2310.39,      2310.98,.33

,ADVANCES,927
,DECLINES,1067
,UNCHANGED,69

,Total securities that have hit their price bands today,336

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,LTTS,EQ,      2910.95,      3461.25,18.9,1965.76
,RESPONIND,EQ,       137.75,                  3321171.35,23978
,REVATHI,EQ,       700.35,                   766466.35,1086
,RGL,EQ,       557.95,                 16692972.50,29960
,RHFL,BE,         4.75,                  7653395.30,1597572
,RHFL,N8,       164.11,                      164.11,1
,RICOAUTO,EQ,        52.00,                249355799.05,4742082
,RIIL,EQ,       775.90,                302671878.65,387065
,RITES,EQ,       284.30,                147086442.50,509593
,RKDL,EQ,        13.45,                  2288918.40,165948
,RKEC,EQ,       105.40,                  6088063.70,57315
,RKFORGE,EQ,       748.00,                 89813314.00,119722
,RMCL,BZ,         2.55,                    13096.80,5136
,RMDRIP,SM,        22.30,                   266400.00,12000
,RML,EQ,       419.35,                 22354555.90,53199
,RNAVAL,BZ,         3.45,                  2123740.65,615577
,ROHLTD,EQ,        86.20,                 21806031.45,248483
,ROLLT,EQ,         3.20,                   630992.40,199218
,ROLTA,EQ,         8.30,                 12155654.45,1431300
,ROML,EQ,        80.80,                   440937.80,5453
,ROSSARI,EQ,      1169.30,                236613619.50,201323
,ROSSELLIND,EQ,       166.15,                 29377437.30,174969
,ROUTE,EQ,      2133.15,               3155217876.50,1445698
,RPGLIFE,EQ,       468.85,                 32559046.85,69178
,RPOWER,BE,        13.10,                155091766.85,11691474
,RPPINFRA,EQ,        77.80,                 48590465.50,625227
,RPPL,SM,       162.00,                   492950.00,3000
,RPSGVENT,EQ,       593.15,                 85957968.50,143258
,RSSOFTWARE,BE,        36.55,                  2072576.85,57514
,RSWM,EQ,       335.70,                 29035942.15,85969
,RSYSTEMS,EQ,       173.00,                 87547021.60,510775
,RTNINDIA,BE,        50.20,                175972878.90,3512019
,RTNPOWER,BE,         7.30,                125855530.35,17272681
,RUBYMILLS,EQ,       280.35,                 20132626.25,69735
,RUCHI,EQ,      1111.10,                 30141190.20,26942
,RUCHINFRA,BE,         8.70,                   842898.05,95482
,RUCHIRA,EQ,        99.60,                 13450001.40,133549
,RUPA,EQ,       483.70,                 97403104.75,200404
,RUSHIL,BE,       290.75,                  2524463.10,8664
,RVHL,EQ,        21.75,                  2541687.60,118228
,RVNL,EQ,        31.75,                 66265651.05,2082715
,S&SPOWER,BE,        19.95,                   103647.80,5010
,SABEVENTS,BE,         2.60,                    45460.55,17262
,SADBHAV,EQ,        79.70,                126773879.15,1567917
,SADBHIN,EQ,        33.75,                 53144315.50,1545482
,SAFARI,EQ,       781.80,                 22511107.75,28665
,SAGARDEEP,BE,        67.45,                 10891187.55,162350
,SAGCEM,EQ,      1135.80,                 77146221.75,67490
,SAIL,EQ,       126.15,               4852359830.95,38444821
,SAKAR,EQ,       174.05,                  5261118.30,30227
,SAKHTISUG,BE,        19.85,                  8637742.40,434270
,SAKSOFT,EQ,       698.40,                164882722.15,232129
,SAKUMA,EQ,        14.35,                 26286249.95,1841822
,SALASAR,EQ,       352.10,                 19457234.40,55541
,SALONA,EQ,       181.05,                  5746623.30,31412
,SALSTEEL,BE,        10.00,                   366090.00,36609
,SALZERELEC,EQ,       176.10,                 24532021.75,137407
,SAMBHAAV,BE,         3.80,                   102134.25,26781
,SANCO,BE,        10.30,                    67851.70,6619
,SANDESH,EQ,       915.25,                 28043346.00,29816
,SANDHAR,EQ,       290.05,                 64324028.20,221225
,SANGAMIND,EQ,       140.40,                 14473840.20,99433
,SANGHIIND,EQ,        60.20,                276312426.55,4566046
,SANGHVIMOV,EQ,       207.15,                 56453211.90,269869
,SANGINITA,EQ,        28.55,                  1498048.40,51926
,SANOFI,EQ,      7890.75,                114628860.85,14444
,SANWARIA,BZ,          .80,                  2855797.40,3642866
,SARDAEN,BE,       646.25,                 20351672.45,31385
,SAREGAMA,BE,      3393.25,                 30886067.70,9077
,SARLAPOLY,EQ,        41.90,                 13031423.40,305777
,SARVESHWAR,SM,        24.00,                    76800.00,3200
,SASKEN,EQ,      1324.70,                280458680.40,210713
,SASTASUNDR,BE,       331.70,                  9257388.70,27763
,SATIA,EQ,       105.70,                409636594.65,3843752
,SATIN,EQ,        89.30,                 23297436.00,257229
,SBCL,EQ,       118.75,                  1194209.45,9996
,SBIETFIT,EQ,       300.00,                   744936.87,2486
,SBIETFPB,EQ,       187.42,                   374543.19,1996
,SBIETFQLTY,EQ,       140.39,                   421352.08,3014
,SCAPDVR,EQ,         2.35,                   163783.25,69695
,SCHAEFFLER,EQ,      5424.25,                 22038479.15,4044
,SCHAND,EQ,       133.10,                118845959.95,878589
,SCHNEIDER,EQ,       130.40,                 73657042.15,557997
,SCI,EQ,       113.85,                398901977.40,3457588
,SDBL,BE,        45.00,                  3666760.80,81243
,SEAMECLTD,EQ,       477.10,                  2321247.05,4835
,SECURCRED,SM,        24.60,                    61020.00,2400
,SECURKLOUD,EQ,        87.20,                  2649875.25,30022
,SELAN,EQ,       151.25,                 12113149.65,79502
,SEPOWER,BE,         8.20,                   617123.80,75259
,SEQUENT,EQ,       288.10,               1604487990.35,5595345
,SERVOTECH,SM,        17.25,                   970000.00,56000
,SESHAPAPER,EQ,       215.85,                 71436671.45,320417
,SETCO,EQ,        22.05,                  6882570.15,307982
,SETF10GILT,EQ,       205.00,                    77640.30,380
,SETFGOLD,EQ,      4297.95,                 22815280.00,5314
,SETFNIF50,EQ,       162.07,                 19002003.32,117292
,SETFNIFBK,EQ,       359.00,                191921335.34,534384
,SETFNN50,EQ,       403.95,                  2970607.86,7336
,SETUINFRA,BE,         1.75,                  1131752.95,666076
,SEYAIND,EQ,        64.75,                  1318726.95,20336
,SFL,EQ,      2379.60,                 18261629.85,7614
,SGBAPR28I,GB,      4734.07,                  1048854.65,222
,SGBAUG24,GB,      4755.00,                   538689.21,113
,SGBAUG27,GB,      4750.00,                    85439.04,18
,SGBAUG28V,GB,      4800.92,                  5866304.63,1224
,SGBDC27VII,GB,      4800.00,                     4800.00,1
,SGBDEC2512,GB,      4794.00,                     4794.00,1
,SGBDEC26,GB,      4800.00,                   100782.00,21
,SGBFEB24,GB,      4727.68,                   387619.00,82
,SGBFEB27,GB,      4794.99,                     9589.98,2
,SGBFEB29XI,GB,      4733.00,                   629555.20,133
,SGBJ28VIII,GB,      4706.00,                     4706.00,1
,SGBJAN26,GB,      4729.40,                    33009.00,7
,SGBJAN29IX,GB,      4734.99,                  1392425.40,294
,SGBJAN29X,GB,      4735.10,                  1369872.06,289
,SGBJU29III,GB,      4718.62,                   283309.00,60
,SGBJUL25,GB,      4749.99,                    85274.98,18
,SGBJUL28IV,GB,      4711.40,                  5362397.79,1138
,SGBJUN27,GB,      4719.00,                     9479.00,2
,SGBJUN28,GB,      4699.00,                  1134194.28,241
,SGBJUN29II,GB,      4711.00,                   438190.50,93
,SGBMAR24,GB,      4733.98,                   367655.72,78
,SGBMAR25,GB,      4710.01,                    37650.02,8
,SGBMAR28X,GB,      4720.00,                   165372.10,35
,SGBMAY25,GB,      4715.00,                   424349.90,90
,SGBMAY26,GB,      4700.05,                    84595.40,18
,SGBMAY28,GB,      4697.51,                  2552540.19,545
,SGBMAY29I,GB,      4704.12,                 12910440.82,2745
,SGBMR29XII,GB,      4721.19,                  1010496.66,214
,SGBN28VIII,GB,      4730.00,                  1102031.41,233
,SGBNOV23,GB,      4850.00,                   246732.22,51
,SGBNOV24,GB,      4726.87,                   108645.00,23
,SGBNOV258,GB,      4789.00,                     4789.00,1
,SGBNOV25VI,GB,      4750.00,                    95000.00,20
,SGBOC28VII,GB,      4726.83,                   378333.93,80
,SGBOCT25,GB,      4700.00,                  3497496.60,744
,SGBOCT25IV,GB,      4690.05,                   113330.05,24
,SGBOCT25V,GB,      4702.01,                    94040.10,20
,SGBOCT26,GB,      4710.00,                    61230.00,13
,SGBOCT27,GB,      4710.00,                   117560.00,25
,SGBOCT27VI,GB,      4686.00,                    89220.00,19
,SGBSEP24,GB,      4743.98,                   217767.72,46
,SGBSEP27,GB,      4701.00,                   202143.10,43
,SGBSEP28VI,GB,      4767.00,                  1146459.77,241
,SGL,EQ,        14.80,                   824471.45,55434
,SHAKTIPUMP,EQ,       819.75,                156365974.60,191189
,SHALBY,EQ,       192.30,                 43721635.85,226181
,SHALPAINTS,EQ,       114.70,                142686696.10,1230951
,SHANKARA,EQ,       533.00,                241566465.35,456245
,SHANTIGEAR,EQ,       149.15,                 12779056.80,84271
,SHARDACROP,EQ,       359.40,                 59650276.85,164514
,SHARDAMOTR,BE,       636.25,                  7531065.85,11690
,SHAREINDIA,EQ,       488.50,                 31053465.85,64215
,SHARIABEES,EQ,       405.90,                   296797.66,728
,SHEMAROO,BE,       150.85,                  9838437.00,65220
,SHIL,BE,       378.95,                 39275780.80,105071
,SHILPAMED,EQ,       604.00,                791446033.05,1312433
,SHIVAMAUTO,BE,        25.45,                   932029.90,36622
,SHIVAMILLS,EQ,        92.00,                  2389830.30,25487
,SHIVATEX,EQ,       187.85,                  3227467.60,17115
,SHK,EQ,       168.65,                 40364289.65,238250
,SHOPERSTOP,EQ,       247.90,                 35831407.55,142908
,SHRADHA,EQ,        54.20,                   128258.45,2307
,SHREDIGCEM,EQ,        88.25,                 59315691.75,668918
,SHREEPUSHK,EQ,       181.90,                 26983525.05,146719
,SHREERAMA,EQ,        12.50,                  4168148.60,329939
,SHRENIK,BE,         2.05,                  2587356.55,1255440
,SHREYANIND,EQ,       116.85,                  4569785.35,38935
,SHREYAS,EQ,       200.30,                 31293282.55,152992
,SHRIPISTON,BE,       925.20,                  1217410.55,1344
,SHRIRAMCIT,EQ,      1789.80,                 17383634.95,9639
,SHRIRAMEPC,EQ,         5.45,                 11448006.45,2068006
,SHYAMCENT,EQ,        14.00,                 72807843.60,5425357
,SHYAMMETL,EQ,       406.20,                404532874.15,988576
,SICAGEN,BE,        25.10,                   612089.95,24208
,SICAL,EQ,        13.60,                  5608409.60,407531
,SIDDHIKA,SM,        63.20,                   769100.00,12000
,SIGIND,EQ,        52.75,                  6608007.15,122416
,SIL,BE,        16.95,                   134150.30,7990
,SILGO,EQ,        41.65,                  6634061.80,158868
,SILINV,EQ,       332.50,                  5116057.75,15442
,SILLYMONKS,BE,        21.70,                     3692.10,166
,SILVERTUC,SM,        88.25,                   180750.00,2000
,SIMBHALS,BE,        38.65,                  2054071.50,53023
,SIMPLEXINF,EQ,        50.95,                 12810173.95,248904
,SINTERCOM,EQ,        79.80,                  7212325.10,90661
,SINTEX,BE,         4.70,                  9291990.50,2001260
,SIRCA,EQ,       326.20,                  6817814.75,20843
,SIS,EQ,       498.50,                130548438.45,261174
,SITINET,BE,         1.55,                  3326185.00,2142801
,SIYSIL,EQ,       406.50,                 62477950.10,151322
,SJVN,EQ,        28.50,                 43425447.85,1515499
,SKFINDIA,EQ,      2586.40,                 29425678.15,11296
,SKIL,BE,         3.80,                  2037398.25,528722
,SKIPPER,EQ,        86.65,                 77512750.50,872056
,SKMEGGPROD,EQ,        90.75,                 14940772.50,163502
,SKSTEXTILE,SM,        20.55,                    20550.00,1000
,SMARTLINK,EQ,       121.95,                 12919871.65,104256
,SMCGLOBAL,EQ,        92.90,                117097757.30,1253131
,SMLISUZU,EQ,       613.80,                 79370163.20,128144
,SMSLIFE,EQ,       746.75,                  5814831.05,7761
,SMSPHARMA,EQ,       175.00,                 13507507.20,76682
,SNOWMAN,EQ,        53.10,                 61927771.40,1156432
,SOBHA,EQ,       673.50,               3686304389.20,5784159
,SOLARA,EQ,      1663.80,                 39402078.95,23573
,SOLARINDS,EQ,      1666.50,                121695619.30,72432
,SOLEX,SM,        50.90,                   610800.00,12000
,SOMANYCERA,BE,       668.95,                 14799228.85,22185
,SOMATEX,BE,         6.90,                   140426.25,20435
,SOMICONVEY,EQ,        59.80,                  2095360.40,34517
,SONACOMS,EQ,       394.70,                292386044.75,727281
,SONAMCLOCK,SM,        56.70,                   688050.00,12000
,SONATSOFTW,EQ,       785.20,                757861373.75,952306
,SORILINFRA,EQ,       142.30,                  6006580.65,42078
,SOTL,EQ,      1511.95,                 71717825.00,46993
,SOUTHBANK,EQ,        12.35,                111735467.60,8980051
,SOUTHWEST,EQ,        53.05,                 26023707.65,472785
,SPAL,EQ,       290.15,                120117443.30,410390
,SPANDANA,EQ,       697.80,                 47901234.40,68407
,SPARC,EQ,       250.95,                330568036.80,1294948
,SPECIALITY,EQ,        71.75,                 24273120.55,337806
,SPENCERS,EQ,        95.05,                751047583.20,7853457
,SPENTEX,BZ,         1.15,                    25057.35,21789
,SPIC,EQ,        64.80,                412447978.55,6346439
,SPICEJET,EQ,        78.95,                321082262.10,4035289
,SPLIL,EQ,        51.90,                 17660293.95,333105
,SPMLINFRA,BE,        11.80,                   360367.55,30832
,SPTL,BE,         5.90,                 11304462.35,1924184
,SREEL,EQ,       187.30,                  2433235.45,12873
,SREIBNPNCD,NO,       322.00,                    16422.00,51
,SREIBNPNCD,NJ,       385.00,                    64900.50,170
,SREIBNPNCD,Y2,       377.11,                    51155.00,140
,SREIBNPNCD,NV,       300.00,                    34252.80,121
,SREIBNPNCD,Y1,       380.00,                    83990.00,223
,SREIBNPNCD,NL,       380.00,                    11400.00,30
,SREINFRA,EQ,        12.95,                 23891337.40,1844689
,SRF,EQ,      7674.05,                556338738.55,72648
,SRHHYPOLTD,EQ,       322.40,                  7077720.50,21747
,SRIPIPES,EQ,       224.65,                 34540480.85,152158
,SRPL,BE,        39.00,                   190514.75,4918
,SRTRANSFIN,EQ,      1457.90,               2112480311.25,1464594
,SRTRANSFIN,Z7,      1095.06,                    32851.80,30
,SRTRANSFIN,Z3,      1015.00,                   294750.00,290
,SRTRANSFIN,YI,      1093.04,                   139134.90,130
,SRTRANSFIN,Z8,      1121.00,                   139825.00,125
,SRTRANSFIN,Z2,      1285.00,                   103800.00,80
,SRTRANSFIN,YV,      1045.00,                   181654.62,175
,SRTRANSFIN,YR,      1094.97,                   378658.97,346
,SRTRANSFIN,YW,      1100.00,                    20900.00,19
,SRTRANSFIN,YT,      1276.00,                   127600.00,100
,SRTRANSFIN,YO,      1029.51,                   408599.60,398
,SRTRANSFIN,YU,      1324.50,                   356316.00,270
,SRTRANSFIN,YX,      1045.01,                   115001.00,110
,SRTRANSFIN,YY,      1053.30,                    52665.00,50
,SRTRANSFIN,Z9,      1294.00,                    64700.00,50
,SRTRANSFIN,Z4,      1025.00,                    51250.00,50
,SRTRANSFIN,ZD,      1005.75,                    80460.25,80
,SRTRANSFIN,YN,      1341.06,                    13410.60,10
,SRTRANSFIN,ZF,      1030.00,                   190635.00,185
,SRTRANSFIN,YK,      1036.14,                  1277153.20,1227
,SRTRANSFIN,YH,      1022.00,                   347034.30,340
,SRTRANSFIN,YQ,      1065.05,                    53252.50,50
,SRTRANSFIN,YL,      1058.01,                   529358.01,501
,SSINFRA,SM,        10.00,                    30000.00,3000
,SSWL,EQ,      1261.00,                138414307.75,108448
,STAR,EQ,       781.30,                142430240.15,182233
,STARCEMENT,EQ,       109.35,                 23040277.55,209659
,STARPAPER,EQ,       159.95,                 27985568.45,173410
,STCINDIA,EQ,       117.30,                 36680293.55,310722
,STEELCITY,EQ,        62.85,                  6904950.65,109190
,STEELXIND,EQ,        70.20,                 13792839.55,196680
,STEL,EQ,       109.80,                  3192619.25,28874
,STERTOOLS,EQ,       198.30,                 30482796.85,155462
,STLTECH,EQ,       300.15,                468338191.25,1555994
,STOVEKRAFT,EQ,       759.15,                291116294.05,380666
,SUBCAPCITY,BE,        22.85,                     1553.80,68
,SUBEXLTD,EQ,        69.90,               1209793548.90,17133051
,SUBROS,EQ,       332.00,                 20607458.45,62393
,SUDARSCHEM,EQ,       753.65,                 80142293.95,105855
,SUMEETINDS,BE,        11.65,                   941273.40,80796
,SUMICHEM,EQ,       446.05,                441627034.20,979950
,SUMIT,EQ,        18.65,                 30519260.55,1506773
,SUMMITSEC,EQ,       654.10,                  4581094.30,6942
,SUNCLAYLTD,EQ,      3590.65,                 25705010.90,7026
,SUNDARAM,BE,         2.35,                  1076866.60,467669
,SUNDARMFIN,EQ,      2659.45,                 22169366.70,8339
,SUNDARMHLD,EQ,        74.30,                 15118137.30,201738
,SUNDRMBRAK,EQ,       443.65,                  5617289.75,12577
,SUNDRMFAST,EQ,       793.90,                 27656463.50,34595
,SUNFLAG,EQ,        83.25,                 82020909.20,982709
,SUNTECK,EQ,       372.55,                867845570.80,2368757
,SUNTV,EQ,       531.40,                798120115.40,1502606
,SUPERHOUSE,EQ,       162.90,                  6892220.25,42010
,SUPERSPIN,BE,        11.05,                   309190.05,27981
,SUPPETRO,BE,       754.05,                 35242915.90,46637
,SUPRAJIT,EQ,       314.70,                165210958.05,530458
,SUPREMEENG,BE,        34.70,                  1203216.90,35461
,SUPREMEIND,EQ,      2136.05,                 81787628.80,38136
,SURANASOL,EQ,        13.85,                  1828935.95,132419
,SURANAT&P,EQ,         7.05,                  3088725.95,429894
,SURANI,SM,        30.60,                   122400.00,4000
,SURYALAXMI,BE,        65.25,                  1217323.70,18784
,SURYAROSNI,EQ,       534.30,                 50567846.35,93662
,SURYODAY,EQ,       210.00,                 57783581.90,272557
,SUTLEJTEX,EQ,        65.05,                 22927965.55,349872
,SUULD,EQ,       493.95,                 21627195.15,43522
,SUVEN,EQ,        90.15,                 22569338.15,248961
,SUVENPHAR,EQ,       465.60,                 77338464.65,166331
,SUVIDHAA,EQ,        26.45,                  2717186.75,102103
,SUZLON,EQ,         8.20,                710614859.45,87103209
,SVPGLOB,EQ,       103.75,                 14723692.65,136696
,SWANENERGY,EQ,       145.05,                 44950064.15,307665
,SWARAJENG,EQ,      1771.35,                 27561787.75,15520
,SWELECTES,EQ,       266.55,                 23654658.60,87238
,SWSOLAR,EQ,       280.00,                511098764.25,1804119
,SYMPHONY,EQ,      1064.30,                 52855898.65,49587
,SYNGENE,EQ,       614.35,               1280766727.50,2096209
,TAINWALCHM,EQ,        82.85,                  5657929.60,65951
,TAJGVK,EQ,       136.30,                 17300766.55,126355
,TAKE,EQ,        65.45,                241336987.70,3658135
,TALBROAUTO,EQ,       321.05,                 69192551.00,209952
,TANLA,BE,       950.80,                 89112895.85,93135
,TANTIACONS,BZ,         9.45,                   646970.75,66486
,TARACHAND,SM,        39.70,                   317700.00,8000
,TARAPUR,BE,         5.10,                    45604.20,8773
,TARC,EQ,        49.35,                504681130.25,10454139
,TARMAT,EQ,        72.45,                 72763619.45,1009206
,TASTYBITE,EQ,     18794.20,                 75703155.05,3988
,TATACAPHSG,N2,      1047.10,                   335045.00,320
,TATACAPHSG,N4,      1079.94,                   108766.20,101
,TATACAPHSG,NB,      1140.00,                    36718.80,32
,TATACAPHSG,N8,      1090.00,                    21825.00,20
,TATACHEM,EQ,       777.80,                761028214.20,978998
,TATACOFFEE,EQ,       192.15,                277918703.75,1441902
,TATACOMM,EQ,      1390.45,                364897542.90,259781
,TATAELXSI,EQ,      4487.10,               1721394642.70,382778
,TATAINVEST,EQ,      1164.85,                 56580086.00,48333
,TATAMETALI,EQ,      1269.15,                831604499.25,659147
,TATAMTRDVR,EQ,       144.80,                144396821.45,997246
,TATAPOWER,EQ,       124.45,               2818000220.25,22522585
,TATASTLBSL,EQ,        88.90,                230046129.35,2580151
,TATASTLLP,BE,      1119.95,                 86973944.60,77801
,TBZ,EQ,        81.85,                 22427390.65,270389
,TCFSL,NF,      1200.00,                    24000.00,20
,TCFSL,ND,      1118.89,                   967539.18,864
,TCFSL,NH,      1090.02,                   381438.00,350
,TCFSL,NB,      1073.13,                  1848804.55,1724
,TCI,EQ,       404.35,                 13190508.20,32656
,TCIDEVELOP,EQ,       406.35,                  1252517.10,3105
,TCIEXP,EQ,      1489.80,                 30384624.45,20512
,TCIFINANCE,EQ,         5.80,                    28590.00,4925
,TCNSBRANDS,EQ,       596.75,                 21146223.80,35357
,TCPLPACK,EQ,       535.60,                  5721949.00,10684
,TDPOWERSYS,EQ,       208.50,                 24184825.20,115295
,TEAMLEASE,EQ,      3832.60,                 41456401.55,10742
,TECHIN,BE,         5.15,                    68290.75,13427
,TECHNOE,EQ,       313.40,                 22403424.15,71295
,TEJASNET,BE,       185.50,                 18133921.15,97471
,TEMBO,BE,       211.75,                  6806714.90,33034
,TERASOFT,EQ,        71.20,                 88655009.05,1292386
,TEXINFRA,EQ,        67.05,                  5498295.05,81605
,TEXMOPIPES,EQ,        53.10,                  7691312.30,144308
,TEXRAIL,EQ,        38.85,                 55108438.95,1408705
,TFCILTD,EQ,        76.50,                 45369648.00,585836
,TFL,BE,         6.45,                   157154.45,24744
,TGBHOTELS,BE,         9.00,                    73387.05,8069
,THANGAMAYL,EQ,       841.75,                  7199107.50,8591
,THEINVEST,EQ,       108.30,                  1924803.70,17711
,THEJO,SM,      2513.95,                  1257275.00,500
,THEMISMED,EQ,       887.30,                 78821729.65,89978
,THERMAX,EQ,      1417.00,                 63967236.05,44772
,THOMASCOOK,EQ,        62.30,                 38652588.60,614085
,THOMASCOTT,BE,        17.00,                    28590.80,1682
,THYROCARE,EQ,      1341.15,                193812387.50,144347
,TI,EQ,        44.10,                 19845532.85,443786
,TIDEWATER,BE,     15088.50,                 51632456.55,3417
,TIIL,EQ,       632.85,                137600934.70,218511
,TIINDIA,EQ,      1136.70,                 45502855.75,39507
,TIJARIA,EQ,         9.35,                   207614.85,22481
,TIL,BE,       188.70,                  1134225.70,5956
,TIMESGTY,EQ,        53.80,                   626908.25,11385
,TIMETECHNO,EQ,        84.00,                 36271377.60,429107
,TIMKEN,EQ,      1505.30,                 53781560.75,35337
,TINPLATE,EQ,       249.75,               1516475113.65,5993089
,TIPSINDLTD,BE,      1314.10,                  8757133.65,6794
,TIRUMALCHM,EQ,       161.40,                441105891.80,2723271
,TIRUPATI,SM,        40.50,                   121500.00,3000
,TIRUPATIFL,BE,        45.50,                 18272527.00,401594
,TMRVL,BE,        18.20,                   783727.85,42892
,TNPETRO,EQ,       118.30,                 40197800.95,339922
