,23-Apr-2021
The Nifty witnessed an intraday movement of about 187.85 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 65545.12
, Traded Quantity (in Lakhs), 25247.71
, Number of Trades, 19551105
, Total Market Capitalisation (Rs. Crores), 20103744.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14406.15,     14326.35,     14461.15,     14273.30,     14341.35,-64.8
,NIFTY50 EQL Wgt,     15977.00,     15912.15,     16050.05,     15823.40,     15914.40,-62.6
,NIFTY100 EQL Wgt,     16876.20,     16828.65,     16968.65,     16753.60,     16855.40,-20.8
,NIFTY100 LowVol30,     11201.70,     11181.50,     11226.30,     11100.90,     11149.55,-52.15
,NIFTY Alpha 50,     24055.55,     24096.90,     24372.40,     23956.75,     24120.20,64.65
,NIFTY MIDCAP 150,      8863.70,      8866.90,      8966.50,      8840.40,      8892.85,29.15
,NIFTY SMLCAP 50,      4091.65,      4096.65,      4138.20,      4092.05,      4121.50,29.85
,NIFTY SMLCAP 250,      6987.25,      6997.40,      7071.00,      6982.65,      7015.95,28.7
,NIFTY MIDSML 400,      8191.95,      8197.55,      8286.75,      8175.45,      8220.85,28.9
,NIFTY200 QUALTY30,     12147.70,     12117.20,     12171.95,     12039.00,     12087.75,-59.95
,Nifty FinSrv25 50,     15059.80,     14927.60,     15238.70,     14927.30,     15116.80,57
,NIFTY AlphaLowVol,     14289.20,     14277.70,     14351.25,     14154.25,     14239.05,-50.15
,Nifty200Momentm30,     15978.05,     15977.55,     16094.65,     15788.25,     15907.95,-70.1
,Nifty100ESGSecLdr,      2477.25,      2467.90,      2484.15,      2454.65,      2465.35,-11.9
,Nifty IT,     25826.70,     25746.45,     25926.05,     25531.95,     25609.10,-217.6
,Nifty Next 50,     34242.85,     34196.80,     34483.20,     34078.80,     34284.85,42
,Nifty Bank,     31782.60,     31490.60,     32148.40,     31377.15,     31722.30,-60.3
,NIFTY MIDCAP 100,     23432.65,     23434.90,     23707.30,     23340.55,     23492.75,60.1
,Nifty 500,     12132.05,     12086.20,     12199.40,     12044.90,     12105.60,-26.45
,Nifty 100,     14564.25,     14492.20,     14625.10,     14439.90,     14510.95,-53.3
,Nifty Midcap 50,      6506.95,      6503.25,      6583.80,      6462.25,      6512.90,5.95
,Nifty Realty,       305.15,       304.25,       306.75,       299.50,       301.80,-3.35
,Nifty Infra,      3946.95,      3941.30,      3968.30,      3909.85,      3932.55,-14.4
,Nifty Energy,     17370.95,     17323.20,     17594.10,     17304.40,     17537.70,166.75
,Nifty FMCG,     34043.05,     33938.10,     34002.85,     33631.70,     33726.10,-316.95
,Nifty MNC,     15853.80,     15814.90,     15890.35,     15739.95,     15796.50,-57.3
,Nifty Pharma,     13378.95,     13373.10,     13476.55,     13169.00,     13319.75,-59.2
,Nifty PSE,      3011.65,      3002.00,      3058.45,      3000.65,      3042.35,30.7
,Nifty PSU Bank,      1961.25,      1941.65,      1998.60,      1940.65,      1967.20,5.95
,Nifty Serv Sector,     20112.10,     19959.40,     20245.40,     19935.45,     20062.05,-50.05
,India VIX,23.0250,23.0250,23.0525,20.2100,22.6900,-0.3350
,Nifty Auto,      9644.55,      9569.25,      9695.90,      9534.90,      9596.95,-47.6
,Nifty Metal,      4460.90,      4471.75,      4528.20,      4396.65,      4446.85,-14.05
,Nifty Media,      1506.55,      1503.80,      1530.05,      1497.65,      1513.65,7.1
,NIFTY SMLCAP 100,      8216.00,      8221.75,      8308.65,      8202.90,      8250.55,34.55
,Nifty 200,      7550.70,      7518.05,      7588.30,      7490.65,      7528.90,-21.8
,Nifty Div Opps 50,      3002.15,      2992.45,      3010.75,      2978.15,      2992.05,-10.1
,Nifty Commodities,      4483.25,      4482.30,      4520.35,      4443.35,      4480.25,-3
,Nifty Consumption,      5862.70,      5844.85,      5868.90,      5794.35,      5818.90,-43.8
,Nifty Fin Service,     15239.50,     15095.65,     15381.70,     15049.80,     15238.25,-1.25
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3510.50,      3487.05,      3534.85,      3480.10,      3502.55,-7.95
,Nifty CPSE,      1716.30,      1708.85,      1748.15,      1708.15,      1741.15,24.85
,Nifty GrowSect 15,      7219.45,      7193.25,      7215.80,      7119.65,      7159.95,-59.5
,Nifty50 PR 2x Lev,      6293.95,      6223.70,      6340.95,      6178.10,      6236.80,-57.15
,Nifty50 PR 1x Inv,       304.15,       305.90,       307.00,       303.05,       305.55,1.4
,Nifty50 TR 2x Lev,      8402.60,      8308.75,      8465.30,      8247.90,      8326.20,-76.4
,Nifty50 TR 1x Inv,       263.35,       264.85,       265.80,       262.40,       264.60,1.25
,Nifty50 Value 20,      7347.40,      7315.05,      7364.75,      7265.60,      7301.10,-46.3
,Nifty Mid Liq 15,      5502.25,      5481.80,      5572.60,      5470.30,      5519.00,16.75
,Nifty Pvt Bank,     16918.35,     16782.30,     17133.30,     16717.60,     16911.00,-7.35
,NIFTY100 Qualty30,      3259.70,      3248.35,      3268.35,      3232.20,      3246.35,-13.35
,Nifty GS 8 13Yr,      2243.19,      2243.57,      2243.79,      2241.52,      2243.39,.2
,Nifty GS 10Yr,      2041.07,      2041.40,      2041.71,      2037.05,      2040.09,-.98
,Nifty GS 10Yr Cln,       954.23,       954.23,       954.38,       952.15,       953.60,-.63
,Nifty GS 4 8Yr,      2399.07,      2399.44,      2402.46,      2398.56,      2401.02,1.95
,Nifty GS 11 15Yr,      2402.02,      2402.46,      2404.35,      2398.64,      2402.93,.91
,Nifty GS 15YrPlus,      2640.61,      2641.10,      2641.10,      2641.10,      2641.10,.49
,Nifty GS Compsite,      2289.48,      2289.86,      2291.41,      2287.76,      2290.56,1.08

,ADVANCES,1028
,DECLINES,864
,UNCHANGED,112

,Total securities that have hit their price bands today,283

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,       921.40,       925.60,0.46,2303.79
,SAKSOFT,EQ,       479.90,                 44140368.10,92854
,SAKUMA,EQ,         4.90,                  1372139.55,282946
,SALASAR,EQ,       455.60,                 22396123.60,48972
,SALONA,EQ,        86.30,                   164172.05,1952
,SALSTEEL,EQ,         4.60,                   333431.85,71785
,SALZERELEC,EQ,       119.60,                  2459609.40,20525
,SAMBHAAV,EQ,         2.00,                    76209.20,37356
,SANCO,EQ,         8.35,                   192680.55,23030
,SANDESH,EQ,       638.75,                   552196.90,852
,SANDHAR,EQ,       176.85,                 44475381.05,241721
,SANGAMIND,BE,        78.30,                   132324.75,1688
,SANGHIIND,EQ,        41.85,                 61793912.20,1466231
,SANGHVIFOR,BE,        16.20,                   267657.55,16999
,SANGHVIMOV,EQ,       126.85,                 11634251.80,90777
,SANGINITA,EQ,        21.35,                   208464.20,9848
,SANOFI,EQ,      7576.65,                109267042.15,14378
,SANWARIA,BZ,          .65,                  1134781.90,1737872
,SARDAEN,EQ,       480.10,                 66573029.90,138958
,SAREGAMA,EQ,      1750.40,                 28548294.70,16129
,SARLAPOLY,EQ,        25.10,                  2732789.15,107530
,SARVESHWAR,SM,        30.45,                   724480.00,24000
,SASKEN,EQ,       928.65,                115140386.05,120314
,SASTASUNDR,EQ,       171.70,                156796946.45,879972
,SATIA,EQ,        78.90,                  5776520.30,72293
,SATIN,EQ,        86.20,                 25573370.65,293725
,SATINPP1,E1,        61.35,                    33006.20,538
,SBIETFIT,EQ,       258.66,                   998534.75,3843
,SBIETFPB,EQ,       170.14,                   104735.86,619
,SBIETFQLTY,EQ,       124.47,                   174719.73,1399
,SCAPDVR,BE,         2.40,                   221079.35,93228
,SCHAEFFLER,EQ,      4998.45,                 45067393.85,9016
,SCHAND,BE,        93.50,                  6584764.70,69255
,SCHNEIDER,EQ,        92.40,                 45942546.10,498185
,SCI,EQ,       101.85,                166543288.65,1625558
,SDBL,EQ,        29.80,                  2690956.20,90412
,SEAMECLTD,EQ,       412.60,                  1732832.50,4172
,SECURKLOUD,EQ,        87.15,                  3748472.10,42059
,SELAN,EQ,       118.55,                  4083080.35,33998
,SEPOWER,BE,         3.50,                    52401.80,14795
,SEQUENT,EQ,       265.65,                244999771.20,900984
,SESHAPAPER,EQ,       148.15,                  3877625.45,25937
,SETCO,EQ,        15.20,                  3362979.40,224063
,SETFGOLD,EQ,      4254.55,                113377103.55,26669
,SETFNIF50,EQ,       145.43,                 22730982.23,156041
,SETFNIFBK,EQ,       315.61,                 32750508.08,103565
,SETFNN50,EQ,       355.75,                  3379226.70,9497
,SETUINFRA,BE,          .70,                    22159.30,31148
,SEYAIND,EQ,        59.70,                  4552245.00,75803
,SFL,EQ,      2061.40,                 86031112.25,40959
,SGBAPR28I,GB,      4773.90,                  2440269.66,512
,SGBAUG24,GB,      4816.36,                   134909.15,28
,SGBAUG27,GB,      4800.00,                   455419.60,95
,SGBAUG28V,GB,      4854.17,                  6533512.67,1347
,SGBDC27VII,GB,      4725.61,                   100123.21,21
,SGBDEC25,GB,      4750.00,                    37880.00,8
,SGBDEC25XI,GB,      4849.00,                    92131.00,19
,SGBDEC26,GB,      4896.90,                     9793.80,2
,SGBFEB24,GB,      4774.00,                   402999.00,85
,SGBFEB27,GB,      4750.00,                    47500.00,10
,SGBFEB29XI,GB,      4800.00,                   305855.50,64
,SGBJ28VIII,GB,      4799.80,                    62268.13,13
,SGBJAN26,GB,      4722.86,                   330681.54,70
,SGBJAN27,GB,      4950.00,                     4950.00,1
,SGBJAN29IX,GB,      4800.00,                  1054426.25,220
,SGBJAN29X,GB,      4770.00,                   214548.07,45
,SGBJUL25,GB,      4775.00,                  1714225.00,359
,SGBJUL27,GB,      4740.00,                     9471.00,2
,SGBJUL28IV,GB,      4750.58,                  1550050.98,326
,SGBJUN27,GB,      4760.00,                   212400.00,45
,SGBJUN28,GB,      4778.00,                   301093.50,63
,SGBMAR24,GB,      4715.00,                    99180.50,21
,SGBMAR25,GB,      4763.84,                    61817.80,13
,SGBMAR28X,GB,      4798.07,                   416491.15,87
,SGBMAY25,GB,      4805.00,                    96065.20,20
,SGBMAY26,GB,      4757.17,                   306940.00,65
,SGBMAY28,GB,      4789.99,                   510999.99,107
,SGBMR29XII,GB,      4749.90,                  6041831.00,1268
,SGBN28VIII,GB,      4798.61,                   606554.55,126
,SGBNOV23,GB,      4850.00,                   320139.00,66
,SGBNOV24,GB,      4770.00,                   592120.00,124
,SGBNOV25VI,GB,      4720.00,                     9440.00,2
,SGBOC28VII,GB,      4775.00,                   587282.47,122
,SGBOCT25,GB,      4759.53,                   381377.79,80
,SGBOCT25IV,GB,      4728.00,                    94757.00,20
,SGBOCT25V,GB,      4780.00,                    95600.00,20
,SGBOCT26,GB,      4848.00,                    48480.00,10
,SGBOCT27,GB,      4888.00,                   244400.00,50
,SGBOCT27VI,GB,      4735.00,                   109670.08,23
,SGBSEP24,GB,      4804.00,                    62438.45,13
,SGBSEP27,GB,      4795.00,                    28835.00,6
,SGBSEP28VI,GB,      4785.50,                  2087447.45,439
,SGL,EQ,         8.25,                    36940.05,4448
,SHAHALLOYS,BE,        11.35,                   173903.95,14817
,SHAKTIPUMP,EQ,       493.80,                 15204825.70,30439
,SHALBY,EQ,       115.15,                 59036542.20,502950
,SHALPAINTS,EQ,        84.85,                  4666047.80,54304
,SHANKARA,EQ,       371.90,                 59074939.70,158397
,SHANTIGEAR,EQ,       130.80,                  2123306.10,16195
,SHARDACROP,EQ,       293.65,                 50862604.40,169732
,SHARDAMOTR,EQ,       357.35,                  4410781.80,12203
,SHAREINDIA,EQ,       310.90,                 19764401.85,63122
,SHARIABEES,EQ,       364.35,                   295319.39,809
,SHEMAROO,EQ,        90.50,                 34729658.40,364843
,SHIL,EQ,       266.80,                 29352743.75,109862
,SHILPAMED,EQ,       439.90,                674046772.70,1510196
,SHIVAMAUTO,EQ,        16.50,                   664188.95,40679
,SHIVAMILLS,BE,        41.40,                    23160.20,557
,SHIVATEX,EQ,       128.50,                   581061.50,4458
,SHK,EQ,       128.80,                 44419727.05,341801
,SHOPERSTOP,EQ,       191.45,                 20041616.65,103658
,SHRADHA,BE,        37.25,                      111.75,3
,SHREDIGCEM,EQ,        66.90,                 41472946.55,612050
,SHREEPUSHK,EQ,       143.65,                 10713429.85,74203
,SHREERAMA,EQ,         9.50,                   293088.65,30351
,SHRENIK,EQ,         1.80,                  1626177.60,903432
,SHREYANIND,EQ,        82.05,                   783655.75,9446
,SHREYAS,EQ,        76.10,                  4197602.50,54579
,SHRIPISTON,BE,       777.10,                   916906.35,1166
,SHRIRAMCIT,EQ,      1421.25,                 21665131.10,15232
,SHRIRAMEPC,EQ,         3.85,                  1219578.10,314563
,SHUBHLAXMI,SM,        12.95,                    25900.00,2000
,SHYAMCENT,EQ,         5.45,                   361491.00,67652
,SICAGEN,EQ,        16.55,                   492919.80,29489
,SICAL,EQ,        13.40,                 14179616.10,1061849
,SIDDHIKA,SM,        55.70,                   222800.00,4000
,SIGIND,EQ,        28.30,                   786971.00,27383
,SIKKO,SM,        26.85,                   643200.00,24000
,SIL,BE,        17.50,                    59058.70,3367
,SILGO,EQ,        50.40,                 10378250.95,196675
,SILINV,EQ,       179.65,                   407733.20,2276
,SILLYMONKS,BE,        22.50,                    27646.55,1296
,SILVERTUC,SM,        80.00,                   160000.00,2000
,SIMBHALS,EQ,         8.20,                   415385.35,50730
,SIMPLEXINF,EQ,        28.50,                  2099664.00,74212
,SINTERCOM,EQ,        79.10,                   226801.35,2871
,SINTEX,BE,         3.45,                  1794660.40,526240
,SIRCA,BE,       351.50,                  8171110.10,23057
,SIS,EQ,       359.80,                 33386028.95,92114
,SITINET,EQ,          .80,                   664833.60,854498
,SIYSIL,EQ,       187.10,                  7603704.65,40405
,SJVN,EQ,        25.50,                144101175.95,5673829
,SKFINDIA,EQ,      2186.65,                 89243711.50,40884
,SKIL,BE,         2.35,                    16833.90,7088
,SKIPPER,EQ,        55.15,                  2650415.40,47466
,SKMEGGPROD,EQ,        49.45,                  5577910.45,110984
,SKSTEXTILE,SM,        25.10,                    75200.00,3000
,SMARTLINK,EQ,        83.40,                   161660.30,1935
,SMCGLOBAL,EQ,        69.10,                  1295283.35,18629
,SMLISUZU,EQ,       455.20,                  1856479.50,4057
,SMPL,BZ,          .15,                        7.95,53
,SMSLIFE,EQ,       622.15,                 49458565.10,76445
,SMSPHARMA,EQ,       151.10,                 50620864.80,328013
,SNOWMAN,EQ,        54.30,                692167435.30,12635485
,SOBHA,EQ,       507.45,                152562893.60,301196
,SOLARA,EQ,      1514.50,                152449908.05,99719
,SOLARINDS,EQ,      1254.55,                  5934400.10,4700
,SOLEX,SM,        48.20,                   385700.00,8000
,SOMANYCERA,EQ,       413.70,                 37787951.20,91092
,SOMATEX,BE,         6.15,                    22207.65,3611
,SOMICONVEY,BE,        34.20,                    61843.15,1828
,SONAMCLOCK,SM,        64.00,                   574500.00,9000
,SONATSOFTW,EQ,       572.85,                 33068401.65,57045
,SORILINFRA,EQ,       124.10,                 13542555.05,107672
,SOTL,EQ,       991.90,                 12491366.15,12658
,SOUTHBANK,EQ,         7.80,                 52715051.85,6734709
,SOUTHWEST,EQ,        43.55,                  1478881.95,33920
,SPAL,EQ,       150.30,                 25330951.75,160333
,SPANDANA,EQ,       522.45,                  9591428.35,18347
,SPARC,EQ,       175.65,                275854109.45,1550398
,SPECIALITY,EQ,        39.00,                  2272089.70,58769
,SPENCERS,EQ,        68.85,                  9219361.15,132837
,SPENTEX,BZ,          .75,                      946.55,1252
,SPIC,EQ,        30.50,                 40513853.20,1325826
,SPICEJET,EQ,        60.80,                164944880.00,2711526
,SPLIL,EQ,        33.00,                   516100.90,15488
,SPMLINFRA,EQ,         9.65,                   450001.20,47283
,SPTL,EQ,         3.05,                  3186314.65,1030761
,SPYL,EQ,          .35,                   412663.40,1091540
,SREEL,EQ,       139.60,                   255902.95,1845
,SREIBNPNCD,Y8,       339.80,                    20388.00,60
,SREIBNPNCD,NR,       400.00,                    13900.00,35
,SREIBNPNCD,NO,       325.00,                    16250.00,50
,SREIBNPNCD,N9,       448.00,                      896.00,2
,SREIBNPNCD,NP,       265.00,                     6645.00,25
,SREIBNPNCD,NY,       360.00,                    10440.00,29
,SREIBNPNCD,NU,       330.00,                     9923.00,30
,SREIBNPNCD,Y1,       348.95,                   174368.20,501
,SREIBNPNCD,NZ,       420.00,                     5040.00,12
,SREIBNPNCD,NJ,       385.00,                     1925.00,5
,SREINFRA,EQ,         6.10,                  5603634.95,909882
,SRF,EQ,      6170.90,               1008761882.35,163918
,SRHHYPOLTD,EQ,       246.60,                  2772970.40,11261
,SRIPIPES,EQ,       177.05,                 18730544.10,105842
,SRPL,BE,        29.00,                      925.85,33
,SRTRANSFIN,EQ,      1380.65,               4793698779.70,3521274
,SRTRANSFIN,YI,      1030.00,                    30900.00,30
,SRTRANSFIN,YM,      1277.00,                   520660.00,408
,SRTRANSFIN,YH,      1011.14,                    59665.00,59
,SRTRANSFIN,YJ,      1072.00,                   280454.76,262
,SRTRANSFIN,YQ,      1047.00,                    67008.40,64
,SRTRANSFIN,YG,      2091.00,                   209131.05,100
,SRTRANSFIN,Z7,      1082.00,                    66002.00,61
,SRTRANSFIN,Z1,      1215.00,                    19368.00,16
,SRTRANSFIN,Z3,       997.55,                    39913.30,40
,SRTRANSFIN,YK,      1077.99,                   258718.45,240
,SRTRANSFIN,Z2,      1250.00,                     2700.00,2
,SRTRANSFIN,YV,      1015.00,                   607882.75,599
,SRTRANSFIN,YO,      1013.00,                    50650.00,50
,SRTRANSFIN,YX,      1030.00,                   117418.60,114
,SRTRANSFIN,Z6,      1051.01,                   105101.00,100
,SSINFRA,SM,         9.95,                    29850.00,3000
,SSWL,EQ,       660.55,                 13145206.50,19953
,STAR,EQ,       915.80,               1056226388.85,1136791
,STARCEMENT,EQ,        97.15,                 30540113.65,313935
,STARPAPER,EQ,       110.75,                  3165363.20,28344
,STCINDIA,EQ,        75.35,                  2719078.45,35738
,STEELCITY,EQ,        34.40,                   352490.70,10258
,STEELXIND,EQ,        62.80,                  3529258.35,56065
,STEL,BE,        76.25,                   265442.25,3517
,STERTOOLS,EQ,       178.55,                  1066993.55,5948
,STLTECH,EQ,       232.40,                152474944.85,658256
,STOVEKRAFT,EQ,       466.65,                 19581230.15,41866
,SUBCAPCITY,BE,        14.70,                     2205.00,150
,SUBEXLTD,EQ,        52.15,                849765327.70,15885605
,SUBROS,EQ,       294.80,                  2939501.45,9973
,SUDARSCHEM,EQ,       547.20,                 64287258.15,117390
,SUMEETINDS,BE,         4.85,                  1351491.55,278329
,SUMICHEM,EQ,       295.75,                151824037.90,507629
,SUMIT,EQ,         9.55,                   275515.30,28780
,SUMMITSEC,EQ,       495.60,                   942065.10,1891
,SUNCLAYLTD,EQ,      2996.35,                  4480948.55,1498
,SUNDARAM,EQ,         1.20,                   116616.40,99248
,SUNDARMFIN,EQ,      2324.20,                 77681247.15,33501
,SUNDARMHLD,EQ,        76.70,                 10888032.15,142091
,SUNDRMBRAK,EQ,       318.85,                   369317.05,1150
,SUNDRMFAST,EQ,       683.15,                 26190446.70,38116
,SUNFLAG,EQ,        68.85,                233678280.45,3365791
,SUNTECK,EQ,       278.60,                 30858804.95,110519
,SUNTV,EQ,       455.20,                413447753.25,904166
,SUPERHOUSE,EQ,       115.80,                  2691231.45,22832
,SUPERSPIN,EQ,         4.45,                   158583.60,35221
,SUPPETRO,EQ,       649.45,                152375585.55,233760
,SUPRAJIT,EQ,       250.60,                 25021804.85,99306
,SUPREMEENG,EQ,        25.00,                   955754.45,38980
,SUPREMEIND,EQ,      1993.20,                 93909256.95,47383
,SURANASOL,BE,         8.50,                    84671.55,9868
,SURANAT&P,EQ,         4.15,                   112159.85,26622
,SURYALAXMI,EQ,        29.95,                   125900.40,4204
,SURYAROSNI,EQ,       356.40,                 48883953.50,135737
,SURYODAY,EQ,       248.95,                 23822721.80,95252
,SUTLEJTEX,EQ,        37.60,                  1770591.75,46709
,SUULD,BE,       202.00,                   343795.00,1720
,SUVEN,EQ,       103.25,                732440437.10,6675215
,SUVENPHAR,EQ,       544.05,                571751358.35,1065594
,SUVIDHAA,EQ,        43.70,                   280991.00,6430
,SUZLON,EQ,         4.50,                 27952187.90,6142918
,SWANENERGY,EQ,       135.60,                 35279220.95,257383
,SWARAJENG,EQ,      1458.15,                 73824713.20,50410
,SWELECTES,EQ,       193.00,                   566474.30,2944
,SWSOLAR,EQ,       327.10,                487186398.35,1491095
,SYMPHONY,EQ,      1188.65,                 71457227.55,59527
,SYNCOM,BZ,         2.80,                   114343.60,40837
,SYNGENE,EQ,       599.80,                172017422.85,285244
,TAINWALCHM,EQ,        57.15,                   271089.80,4726
,TAJGVK,EQ,       103.25,                 22300939.70,216205
,TAKE,EQ,        49.30,                 76807954.15,1523391
,TALBROAUTO,EQ,       194.35,                  3308995.60,16908
,TANLA,EQ,       887.95,                102015396.75,113364
,TANTIACONS,BZ,         4.65,                     2557.50,550
,TARC,EQ,        28.55,                  5917562.30,203317
,TARMAT,EQ,        44.15,                   178901.05,4005
,TASTYBITE,EQ,     15565.45,                 34625391.10,2235
,TATACAPHSG,N6,      1065.00,                    10650.00,10
,TATACAPHSG,N8,      1085.50,                   868400.00,800
,TATACHEM,EQ,       726.15,               2608933075.20,3557549
,TATACOFFEE,EQ,       125.05,                731592043.35,5967548
,TATACOMM,EQ,      1139.40,                884766272.20,768303
,TATAELXSI,EQ,      3185.65,               5185858217.00,1588841
,TATAINVEST,EQ,      1000.15,                 18041188.35,18048
,TATAMETALI,EQ,       892.55,                257599054.60,286496
,TATAMTRDVR,EQ,       127.80,                281365424.20,2179261
,TATAPOWER,EQ,        95.65,               3916324220.85,40943046
,TATASTLBSL,EQ,        60.50,                716796878.70,11752731
,TATASTLLP,EQ,       817.95,                157441818.85,190753
,TBZ,EQ,        61.10,                  4185527.85,68576
,TCFSL,NF,      1200.00,                   144000.00,120
,TCFSL,NL,      1149.00,                    27576.10,24
,TCFSL,ND,      1105.43,                   472736.50,428
,TCFSL,NH,      1075.00,                    75250.00,70
,TCFSL,NJ,      1100.00,                   184800.00,168
,TCFSL,NB,      1059.99,                   515148.14,487
,TCI,EQ,       267.15,                  4842648.45,18131
,TCIDEVELOP,EQ,       299.75,                    51560.70,170
,TCIEXP,EQ,       883.10,                 35610933.25,40653
,TCIFINANCE,EQ,         5.40,                    12935.50,2562
,TCNSBRANDS,EQ,       478.00,                125198190.30,258785
,TCPLPACK,EQ,       392.55,                  3061156.95,7970
,TDPOWERSYS,EQ,       156.85,                  2730206.10,17361
,TEAMLEASE,EQ,      3083.40,                 55595960.95,18072
,TECHIN,BE,         2.55,                     2366.40,928
,TECHNOE,EQ,       291.80,                  2472964.45,8397
,TEJASNET,EQ,       184.35,                 13154109.90,71354
,TEMBO,EQ,       121.55,                 22623198.30,188711
,TERASOFT,EQ,        37.45,                  1270934.30,33730
,TEXINFRA,EQ,        70.50,                  6838887.35,97104
,TEXMOPIPES,EQ,        26.70,                  3184878.55,117913
,TEXRAIL,EQ,        25.15,                  6751605.55,268216
,TFCILTD,EQ,        58.70,                 27713932.90,467852
,TFL,BE,         2.25,                     1336.25,605
,TGBHOTELS,EQ,         4.35,                    45337.60,10015
,THANGAMAYL,EQ,       613.90,                  4700984.70,7693
,THEINVEST,EQ,        86.50,                   625449.65,7177
,THEJO,SM,      2082.00,                   417100.00,200
,THEMISMED,EQ,       371.60,                118536736.55,310965
,THERMAX,EQ,      1389.70,                 29830655.15,21631
,THIRUSUGAR,BZ,         6.35,                    13067.50,2050
,THOMASCOOK,EQ,        44.90,                 16745909.85,375125
,THOMASCOTT,BE,         7.15,                      143.00,20
,THYROCARE,EQ,      1017.65,                212758950.35,207365
,TI,EQ,        32.65,                  5773624.65,175733
,TIDEWATER,EQ,      4498.60,                  6419357.75,1421
,TIIL,EQ,       368.95,                  7046016.55,19052
,TIINDIA,EQ,      1117.10,                 38206808.95,33929
,TIJARIA,BE,         6.75,                    12166.55,1826
,TIL,EQ,       159.55,                   838441.05,5257
,TIMESGTY,EQ,        53.95,                   753843.35,13973
,TIMETECHNO,EQ,        76.85,                164998769.85,2133184
,TIMKEN,EQ,      1325.40,                102322832.80,76426
,TINPLATE,EQ,       170.35,                103233312.90,602214
,TIPSINDLTD,BE,       500.00,                  1956436.75,3864
,TIRUMALCHM,EQ,        88.20,                 43946879.75,492248
,TIRUPATIFL,BE,        25.00,                     2950.00,118
,TMRVL,EQ,        10.95,                   281024.90,26018
,TNPETRO,EQ,        72.55,                321285980.10,4375241
,TNPL,EQ,       134.15,                 11951335.05,88714
,TNTELE,BE,         4.25,                    13685.95,3236
,TOKYOPLAST,EQ,        70.00,                   511974.55,7299
,TORNTPOWER,EQ,       394.00,                692557970.60,1765436
,TOTAL,EQ,        41.75,                  2076681.75,49920
,TOUCHWOOD,BE,        92.25,                   113189.60,1198
,TPLPLASTEH,EQ,       221.30,                 59324940.85,274591
,TREEHOUSE,EQ,         9.00,                   501149.45,56203
,TREJHARA,EQ,        31.00,                  1817785.75,57664
,TRENT,EQ,       770.30,               2708426661.25,3507205
,TRF,EQ,        87.25,                   419870.30,4797
,TRIDENT,EQ,        13.50,                 81494942.90,6008998
,TRIGYN,EQ,        68.05,                  1726230.25,25210
,TRIL,EQ,        17.55,                  1253659.85,71125
,TRITURBINE,EQ,       102.15,                 38697529.60,375586
,TRIVENI,EQ,       112.00,                181446216.00,1601085
,TTKHLTCARE,EQ,       694.65,                282761082.25,401664
,TTKPRESTIG,EQ,      7671.45,                139839723.30,18078
,TTL,EQ,        42.15,                   118994.10,2823
,TTML,BE,        12.10,                  3877820.10,320481
,TV18BRDCST,EQ,        34.05,               1937811239.00,56240045
,TVSELECT,BE,       122.65,                  2088478.65,16861
,TVSMOTOR,EQ,       532.80,                751501075.55,1411440
,TVSSRICHAK,EQ,      1705.90,                  4368540.30,2540
,TVTODAY,EQ,       283.30,                 22030490.95,79013
,TVVISION,BE,         1.95,                    32154.55,16548
,TWL,EQ,        46.75,                 12354776.10,261572
,UCALFUEL,EQ,       129.30,                  3421521.85,26141
,UCL,SM,        31.00,                   244400.00,8000
,UCOBANK,EQ,        10.90,                 39604919.05,3628604
,UFLEX,EQ,       367.10,                 52915368.20,142843
,UFO,EQ,        70.10,                  3359791.40,47733
,UGARSUGAR,EQ,        17.25,                  8645839.55,490618
,UJAAS,BE,         2.50,                  1263490.25,504517
,UJJIVAN,EQ,       192.75,                106770272.70,557352
,UJJIVANSFB,EQ,        26.80,                112204046.70,4160460
,UMANGDAIRY,EQ,        53.85,                   711866.35,13327
,UMESLTD,BE,         3.30,                    25403.30,7875
,UNICHEMLAB,EQ,       338.25,                 20980730.15,62062
,UNIDT,EQ,       301.80,                  1777152.50,5770
,UNIENTER,EQ,        75.15,                   487060.20,6508
,UNIONBANK,EQ,        32.70,                170191710.45,5194074
,UNITECH,BZ,         1.35,                  2833498.00,2086198
,UNITEDTEA,EQ,       292.30,                   144229.15,494
,UNITY,BZ,          .85,                     6487.50,7725
,UNIVASTU,BE,        37.00,                   106948.75,2875
,UNIVCABLES,EQ,       136.65,                  3336890.90,24363
,UNIVPHOTO,EQ,       186.25,                   621075.80,3344
,URJA,BE,         6.10,                  5385361.65,885396
,USHAMART,EQ,        38.25,                 83031597.65,2171230
,UTIAMC,EQ,       567.40,                247937439.60,438619
,UTIBANKETF,EQ,        31.82,                   137466.98,4326
,UTINEXT50,EQ,        35.20,                   161375.28,4546
,UTINIFTETF,EQ,      1488.72,                   256896.19,171
,UTISENSETF,EQ,       499.09,                   226889.10,454
,UTISXN50,EQ,        41.29,                   217659.20,5209
